,QB,RB1,RB2,WR1,WR2,WR3,TE,Flex,DST,Points,Salary
0,Ben Roethlisberger (11384896),T.J. Yeldon (11384985),David Johnson (11384977),Marvin Jones Jr. (11385245),Doug Baldwin (11385237),Golden Tate (11385201),David Njoku (11385493),Julio Jones (11385177),Bengals  (11385665),153.156,153.156
1,Aaron Rodgers (11384901),T.J. Yeldon (11384985),David Johnson (11384977),Julio Jones (11385177),Quincy Enunwa (11385231),Adam Thielen (11385183),David Njoku (11385493),Vance McDonald (11385489),Ravens  (11385663),148.052,148.052
2,Ben Roethlisberger (11384896),Bilal Powell (11385017),James Conner (11384967),Marvin Jones Jr. (11385245),Doug Baldwin (11385237),Golden Tate (11385201),David Njoku (11385493),Julio Jones (11385177),Jets  (11385667),147.156,147.156
3,Matthew Stafford (11384907),T.J. Yeldon (11384985),Christian McCaffrey (11384963),Doug Baldwin (11385237),Julio Jones (11385177),Quincy Enunwa (11385231),David Njoku (11385493),Amari Cooper (11385223),Ravens  (11385663),146.51999999999998,146.51999999999998
4,Carson Wentz (11384906),T.J. Yeldon (11384985),Kareem Hunt (11384981),Julio Jones (11385177),Quincy Enunwa (11385231),Keelan Cole (11385241),David Njoku (11385493),Christian McCaffrey (11384963),Bengals  (11385665),146.02,146.02
5,Matthew Stafford (11384907),David Johnson (11384977),Kareem Hunt (11384981),Julio Jones (11385177),Tyler Lockett (11385251),Amari Cooper (11385223),David Njoku (11385493),James Conner (11384967),Bengals  (11385665),145.57999999999998,145.57999999999998
6,Ben Roethlisberger (11384896),T.J. Yeldon (11384985),Christian McCaffrey (11384963),Golden Tate (11385201),Adam Thielen (11385183),Tyler Boyd (11385215),Ricky Seals-Jones (11385499),Vance McDonald (11385489),Bengals  (11385665),145.166,145.166
7,Aaron Rodgers (11384901),David Johnson (11384977),Kerryon Johnson (11385007),Marvin Jones Jr. (11385245),Golden Tate (11385201),Adam Thielen (11385183),Ricky Seals-Jones (11385499),James Conner (11384967),Ravens  (11385663),144.78199999999998,144.78199999999998
8,Blake Bortles (11384909),Kareem Hunt (11384981),Christian McCaffrey (11384963),Doug Baldwin (11385237),Julio Jones (11385177),Quincy Enunwa (11385231),Vance McDonald (11385489),Amari Cooper (11385223),Jets  (11385667),144.39800000000002,144.39800000000002
9,Blake Bortles (11384909),Bilal Powell (11385017),Kareem Hunt (11384981),Golden Tate (11385201),Julio Jones (11385177),Tyler Lockett (11385251),Vance McDonald (11385489),Adam Thielen (11385183),Jets  (11385667),144.01800000000003,144.01800000000003
