Player,Team,Position,Salary,Name + ID,AvgPointsPerGame,Draft Kings_MIN,Draft Kings_MID,Draft Kings_MAX,Dynasty_MIN,Dynasty_MID,Dynasty_MAX,Redraft_MIN,Redraft_MID,Redraft_MAX,Draft Kings Value_MAX,Draft Kings Value_MID,Draft Kings Value_MIN,Draft Kings_MID_Rank,Draft Kings_MID_Tier,Draft Kings Value_MID_Rank,Draft Kings Value_MID_Tier,Min_Tier,Add_Tier
Philip Rivers,IND,QB,5600.0,Philip Rivers (16006108) (LOCKED),16.64,19.397999999999996,24.427999999999997,28.810000000000002,17.288,20.768,25.810000000000002,18.088,21.368,25.810000000000002,288.68955562429124,229.24512854101852,194.37695244706697,2,1,1,1,1,2
Alex Smith,WAS,QB,5200.0,Alex Smith (16006114) (LOCKED),10.44,19.272,22.075000000000003,26.6,16.832,19.350000000000005,23.6,17.532,19.850000000000005,23.6,269.82150269821506,235.56058890147222,195.48872180451127,5,3,2,1,1,4
Matt Ryan,ATL,QB,5800.0,Matt Ryan (16006106) (LOCKED),19.18,20.240000000000002,23.7,26.95,16.740000000000002,19.8,23.150000000000002,17.740000000000002,20.6,23.85,286.5612648221344,244.72573839662448,215.21335807050093,3,2,3,2,2,4
Dak Prescott,DAL,QB,4000.0,Dak Prescott (16006144) (LOCKED),30.33,12.98,16.298000000000002,20.57,11.979999999999999,15.598,20.07,12.680000000000001,16.098000000000003,20.07,308.1664098613251,245.42888697999751,194.45794846864365,12,7,4,2,2,9
Ben Roethlisberger,PIT,QB,6400.0,Ben Roethlisberger (16006103) (LOCKED),19.54,21.169999999999995,24.928000000000004,30.330000000000005,17.819999999999997,20.828000000000003,26.330000000000002,18.819999999999997,21.728000000000005,27.130000000000006,302.3145961265943,256.7394094993581,211.0121991427629,1,1,5,3,1,4
Carson Wentz,PHI,QB,5400.0,Carson Wentz (16006110) (LOCKED),18.37,16.939999999999998,20.675000000000004,24.750999999999998,14.690000000000001,18.000000000000004,21.506,15.790000000000001,18.900000000000006,22.306,318.77213695395517,261.18500604594914,218.17300311098543,7,4,6,3,3,7
Andy Dalton,DAL,QB,5500.0,Andy Dalton (16006109) (LOCKED),13.53,18.25,20.313000000000002,21.891,15.9,17.778000000000002,19.195999999999998,17.1,18.778000000000002,20.096,301.36986301369865,270.762565844533,251.2448038006487,9,4,7,4,4,8
Jared Goff,LAR,QB,5900.0,Jared Goff (16006105) (LOCKED),18.33,19.03,21.287000000000003,24.18,16.23,18.422000000000004,20.630000000000003,17.23,19.122000000000003,21.23,310.0367840252233,277.16446657584436,244.00330851943755,6,3,8,4,3,7
Joe Flacco,NYJ,QB,4900.0,Joe Flacco (16006121) (LOCKED),11.55,13.754000000000001,17.495,21.67,12.554,15.370000000000001,18.82,13.554,16.270000000000003,19.62,356.2599970917551,280.0800228636753,226.11905860636824,11,6,9,4,4,10
Case Keenum,CLE,QB,4800.0,Case Keenum (16006125) (LOCKED),1.84,12.25,15.186999999999998,18.99,10.75,13.472,16.490000000000002,11.950000000000001,14.472,17.39,391.83673469387753,316.05978797655894,252.76461295418645,14,7,10,5,5,12
Deshaun Watson,HOU,QB,7600.0,Deshaun Watson (16006099) (LOCKED),25.3,19.214,23.195,29.05,16.984,20.419999999999998,25.549999999999997,18.084,21.32,26.25,395.5449151660248,327.65682259107564,261.61790017211706,4,2,11,5,2,7
Sam Darnold,NYJ,QB,5000.0,Sam Darnold (16006117) (LOCKED),12.19,10.549999999999999,13.698000000000002,16.259999999999998,8.75,12.398000000000001,15.01,10.25,13.498000000000001,15.91,473.93364928909955,365.0167907723755,307.5030750307503,15,8,12,6,6,14
Baker Mayfield,CLE,QB,6100.0,Baker Mayfield (16006104) (LOCKED),16.69,10.909999999999997,15.686,21.0,9.31,14.385999999999997,19.0,10.609999999999998,15.485999999999999,20.0,559.1200733272229,388.88180543159507,290.4761904761905,13,7,13,7,7,14
Russell Wilson,SEA,QB,7300.0,Russell Wilson (16006101) (LOCKED),24.91,15.179999999999998,18.712999999999997,23.35,13.479999999999999,17.227999999999998,21.900000000000002,14.779999999999998,18.028,21.900000000000002,480.89591567852443,390.10313685673066,312.6338329764454,10,5,14,7,5,12
Patrick Mahomes,KC,QB,8500.0,Patrick Mahomes (16006097) (LOCKED),27.29,14.55,20.332,25.975999999999992,13.45,18.592000000000002,23.555999999999997,14.35,19.092000000000002,23.555999999999997,584.192439862543,418.0602006688963,327.22513089005247,8,4,15,8,4,12
Todd Gurley,ATL,RB,4700.0,Todd Gurley II (16006214) (LOCKED),11.55,19.4,23.93,30.35,17.400000000000002,20.650000000000002,24.660000000000004,19.2,22.950000000000003,27.660000000000004,242.2680412371134,196.40618470539073,154.85996705107084,1,1,1,1,1,2
Saquon Barkley,NYG,RB,4000.0,Saquon Barkley (16006294) (LOCKED),7.7,16.13,19.62,26.04,13.479999999999999,16.820000000000004,22.94,15.929999999999998,19.520000000000003,25.94,247.98512089274644,203.8735983690112,153.60983102918587,5,4,2,1,1,5
Melvin Gordon,DEN,RB,5600.0,Melvin Gordon III (16006198) (LOCKED),13.39,17.4,22.169999999999998,25.83,15.05,19.62,23.180000000000003,17.3,22.07,25.73,321.8390804597701,252.59359494812813,216.80216802168025,2,2,3,2,2,4
Chris Thompson,JAC,RB,4000.0,Chris Thompson (16006268) (LOCKED),7.1,10.17,14.670000000000002,20.86,8.220000000000002,12.120000000000003,17.86,10.07,14.570000000000002,20.86,393.31366764995084,272.66530334014993,191.75455417066155,10,5,4,2,2,7
Dion Lewis,NYG,RB,4000.0,Dion Lewis (16006290) (LOCKED),3.9,10.690000000000001,13.650000000000002,18.6,8.89,11.700000000000001,16.500000000000004,10.49,13.550000000000002,18.500000000000004,374.1814780168381,293.040293040293,215.0537634408602,11,5,5,3,3,8
