Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
TE,Travis Kelce (11385475),Travis Kelce,11385475,TE/FLEX,6000,JAX@KC 10/07/2018 01:00PM ET,KC,19.42
WR,Kenny Golladay (11385211),Kenny Golladay,11385211,WR/FLEX,6000,GB@DET 10/07/2018 01:00PM ET,DET,17.75
QB,Kirk Cousins (11384904),Kirk Cousins,11384904,QB,6000,MIN@PHI 10/07/2018 04:25PM ET,MIN,26.64
QB,Andy Dalton (11384905),Andy Dalton,11384905,QB,5900,MIA@CIN 10/07/2018 01:00PM ET,CIN,23.5
WR,Calvin Ridley (11385213),Calvin Ridley,11385213,WR/FLEX,5800,ATL@PIT 10/07/2018 01:00PM ET,ATL,20.42
RB,Kareem Hunt (11384981),Kareem Hunt,11384981,RB/FLEX,5800,JAX@KC 10/07/2018 01:00PM ET,KC,16.45
QB,Carson Wentz (11384906),Carson Wentz,11384906,QB,5800,MIN@PHI 10/07/2018 04:25PM ET,PHI,18.96
QB,Matthew Stafford (11384907),Matthew Stafford,11384907,QB,5700,GB@DET 10/07/2018 01:00PM ET,DET,20.74
WR,Tyler Boyd (11385215),Tyler Boyd,11385215,WR/FLEX,5700,MIA@CIN 10/07/2018 01:00PM ET,CIN,19.85
RB,Matt Breida (11384983),Matt Breida,11384983,RB/FLEX,5700,ARI@SF 10/07/2018 04:25PM ET,SF,14.7
QB,Case Keenum (11384908),Case Keenum,11384908,QB,5600,DEN@NYJ 10/07/2018 01:00PM ET,DEN,14.03
WR,Demaryius Thomas (11385217),Demaryius Thomas,11385217,WR/FLEX,5600,DEN@NYJ 10/07/2018 01:00PM ET,DEN,10.7
RB,T.J. Yeldon (11384985),T.J. Yeldon,11384985,RB/FLEX,5600,JAX@KC 10/07/2018 01:00PM ET,JAX,16
WR,John Brown (11385221),John Brown,11385221,WR/FLEX,5600,BAL@CLE 10/07/2018 01:00PM ET,BAL,17.55
WR,Sterling Shepard (11385219),Sterling Shepard,11385219,WR/FLEX,5600,NYG@CAR 10/07/2018 01:00PM ET,NYG,15.22
QB,Blake Bortles (11384909),Blake Bortles,11384909,QB,5500,JAX@KC 10/07/2018 01:00PM ET,JAX,22
RB,Marshawn Lynch (11384987),Marshawn Lynch,11384987,RB/FLEX,5500,OAK@LAC 10/07/2018 04:05PM ET,OAK,16.75
WR,Amari Cooper (11385223),Amari Cooper,11385223,WR/FLEX,5500,OAK@LAC 10/07/2018 04:05PM ET,OAK,15.22
RB,Dion Lewis (11384989),Dion Lewis,11384989,RB/FLEX,5400,TEN@BUF 10/07/2018 01:00PM ET,TEN,12.48
QB,Joe Flacco (11384910),Joe Flacco,11384910,QB,5400,BAL@CLE 10/07/2018 01:00PM ET,BAL,21.52
WR,Kenny Stills (11385225),Kenny Stills,11385225,WR/FLEX,5400,MIA@CIN 10/07/2018 01:00PM ET,MIA,13.85
TE,George Kittle (11385477),George Kittle,11385477,TE/FLEX,5400,ARI@SF 10/07/2018 04:25PM ET,SF,15.15
QB,Baker Mayfield (11384911),Baker Mayfield,11384911,QB,5300,BAL@CLE 10/07/2018 01:00PM ET,CLE,13.32
RB,Dalvin Cook (11384991),Dalvin Cook,11384991,RB/FLEX,5300,MIN@PHI 10/07/2018 04:25PM ET,MIN,9.5
WR,Nelson Agholor (11385227),Nelson Agholor,11385227,WR/FLEX,5300,MIN@PHI 10/07/2018 04:25PM ET,PHI,12.52
WR,Quincy Enunwa (11385231),Quincy Enunwa,11385231,WR/FLEX,5200,DEN@NYJ 10/07/2018 01:00PM ET,NYJ,13.7
RB,Carlos Hyde (11384993),Carlos Hyde,11384993,RB/FLEX,5200,BAL@CLE 10/07/2018 01:00PM ET,CLE,16
WR,Devin Funchess (11385229),Devin Funchess,11385229,WR/FLEX,5200,NYG@CAR 10/07/2018 01:00PM ET,CAR,12.83
QB,Ryan Tannehill (11384912),Ryan Tannehill,11384912,QB,5200,MIA@CIN 10/07/2018 01:00PM ET,MIA,15.47
QB,Derek Carr (11384913),Derek Carr,11384913,QB,5200,OAK@LAC 10/07/2018 04:05PM ET,OAK,20.73
WR,Geronimo Allison (11385235),Geronimo Allison,11385235,WR/FLEX,5100,GB@DET 10/07/2018 01:00PM ET,GB,14.98
WR,Michael Crabtree (11385233),Michael Crabtree,11385233,WR/FLEX,5100,BAL@CLE 10/07/2018 01:00PM ET,BAL,10.6
RB,Jay Ajayi (11384995),Jay Ajayi,11384995,RB/FLEX,5100,MIN@PHI 10/07/2018 04:25PM ET,PHI,13.67
QB,Russell Wilson (11384914),Russell Wilson,11384914,QB,5100,LAR@SEA 10/07/2018 04:25PM ET,SEA,15.93
WR,Randall Cobb (11385239),Randall Cobb,11385239,WR/FLEX,5000,GB@DET 10/07/2018 01:00PM ET,GB,14.8
RB,Alex Collins (11384997),Alex Collins,11384997,RB/FLEX,5000,BAL@CLE 10/07/2018 01:00PM ET,BAL,11.7
TE,Greg Olsen (11385479),Greg Olsen,11385479,TE/FLEX,5000,NYG@CAR 10/07/2018 01:00PM ET,CAR,5.3
WR,Doug Baldwin (11385237),Doug Baldwin,11385237,WR/FLEX,5000,LAR@SEA 10/07/2018 04:25PM ET,SEA,4.55
RB,LeSean McCoy (11384999),LeSean McCoy,11384999,RB/FLEX,4900,TEN@BUF 10/07/2018 01:00PM ET,BUF,6.87
WR,Keelan Cole (11385241),Keelan Cole,11385241,WR/FLEX,4900,JAX@KC 10/07/2018 01:00PM ET,JAX,12.12
QB,Eli Manning (11384915),Eli Manning,11384915,QB,4900,NYG@CAR 10/07/2018 01:00PM ET,NYG,14.55
QB,C.J. Beathard (11384916),C.J. Beathard,11384916,QB,4900,ARI@SF 10/07/2018 04:25PM ET,SF,9.91
QB,Josh Allen (11384917),Josh Allen,11384917,QB,4800,TEN@BUF 10/07/2018 01:00PM ET,BUF,13.31
RB,Phillip Lindsay (11385001),Phillip Lindsay,11385001,RB/FLEX,4800,DEN@NYJ 10/07/2018 01:00PM ET,DEN,12.8
WR,Sammy Watkins (11385243),Sammy Watkins,11385243,WR/FLEX,4800,JAX@KC 10/07/2018 01:00PM ET,KC,11.42
TE,Jared Cook (11385483),Jared Cook,11385483,TE/FLEX,4800,OAK@LAC 10/07/2018 04:05PM ET,OAK,20.25
QB,Sam Darnold (11384918),Sam Darnold,11384918,QB,4700,DEN@NYJ 10/07/2018 01:00PM ET,NYJ,12.38
WR,Dede Westbrook (11385249),Dede Westbrook,11385249,WR/FLEX,4700,JAX@KC 10/07/2018 01:00PM ET,JAX,14.72
WR,Marvin Jones Jr. (11385245),Marvin Jones Jr.,11385245,WR/FLEX,4700,GB@DET 10/07/2018 01:00PM ET,DET,12.58
TE,Jimmy Graham (11385481),Jimmy Graham,11385481,TE/FLEX,4700,GB@DET 10/07/2018 01:00PM ET,GB,9.72
RB,Javorius Allen (11385005),Javorius Allen,11385005,RB/FLEX,4700,BAL@CLE 10/07/2018 01:00PM ET,BAL,13.48
RB,Kenyan Drake (11385003),Kenyan Drake,11385003,RB/FLEX,4700,MIA@CIN 10/07/2018 01:00PM ET,MIA,8.05
QB,Josh Rosen (11384919),Josh Rosen,11384919,QB,4700,ARI@SF 10/07/2018 04:25PM ET,ARI,7.07
WR,Larry Fitzgerald (11385247),Larry Fitzgerald,11385247,WR/FLEX,4700,ARI@SF 10/07/2018 04:25PM ET,ARI,7.28
RB,Kerryon Johnson (11385007),Kerryon Johnson,11385007,RB/FLEX,4600,GB@DET 10/07/2018 01:00PM ET,DET,11.72
QB,Tyrod Taylor (11384920),Tyrod Taylor,11384920,QB,4600,BAL@CLE 10/07/2018 01:00PM ET,CLE,14.33
WR,Tyler Lockett (11385251),Tyler Lockett,11385251,WR/FLEX,4600,LAR@SEA 10/07/2018 04:25PM ET,SEA,15.1
QB,Blaine Gabbert (11384923),Blaine Gabbert,11384923,QB,4500,TEN@BUF 10/07/2018 01:00PM ET,TEN,4.29
QB,Joshua Dobbs (11384927),Joshua Dobbs,11384927,QB,4500,ATL@PIT 10/07/2018 01:00PM ET,PIT,0
QB,Mason Rudolph (11384928),Mason Rudolph,11384928,QB,4500,ATL@PIT 10/07/2018 01:00PM ET,PIT,0
QB,Chad Kelly (11384926),Chad Kelly,11384926,QB,4500,DEN@NYJ 10/07/2018 01:00PM ET,DEN,0
QB,DeShone Kizer (11384924),DeShone Kizer,11384924,QB,4500,GB@DET 10/07/2018 01:00PM ET,GB,0.2
QB,Lamar Jackson (11384925),Lamar Jackson,11384925,QB,4500,BAL@CLE 10/07/2018 01:00PM ET,BAL,1.79
QB,Robert Griffin III (11384929),Robert Griffin III,11384929,QB,4500,BAL@CLE 10/07/2018 01:00PM ET,BAL,0
WR,Jordy Nelson (11385255),Jordy Nelson,11385255,WR/FLEX,4500,OAK@LAC 10/07/2018 04:05PM ET,OAK,15.1
QB,Sam Bradford (11384922),Sam Bradford,11384922,QB,4500,ARI@SF 10/07/2018 04:25PM ET,ARI,6.23
QB,Nick Mullens (11384930),Nick Mullens,11384930,QB,4500,ARI@SF 10/07/2018 04:25PM ET,SF,0
WR,Marquise Goodwin (11385253),Marquise Goodwin,11385253,WR/FLEX,4500,ARI@SF 10/07/2018 04:25PM ET,SF,5.53
QB,Nick Foles (11384921),Nick Foles,11384921,QB,4500,MIN@PHI 10/07/2018 04:25PM ET,PHI,12.87
RB,Corey Clement (11385009),Corey Clement,11385009,RB/FLEX,4500,MIN@PHI 10/07/2018 04:25PM ET,PHI,10.87
RB,Latavius Murray (11385011),Latavius Murray,11385011,RB/FLEX,4500,MIN@PHI 10/07/2018 04:25PM ET,MIN,5
TE,Kyle Rudolph (11385485),Kyle Rudolph,11385485,TE/FLEX,4500,MIN@PHI 10/07/2018 04:25PM ET,MIN,12.2
RB,Derrick Henry (11385015),Derrick Henry,11385015,RB/FLEX,4400,TEN@BUF 10/07/2018 01:00PM ET,TEN,5.2
QB,Matt Schaub (11384932),Matt Schaub,11384932,QB,4400,ATL@PIT 10/07/2018 01:00PM ET,ATL,0
RB,Bilal Powell (11385017),Bilal Powell,11385017,RB/FLEX,4400,DEN@NYJ 10/07/2018 01:00PM ET,NYJ,10.75
QB,Matt Cassel (11384931),Matt Cassel,11384931,QB,4400,GB@DET 10/07/2018 01:00PM ET,DET,-0.54
WR,Antonio Callaway (11385257),Antonio Callaway,11385257,WR/FLEX,4400,BAL@CLE 10/07/2018 01:00PM ET,CLE,8.05
QB,Trevor Siemian (11384933),Trevor Siemian,11384933,QB,4400,MIN@PHI 10/07/2018 04:25PM ET,MIN,0
RB,Darren Sproles (11385013),Darren Sproles,11385013,RB/FLEX,4400,MIN@PHI 10/07/2018 04:25PM ET,PHI,7.2
QB,Sean Mannion (11384934),Sean Mannion,11384934,QB,4400,LAR@SEA 10/07/2018 04:25PM ET,LAR,0
QB,Josh McCown (11384936),Josh McCown,11384936,QB,4300,DEN@NYJ 10/07/2018 01:00PM ET,NYJ,0
QB,Chad Henne (11384935),Chad Henne,11384935,QB,4300,JAX@KC 10/07/2018 01:00PM ET,KC,0
RB,Aaron Jones (11385023),Aaron Jones,11385023,RB/FLEX,4300,GB@DET 10/07/2018 01:00PM ET,GB,10.45
QB,Brock Osweiler (11384937),Brock Osweiler,11384937,QB,4300,MIA@CIN 10/07/2018 01:00PM ET,MIA,6.1
QB,AJ McCarron (11384938),AJ McCarron,11384938,QB,4300,OAK@LAC 10/07/2018 04:05PM ET,OAK,0
QB,Geno Smith (11384939),Geno Smith,11384939,QB,4300,OAK@LAC 10/07/2018 04:05PM ET,LAC,-0.1
QB,Mike Glennon (11384941),Mike Glennon,11384941,QB,4300,ARI@SF 10/07/2018 04:25PM ET,ARI,0
RB,Chase Edmonds (11385019),Chase Edmonds,11385019,RB/FLEX,4300,ARI@SF 10/07/2018 04:25PM ET,ARI,4.22
WR,Pierre Garcon (11385259),Pierre Garcon,11385259,WR/FLEX,4300,ARI@SF 10/07/2018 04:25PM ET,SF,6.28
QB,Brett Hundley (11384940),Brett Hundley,11384940,QB,4300,LAR@SEA 10/07/2018 04:25PM ET,SEA,0
RB,Malcolm Brown (11385021),Malcolm Brown,11385021,RB/FLEX,4300,LAR@SEA 10/07/2018 04:25PM ET,LAR,3.78
RB,Royce Freeman (11385025),Royce Freeman,11385025,RB/FLEX,4200,DEN@NYJ 10/07/2018 01:00PM ET,DEN,10.35
QB,Cody Kessler (11384942),Cody Kessler,11384942,QB,4200,JAX@KC 10/07/2018 01:00PM ET,JAX,0
QB,Jeff Driskel (11384943),Jeff Driskel,11384943,QB,4200,MIA@CIN 10/07/2018 01:00PM ET,CIN,0
RB,Austin Ekeler (11385027),Austin Ekeler,11385027,RB/FLEX,4200,OAK@LAC 10/07/2018 04:05PM ET,LAC,14.78
WR,Mike Williams (11385261),Mike Williams,11385261,WR/FLEX,4200,OAK@LAC 10/07/2018 04:05PM ET,LAC,12.6
RB,Isaiah Crowell (11385031),Isaiah Crowell,11385031,RB/FLEX,4100,DEN@NYJ 10/07/2018 01:00PM ET,NYJ,12.88
WR,Donte Moncrief (11385263),Donte Moncrief,11385263,WR/FLEX,4100,JAX@KC 10/07/2018 01:00PM ET,JAX,10.82
RB,Chris Carson (11385029),Chris Carson,11385029,RB/FLEX,4100,LAR@SEA 10/07/2018 04:25PM ET,SEA,11.9
QB,Nathan Peterman (11384944),Nathan Peterman,11384944,QB,4000,TEN@BUF 10/07/2018 01:00PM ET,BUF,-0.94
QB,Austin Davis (11384955),Austin Davis,11384955,QB,4000,TEN@BUF 10/07/2018 01:00PM ET,TEN,0
WR,Taywan Taylor (11385265),Taywan Taylor,11385265,WR/FLEX,4000,TEN@BUF 10/07/2018 01:00PM ET,TEN,8.48
DST,Titans  (11385655),Titans ,11385655,DST,4000,TEN@BUF 10/07/2018 01:00PM ET,TEN,9
RB,Stevan Ridley (11385035),Stevan Ridley,11385035,RB/FLEX,4000,ATL@PIT 10/07/2018 01:00PM ET,PIT,1.17
WR,Mohamed Sanu (11385267),Mohamed Sanu,11385267,WR/FLEX,4000,ATL@PIT 10/07/2018 01:00PM ET,ATL,11.25
QB,Kevin Hogan (11384945),Kevin Hogan,11384945,QB,4000,DEN@NYJ 10/07/2018 01:00PM ET,DEN,0
QB,Tim Boyle (11384946),Tim Boyle,11384946,QB,4000,GB@DET 10/07/2018 01:00PM ET,GB,0
RB,Theo Riddick (11385033),Theo Riddick,11385033,RB/FLEX,4000,GB@DET 10/07/2018 01:00PM ET,DET,8.88
QB,Drew Stanton (11384947),Drew Stanton,11384947,QB,4000,BAL@CLE 10/07/2018 01:00PM ET,CLE,0
QB,Alex Tanney (11384948),Alex Tanney,11384948,QB,4000,NYG@CAR 10/07/2018 01:00PM ET,NYG,0
QB,Kyle Lauletta (11384949),Kyle Lauletta,11384949,QB,4000,NYG@CAR 10/07/2018 01:00PM ET,NYG,0
QB,Taylor Heinicke (11384950),Taylor Heinicke,11384950,QB,4000,NYG@CAR 10/07/2018 01:00PM ET,CAR,0
TE,Evan Engram (11385487),Evan Engram,11385487,TE/FLEX,4000,NYG@CAR 10/07/2018 01:00PM ET,NYG,8.8
QB,Matt Barkley (11384951),Matt Barkley,11384951,QB,4000,MIA@CIN 10/07/2018 01:00PM ET,CIN,0
QB,Luke Falk (11384952),Luke Falk,11384952,QB,4000,MIA@CIN 10/07/2018 01:00PM ET,MIA,0
QB,David Fales (11384953),David Fales,11384953,QB,4000,MIA@CIN 10/07/2018 01:00PM ET,MIA,0
QB,Nate Sudfeld (11384954),Nate Sudfeld,11384954,QB,4000,MIN@PHI 10/07/2018 04:25PM ET,PHI,0
QB,Kyle Sloter (11384956),Kyle Sloter,11384956,QB,4000,MIN@PHI 10/07/2018 04:25PM ET,MIN,0
RB,John Kelly (11385037),John Kelly,11385037,RB/FLEX,4000,LAR@SEA 10/07/2018 04:25PM ET,LAR,0
RB,Chris Ivory (11385039),Chris Ivory,11385039,RB/FLEX,3900,TEN@BUF 10/07/2018 01:00PM ET,BUF,7.02
RB,Duke Johnson Jr. (11385041),Duke Johnson Jr.,11385041,RB/FLEX,3900,BAL@CLE 10/07/2018 01:00PM ET,CLE,6.35
WR,Willie Snead IV (11385269),Willie Snead IV,11385269,WR/FLEX,3900,BAL@CLE 10/07/2018 01:00PM ET,BAL,10.95
RB,Frank Gore (11385043),Frank Gore,11385043,RB/FLEX,3900,MIA@CIN 10/07/2018 01:00PM ET,MIA,6.6
WR,Robby Anderson (11385275),Robby Anderson,11385275,WR/FLEX,3800,DEN@NYJ 10/07/2018 01:00PM ET,NYJ,5.48
RB,Ty Montgomery (11385047),Ty Montgomery,11385047,RB/FLEX,3800,GB@DET 10/07/2018 01:00PM ET,GB,7.92
RB,Nick Chubb (11385061),Nick Chubb,11385061,RB/FLEX,3800,BAL@CLE 10/07/2018 01:00PM ET,CLE,7.4
RB,Wayne Gallman Jr. (11385045),Wayne Gallman Jr.,11385045,RB/FLEX,3800,NYG@CAR 10/07/2018 01:00PM ET,NYG,2.98
WR,Danny Amendola (11385271),Danny Amendola,11385271,WR/FLEX,3800,MIA@CIN 10/07/2018 01:00PM ET,MIA,6.28
WR,Brandon Marshall (11385273),Brandon Marshall,11385273,WR/FLEX,3800,LAR@SEA 10/07/2018 04:25PM ET,SEA,7.12
DST,Rams  (11385656),Rams ,11385656,DST,3800,LAR@SEA 10/07/2018 04:25PM ET,LAR,12.25
TE,Vance McDonald (11385489),Vance McDonald,11385489,TE/FLEX,3700,ATL@PIT 10/07/2018 01:00PM ET,PIT,13.33
RB,Devontae Booker (11385051),Devontae Booker,11385051,RB/FLEX,3700,DEN@NYJ 10/07/2018 01:00PM ET,DEN,4.25
RB,Spencer Ware (11385053),Spencer Ware,11385053,RB/FLEX,3700,JAX@KC 10/07/2018 01:00PM ET,KC,2.72
RB,Corey Grant (11385055),Corey Grant,11385055,RB/FLEX,3700,JAX@KC 10/07/2018 01:00PM ET,JAX,4.72
RB,Jamaal Williams (11385049),Jamaal Williams,11385049,RB/FLEX,3700,GB@DET 10/07/2018 01:00PM ET,GB,6
RB,C.J. Anderson (11385057),C.J. Anderson,11385057,RB/FLEX,3700,NYG@CAR 10/07/2018 01:00PM ET,CAR,5.63
WR,D.J. Moore (11385279),D.J. Moore,11385279,WR/FLEX,3700,NYG@CAR 10/07/2018 01:00PM ET,CAR,4.8
WR,Jakeem Grant (11385277),Jakeem Grant,11385277,WR/FLEX,3700,MIA@CIN 10/07/2018 01:00PM ET,MIA,11.18
WR,Albert Wilson (11385281),Albert Wilson,11385281,WR/FLEX,3700,MIA@CIN 10/07/2018 01:00PM ET,MIA,11.97
RB,Doug Martin (11385059),Doug Martin,11385059,RB/FLEX,3700,OAK@LAC 10/07/2018 04:05PM ET,OAK,3.12
WR,Christian Kirk (11385283),Christian Kirk,11385283,WR/FLEX,3700,ARI@SF 10/07/2018 04:25PM ET,ARI,7.9
WR,Zay Jones (11385287),Zay Jones,11385287,WR/FLEX,3600,TEN@BUF 10/07/2018 01:00PM ET,BUF,6.1
RB,LeGarrette Blount (11385063),LeGarrette Blount,11385063,RB/FLEX,3600,GB@DET 10/07/2018 01:00PM ET,DET,3.48
WR,Tyrell Williams (11385285),Tyrell Williams,11385285,WR/FLEX,3600,OAK@LAC 10/07/2018 04:05PM ET,LAC,7.5
RB,Alfred Morris (11385067),Alfred Morris,11385067,RB/FLEX,3600,ARI@SF 10/07/2018 04:25PM ET,SF,7.08
RB,Rashaad Penny (11385065),Rashaad Penny,11385065,RB/FLEX,3600,LAR@SEA 10/07/2018 04:25PM ET,SEA,4.18
WR,Kelvin Benjamin (11385295),Kelvin Benjamin,11385295,WR/FLEX,3500,TEN@BUF 10/07/2018 01:00PM ET,BUF,5.55
WR,James Washington (11385297),James Washington,11385297,WR/FLEX,3500,ATL@PIT 10/07/2018 01:00PM ET,PIT,3.98
WR,Rashard Higgins (11385309),Rashard Higgins,11385309,WR/FLEX,3500,BAL@CLE 10/07/2018 01:00PM ET,CLE,7.7
RB,Jonathan Stewart (11385069),Jonathan Stewart,11385069,RB/FLEX,3500,NYG@CAR 10/07/2018 01:00PM ET,NYG,0.57
WR,Jarius Wright (11385291),Jarius Wright,11385291,WR/FLEX,3500,NYG@CAR 10/07/2018 01:00PM ET,CAR,8.07
WR,Curtis Samuel (11385301),Curtis Samuel,11385301,WR/FLEX,3500,NYG@CAR 10/07/2018 01:00PM ET,CAR,0
WR,Torrey Smith (11385303),Torrey Smith,11385303,WR/FLEX,3500,NYG@CAR 10/07/2018 01:00PM ET,CAR,6.57
WR,DeVante Parker (11385305),DeVante Parker,11385305,WR/FLEX,3500,MIA@CIN 10/07/2018 01:00PM ET,MIA,6
WR,Travis Benjamin (11385307),Travis Benjamin,11385307,WR/FLEX,3500,OAK@LAC 10/07/2018 04:05PM ET,LAC,2.1
RB,T.J. Logan (11385073),T.J. Logan,11385073,RB/FLEX,3500,ARI@SF 10/07/2018 04:25PM ET,ARI,0
WR,Dante Pettis (11385289),Dante Pettis,11385289,WR/FLEX,3500,ARI@SF 10/07/2018 04:25PM ET,SF,4.65
RB,Wendell Smallwood (11385071),Wendell Smallwood,11385071,RB/FLEX,3500,MIN@PHI 10/07/2018 04:25PM ET,PHI,7.38
WR,Jordan Matthews (11385299),Jordan Matthews,11385299,WR/FLEX,3500,MIN@PHI 10/07/2018 04:25PM ET,PHI,8.35
RB,Mike Davis (11385075),Mike Davis,11385075,RB/FLEX,3500,LAR@SEA 10/07/2018 04:25PM ET,SEA,11.43
WR,Jaron Brown (11385293),Jaron Brown,11385293,WR/FLEX,3500,LAR@SEA 10/07/2018 04:25PM ET,SEA,4.7
WR,Courtland Sutton (11385313),Courtland Sutton,11385313,WR/FLEX,3400,DEN@NYJ 10/07/2018 01:00PM ET,DEN,5.55
WR,Jermaine Kearse (11385317),Jermaine Kearse,11385317,WR/FLEX,3400,DEN@NYJ 10/07/2018 01:00PM ET,NYJ,3.9
TE,David Njoku (11385493),David Njoku,11385493,TE/FLEX,3400,BAL@CLE 10/07/2018 01:00PM ET,CLE,6.52
RB,Mark Walton (11385079),Mark Walton,11385079,RB/FLEX,3400,MIA@CIN 10/07/2018 01:00PM ET,CIN,2.85
WR,John Ross (11385319),John Ross,11385319,WR/FLEX,3400,MIA@CIN 10/07/2018 01:00PM ET,CIN,6.65
