,QB,RB1,RB2,WR1,WR2,WR3,TE,Flex,DST,Points,Salary
0,Philip Rivers,Derrick Henry,Nick Chubb,Preston Williams,Mike Evans,Jarvis Landry,Zach Ertz,Dalvin Cook,Washington Redskins,144.32200000000003,50000
1,Russell Wilson,Derrick Henry,Phillip Lindsay,Preston Williams,Mike Evans,Jarvis Landry,Zach Ertz,Dalvin Cook,Washington Redskins,142.89800000000002,50000
2,Jameis Winston,Derrick Henry,Phillip Lindsay,Preston Williams,Mike Evans,Jarvis Landry,Zach Ertz,Dalvin Cook,Carolina Panthers,142.584,50000
3,Jameis Winston,Derrick Henry,Nick Chubb,Preston Williams,Jarvis Landry,Courtland Sutton,Greg Olsen,Christian McCaffrey,Carolina Panthers,142.364,49900
4,Russell Wilson,Nick Chubb,Christian McCaffrey,Preston Williams,Jarvis Landry,Courtland Sutton,Greg Olsen,Zach Ertz,Carolina Panthers,142.038,49900
5,Philip Rivers,Dalvin Cook,Aaron Jones,Preston Williams,Chris Godwin,Jarvis Landry,Greg Olsen,Austin Ekeler,Carolina Panthers,141.882,49900
6,Philip Rivers,Derrick Henry,Dalvin Cook,Preston Williams,Chris Godwin,Courtland Sutton,Greg Olsen,Hunter Henry,Carolina Panthers,141.75199999999998,49900
7,Jameis Winston,Dalvin Cook,Austin Ekeler,Preston Williams,Chris Godwin,Courtland Sutton,Greg Olsen,Zach Ertz,Carolina Panthers,141.614,49900
8,Philip Rivers,Nick Chubb,Josh Jacobs,Preston Williams,Jarvis Landry,Courtland Sutton,Greg Olsen,Christian McCaffrey,Carolina Panthers,141.492,49700
9,Jameis Winston,Derrick Henry,Dalvin Cook,Preston Williams,Chris Godwin,Jarvis Landry,Greg Olsen,Austin Ekeler,Carolina Panthers,141.364,49600
