,QB,RB1,RB2,WR1,WR2,WR3,TE,Flex,DST,Points,Salary
0,Dak Prescott (13738785),Miles Sanders (13738916),Josh Jacobs (13738850),Deebo Samuel (13739126),Julio Jones (13739040),Michael Thomas (13739032),Darren Waller (13739302),Greg Olsen (13739310),Cardinals  (13739461),152.114,152.114
1,Dak Prescott (13738785),Miles Sanders (13738916),Josh Jacobs (13738850),Deebo Samuel (13739126),Mike Evans (13739042),Michael Thomas (13739032),Darren Waller (13739302),Greg Olsen (13739310),Cardinals  (13739461),151.204,151.204
2,Dak Prescott (13738785),Miles Sanders (13738916),Josh Jacobs (13738850),Deebo Samuel (13739126),Julio Jones (13739040),Michael Thomas (13739032),Greg Olsen (13739310),Tyrell Williams (13739084),Cardinals  (13739461),151.104,151.104
3,Dak Prescott (13738785),Miles Sanders (13738916),Brian Hill (13738886),Deebo Samuel (13739126),Julio Jones (13739040),Michael Thomas (13739032),Greg Olsen (13739310),Alvin Kamara (13738846),Cardinals  (13739461),150.854,150.854
4,Dak Prescott (13738785),Miles Sanders (13738916),Josh Jacobs (13738850),Deebo Samuel (13739126),Michael Thomas (13739032),Tyrell Williams (13739084),Greg Olsen (13739310),Alvin Kamara (13738846),Cardinals  (13739461),150.674,150.674
5,Dak Prescott (13738785),Miles Sanders (13738916),Josh Jacobs (13738850),Deebo Samuel (13739126),Mike Evans (13739042),Michael Thomas (13739032),Greg Olsen (13739310),Tyrell Williams (13739084),Cardinals  (13739461),150.194,150.194
6,Matt Ryan (13738791),Miles Sanders (13738916),Josh Jacobs (13738850),Deebo Samuel (13739126),Julio Jones (13739040),Michael Thomas (13739032),Darren Waller (13739302),Greg Olsen (13739310),Cardinals  (13739461),150.046,150.046
7,Dak Prescott (13738785),Miles Sanders (13738916),Brian Hill (13738886),Deebo Samuel (13739126),Mike Evans (13739042),Michael Thomas (13739032),Greg Olsen (13739310),Alvin Kamara (13738846),Cardinals  (13739461),149.944,149.944
8,Matt Ryan (13738791),Miles Sanders (13738916),Alvin Kamara (13738846),Deebo Samuel (13739126),Julio Jones (13739040),Michael Thomas (13739032),Darren Waller (13739302),Greg Olsen (13739310),Cardinals  (13739461),149.70600000000002,149.70600000000002
9,Dak Prescott (13738785),Miles Sanders (13738916),Dalvin Cook (13738842),Deebo Samuel (13739126),Michael Thomas (13739032),Tyrell Williams (13739084),Darren Waller (13739302),Greg Olsen (13739310),Cardinals  (13739461),149.494,149.494
