,QB,RB1,RB2,WR1,WR2,WR3,TE,Flex,DST,Points,Salary
0,Jameis Winston,Bilal Powell,Chris Carson,Julio Jones,Jarvis Landry,DeAndre Hopkins,David Njoku,Ezekiel Elliott,Buffalo Bills,160.51799999999997,49900
1,Jameis Winston,Bilal Powell,Tevin Coleman,Julio Jones,Jarvis Landry,DeAndre Hopkins,Nick Vannett,Ezekiel Elliott,Buffalo Bills,160.16799999999998,50000
2,Jameis Winston,Bilal Powell,Chris Carson,Julio Jones,Jarvis Landry,DeAndre Hopkins,David Njoku,Ezekiel Elliott,Pittsburgh Steelers,159.91799999999998,50000
3,Jameis Winston,Tevin Coleman,Ezekiel Elliott,Julio Jones,Jarvis Landry,Doug Baldwin,David Njoku,David Johnson,Buffalo Bills,159.778,49900
4,Jameis Winston,Chris Carson,Tevin Coleman,Julio Jones,Jarvis Landry,DeAndre Hopkins,Nick Vannett,Ezekiel Elliott,Buffalo Bills,159.72799999999998,49900
5,Jameis Winston,Chris Carson,Tevin Coleman,Julio Jones,Jarvis Landry,DeAndre Hopkins,C.J. Uzomah,Ezekiel Elliott,Buffalo Bills,159.718,50000
6,Jameis Winston,Tevin Coleman,Ezekiel Elliott,Julio Jones,Jarvis Landry,Doug Baldwin,David Njoku,David Johnson,Pittsburgh Steelers,159.178,50000
7,Jameis Winston,Chris Carson,Tevin Coleman,Julio Jones,Jarvis Landry,DeAndre Hopkins,Nick Vannett,Ezekiel Elliott,Pittsburgh Steelers,159.128,50000
8,Jameis Winston,Bilal Powell,Chris Carson,Julio Jones,Jarvis Landry,Keenan Allen,David Njoku,Ezekiel Elliott,Buffalo Bills,159.04799999999997,49700
9,Jameis Winston,Bilal Powell,Ezekiel Elliott,Julio Jones,Jarvis Landry,Doug Baldwin,Nick Vannett,DeAndre Hopkins,Buffalo Bills,159.028,49900
10,Jameis Winston,Bilal Powell,Ezekiel Elliott,Julio Jones,Jarvis Landry,DeAndre Hopkins,David Njoku,Phillip Lindsay,Buffalo Bills,159.028,50000
11,Jameis Winston,Bilal Powell,Ezekiel Elliott,Julio Jones,Jarvis Landry,Doug Baldwin,C.J. Uzomah,DeAndre Hopkins,Buffalo Bills,159.018,50000
12,Jameis Winston,Bilal Powell,Tevin Coleman,Julio Jones,Jarvis Landry,DeAndre Hopkins,David Njoku,David Johnson,Buffalo Bills,158.97799999999998,49800
13,Jameis Winston,Bilal Powell,Chris Carson,Julio Jones,Jarvis Landry,Adam Thielen,Nick Vannett,Ezekiel Elliott,Buffalo Bills,158.908,49800
14,Jameis Winston,Bilal Powell,Chris Carson,Julio Jones,Jarvis Landry,Adam Thielen,C.J. Uzomah,Ezekiel Elliott,Buffalo Bills,158.898,49900
15,Jameis Winston,Bilal Powell,Tevin Coleman,Julio Jones,Jarvis Landry,Keenan Allen,Nick Vannett,Ezekiel Elliott,Buffalo Bills,158.69799999999998,49800
16,Jameis Winston,Bilal Powell,Tevin Coleman,Julio Jones,Jarvis Landry,Keenan Allen,C.J. Uzomah,Ezekiel Elliott,Buffalo Bills,158.688,49900
17,Jameis Winston,Bilal Powell,Tevin Coleman,Julio Jones,Doug Baldwin,DeAndre Hopkins,David Njoku,Ezekiel Elliott,Buffalo Bills,158.658,49600
18,Jameis Winston,Bilal Powell,Tevin Coleman,Julio Jones,Jarvis Landry,Doug Baldwin,David Njoku,Adam Thielen,Buffalo Bills,158.64799999999997,50000
19,Jameis Winston,Chris Carson,Ezekiel Elliott,Julio Jones,Jarvis Landry,Doug Baldwin,Nick Vannett,DeAndre Hopkins,Buffalo Bills,158.588,49800
20,Jameis Winston,Chris Carson,Ezekiel Elliott,Julio Jones,Jarvis Landry,DeAndre Hopkins,David Njoku,Phillip Lindsay,Buffalo Bills,158.588,49900
21,Jameis Winston,Chris Carson,Ezekiel Elliott,Julio Jones,Jarvis Landry,Doug Baldwin,C.J. Uzomah,DeAndre Hopkins,Buffalo Bills,158.578,49900
22,Jameis Winston,Chris Carson,Ezekiel Elliott,Julio Jones,Doug Baldwin,DeAndre Hopkins,David Njoku,David Johnson,Buffalo Bills,158.558,50000
23,Jameis Winston,Chris Carson,Tevin Coleman,Julio Jones,Jarvis Landry,DeAndre Hopkins,David Njoku,David Johnson,Buffalo Bills,158.53799999999998,49700
24,Matt Ryan,Bilal Powell,Ezekiel Elliott,Julio Jones,Jarvis Landry,Doug Baldwin,David Njoku,David Johnson,Buffalo Bills,158.474,50000
25,Jameis Winston,Bilal Powell,Ezekiel Elliott,Julio Jones,Jarvis Landry,Keenan Allen,David Njoku,Dion Lewis,Buffalo Bills,158.468,50000
26,Jameis Winston,Bilal Powell,Chris Carson,Julio Jones,Jarvis Landry,Keenan Allen,David Njoku,Ezekiel Elliott,Pittsburgh Steelers,158.44799999999998,49800
27,Jameis Winston,Bilal Powell,Ezekiel Elliott,Julio Jones,Jarvis Landry,Doug Baldwin,Nick Vannett,DeAndre Hopkins,Pittsburgh Steelers,158.428,50000
28,Matt Ryan,Bilal Powell,Chris Carson,Julio Jones,Jarvis Landry,DeAndre Hopkins,Nick Vannett,Ezekiel Elliott,Buffalo Bills,158.424,50000
29,Jameis Winston,Bilal Powell,Tevin Coleman,Julio Jones,Jarvis Landry,DeAndre Hopkins,David Njoku,David Johnson,Pittsburgh Steelers,158.378,49900
30,Jameis Winston,Bilal Powell,Chris Carson,Julio Jones,Jarvis Landry,Keenan Allen,David Njoku,Ezekiel Elliott,Indianapolis Colts,158.34799999999998,50000
31,Jameis Winston,Bilal Powell,Chris Carson,Julio Jones,Jarvis Landry,Adam Thielen,Nick Vannett,Ezekiel Elliott,Pittsburgh Steelers,158.308,49900
32,Jameis Winston,Bilal Powell,Chris Carson,Julio Jones,Jarvis Landry,Adam Thielen,C.J. Uzomah,Ezekiel Elliott,Pittsburgh Steelers,158.298,50000
33,Jameis Winston,Chris Carson,Tevin Coleman,Julio Jones,Jarvis Landry,Keenan Allen,Nick Vannett,Ezekiel Elliott,Buffalo Bills,158.25799999999998,49700
34,Jameis Winston,Ezekiel Elliott,David Johnson,Julio Jones,Jarvis Landry,DeAndre Hopkins,Nick Vannett,David Njoku,Buffalo Bills,158.25799999999998,49800
35,Jameis Winston,Chris Carson,Tevin Coleman,Julio Jones,Jarvis Landry,Keenan Allen,C.J. Uzomah,Ezekiel Elliott,Buffalo Bills,158.248,49800
36,Jameis Winston,Ezekiel Elliott,David Johnson,Julio Jones,Jarvis Landry,DeAndre Hopkins,David Njoku,C.J. Uzomah,Buffalo Bills,158.248,49900
37,Jameis Winston,Tevin Coleman,Ezekiel Elliott,Julio Jones,Jarvis Landry,DeAndre Hopkins,Nick Vannett,Phillip Lindsay,Buffalo Bills,158.238,50000
38,Jameis Winston,Chris Carson,Tevin Coleman,Julio Jones,Doug Baldwin,DeAndre Hopkins,David Njoku,Ezekiel Elliott,Buffalo Bills,158.218,49500
39,Jameis Winston,Chris Carson,Tevin Coleman,Julio Jones,Jarvis Landry,Doug Baldwin,David Njoku,Adam Thielen,Buffalo Bills,158.20799999999997,49900
40,Matt Ryan,Bilal Powell,Tevin Coleman,Julio Jones,Jarvis Landry,Doug Baldwin,David Njoku,Ezekiel Elliott,Buffalo Bills,158.134,49500
41,Jameis Winston,Bilal Powell,Tevin Coleman,Julio Jones,Jarvis Landry,Keenan Allen,Nick Vannett,Ezekiel Elliott,Pittsburgh Steelers,158.09799999999998,49900
42,Jameis Winston,Bilal Powell,Tevin Coleman,Julio Jones,Jarvis Landry,Keenan Allen,C.J. Uzomah,Ezekiel Elliott,Pittsburgh Steelers,158.088,50000
43,Jameis Winston,Bilal Powell,Tevin Coleman,Julio Jones,Doug Baldwin,DeAndre Hopkins,David Njoku,Ezekiel Elliott,Pittsburgh Steelers,158.058,49700
44,Jameis Winston,Bilal Powell,Ezekiel Elliott,Julio Jones,Jarvis Landry,DeAndre Hopkins,David Njoku,Mike Williams,Buffalo Bills,158.058,49800
45,Matt Ryan,Chris Carson,Ezekiel Elliott,Julio Jones,Jarvis Landry,Doug Baldwin,David Njoku,David Johnson,Buffalo Bills,158.034,49900
46,Jameis Winston,Chris Carson,Ezekiel Elliott,Julio Jones,Jarvis Landry,Keenan Allen,David Njoku,Dion Lewis,Buffalo Bills,158.028,49900
47,Jameis Winston,Chris Carson,Ezekiel Elliott,Julio Jones,Jarvis Landry,DeAndre Hopkins,David Njoku,Phillip Lindsay,Pittsburgh Steelers,157.988,50000
48,Jameis Winston,Chris Carson,Ezekiel Elliott,Julio Jones,Jarvis Landry,Doug Baldwin,Nick Vannett,DeAndre Hopkins,Pittsburgh Steelers,157.988,49900
49,Jameis Winston,Chris Carson,Ezekiel Elliott,Julio Jones,Jarvis Landry,Doug Baldwin,C.J. Uzomah,DeAndre Hopkins,Pittsburgh Steelers,157.978,50000
50,Jameis Winston,Bilal Powell,Tevin Coleman,Julio Jones,Doug Baldwin,DeAndre Hopkins,David Njoku,Ezekiel Elliott,Indianapolis Colts,157.958,49900
51,Jameis Winston,Tevin Coleman,Dion Lewis,Julio Jones,Jarvis Landry,DeAndre Hopkins,David Njoku,David Johnson,Buffalo Bills,157.95799999999997,50000
52,Jameis Winston,Chris Carson,Ezekiel Elliott,Julio Jones,Jarvis Landry,Keelan Cole,David Njoku,Keenan Allen,Buffalo Bills,157.938,50000
53,Jameis Winston,Chris Carson,Tevin Coleman,Julio Jones,Jarvis Landry,DeAndre Hopkins,David Njoku,David Johnson,Pittsburgh Steelers,157.938,49800
54,Jameis Winston,Chris Carson,Ezekiel Elliott,Julio Jones,Jarvis Landry,Adam Thielen,Nick Vannett,Dion Lewis,Buffalo Bills,157.888,50000
55,Jameis Winston,Bilal Powell,Tevin Coleman,Julio Jones,Keelan Cole,Adam Thielen,David Njoku,Ezekiel Elliott,Buffalo Bills,157.868,49900
56,Jameis Winston,Chris Carson,Tevin Coleman,Julio Jones,Jarvis Landry,DeAndre Hopkins,David Njoku,David Johnson,Indianapolis Colts,157.838,50000
57,Jameis Winston,Bilal Powell,David Johnson,Julio Jones,Jarvis Landry,Doug Baldwin,David Njoku,DeAndre Hopkins,Buffalo Bills,157.838,49700
58,Jameis Winston,Bilal Powell,Ezekiel Elliott,Julio Jones,Jarvis Landry,Christian Kirk,David Njoku,DeAndre Hopkins,Buffalo Bills,157.81799999999998,49700
59,Jameis Winston,Bilal Powell,Ezekiel Elliott,Julio Jones,Jarvis Landry,DeAndre Hopkins,David Njoku,Donte Moncrief,Buffalo Bills,157.79799999999997,49900
60,Jameis Winston,Bilal Powell,Chris Carson,Julio Jones,Jarvis Landry,Adam Thielen,David Njoku,David Johnson,Buffalo Bills,157.718,49600
61,Jameis Winston,Chris Carson,Ezekiel Elliott,Julio Jones,Jarvis Landry,Mohamed Sanu,David Njoku,Keenan Allen,Buffalo Bills,157.688,50000
62,Matt Ryan,Tevin Coleman,Ezekiel Elliott,Julio Jones,Jarvis Landry,Doug Baldwin,Nick Vannett,David Johnson,Buffalo Bills,157.684,50000
63,Jameis Winston,Tevin Coleman,Ezekiel Elliott,Julio Jones,Jarvis Landry,Keenan Allen,Nick Vannett,Dion Lewis,Buffalo Bills,157.678,50000
