,Player,Team,ATT_MAX,ATT_MIN,ATT_MID,YDS_MAX,YDS_MIN,YDS_MID,TDS_MAX,TDS_MIN,TDS_MID,REC_MAX,REC_MIN,REC_MID,YDS.1_MAX,YDS.1_MIN,YDS.1_MID,TDS.1_MAX,TDS.1_MIN,TDS.1_MID,FL_MAX,FL_MIN,FL_MID,FPTS_MAX,FPTS_MIN,FPTS_MID,Week,Position
0,Todd Gurley,ATL,20.0,18.9,19.4,92.3,82.5,88.0,1.0,0.7,0.8,5.0,3.4,4.2,42.0,38.9,40.3,0.3,0.0,0.2,0.2,0.2,0.2,19.9,18.4,18.7,6,RB
1,Ezekiel Elliott,DAL,21.0,17.1,19.1,95.4,76.0,84.6,1.0,0.4,0.6,4.7,3.0,4.0,41.0,22.9,32.7,0.2,0.0,0.1,0.1,0.2,0.2,18.0,14.7,15.5,6,RB
2,Melvin Gordon,DEN,17.4,15.3,16.6,71.9,62.0,66.0,1.0,0.3,0.5,5.8,4.2,5.2,55.2,36.8,45.9,0.3,0.0,0.2,0.1,0.2,0.1,16.6,14.5,15.4,6,RB
3,Saquon Barkley,NYG,17.7,13.0,15.7,69.5,50.0,61.0,0.5,0.0,0.4,7.0,4.8,5.7,55.0,41.5,46.2,1.0,0.1,0.4,0.1,0.2,0.1,16.5,14.4,15.0,6,RB
4,James Conner,PIT,18.6,16.0,17.1,78.6,65.0,72.0,1.0,0.4,0.6,6.0,3.3,4.2,35.6,28.0,32.3,0.1,0.0,0.1,0.0,0.1,0.1,16.0,13.0,14.6,6,RB
5,Joe Mixon,CIN,20.0,16.5,17.7,80.0,66.7,73.8,1.0,0.4,0.6,4.0,2.7,3.5,31.8,26.4,28.8,0.2,0.0,0.1,0.1,0.1,0.1,17.0,13.3,14.4,6,RB
6,Christian McCaffrey,CAR,15.2,12.8,14.0,66.3,56.0,62.3,0.4,0.0,0.3,6.0,4.9,5.5,51.0,37.3,44.6,1.0,0.2,0.4,0.0,0.3,0.1,16.0,13.6,14.4,6,RB
7,Kareem Hunt,CLE,17.8,14.8,16.2,83.3,63.9,74.2,1.0,0.4,0.6,4.0,2.0,2.6,30.0,15.9,21.9,0.2,0.0,0.1,0.0,0.1,0.1,16.0,11.6,13.7,6,RB
8,Sony Michel,NE,19.0,15.1,17.1,85.8,72.4,78.8,1.0,0.6,0.7,2.1,1.0,1.5,14.7,8.0,11.6,0.1,0.0,0.0,0.1,0.1,0.1,15.5,11.9,13.4,6,RB
9,Tevin Coleman,SF,16.0,12.6,14.5,65.0,50.0,58.0,1.0,0.3,0.6,3.2,2.0,2.7,38.4,20.0,28.9,0.3,0.0,0.2,0.0,0.1,0.1,14.5,11.9,13.1,6,RB
10,TJ Yeldon,BUF,16.5,12.9,14.9,69.8,55.9,61.4,1.0,0.3,0.5,4.4,2.0,3.7,34.9,20.0,29.9,0.3,0.0,0.2,0.1,0.2,0.1,14.0,12.0,12.7,6,RB
11,David Johnson,HOU,17.4,14.7,15.4,60.0,50.7,56.4,1.0,0.4,0.5,3.9,3.0,3.6,40.9,25.0,33.7,0.2,0.0,0.1,0.1,0.2,0.1,14.5,10.6,12.5,6,RB
12,Chris Carson,SEA,17.4,12.9,15.8,79.4,58.0,69.2,1.0,0.4,0.5,2.4,1.7,2.0,23.2,15.0,19.1,0.1,0.0,0.1,0.0,0.3,0.1,15.0,10.5,12.1,6,RB
13,Carlos Hyde,SEA,17.6,14.7,15.9,77.5,60.0,67.4,1.0,0.5,0.7,2.4,1.0,1.6,15.5,8.6,10.9,0.1,0.0,0.0,0.0,0.2,0.1,13.0,10.9,11.7,6,RB
14,Jordan Howard,PHI,17.0,14.9,16.0,74.8,55.8,63.8,1.0,0.4,0.5,2.2,2.0,2.1,20.0,14.0,16.7,0.1,0.0,0.0,0.1,0.3,0.2,14.5,9.8,11.2,6,RB
15,James White,NE,6.5,4.0,5.0,26.8,18.0,22.0,0.2,0.0,0.1,7.0,4.7,5.4,55.9,37.7,45.9,1.0,0.3,0.5,0.0,0.1,0.1,13.0,8.8,10.7,6,RB
16,Phillip Lindsay,DEN,12.6,10.2,11.6,65.8,45.0,54.5,0.5,0.0,0.3,4.0,1.9,2.4,30.0,14.0,18.8,1.0,0.0,0.3,0.0,0.1,0.1,14.0,7.7,10.6,6,RB
17,Dion Lewis,NYG,11.2,8.1,10.3,45.9,33.0,40.8,1.0,0.2,0.4,4.3,3.2,3.8,31.0,18.8,26.9,0.2,0.0,0.1,0.0,0.3,0.1,13.5,8.0,9.3,6,RB
18,LeSean McCoy,TB,14.2,10.4,12.7,52.6,39.0,48.5,0.3,0.0,0.2,3.7,3.0,3.2,29.0,23.7,25.2,0.1,0.0,0.1,0.1,0.2,0.1,10.0,7.5,8.8,6,RB
19,Nyheim Hines,IND,8.4,5.6,7.0,34.0,22.0,27.1,0.2,0.0,0.1,6.0,3.8,4.6,45.0,26.4,35.0,1.0,0.1,0.3,0.0,0.1,0.1,13.5,7.5,8.7,6,RB
20,Aaron Jones,GB,12.2,5.6,10.0,54.8,29.3,45.1,1.0,0.3,0.5,2.0,0.5,1.4,16.0,4.3,10.8,0.1,0.0,0.0,0.0,0.1,0.1,12.5,7.2,8.6,6,RB
