,QB,RB1,RB2,WR1,WR2,WR3,TE,Flex,DST,Points,Salary
0,Matt Ryan,Chris Carson,Tevin Coleman,Julio Jones,Jarvis Landry,Mohamed Sanu,David Njoku,Ezekiel Elliott,Chicago Bears,156.504,50000
1,Jameis Winston,Tevin Coleman,Ezekiel Elliott,Julio Jones,Jarvis Landry,Mike Evans,David Njoku,C.J. Uzomah,Dallas Cowboys,156.40800000000002,49900
2,Jameis Winston,Tevin Coleman,Ezekiel Elliott,Julio Jones,Jarvis Landry,Mohamed Sanu,David Njoku,T.J. Yeldon,Dallas Cowboys,156.348,50000
3,Jameis Winston,Chris Carson,Ezekiel Elliott,Julio Jones,Jarvis Landry,Mike Evans,David Njoku,C.J. Uzomah,Chicago Bears,156.298,49900
4,Jameis Winston,Chris Carson,Tevin Coleman,Julio Jones,Jarvis Landry,John Brown,David Njoku,Ezekiel Elliott,Chicago Bears,156.278,49700
5,Jameis Winston,Chris Carson,Ezekiel Elliott,Julio Jones,Jarvis Landry,Mohamed Sanu,David Njoku,T.J. Yeldon,Chicago Bears,156.238,50000
6,Jameis Winston,Chris Carson,Ezekiel Elliott,Julio Jones,Jarvis Landry,Mohamed Sanu,C.J. Uzomah,Mike Evans,Dallas Cowboys,154.88800000000003,49900
7,Jameis Winston,Chris Carson,Ezekiel Elliott,Julio Jones,Jarvis Landry,Chester Rogers,David Njoku,James Conner,Dallas Cowboys,154.678,50000
8,Matt Ryan,Chris Carson,Ezekiel Elliott,Julio Jones,Jarvis Landry,Mike Evans,David Njoku,C.J. Uzomah,Dallas Cowboys,154.66400000000002,49900
9,Matt Ryan,Chris Carson,Tevin Coleman,Julio Jones,Jarvis Landry,John Brown,David Njoku,Ezekiel Elliott,Dallas Cowboys,154.644,49700
10,Jameis Winston,Chris Carson,Tevin Coleman,Julio Jones,Jarvis Landry,Mohamed Sanu,David Njoku,James Conner,Chicago Bears,154.628,49700
11,Matt Ryan,Chris Carson,Ezekiel Elliott,Julio Jones,Jarvis Landry,Mohamed Sanu,David Njoku,T.J. Yeldon,Dallas Cowboys,154.604,50000
12,Matt Ryan,Chris Carson,Tevin Coleman,Julio Jones,Jarvis Landry,Chester Rogers,David Njoku,Ezekiel Elliott,Chicago Bears,154.564,49700
13,Jameis Winston,Chris Carson,Tevin Coleman,Julio Jones,Mohamed Sanu,Mike Evans,David Njoku,Ezekiel Elliott,Dallas Cowboys,154.52800000000002,49500
14,Jameis Winston,Tevin Coleman,Ezekiel Elliott,Julio Jones,Jarvis Landry,Chester Rogers,David Njoku,T.J. Yeldon,Dallas Cowboys,154.408,49700
15,Jameis Winston,Chris Carson,Ezekiel Elliott,Julio Jones,Jarvis Landry,John Brown,David Njoku,T.J. Yeldon,Dallas Cowboys,154.37800000000001,49700
16,Jameis Winston,Ezekiel Elliott,James Conner,Julio Jones,Jarvis Landry,Mohamed Sanu,David Njoku,C.J. Uzomah,Chicago Bears,154.33800000000002,49900
17,Jameis Winston,Chris Carson,Tevin Coleman,Julio Jones,Jarvis Landry,Mike Evans,C.J. Uzomah,T.J. Yeldon,Dallas Cowboys,154.328,49900
