,QB,RB1,RB2,WR1,WR2,WR3,TE,Flex,DST,Points,Salary
0,Jameis Winston,Tevin Coleman,Todd Gurley,Julio Jones,Jarvis Landry,Mohamed Sanu,C.J. Uzomah,Austin Hooper,Baltimore Ravens,150.788,49800
1,Jameis Winston,Tevin Coleman,Todd Gurley,Julio Jones,Jarvis Landry,Keke Coutee,C.J. Uzomah,Austin Hooper,Baltimore Ravens,148.55800000000002,49600
2,Jared Goff,Tevin Coleman,Todd Gurley,Julio Jones,Jarvis Landry,Mohamed Sanu,C.J. Uzomah,Austin Hooper,Baltimore Ravens,148.12800000000001,50000
3,Jameis Winston,Tevin Coleman,Todd Gurley,Julio Jones,Mohamed Sanu,Calvin Ridley,C.J. Uzomah,Austin Hooper,Chicago Bears,146.928,50000
4,Jameis Winston,Tevin Coleman,Todd Gurley,Julio Jones,Mohamed Sanu,Tyler Boyd,C.J. Uzomah,Austin Hooper,Chicago Bears,146.398,49700
5,Jameis Winston,Tevin Coleman,Todd Gurley,Julio Jones,Mohamed Sanu,John Brown,C.J. Uzomah,Keke Coutee,Baltimore Ravens,146.288,49800
6,Jared Goff,Tevin Coleman,Todd Gurley,Julio Jones,Jarvis Landry,Keke Coutee,C.J. Uzomah,Austin Hooper,Baltimore Ravens,145.898,49800
7,Jameis Winston,Tevin Coleman,Todd Gurley,Julio Jones,Mohamed Sanu,Calvin Ridley,C.J. Uzomah,Austin Hooper,Baltimore Ravens,145.728,49500
8,Jameis Winston,Tevin Coleman,Todd Gurley,Julio Jones,John Brown,Tyler Boyd,C.J. Uzomah,Austin Hooper,Baltimore Ravens,145.638,49900
9,Jameis Winston,Tevin Coleman,Todd Gurley,Julio Jones,Mohamed Sanu,Keke Coutee,C.J. Uzomah,Amari Cooper,Chicago Bears,145.488,50000
10,Matt Ryan,Tevin Coleman,Todd Gurley,Julio Jones,Mohamed Sanu,John Brown,C.J. Uzomah,Austin Hooper,Baltimore Ravens,145.43400000000003,49700
11,Jameis Winston,T.J. Yeldon,Todd Gurley,Julio Jones,Mohamed Sanu,John Brown,C.J. Uzomah,Austin Hooper,Baltimore Ravens,145.16800000000003,49700
12,Jameis Winston,Tevin Coleman,Todd Gurley,Julio Jones,Keke Coutee,Calvin Ridley,C.J. Uzomah,Austin Hooper,Chicago Bears,144.698,49800
13,Matt Ryan,Tevin Coleman,Todd Gurley,Julio Jones,Mohamed Sanu,Amari Cooper,C.J. Uzomah,Austin Hooper,Chicago Bears,144.63400000000001,49900
14,Jameis Winston,Tevin Coleman,Todd Gurley,Julio Jones,John Brown,Amari Cooper,C.J. Uzomah,Austin Hooper,Chicago Bears,144.40800000000002,49600
15,Matt Ryan,Tevin Coleman,Todd Gurley,Julio Jones,John Brown,Keke Coutee,C.J. Uzomah,Austin Hooper,Chicago Bears,144.404,50000
16,Jameis Winston,T.J. Yeldon,Todd Gurley,Julio Jones,Mohamed Sanu,Amari Cooper,C.J. Uzomah,Austin Hooper,Chicago Bears,144.36800000000002,49900
17,Jameis Winston,Tevin Coleman,Todd Gurley,Julio Jones,Mohamed Sanu,Keke Coutee,C.J. Uzomah,Amari Cooper,Baltimore Ravens,144.288,49500
18,Jameis Winston,Joe Mixon,Todd Gurley,Julio Jones,Mohamed Sanu,Keke Coutee,C.J. Uzomah,Austin Hooper,Baltimore Ravens,144.26800000000003,49900
19,Jameis Winston,Tevin Coleman,Todd Gurley,Julio Jones,Mohamed Sanu,Keke Coutee,Austin Hooper,Amari Cooper,Baltimore Ravens,144.198,50000
20,Jameis Winston,Tevin Coleman,Todd Gurley,Julio Jones,Keke Coutee,Tyler Boyd,C.J. Uzomah,Austin Hooper,Chicago Bears,144.168,49500
21,Jameis Winston,Tevin Coleman,Todd Gurley,Julio Jones,Calvin Ridley,Amari Cooper,C.J. Uzomah,Austin Hooper,Baltimore Ravens,144.168,49900
22,Jameis Winston,T.J. Yeldon,Todd Gurley,Julio Jones,John Brown,Keke Coutee,C.J. Uzomah,Austin Hooper,Chicago Bears,144.138,50000
