,QB,RB1,RB2,WR1,WR2,WR3,TE,Flex,DST,Points,Salary
0,Jameis Winston,Bilal Powell,Chris Carson,Julio Jones,Jarvis Landry,Keelan Cole,David Njoku,Todd Gurley,Buffalo Bills,156.70799999999997,50000
1,Jameis Winston,Bilal Powell,Chris Carson,Julio Jones,Jarvis Landry,Mohamed Sanu,David Njoku,Todd Gurley,Buffalo Bills,156.45799999999997,50000
2,Jameis Winston,Tevin Coleman,Todd Gurley,Julio Jones,Jarvis Landry,Doug Baldwin,Nick Vannett,David Njoku,Buffalo Bills,156.048,49900
3,Jameis Winston,Tevin Coleman,Todd Gurley,Julio Jones,Jarvis Landry,Doug Baldwin,David Njoku,C.J. Uzomah,Buffalo Bills,156.038,50000
4,Jameis Winston,Chris Carson,Tevin Coleman,Julio Jones,Jarvis Landry,Keelan Cole,Nick Vannett,Todd Gurley,Buffalo Bills,155.918,50000
5,Jameis Winston,Bilal Powell,Chris Carson,Julio Jones,Jarvis Landry,Doug Baldwin,Nick Vannett,Todd Gurley,Buffalo Bills,155.88799999999998,49600
6,Jameis Winston,Bilal Powell,Chris Carson,Julio Jones,Jarvis Landry,Doug Baldwin,C.J. Uzomah,Todd Gurley,Buffalo Bills,155.878,49700
7,Jameis Winston,Chris Carson,Tevin Coleman,Julio Jones,Jarvis Landry,Mohamed Sanu,Nick Vannett,Todd Gurley,Buffalo Bills,155.668,50000
8,Jameis Winston,Tevin Coleman,Todd Gurley,Julio Jones,Jarvis Landry,Doug Baldwin,Nick Vannett,David Njoku,Pittsburgh Steelers,155.448,50000
9,Jameis Winston,Bilal Powell,Dion Lewis,Julio Jones,Jarvis Landry,Doug Baldwin,Nick Vannett,Todd Gurley,Buffalo Bills,155.308,49900
10,Jameis Winston,Bilal Powell,Dion Lewis,Julio Jones,Jarvis Landry,Doug Baldwin,C.J. Uzomah,Todd Gurley,Buffalo Bills,155.298,50000
11,Jameis Winston,Bilal Powell,Chris Carson,Julio Jones,Jarvis Landry,Doug Baldwin,Nick Vannett,Todd Gurley,Pittsburgh Steelers,155.28799999999998,49700
12,Jameis Winston,Bilal Powell,Chris Carson,Julio Jones,Jarvis Landry,Doug Baldwin,C.J. Uzomah,Todd Gurley,Pittsburgh Steelers,155.278,49800
13,Jameis Winston,Bilal Powell,Todd Gurley,Julio Jones,Jarvis Landry,Doug Baldwin,Nick Vannett,Keelan Cole,Buffalo Bills,155.218,50000
14,Jameis Winston,Bilal Powell,Chris Carson,Julio Jones,Jarvis Landry,Doug Baldwin,Nick Vannett,Todd Gurley,Indianapolis Colts,155.188,49900
15,Jameis Winston,Bilal Powell,Chris Carson,Julio Jones,Jarvis Landry,Doug Baldwin,C.J. Uzomah,Todd Gurley,Indianapolis Colts,155.178,50000
16,Jameis Winston,Bilal Powell,Todd Gurley,Julio Jones,Jarvis Landry,Doug Baldwin,Nick Vannett,Mohamed Sanu,Buffalo Bills,154.968,50000
17,Jameis Winston,Bilal Powell,Chris Carson,Julio Jones,Jarvis Landry,Mike Williams,David Njoku,Todd Gurley,Buffalo Bills,154.91799999999998,49500
18,Jameis Winston,Chris Carson,Dion Lewis,Julio Jones,Jarvis Landry,Doug Baldwin,Nick Vannett,Todd Gurley,Buffalo Bills,154.868,49800
19,Jameis Winston,Chris Carson,Dion Lewis,Julio Jones,Jarvis Landry,Doug Baldwin,C.J. Uzomah,Todd Gurley,Buffalo Bills,154.858,49900
20,Jameis Winston,Bilal Powell,Tevin Coleman,Julio Jones,Doug Baldwin,Keelan Cole,David Njoku,Todd Gurley,Buffalo Bills,154.84799999999998,49700
21,Jameis Winston,Chris Carson,Todd Gurley,Julio Jones,Doug Baldwin,DeAndre Hopkins,Nick Vannett,David Njoku,Buffalo Bills,154.828,50000
22,Jameis Winston,Chris Carson,Todd Gurley,Julio Jones,Jarvis Landry,Doug Baldwin,Nick Vannett,Keelan Cole,Buffalo Bills,154.778,49900
23,Jameis Winston,Chris Carson,Phillip Lindsay,Julio Jones,Jarvis Landry,Keelan Cole,David Njoku,Todd Gurley,Buffalo Bills,154.778,50000
24,Jameis Winston,Chris Carson,Todd Gurley,Julio Jones,Jarvis Landry,Doug Baldwin,C.J. Uzomah,Keelan Cole,Buffalo Bills,154.768,50000
25,Matt Ryan,Bilal Powell,Todd Gurley,Julio Jones,Jarvis Landry,Doug Baldwin,Nick Vannett,David Njoku,Buffalo Bills,154.744,50000
26,Jameis Winston,Bilal Powell,Dion Lewis,Julio Jones,Jarvis Landry,Doug Baldwin,Nick Vannett,Todd Gurley,Pittsburgh Steelers,154.708,50000
27,Jameis Winston,Bilal Powell,David Johnson,Julio Jones,Jarvis Landry,Christian Kirk,Nick Vannett,Todd Gurley,Buffalo Bills,154.668,50000
28,Jameis Winston,Bilal Powell,Chris Carson,Julio Jones,Jarvis Landry,Donte Moncrief,David Njoku,Todd Gurley,Buffalo Bills,154.658,49600
29,Jameis Winston,Bilal Powell,Tevin Coleman,Julio Jones,Doug Baldwin,Mohamed Sanu,David Njoku,Todd Gurley,Buffalo Bills,154.59799999999998,49700
30,Jameis Winston,Bilal Powell,Ezekiel Elliott,Julio Jones,Doug Baldwin,Mike Williams,Nick Vannett,Todd Gurley,Buffalo Bills,154.588,49900
31,Jameis Winston,Bilal Powell,Ezekiel Elliott,Julio Jones,Doug Baldwin,Mike Williams,C.J. Uzomah,Todd Gurley,Buffalo Bills,154.578,50000
32,Jameis Winston,Bilal Powell,Tevin Coleman,Julio Jones,Jarvis Landry,Mike Williams,Nick Vannett,Todd Gurley,Buffalo Bills,154.56799999999998,49600
33,Jameis Winston,Bilal Powell,Tevin Coleman,Julio Jones,Jarvis Landry,Mike Williams,C.J. Uzomah,Todd Gurley,Buffalo Bills,154.558,49700
34,Jameis Winston,Chris Carson,Todd Gurley,Julio Jones,Jarvis Landry,Doug Baldwin,Nick Vannett,Mohamed Sanu,Buffalo Bills,154.528,49900
35,Jameis Winston,Chris Carson,Phillip Lindsay,Julio Jones,Jarvis Landry,Mohamed Sanu,David Njoku,Todd Gurley,Buffalo Bills,154.528,50000
36,Jameis Winston,Chris Carson,Todd Gurley,Julio Jones,Jarvis Landry,Doug Baldwin,C.J. Uzomah,Mohamed Sanu,Buffalo Bills,154.518,50000
37,Jameis Winston,Chris Carson,David Johnson,Julio Jones,Jarvis Landry,Mike Williams,Nick Vannett,Todd Gurley,Buffalo Bills,154.468,50000
38,Jameis Winston,David Johnson,Todd Gurley,Julio Jones,Jarvis Landry,Keelan Cole,Nick Vannett,David Njoku,Buffalo Bills,154.448,49900
39,Jameis Winston,David Johnson,Todd Gurley,Julio Jones,Jarvis Landry,Keelan Cole,David Njoku,C.J. Uzomah,Buffalo Bills,154.43800000000002,50000
40,Jameis Winston,Chris Carson,Tevin Coleman,Julio Jones,Doug Baldwin,Keelan Cole,David Njoku,Todd Gurley,Buffalo Bills,154.408,49600
41,Jameis Winston,Bilal Powell,Phillip Lindsay,Julio Jones,Jarvis Landry,Doug Baldwin,Nick Vannett,Todd Gurley,Buffalo Bills,154.398,49700
42,Jameis Winston,Bilal Powell,Phillip Lindsay,Julio Jones,Jarvis Landry,Doug Baldwin,C.J. Uzomah,Todd Gurley,Buffalo Bills,154.388,49800
43,Jameis Winston,Bilal Powell,Ezekiel Elliott,Julio Jones,Doug Baldwin,Christian Kirk,Nick Vannett,Todd Gurley,Buffalo Bills,154.348,49800
44,Jameis Winston,Bilal Powell,Ezekiel Elliott,Julio Jones,Doug Baldwin,Christian Kirk,C.J. Uzomah,Todd Gurley,Buffalo Bills,154.33800000000002,49900
45,Jameis Winston,Bilal Powell,Dion Lewis,Julio Jones,Jarvis Landry,Mike Williams,David Njoku,Todd Gurley,Buffalo Bills,154.33799999999997,49800
46,Jameis Winston,Bilal Powell,Ezekiel Elliott,Julio Jones,Doug Baldwin,Donte Moncrief,Nick Vannett,Todd Gurley,Buffalo Bills,154.328,50000
47,Jameis Winston,Bilal Powell,Tevin Coleman,Julio Jones,Jarvis Landry,Christian Kirk,Nick Vannett,Todd Gurley,Buffalo Bills,154.32799999999997,49500
48,Jameis Winston,Bilal Powell,Chris Carson,Julio Jones,Jarvis Landry,Mike Williams,David Njoku,Todd Gurley,Pittsburgh Steelers,154.31799999999998,49600
49,Jameis Winston,Bilal Powell,Tevin Coleman,Julio Jones,Jarvis Landry,Christian Kirk,C.J. Uzomah,Todd Gurley,Buffalo Bills,154.31799999999998,49600
