,QB,RB1,RB2,WR1,WR2,WR3,TE,Flex,DST,Points,Salary
0,Jameis Winston (11421653),Tevin Coleman (11421734),Todd Gurley II (11421704),Julio Jones (11421928),Jarvis Landry (11421946),Mohamed Sanu (11421982),C.J. Uzomah (11422238),Austin Hooper (11422230),Ravens  (11422400),150.788,150.788
1,Jameis Winston (11421653),Tevin Coleman (11421734),Todd Gurley II (11421704),Julio Jones (11421928),Mohamed Sanu (11421982),Tyler Boyd (11421954),C.J. Uzomah (11422238),Austin Hooper (11422230),Bears  (11422397),146.398,146.398
2,Jameis Winston (11421653),Tevin Coleman (11421734),Todd Gurley II (11421704),Julio Jones (11421928),John Brown (11421966),Tyler Boyd (11421954),C.J. Uzomah (11422238),Austin Hooper (11422230),Ravens  (11422400),145.638,145.638
3,Jameis Winston (11421653),Tevin Coleman (11421734),Todd Gurley II (11421704),Julio Jones (11421928),Keke Coutee (11421994),Calvin Ridley (11421952),C.J. Uzomah (11422238),Austin Hooper (11422230),Bears  (11422397),144.698,144.698
4,Jameis Winston (11421653),T.J. Yeldon (11421722),Todd Gurley II (11421704),Julio Jones (11421928),Mohamed Sanu (11421982),Amari Cooper (11421970),C.J. Uzomah (11422238),Austin Hooper (11422230),Bears  (11422397),144.36800000000002,144.36800000000002
5,Jameis Winston (11421653),Tevin Coleman (11421734),Todd Gurley II (11421704),Julio Jones (11421928),Keke Coutee (11421994),Tyler Boyd (11421954),C.J. Uzomah (11422238),Austin Hooper (11422230),Bears  (11422397),144.168,144.168
6,Jameis Winston (11421653),Tevin Coleman (11421734),Todd Gurley II (11421704),Julio Jones (11421928),Tyler Boyd (11421954),Amari Cooper (11421970),C.J. Uzomah (11422238),Austin Hooper (11422230),Ravens  (11422400),143.638,143.638
7,Matt Ryan (11421644),Tevin Coleman (11421734),Todd Gurley II (11421704),Julio Jones (11421928),John Brown (11421966),Keke Coutee (11421994),C.J. Uzomah (11422238),Austin Hooper (11422230),Ravens  (11422400),143.204,143.204
8,Jared Goff (11421651),T.J. Yeldon (11421722),Todd Gurley II (11421704),Julio Jones (11421928),Mohamed Sanu (11421982),John Brown (11421966),C.J. Uzomah (11422238),Austin Hooper (11422230),Ravens  (11422400),142.508,142.508
9,Jared Goff (11421651),Tevin Coleman (11421734),Todd Gurley II (11421704),Julio Jones (11421928),John Brown (11421966),Amari Cooper (11421970),C.J. Uzomah (11422238),Austin Hooper (11422230),Bears  (11422397),141.748,141.748
