,Player,Team,ATT_MAX,ATT_MIN,ATT_MID,YDS_MAX,YDS_MIN,YDS_MID,TDS_MAX,TDS_MIN,TDS_MID,REC_MAX,REC_MIN,REC_MID,YDS.1_MAX,YDS.1_MIN,YDS.1_MID,TDS.1_MAX,TDS.1_MIN,TDS.1_MID,FL_MAX,FL_MIN,FL_MID,FPTS_MAX,FPTS_MIN,FPTS_MID,Week,Year,Position
0,Jonathan Taylor,IND,372.6,302.0,326.1,1838.1,1284.7,1602.9,17.0,12.2,14.7,48.0,35.0,42.4,416.0,277.1,353.8,3.0,1.2,2.0,1.4,4.0,2.3,332.1,233.7,291.6,draft,2022,RB
1,Derrick Henry,TEN,404.7,344.4,366.2,2054.8,1362.3,1640.4,17.0,10.9,13.0,35.0,20.0,27.4,289.0,145.0,215.9,1.5,0.0,0.9,0.8,4.0,2.0,317.7,229.6,265.0,draft,2022,RB
2,Austin Ekeler,LAC,267.4,190.0,221.0,1208.6,855.0,983.6,11.2,8.1,9.5,81.0,65.6,74.4,747.0,610.8,664.8,8.0,3.3,5.3,0.0,3.0,1.5,287.4,216.2,250.5,draft,2022,RB
3,Christian McCaffrey,CAR,309.7,208.0,238.6,1414.0,945.2,1061.6,9.5,5.0,7.5,101.0,80.7,89.0,850.0,680.7,758.2,5.0,2.4,4.1,0.0,3.0,1.4,302.9,219.1,249.0,draft,2022,RB
4,Joe Mixon,CIN,308.9,269.6,286.9,1345.8,1129.7,1202.6,11.0,8.9,9.8,56.6,40.0,47.1,487.1,279.9,342.1,3.0,2.0,2.6,1.0,3.0,1.6,243.9,210.9,225.3,draft,2022,RB
5,Dalvin Cook,MIN,323.0,253.0,276.2,1440.0,1137.0,1241.8,11.0,8.7,9.8,55.7,36.1,44.9,398.0,251.7,334.1,3.0,0.7,1.5,1.5,4.0,2.5,255.8,201.1,220.5,draft,2022,RB
6,Alvin Kamara,NO,265.3,143.0,219.2,1168.5,715.0,963.2,11.0,6.0,7.9,67.0,55.3,60.0,577.0,480.1,529.7,5.0,3.1,4.1,0.0,3.0,1.2,239.6,194.9,218.8,draft,2022,RB
7,Najee Harris,PIT,319.0,276.2,298.5,1292.1,1111.8,1184.0,9.3,6.1,7.7,77.0,44.1,60.7,476.0,298.4,397.1,3.0,1.2,2.1,0.0,4.0,1.6,241.1,185.1,213.6,draft,2022,RB
8,Leonard Fournette,TB,287.4,211.0,230.9,1161.7,861.0,961.8,10.0,8.0,9.1,79.0,43.2,61.1,582.0,278.6,416.8,3.0,1.0,2.1,0.0,3.0,1.3,221.9,194.7,202.6,draft,2022,RB
9,James Conner,ARI,250.4,214.0,226.5,1057.8,872.0,927.4,11.1,8.8,10.2,48.9,39.0,44.1,440.8,306.5,358.5,3.0,1.5,2.3,0.6,3.0,1.6,212.1,194.2,201.0,draft,2022,RB
10,Aaron Jones,GB,223.1,171.0,193.6,1092.1,816.6,920.0,8.8,5.0,6.1,72.8,56.0,60.9,673.2,421.2,498.6,5.0,3.0,3.8,0.5,3.0,1.5,225.7,177.9,198.5,draft,2022,RB
11,Nick Chubb,CLE,265.5,220.0,247.7,1362.0,1042.6,1230.4,11.2,7.0,8.4,27.3,22.5,25.2,223.6,185.0,206.1,1.2,0.9,1.0,0.9,3.0,1.6,223.8,171.5,197.1,draft,2022,RB
12,Javonte Williams,DEN,251.9,221.0,232.5,1125.3,953.5,1025.5,11.0,6.0,7.8,50.4,40.0,45.9,440.0,298.0,345.7,4.0,2.0,2.7,1.1,3.0,1.7,209.5,187.7,196.4,draft,2022,RB
13,Saquon Barkley,NYG,287.2,223.1,244.9,1252.4,902.8,1027.2,8.4,5.0,6.6,64.0,51.6,57.6,449.0,411.0,423.5,3.0,1.5,2.2,0.6,3.0,1.5,232.2,175.9,195.1,draft,2022,RB
14,D'Andre Swift,DET,269.2,197.6,216.2,1221.7,824.7,914.4,9.6,4.8,6.5,83.0,50.7,65.4,624.0,342.5,481.3,3.0,1.5,2.5,1.3,3.0,1.9,238.5,151.9,189.8,draft,2022,RB
15,David Montgomery,CHI,257.0,217.0,234.8,1029.0,846.0,948.3,8.4,6.9,7.6,50.0,39.3,44.4,392.2,309.4,345.4,2.4,1.0,1.9,0.5,3.0,1.4,204.8,173.7,183.1,draft,2022,RB
16,Ezekiel Elliott,DAL,268.1,209.5,232.3,1142.5,880.2,971.0,9.4,6.9,8.1,45.0,34.0,40.8,347.7,211.0,278.2,2.7,1.0,1.8,0.9,3.0,2.1,212.0,172.6,180.2,draft,2022,RB
17,Breece Hall,NYJ,248.0,188.0,219.6,1149.0,807.0,991.7,9.5,6.0,6.7,52.0,33.6,39.3,440.0,249.4,313.5,2.0,1.0,1.6,1.1,3.0,1.8,205.8,172.7,176.8,draft,2022,RB
18,Cam Akers,LAR,270.4,217.0,236.3,1103.1,887.0,1027.5,8.0,5.0,7.1,38.0,30.0,34.9,341.0,224.0,280.8,2.6,1.0,1.6,1.8,5.0,3.3,192.7,171.6,176.4,draft,2022,RB
19,JK Dobbins,BAL,218.0,177.0,195.9,1059.0,884.5,948.9,10.0,5.9,8.2,36.7,24.3,33.2,272.1,177.2,242.2,3.0,0.0,1.4,0.0,2.0,1.0,190.2,155.1,174.7,draft,2022,RB
20,Elijah Mitchell,SF,278.0,200.0,239.1,1125.0,861.0,1027.9,8.0,6.0,7.3,40.0,13.0,25.8,295.0,95.0,196.6,2.0,0.9,1.3,0.0,3.0,1.2,182.9,164.0,172.1,draft,2022,RB
21,Damien Harris,NE,228.2,189.5,215.1,1033.9,822.5,977.2,11.0,8.8,10.1,22.9,12.8,18.2,186.5,92.7,135.9,1.0,0.0,0.5,0.8,2.0,1.4,183.8,154.6,172.0,draft,2022,RB
22,Josh Jacobs,LV,241.1,204.0,223.2,1075.2,796.0,941.3,9.0,7.5,8.2,46.6,22.1,38.0,317.2,157.7,265.0,2.0,0.0,0.9,0.9,3.0,1.9,187.1,168.1,171.2,draft,2022,RB
23,Miles Sanders,PHI,220.7,191.0,204.4,1214.9,918.1,1043.3,7.4,4.0,5.7,35.0,28.0,31.2,248.0,181.0,221.2,1.7,0.9,1.1,1.0,2.0,1.6,193.5,150.8,164.1,draft,2022,RB
24,Travis Etienne,JAC,221.0,152.4,177.2,995.0,688.0,807.4,7.0,4.3,5.6,55.0,34.7,48.8,454.0,298.1,397.3,2.3,1.4,1.9,0.8,3.0,1.7,171.5,147.2,162.6,draft,2022,RB
25,Clyde Edwards-Helaire,KC,204.0,153.4,180.8,879.9,692.7,797.9,7.0,5.0,5.6,38.0,35.0,36.3,284.0,256.0,270.1,3.0,1.1,2.1,0.8,2.0,1.3,151.5,141.4,150.1,draft,2022,RB
26,AJ Dillon,GB,190.0,166.0,179.6,842.3,735.9,777.1,8.0,4.9,6.2,45.0,22.3,32.6,364.0,206.7,270.5,2.0,1.0,1.5,0.7,2.0,1.2,159.7,128.9,148.4,draft,2022,RB
27,Rashaad Penny,SEA,217.0,162.0,186.2,1284.1,744.0,945.2,10.0,4.7,6.4,27.0,8.0,19.2,202.0,64.0,144.2,1.0,0.0,0.5,0.5,2.0,1.2,205.6,117.6,148.4,draft,2022,RB
28,Devin Singletary,BUF,201.2,156.7,183.6,922.5,712.9,847.6,7.7,4.3,6.0,38.0,27.0,33.1,282.2,170.6,222.3,1.8,1.0,1.3,0.7,2.0,1.3,173.3,120.9,148.0,draft,2022,RB
29,Antonio Gibson,WAS,224.0,172.4,199.5,949.8,738.0,818.4,8.3,5.0,6.3,43.0,20.6,31.8,310.0,144.4,234.4,2.0,0.7,1.3,1.2,3.0,1.9,169.7,126.5,146.9,draft,2022,RB
30,Tony Pollard,DAL,171.0,135.0,157.3,873.0,612.2,749.4,4.7,3.0,3.8,54.0,36.1,45.1,446.0,269.8,369.4,3.0,1.0,1.9,0.0,3.0,1.3,153.8,135.0,143.5,draft,2022,RB
31,Cordarrelle Patterson,ATL,150.6,127.0,138.3,770.5,508.0,604.8,5.5,3.0,4.5,46.9,39.0,43.4,502.0,323.7,397.4,4.0,1.9,2.8,0.0,2.0,0.9,171.5,123.7,142.0,draft,2022,RB
32,Rhamondre Stevenson,NE,194.2,154.1,174.3,835.5,557.8,730.7,10.0,4.2,6.4,46.0,19.7,32.3,379.0,143.4,249.5,2.0,0.0,1.1,0.1,2.0,1.0,153.5,98.8,141.3,draft,2022,RB
33,Melvin Gordon,DEN,168.0,138.7,153.5,780.2,603.7,697.1,8.0,5.0,6.2,28.4,19.0,24.0,241.1,138.0,181.7,2.0,0.9,1.3,0.6,3.0,1.9,150.3,118.9,129.3,draft,2022,RB
34,Chase Edmonds,MIA,203.5,108.8,149.5,898.6,508.4,650.6,5.3,2.7,3.5,60.0,35.4,46.1,406.0,242.8,329.3,2.0,1.0,1.6,0.0,2.0,0.9,153.4,110.8,127.2,draft,2022,RB
35,Kareem Hunt,CLE,149.0,122.0,134.0,724.0,441.9,574.5,6.0,3.9,4.7,47.3,31.2,42.2,403.9,242.1,324.6,2.3,1.0,1.8,0.0,2.0,0.8,149.7,99.6,127.1,draft,2022,RB
36,James Robinson,JAC,162.2,115.0,145.5,718.8,361.4,587.3,7.0,2.7,5.0,28.0,16.9,23.0,202.0,149.9,169.6,1.0,0.0,0.7,0.4,2.0,1.2,134.9,68.9,107.2,draft,2022,RB
37,Brian Robinson,WAS,182.0,106.8,145.2,731.1,451.5,628.0,6.0,4.0,4.8,28.1,12.0,19.0,247.2,82.0,143.0,1.2,0.0,0.6,0.5,2.0,1.1,132.1,84.3,107.0,draft,2022,RB
38,Ken Walker,SEA,181.0,146.0,164.8,815.0,275.7,643.8,6.0,2.8,4.6,25.0,11.3,17.6,230.0,73.5,132.3,1.0,0.0,0.5,0.4,3.0,1.4,136.8,53.1,105.6,draft,2022,RB
39,Michael Carter,NYJ,154.0,98.9,127.2,660.0,420.0,527.4,4.0,2.0,3.0,43.3,21.4,31.0,366.7,164.7,260.7,2.0,0.0,1.0,0.0,2.0,0.8,116.6,94.4,101.5,draft,2022,RB
40,Darrell Henderson,LAR,163.0,90.7,125.9,696.5,399.0,519.0,5.3,3.0,3.9,26.9,20.2,23.3,227.6,150.4,182.2,2.0,0.9,1.4,0.0,2.0,0.7,122.7,83.4,100.5,draft,2022,RB
41,James Cook,BUF,140.0,84.6,110.2,672.0,316.3,474.4,6.0,2.2,3.6,42.7,19.0,29.2,323.1,164.3,235.0,2.6,0.8,1.6,0.4,2.0,1.0,127.1,65.0,100.3,draft,2022,RB
42,Dameon Pierce,HOU,175.0,132.0,152.7,739.0,170.7,558.7,6.0,1.2,3.8,43.0,8.9,24.7,369.0,65.2,192.5,2.0,0.0,0.8,0.2,3.0,1.3,158.8,32.5,100.3,draft,2022,RB
43,Marlon Mack,HOU,164.0,104.0,137.0,851.1,449.3,624.9,6.1,2.7,4.1,21.0,6.0,14.8,192.4,31.0,110.6,1.0,0.0,0.4,0.4,2.0,1.0,146.8,69.0,98.8,draft,2022,RB
44,Jamaal Williams,DET,155.0,107.7,137.7,643.0,436.0,564.3,4.2,2.5,3.5,29.0,19.2,23.0,184.0,125.6,150.7,1.0,0.5,0.8,0.0,2.0,0.8,105.6,75.9,95.7,draft,2022,RB
45,Raheem Mostert,MIA,141.0,70.1,114.1,673.3,329.9,564.8,5.3,2.0,3.8,20.0,5.0,15.0,172.0,38.0,120.2,1.0,0.5,0.8,0.6,2.0,1.3,112.7,64.2,93.7,draft,2022,RB
46,Kenneth Gainwell,PHI,109.0,76.7,91.1,469.0,299.5,379.5,7.0,2.6,4.0,39.0,16.9,30.8,302.5,117.1,246.1,2.0,0.8,1.3,0.6,2.0,1.1,128.4,75.1,92.0,draft,2022,RB
47,Gus Edwards,BAL,141.0,101.4,125.1,663.0,422.1,554.9,6.0,2.9,3.8,15.0,5.0,9.6,147.0,38.0,81.5,0.5,0.0,0.2,0.5,1.0,0.7,99.0,75.7,86.6,draft,2022,RB
48,Mark Ingram,NO,137.0,115.0,123.4,574.7,437.0,488.8,4.0,3.0,3.4,24.0,16.2,19.7,203.2,112.2,149.4,1.0,0.0,0.7,0.4,2.0,1.0,100.0,76.3,86.5,draft,2022,RB
49,Alexander Mattison,MIN,137.0,102.0,115.5,570.0,367.6,464.9,3.7,2.0,2.9,29.0,22.2,25.4,218.0,159.1,189.3,1.1,0.8,1.0,0.3,2.0,0.9,102.4,76.5,86.4,draft,2022,RB
50,Isaiah Spiller,LAC,121.9,44.6,96.1,525.7,193.3,407.6,4.0,1.4,3.1,30.0,13.4,22.8,278.0,97.8,184.2,2.0,0.6,1.3,0.5,2.0,1.3,111.0,45.0,82.7,draft,2022,RB
51,Tyler Allgeier,ATL,204.0,72.0,136.4,836.0,229.2,500.5,4.0,1.6,2.9,40.0,9.0,17.0,342.0,56.0,132.3,2.0,0.0,0.6,0.3,3.0,1.2,140.1,42.0,81.5,draft,2022,RB
52,Nyheim Hines,IND,107.0,29.0,69.8,461.0,96.1,276.9,3.0,0.6,1.7,53.0,27.8,44.1,416.0,249.9,345.2,2.1,0.9,1.8,0.0,4.0,1.6,99.9,46.7,80.5,draft,2022,RB
53,Rachaad White,TB,119.0,76.5,93.7,479.0,325.6,374.6,5.0,2.5,3.4,36.0,7.0,19.9,317.0,50.0,158.2,2.0,0.0,0.9,0.4,2.0,1.0,101.3,55.9,77.5,draft,2022,RB
54,JD McKissic,WAS,75.0,31.0,51.8,341.0,124.0,216.1,3.0,0.0,1.4,50.0,34.2,44.8,394.0,269.4,348.5,2.6,1.5,1.9,0.0,1.0,0.5,98.7,59.5,75.1,draft,2022,RB
55,Rex Burkhead,HOU,90.0,59.5,75.0,516.0,227.0,319.8,3.2,1.9,2.4,36.7,16.7,28.0,285.3,136.9,226.2,1.7,0.6,1.1,0.0,1.0,0.5,103.1,64.6,74.5,draft,2022,RB
56,Khalil Herbert,CHI,138.0,96.0,114.2,558.0,166.5,423.1,4.0,1.2,2.7,26.0,7.9,16.0,183.0,74.0,120.5,1.0,0.0,0.5,0.1,2.0,0.9,83.8,34.4,71.4,draft,2022,RB
57,Darrel Williams,ARI,141.0,58.0,82.4,492.0,228.5,315.2,5.0,1.8,2.8,34.0,13.0,22.0,301.0,109.0,184.2,1.3,0.0,0.8,0.0,2.0,0.8,115.3,47.9,70.3,draft,2022,RB
58,Zamir White,LV,109.0,54.0,81.5,453.0,245.0,347.0,4.0,2.0,2.9,25.0,4.0,11.5,241.0,27.0,96.7,1.0,0.0,0.4,0.3,2.0,1.2,99.4,39.2,61.9,draft,2022,RB
59,D'Onta Foreman,CAR,130.0,61.4,82.5,636.2,247.6,393.1,4.2,1.0,2.4,13.8,4.0,7.7,118.1,36.0,70.4,0.6,0.0,0.2,0.5,1.2,0.9,98.7,47.3,60.6,draft,2022,RB
60,Jerick McKinnon,KC,74.0,16.0,44.7,345.6,65.0,211.8,2.2,0.0,1.5,38.3,20.6,27.1,324.2,151.0,222.1,2.0,1.0,1.4,0.3,1.0,0.5,90.3,50.5,59.3,draft,2022,RB
61,Damien Williams,ATL,129.0,39.0,77.6,483.0,133.4,281.0,5.0,0.0,2.0,27.0,9.0,20.1,192.4,63.0,145.9,2.0,0.0,0.8,0.2,2.0,0.8,104.3,42.2,57.5,draft,2022,RB
62,Sony Michel,MIA,104.1,84.0,97.1,445.0,189.7,368.4,4.0,1.4,2.4,11.0,6.6,8.7,70.0,42.2,57.0,0.4,0.0,0.1,0.1,1.0,0.5,67.8,32.2,56.9,draft,2022,RB
63,Ronald Jones,KC,94.0,25.9,67.0,500.7,112.4,320.8,6.0,1.0,2.9,17.0,5.0,9.6,111.0,37.0,64.0,0.5,0.0,0.2,0.4,1.0,0.7,78.7,26.6,55.6,draft,2022,RB
64,Boston Scott,PHI,78.0,36.0,65.8,344.0,170.0,287.8,3.3,2.0,2.9,13.2,4.0,8.1,92.4,28.0,61.0,0.7,0.0,0.2,0.0,0.4,0.2,61.7,37.8,53.2,draft,2022,RB
65,Isiah Pacheco,KC,107.0,29.0,64.5,476.0,123.0,267.8,4.0,1.0,2.3,29.0,6.0,13.9,266.0,37.0,104.8,1.0,0.0,0.5,0.3,2.0,0.9,104.2,39.0,52.3,draft,2022,RB
66,Dontrell Hilliard,TEN,70.0,31.1,45.2,425.0,130.0,229.5,3.0,0.0,1.5,33.0,20.0,25.6,259.2,137.0,178.9,1.1,0.0,0.6,0.5,2.0,1.0,77.1,39.8,51.4,draft,2022,RB
67,Matt Breida,NYG,106.0,35.9,72.4,418.0,163.7,300.7,2.0,0.9,1.5,17.0,6.5,13.0,140.0,49.5,100.5,2.0,0.0,0.7,0.4,3.0,1.5,79.8,27.3,50.2,draft,2022,RB
68,Samaje Perine,CIN,100.0,44.1,65.7,429.0,116.9,252.9,2.1,0.8,1.3,26.0,9.0,18.2,177.0,60.6,128.3,1.0,0.0,0.6,0.2,1.0,0.5,70.5,31.6,49.0,draft,2022,RB
69,Hassan Haskins,TEN,112.0,49.0,69.1,534.0,186.0,278.8,4.0,1.0,1.9,14.0,3.0,8.4,127.0,19.0,65.2,1.0,0.0,0.4,0.3,2.0,0.8,96.1,26.5,46.0,draft,2022,RB
70,Tyrion Davis-Price,SF,99.0,32.0,56.1,390.0,127.0,230.2,3.0,1.0,1.9,31.0,3.0,10.7,323.0,17.0,93.3,1.0,0.0,0.4,0.3,2.0,0.9,95.3,34.2,44.4,draft,2022,RB
