,Player,Salary,Position
76,DK Metcalf,7800.0,WR
27,David Montgomery,7700.0,RB
0,Justin Herbert,7400.0,QB
28,Jonathan Taylor,7300.0,RB
29,Miles Sanders,7000.0,RB
1,Jalen Hurts,7000.0,QB
30,James Robinson,6800.0,RB
77,Terry McLaurin,6700.0,WR
31,Antonio Gibson,6600.0,RB
78,Cooper Kupp,6600.0,WR
32,Tony Pollard,6500.0,RB
79,Diontae Johnson,6300.0,WR
33,Cam Akers,6300.0,RB
34,JK Dobbins,6200.0,RB
35,Clyde Edwards-Helaire,6000.0,RB
36,Kareem Hunt,5900.0,RB
80,Chase Claypool,5900.0,WR
38,Le'Veon Bell,5800.0,RB
37,James Conner,5800.0,RB
81,Marquise Brown,5700.0,WR
39,Melvin Gordon,5600.0,RB
2,Andy Dalton,5500.0,QB
82,Keke Coutee,5400.0,WR
83,CeeDee Lamb,5300.0,WR
40,Benny Snell,5300.0,RB
5,Gardner Minshew,5200.0,QB
4,Dwayne Haskins,5200.0,QB
3,Alex Smith,5200.0,QB
8,Colt McCoy,5000.0,QB
7,Daniel Jones,5000.0,QB
6,Drew Lock,5000.0,QB
84,Sammy Watkins,5000.0,WR
41,Boston Scott,4900.0,RB
9,Joe Flacco,4900.0,QB
12,Ben DiNucci,4800.0,QB
148,Noah Fant,4800.0,TE
11,Ryan Finley,4800.0,QB
85,DJ Chark,4800.0,WR
10,Brett Rypien,4800.0,QB
86,Tee Higgins,4700.0,WR
149,Hunter Henry,4700.0,TE
87,Jalen Reagor,4600.0,WR
43,Devonta Freeman,4500.0,RB
44,Darrell Henderson,4500.0,RB
13,PJ Walker,4500.0,QB
42,Ty Johnson,4500.0,RB
14,John Wolford,4500.0,QB
16,Jake Luton,4300.0,QB
15,Will Grier,4300.0,QB
88,Michael Pittman,4200.0,WR
18,Trace McSorley,4100.0,QB
17,Tyler Huntley,4100.0,QB
45,Anthony McFarland,4100.0,RB
23,Easton Stick,4000.0,QB
73,Jason Huntley,4000.0,RB
72,Raymond Calais,4000.0,RB
71,Xavier Jones,4000.0,RB
74,Rico Dowdle,4000.0,RB
75,Sewo Olonilua,4000.0,RB
24,James Morgan,4000.0,QB
26,Joe Burrow,4000.0,QB
22,Jacob Eason,4000.0,QB
21,Josh Dobbs,4000.0,QB
20,Kyle Allen,4000.0,QB
19,Steven Montez,4000.0,QB
89,Tyron Johnson,4000.0,WR
90,Darnell Mooney,4000.0,WR
91,Greg Ward,4000.0,WR
70,Malcolm Brown,4000.0,RB
69,Travis Homer,4000.0,RB
68,DeeJay Dallas,4000.0,RB
56,Justice Hill,4000.0,RB
46,Rodney Smith,4000.0,RB
47,Reggie Bonnafon,4000.0,RB
48,Mike Warren,4000.0,RB
25,Clayton Thorson,4000.0,QB
50,Darwin Thompson,4000.0,RB
51,Qadree Ollison,4000.0,RB
52,Joshua Kelley,4000.0,RB
53,Gabe Nabers,4000.0,RB
67,Artavis Pierce,4000.0,RB
55,D'Ernest Johnson,4000.0,RB
54,La'Mical Perine,4000.0,RB
57,Patrick Ricard,4000.0,RB
58,Eli Penny,4000.0,RB
59,Samaje Perine,4000.0,RB
60,Trayveon Williams,4000.0,RB
61,CJ Prosise,4000.0,RB
62,Scottie Phillips,4000.0,RB
63,Devine Ozigbo,4000.0,RB
64,Nathan Cottrell,4000.0,RB
65,Ryquell Armstead,4000.0,RB
66,Ryan Nall,4000.0,RB
49,Bryce Love,4000.0,RB
