,Player,Team,ATT_MAX,ATT_MIN,ATT_MID,YDS_MAX,YDS_MIN,YDS_MID,TDS_MAX,TDS_MIN,TDS_MID,REC_MAX,REC_MIN,REC_MID,YDS.1_MAX,YDS.1_MIN,YDS.1_MID,TDS.1_MAX,TDS.1_MIN,TDS.1_MID,FL_MAX,FL_MIN,FL_MID,FPTS_MAX,FPTS_MIN,FPTS_MID,Week,Position
0,Ezekiel Elliott,DAL,28.0,18.0,21.2,114.0,89.0,100.0,1.0,0.6,0.8,5.1,3.3,4.2,45.0,23.6,35.4,0.3,0.0,0.2,0.1,0.3,0.2,20.5,17.5,18.8,14,RB
1,Todd Gurley,ATL,20.4,18.0,19.2,90.0,79.8,85.3,1.0,0.6,0.8,4.7,3.8,4.3,42.4,35.0,39.5,0.3,0.0,0.2,0.0,0.2,0.1,20.1,17.3,18.4,14,RB
2,Christian McCaffrey,CAR,17.2,14.0,15.5,84.5,63.9,71.8,1.0,0.4,0.6,7.4,5.3,6.5,62.0,45.6,55.3,0.4,0.0,0.2,0.2,0.2,0.2,19.5,16.6,17.5,14,RB
3,Saquon Barkley,NYG,20.0,15.9,17.3,80.0,68.0,73.7,1.0,0.5,0.6,7.0,5.9,6.3,60.0,50.0,52.3,0.3,0.0,0.2,0.0,0.2,0.1,19.0,16.2,17.5,14,RB
4,Alvin Kamara,NO,14.2,11.8,13.2,68.7,59.0,62.7,0.9,0.0,0.6,6.0,3.9,5.2,52.4,34.5,47.5,1.0,0.3,0.5,0.1,0.1,0.1,18.8,16.3,17.1,14,RB
5,Nick Chubb,CLE,22.0,16.6,19.0,96.2,76.0,83.9,1.0,0.6,0.8,4.0,0.9,2.1,25.6,10.0,18.2,0.2,0.0,0.1,0.0,0.1,0.1,18.0,12.2,15.5,14,RB
6,Aaron Jones,GB,15.7,12.8,14.6,81.0,73.1,76.2,1.0,0.5,0.7,3.3,2.8,3.0,27.0,18.0,22.6,0.1,0.0,0.1,0.1,0.1,0.1,16.0,12.8,14.5,14,RB
7,Phillip Lindsay,DEN,19.0,13.4,15.8,100.0,64.0,78.4,1.0,0.5,0.7,3.4,1.9,2.5,27.0,15.7,20.8,0.1,0.0,0.1,0.1,0.1,0.1,18.0,12.6,14.3,14,RB
8,David Johnson,HOU,19.5,15.0,17.6,80.3,65.0,73.2,0.7,0.0,0.5,4.0,2.8,3.4,39.7,23.9,32.2,0.2,0.0,0.1,0.1,0.2,0.2,16.4,9.5,13.9,14,RB
9,Leonard Fournette,TB,21.5,16.2,18.8,80.0,67.0,74.9,1.0,0.4,0.6,3.4,2.3,2.9,29.4,18.0,25.0,0.1,0.0,0.1,0.1,0.3,0.2,16.5,10.7,13.7,14,RB
10,Sony Michel,NE,19.0,13.4,15.8,77.0,61.7,70.8,1.0,0.5,0.7,2.1,0.5,1.2,18.0,4.0,9.0,0.1,0.0,0.0,0.0,0.2,0.1,14.0,10.7,12.1,14,RB
11,Austin Ekeler,LAC,13.8,9.0,11.4,63.5,40.0,53.4,0.6,0.0,0.3,6.0,2.3,4.1,45.0,25.1,36.1,0.4,0.0,0.2,0.0,0.1,0.1,15.4,8.5,12.0,14,RB
12,Lamar Miller,WAS,21.0,13.5,16.3,80.0,57.0,67.9,1.0,0.3,0.5,2.4,2.0,2.2,18.7,15.0,17.6,0.1,0.0,0.1,0.1,0.1,0.1,15.5,9.8,11.9,14,RB
13,Joe Mixon,CIN,18.0,11.9,14.8,70.4,54.0,62.4,1.0,0.3,0.5,3.2,2.7,3.0,27.0,24.3,25.4,0.1,0.0,0.1,0.1,0.2,0.1,15.5,10.2,11.9,14,RB
14,Jeff Wilson,SF,16.5,10.7,14.0,70.0,46.0,59.2,1.0,0.3,0.5,5.0,2.7,3.3,35.0,21.0,26.2,0.1,0.0,0.1,0.1,0.2,0.2,16.0,8.7,11.7,14,RB
15,Gus Edwards,BAL,23.0,13.3,17.7,90.0,62.0,79.3,1.0,0.3,0.5,1.6,0.2,0.9,14.5,1.1,8.0,0.0,0.0,0.0,0.0,0.1,0.1,16.0,9.4,11.5,14,RB
16,Adrian Peterson,DET,17.3,15.9,16.6,75.8,65.0,68.1,1.0,0.5,0.6,1.3,1.0,1.2,13.1,9.0,10.7,0.1,0.0,0.0,0.0,0.3,0.1,13.5,10.4,11.5,14,RB
