,QB,RB1,RB2,WR1,WR2,WR3,TE,Flex,DST,Points,Salary
0,Matt Ryan (11744164),Jeff Wilson Jr. (11744289),Jaylen Samuels (11744295),DeAndre Hopkins (11744459),Keenan Allen (11744463),Chris Godwin (11744491),Zach Ertz (11744783),Alvin Kamara (11744223),Chiefs  (11744984),162.88600000000002,162.88600000000002
1,Aaron Rodgers (11744157),Jeff Wilson Jr. (11744289),Jaylen Samuels (11744295),DeAndre Hopkins (11744459),Courtland Sutton (11744509),Keenan Allen (11744463),Zach Ertz (11744783),Alvin Kamara (11744223),Chiefs  (11744984),162.52000000000004,162.52000000000004
2,Matt Ryan (11744164),Jeff Wilson Jr. (11744289),Jaylen Samuels (11744295),DeAndre Hopkins (11744459),Courtland Sutton (11744509),Keenan Allen (11744463),Travis Kelce (11744781),Alvin Kamara (11744223),Chiefs  (11744984),162.20600000000002,162.20600000000002
3,Matt Ryan (11744164),Jeff Wilson Jr. (11744289),Jaylen Samuels (11744295),Julio Jones (11744457),Courtland Sutton (11744509),Keenan Allen (11744463),Travis Kelce (11744781),Alvin Kamara (11744223),Chiefs  (11744984),161.94600000000003,161.94600000000003
4,Matt Ryan (11744164),Jeff Wilson Jr. (11744289),Jaylen Samuels (11744295),DeAndre Hopkins (11744459),Courtland Sutton (11744509),Keenan Allen (11744463),Zach Ertz (11744783),Alvin Kamara (11744223),Chiefs  (11744984),161.88600000000002,161.88600000000002
5,Matt Ryan (11744164),Jeff Wilson Jr. (11744289),Jaylen Samuels (11744295),Julio Jones (11744457),Courtland Sutton (11744509),Keenan Allen (11744463),Zach Ertz (11744783),Alvin Kamara (11744223),Chiefs  (11744984),161.62600000000003,161.62600000000003
6,Aaron Rodgers (11744157),Jeff Wilson Jr. (11744289),Jaylen Samuels (11744295),Courtland Sutton (11744509),Chris Godwin (11744491),Antonio Brown (11744445),Travis Kelce (11744781),Ezekiel Elliott (11744221),Chiefs  (11744984),157.28,157.28
7,Patrick Mahomes (11744151),Jeff Wilson Jr. (11744289),Jaylen Samuels (11744295),Courtland Sutton (11744509),Chris Godwin (11744491),Davante Adams (11744449),Travis Kelce (11744781),Ezekiel Elliott (11744221),Chiefs  (11744984),156.926,156.926
8,Patrick Mahomes (11744151),Jeff Wilson Jr. (11744289),Jaylen Samuels (11744295),Courtland Sutton (11744509),Chris Godwin (11744491),Davante Adams (11744449),Zach Ertz (11744783),Ezekiel Elliott (11744221),Chiefs  (11744984),156.606,156.606
9,Drew Brees (11744153),Jeff Wilson Jr. (11744289),Jaylen Samuels (11744295),Courtland Sutton (11744509),Chris Godwin (11744491),Antonio Brown (11744445),Zach Ertz (11744783),Ezekiel Elliott (11744221),Chiefs  (11744984),156.54000000000002,156.54000000000002
