,Player,Team,REC_MAX,REC_MIN,REC_MID,YDS_MAX,YDS_MIN,YDS_MID,TDS_MAX,TDS_MIN,TDS_MID,FL_MAX,FL_MIN,FL_MID,FPTS_MAX,FPTS_MIN,FPTS_MID,Week,Position
0,Travis Kelce,KC,6.8,5.7,6.2,88.0,68.6,78.2,1.0,0.6,0.8,0.0,0.1,0.1,13.1,10.9,12.2,14,TE
1,Eric Ebron,PIT,6.5,5.1,5.8,71.6,60.7,65.6,1.0,0.5,0.7,0.0,0.1,0.1,12.5,9.1,10.5,14,TE
2,Zach Ertz,PHI,7.0,6.1,6.6,72.0,66.7,70.0,1.0,0.4,0.6,0.0,0.1,0.0,13.0,9.1,10.2,14,TE
3,George Kittle,SF,6.0,4.1,5.3,76.0,49.8,66.6,1.0,0.3,0.5,0.0,0.1,0.0,12.5,7.0,9.4,14,TE
4,Rob Gronkowski,TB,4.5,3.0,3.9,71.7,50.0,58.7,1.0,0.3,0.5,0.0,0.1,0.0,11.0,7.6,8.9,14,TE
5,Jared Cook,NO,5.4,4.1,4.7,68.0,49.6,57.4,1.0,0.3,0.5,0.0,0.1,0.0,12.0,7.3,8.6,14,TE
6,David Njoku,CLE,4.3,3.2,3.9,50.0,33.2,43.6,1.0,0.3,0.5,0.0,0.0,0.0,11.0,5.1,7.2,14,TE
7,Vance McDonald,PIT,4.0,2.5,3.4,52.2,34.0,39.9,1.0,0.3,0.5,0.0,0.1,0.1,10.0,5.1,6.7,14,TE
8,Cameron Brate,TB,4.8,3.0,3.8,57.8,35.0,43.8,0.5,0.0,0.3,0.0,0.1,0.0,8.8,3.5,6.3,14,TE
9,Austin Hooper,CLE,4.8,3.0,4.3,53.4,30.0,44.2,0.4,0.0,0.3,0.0,0.1,0.0,7.1,3.0,6.1,14,TE
10,Jimmy Graham,CHI,4.0,3.0,3.6,47.1,35.0,42.4,0.4,0.0,0.3,0.0,0.0,0.0,7.0,3.5,6.0,14,TE
11,Jordan Reed,SF,6.0,4.0,4.7,55.0,43.6,48.6,0.3,0.0,0.2,0.0,0.1,0.1,6.9,5.5,6.0,14,TE
12,Evan Engram,NYG,5.3,2.5,3.9,50.0,30.0,43.4,0.3,0.0,0.2,0.0,0.0,0.0,6.5,4.2,5.6,14,TE
13,Kyle Rudolph,MIN,4.1,3.3,3.8,42.9,33.6,38.7,0.4,0.0,0.2,0.0,0.0,0.0,6.2,4.0,5.3,14,TE
14,Trey Burton,IND,4.0,2.3,3.1,45.0,28.6,36.3,0.4,0.0,0.2,0.0,0.1,0.0,6.0,4.1,4.9,14,TE
15,Chris Herndon,NYJ,4.1,2.6,3.3,40.0,28.0,34.6,0.5,0.0,0.2,0.0,0.1,0.0,6.5,3.7,4.6,14,TE
16,Matt LaCosse,NE,3.6,2.4,2.9,40.0,25.1,31.9,0.3,0.0,0.2,0.0,0.0,0.0,5.8,3.5,4.2,14,TE
17,CJ Uzomah,CIN,4.0,2.8,3.3,45.0,29.3,33.6,0.2,0.0,0.1,0.0,0.0,0.0,4.6,3.7,4.2,14,TE
18,Ian Thomas,CAR,4.0,2.5,3.4,41.0,25.1,32.6,0.3,0.0,0.2,0.0,0.0,0.0,5.4,2.9,4.2,14,TE
19,Ricky Seals-Jones,KC,3.0,2.0,2.6,39.0,24.2,30.9,0.3,0.0,0.1,0.0,0.0,0.0,5.4,3.4,4.0,14,TE
20,Nick Vannett,DEN,3.0,1.6,2.4,32.0,17.0,24.8,0.3,0.0,0.2,0.0,0.0,0.0,4.9,2.9,3.7,14,TE
21,Gerald Everett,LAR,3.0,1.4,2.1,35.0,18.1,25.0,0.2,0.0,0.2,0.0,0.0,0.0,3.9,3.0,3.5,14,TE
22,Jesse James,DET,2.4,1.0,1.7,34.1,10.0,21.0,0.3,0.0,0.2,0.0,0.1,0.0,4.6,1.0,3.1,14,TE
23,Mark Andrews,BAL,2.0,1.4,1.6,24.1,17.8,21.2,0.2,0.0,0.1,0.0,0.0,0.0,3.6,2.0,2.9,14,TE
24,Ryan Griffin,NYJ,3.0,0.9,1.8,30.0,10.9,21.1,0.2,0.0,0.1,0.0,0.2,0.1,4.0,2.1,2.8,14,TE
25,Josh Hill,NO,1.8,1.2,1.5,18.8,12.0,15.3,0.2,0.1,0.2,0.0,0.0,0.0,3.1,1.8,2.6,14,TE
26,Tyler Higbee,LAR,2.3,1.0,1.7,25.3,10.0,18.4,0.2,0.0,0.1,0.0,0.0,0.0,3.7,1.0,2.5,14,TE
27,James O'Shaughnessy,JAC,2.6,0.3,1.8,26.0,3.2,19.2,0.2,0.0,0.1,0.0,0.1,0.0,3.5,0.3,2.4,14,TE
