,Player,Team,REC_MAX,REC_MIN,REC_MID,YDS_MAX,YDS_MIN,YDS_MID,TDS_MAX,TDS_MIN,TDS_MID,ATT_MAX,ATT_MIN,ATT_MID,YDS.1_MAX,YDS.1_MIN,YDS.1_MID,TDS.1_MAX,TDS.1_MIN,TDS.1_MID,FL_MAX,FL_MIN,FL_MID,FPTS_MAX,FPTS_MIN,FPTS_MID,Week,Position
0,Antonio Brown,TB,8.0,6.1,7.1,115.0,88.0,99.0,1.0,0.7,0.9,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,16.9,13.2,15.0,14,WR
1,DeAndre Hopkins,ARI,8.0,6.1,7.3,119.0,83.9,101.9,1.0,0.6,0.8,0.3,0.0,0.1,1.8,-0.4,0.5,0.0,0.0,0.0,0.0,0.2,0.1,16.7,12.2,14.9,14,WR
2,Davante Adams,GB,7.5,6.5,7.0,100.0,89.6,95.6,1.0,0.6,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,16.0,12.6,14.8,14,WR
3,Julio Jones,ATL,8.0,6.9,7.4,115.0,100.9,108.7,1.0,0.3,0.6,0.2,0.0,0.1,1.3,0.0,0.6,0.0,0.0,0.0,0.0,0.2,0.1,17.5,12.8,14.1,14,WR
4,Michael Thomas,NO,9.0,6.4,7.7,105.0,82.1,96.1,1.0,0.6,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.1,16.5,12.4,14.1,14,WR
5,Tyreek Hill,KC,6.2,5.1,5.7,97.1,81.2,88.6,1.0,0.6,0.7,1.3,0.1,1.0,8.6,0.9,5.6,0.1,0.0,0.0,0.0,0.1,0.0,15.5,13.2,13.9,14,WR
6,Keenan Allen,LAC,8.0,6.7,7.4,103.0,82.3,93.0,1.0,0.6,0.7,0.8,0.1,0.4,5.1,0.8,3.3,0.0,0.0,0.0,0.0,0.1,0.1,15.5,12.9,13.8,14,WR
7,JuJu Smith-Schuster,PIT,7.0,5.1,6.4,108.0,78.0,92.7,1.0,0.4,0.7,0.2,0.0,0.1,0.9,0.0,0.4,0.0,0.0,0.0,0.0,0.1,0.0,16.0,10.6,13.3,14,WR
8,Adam Thielen,MIN,10.0,7.2,8.0,101.4,88.1,95.3,1.0,0.4,0.6,0.2,0.0,0.1,1.5,0.0,0.8,0.0,0.0,0.0,0.1,0.2,0.1,16.0,11.8,13.2,14,WR
9,Mike Evans,TB,8.0,5.0,6.1,106.0,80.2,91.5,1.0,0.3,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,15.5,11.2,12.3,14,WR
10,TY Hilton,IND,6.0,5.0,5.5,87.9,78.0,81.0,1.0,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,14.0,10.5,11.6,14,WR
11,Brandin Cooks,HOU,6.2,5.0,5.6,89.0,68.9,79.4,1.0,0.4,0.5,0.7,0.1,0.5,4.0,0.8,2.7,0.1,0.0,0.0,0.0,0.1,0.0,13.5,9.0,11.5,14,WR
12,Robert Woods,LAR,6.4,4.7,5.6,83.0,66.8,77.3,1.0,0.4,0.5,1.0,0.3,0.8,6.4,2.5,4.8,0.0,0.0,0.0,0.0,0.1,0.0,14.0,8.9,11.3,14,WR
13,Stefon Diggs,BUF,7.5,5.0,6.7,84.0,70.0,76.6,1.0,0.4,0.5,0.6,0.3,0.5,3.7,1.8,2.7,0.0,0.0,0.0,0.0,0.1,0.0,13.0,10.1,11.1,14,WR
14,Kenny Golladay,DET,6.0,4.6,5.3,81.2,66.7,75.3,1.0,0.4,0.6,0.1,0.0,0.1,0.8,0.0,0.5,0.0,0.0,0.0,0.0,0.1,0.1,14.0,9.2,10.9,14,WR
15,Amari Cooper,DAL,7.0,5.1,5.6,85.0,67.2,74.2,1.0,0.4,0.6,0.1,0.0,0.0,0.8,0.0,0.3,0.0,0.0,0.0,0.0,0.1,0.1,14.5,9.1,10.6,14,WR
16,Courtland Sutton,DEN,5.0,3.6,4.2,73.2,59.7,67.4,1.0,0.4,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,8.4,10.0,14,WR
17,Tyler Boyd,CIN,6.0,5.2,5.5,77.6,65.7,70.9,1.0,0.2,0.5,0.2,0.0,0.2,1.1,0.0,0.7,0.0,0.0,0.0,0.0,0.1,0.0,13.0,7.9,10.0,14,WR
18,Chris Godwin,TB,6.0,4.5,5.2,83.0,57.4,70.5,1.0,0.3,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,13.0,8.7,9.9,14,WR
19,Corey Davis,TEN,4.8,3.6,4.1,66.4,47.8,59.2,1.0,0.3,0.5,0.8,0.0,0.3,4.8,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,12.0,7.1,9.0,14,WR
20,Tyler Lockett,SEA,4.0,3.3,3.8,65.0,51.1,57.3,1.0,0.3,0.5,0.9,0.3,0.5,6.2,0.5,3.2,0.0,0.0,0.0,0.0,0.0,0.0,12.5,7.2,9.0,14,WR
21,Julian Edelman,NE,6.0,5.0,5.5,73.3,60.0,66.0,0.4,0.0,0.3,0.9,0.1,0.6,8.3,0.7,4.7,0.0,0.0,0.0,0.0,0.1,0.0,10.6,7.0,8.8,14,WR
22,Sterling Shepard,NYG,5.2,4.0,4.7,67.0,52.9,59.1,1.0,0.3,0.5,0.1,0.0,0.0,1.9,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,11.5,7.8,8.8,14,WR
23,DJ Moore,CAR,6.0,3.9,4.6,65.0,46.2,57.2,1.0,0.2,0.4,1.2,0.1,0.8,11.7,0.4,6.5,0.0,0.0,0.0,0.0,0.2,0.1,13.5,6.4,8.7,14,WR
24,Allen Robinson,CHI,5.0,3.2,4.0,65.0,47.9,54.9,1.0,0.2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,6.0,8.7,14,WR
25,Larry Fitzgerald,ARI,6.0,4.1,5.0,65.0,48.9,58.2,1.0,0.3,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,12.5,7.3,8.7,14,WR
26,Josh Gordon,SEA,5.0,3.4,4.0,66.0,59.0,62.9,0.6,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.1,6.5,8.4,14,WR
27,Jarvis Landry,CLE,6.8,4.4,5.4,74.0,52.0,64.3,0.5,0.0,0.3,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,9.7,6.5,8.3,14,WR
28,Golden Tate,NYG,5.2,4.6,4.9,62.1,50.0,55.0,1.0,0.2,0.4,0.5,0.2,0.3,2.6,0.6,1.4,0.0,0.0,0.0,0.0,0.1,0.0,11.5,6.6,8.1,14,WR
29,DeVante Parker,MIA,5.0,2.9,4.0,64.7,38.0,50.7,1.0,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,4.8,7.6,14,WR
30,Adam Humphries,TEN,5.7,4.1,5.0,67.0,47.9,59.8,0.3,0.0,0.2,0.2,0.0,0.1,1.2,0.0,0.7,0.0,0.0,0.0,0.0,0.1,0.0,8.0,6.0,7.3,14,WR
31,Calvin Ridley,ATL,4.5,3.3,4.0,57.5,43.3,52.1,0.5,0.0,0.3,0.6,0.1,0.5,3.7,1.4,2.7,0.0,0.0,0.0,0.0,0.1,0.1,9.0,5.0,7.2,14,WR
32,Tyrell Williams,LV,3.5,2.6,2.9,63.0,41.6,48.3,0.5,0.0,0.4,0.3,0.0,0.1,1.7,0.0,0.8,0.0,0.0,0.0,0.0,0.1,0.0,8.8,4.5,7.0,14,WR
33,Alshon Jeffery,PHI,4.1,4.0,4.0,60.0,49.0,52.0,0.5,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3,6.0,6.9,14,WR
34,Marquise Goodwin,PHI,4.0,2.6,3.2,55.3,42.2,50.0,0.4,0.0,0.3,0.8,0.0,0.3,5.0,0.0,1.5,0.0,0.0,0.0,0.0,0.1,0.0,8.0,5.5,6.8,14,WR
35,Dante Pettis,NYG,4.0,2.5,3.4,65.4,32.0,51.2,0.6,0.0,0.2,0.2,0.0,0.1,1.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,9.3,4.5,6.6,14,WR
36,Curtis Samuel,CAR,3.8,2.3,3.2,43.2,28.2,38.9,1.0,0.1,0.4,1.2,0.1,0.7,8.4,1.0,5.4,0.0,0.0,0.0,0.0,0.2,0.1,11.5,4.5,6.5,14,WR
37,Tre'Quan Smith,NO,3.9,2.0,2.9,55.9,25.0,44.6,0.6,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,9.2,2.5,6.5,14,WR
38,Dede Westbrook,JAC,5.3,3.0,4.0,64.9,42.3,50.5,0.4,0.0,0.2,0.8,0.0,0.4,5.8,0.0,2.9,0.0,0.0,0.0,0.0,0.1,0.0,9.5,5.0,6.4,14,WR
39,Mike Williams,LAC,3.2,2.0,2.5,56.0,30.0,39.4,0.6,0.0,0.3,0.8,0.0,0.3,5.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,9.3,3.0,6.1,14,WR
40,Zay Jones,LV,4.0,2.9,3.5,50.0,37.0,45.0,0.5,0.0,0.3,0.1,0.0,0.0,1.6,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,6.1,14,WR
41,Devin Funchess,GB,4.1,2.0,3.1,50.4,30.0,42.1,0.5,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,8.0,3.0,5.8,14,WR
42,Donte Moncrief,NE,4.2,2.6,3.4,60.9,38.2,46.5,0.3,0.0,0.2,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,7.9,4.0,5.7,14,WR
