,QB,RB1,RB2,WR1,WR2,WR3,TE,Flex,DST,Points,Salary
0,Matt Ryan,Jeff Wilson,Jaylen Samuels,DeAndre Hopkins,Keenan Allen,Chris Godwin,Zach Ertz,Alvin Kamara,Kansas City Chiefs,162.88600000000002,50000
1,Aaron Rodgers,Jeff Wilson,Jaylen Samuels,DeAndre Hopkins,Courtland Sutton,Keenan Allen,Zach Ertz,Alvin Kamara,Kansas City Chiefs,162.52000000000004,50000
2,Matt Ryan,Jeff Wilson,Jaylen Samuels,DeAndre Hopkins,Courtland Sutton,Keenan Allen,Travis Kelce,Alvin Kamara,Kansas City Chiefs,162.20600000000002,49900
3,Matt Ryan,Jeff Wilson,Jaylen Samuels,Julio Jones,Courtland Sutton,Keenan Allen,Travis Kelce,Alvin Kamara,Kansas City Chiefs,161.94600000000003,50000
4,Matt Ryan,Jeff Wilson,Jaylen Samuels,DeAndre Hopkins,Courtland Sutton,Keenan Allen,Zach Ertz,Alvin Kamara,Kansas City Chiefs,161.88600000000002,49600
5,Matt Ryan,Jeff Wilson,Jaylen Samuels,Julio Jones,Courtland Sutton,Keenan Allen,Zach Ertz,Alvin Kamara,Kansas City Chiefs,161.62600000000003,49700
6,Aaron Rodgers,Jeff Wilson,Jaylen Samuels,Courtland Sutton,Chris Godwin,Antonio Brown,Travis Kelce,Ezekiel Elliott,Kansas City Chiefs,157.28,49500
7,Patrick Mahomes,Jeff Wilson,Jaylen Samuels,Courtland Sutton,Chris Godwin,Davante Adams,Travis Kelce,Ezekiel Elliott,Kansas City Chiefs,156.926,49900
8,Patrick Mahomes,Jeff Wilson,Jaylen Samuels,Courtland Sutton,Chris Godwin,Davante Adams,Zach Ertz,Ezekiel Elliott,Kansas City Chiefs,156.606,49600
9,Drew Brees,Jeff Wilson,Jaylen Samuels,Courtland Sutton,Chris Godwin,Antonio Brown,Zach Ertz,Ezekiel Elliott,Kansas City Chiefs,156.54000000000002,49800
