,QB,RB1,RB2,WR1,WR2,WR3,TE,Flex,DST,Points,Salary
0,Matt Ryan,Leonard Fournette,Dalvin Cook,T.Y. Hilton,Allen Robinson,D.J. Chark,Darren Waller,Mark Andrews,Washington Redskins,156.546,50000
1,Matt Ryan,Leonard Fournette,Kerryon Johnson,T.Y. Hilton,Tyler Boyd,Allen Robinson,Mark Andrews,Julio Jones,Washington Redskins,153.88599999999997,50000
2,Matt Ryan,Leonard Fournette,Josh Jacobs,T.Y. Hilton,Tyler Boyd,Allen Robinson,Mark Andrews,Julio Jones,Washington Redskins,153.07599999999996,49900
3,Jared Goff,Leonard Fournette,Dalvin Cook,T.Y. Hilton,John Brown,D.J. Chark,Darren Waller,Josh Jacobs,Washington Redskins,152.568,50000
4,Matt Ryan,Leonard Fournette,Chris Carson,T.Y. Hilton,Tyler Boyd,Allen Robinson,Austin Hooper,D.J. Chark,Washington Redskins,152.18599999999998,49800
5,Lamar Jackson,Leonard Fournette,Josh Jacobs,Tyler Boyd,Allen Robinson,Cooper Kupp,Darren Waller,Chris Carson,Miami Dolphins,151.848,50000
6,Matt Ryan,Leonard Fournette,Josh Jacobs,Allen Robinson,John Brown,D.J. Chark,Mark Andrews,Austin Hooper,Buffalo Bills,151.576,49800
7,Kyler Murray,Leonard Fournette,Josh Jacobs,T.Y. Hilton,Tyler Boyd,D.J. Chark,Mark Andrews,Cooper Kupp,Miami Dolphins,151.30599999999998,50000
8,Lamar Jackson,Leonard Fournette,Dalvin Cook,T.Y. Hilton,Tyler Boyd,John Brown,Austin Hooper,Kenyan Drake,Miami Dolphins,151.048,49700
9,Lamar Jackson,Leonard Fournette,Kerryon Johnson,T.Y. Hilton,John Brown,Julio Jones,Mark Andrews,Josh Jacobs,Miami Dolphins,150.838,49700
