,Player,SACK_MAX,SACK_MIN,SACK_MID,INT_MAX,INT_MIN,INT_MID,FR_MAX,FR_MIN,FR_MID,FF_MAX,FF_MIN,FF_MID,TD_MAX,TD_MIN,TD_MID,SAFETY_MAX,SAFETY_MIN,SAFETY_MID,PA_MAX,PA_MIN,PA_MID,YDS AGN_MAX,YDS AGN_MIN,YDS AGN_MID,FPTS_MAX,FPTS_MIN,FPTS_MID,Week,Position
0,Packers,3.9,2.4,3.0,1.8,0.7,1.2,0.8,0.3,0.6,1.0,0.5,0.8,0.4,0.1,0.3,0.1,0.0,0.0,17.2,13.5,15.5,260.0,321.9,291.0,11.8,9.0,9.1,13,DST
1,Seahawks,3.2,2.0,2.7,1.4,0.9,1.2,0.8,0.5,0.6,1.2,0.8,1.0,0.3,0.2,0.2,0.1,0.0,0.0,21.0,17.8,19.9,330.2,357.0,343.6,10.2,6.5,8.8,13,DST
2,Panthers,3.1,2.6,2.9,1.6,1.1,1.4,0.8,0.6,0.7,1.1,0.9,1.0,0.3,0.2,0.3,0.0,0.0,0.0,28.6,24.5,25.9,402.0,416.2,409.1,9.1,7.1,8.7,13,DST
3,Bears,3.7,2.0,2.9,1.1,0.9,1.0,0.9,0.5,0.7,1.3,0.8,1.1,0.3,0.2,0.2,0.1,0.0,0.0,19.8,17.6,18.9,321.0,325.6,323.3,10.0,7.4,8.7,13,DST
4,Dolphins,2.9,2.1,2.5,1.3,1.0,1.1,0.7,0.5,0.6,0.9,0.7,0.8,0.3,0.2,0.2,0.1,0.0,0.0,20.2,16.2,18.1,301.0,337.4,319.2,9.9,7.6,8.5,13,DST
5,Titans,3.5,2.4,2.7,1.1,0.7,0.9,0.8,0.4,0.6,0.9,0.7,0.8,0.4,0.1,0.2,0.1,0.0,0.0,21.3,15.3,17.3,296.0,339.3,317.6,10.1,7.5,8.3,13,DST
6,Eagles,3.5,1.9,2.6,1.1,0.9,1.0,0.7,0.5,0.6,0.9,0.7,0.8,0.3,0.2,0.2,0.1,0.0,0.0,22.3,16.8,19.5,317.0,355.4,336.2,9.7,6.7,8.3,13,DST
7,Rams,3.4,2.5,3.0,1.4,0.8,1.1,1.0,0.6,0.7,1.3,0.9,1.1,0.3,0.2,0.2,0.0,0.0,0.0,23.2,21.8,22.5,336.0,377.1,356.6,9.3,8.1,8.0,13,DST
8,Chiefs,3.3,2.1,2.8,1.2,0.7,0.9,0.9,0.6,0.8,1.2,0.9,1.1,0.4,0.2,0.2,0.0,0.0,0.0,21.0,19.4,20.1,345.4,352.0,348.7,9.1,7.4,7.7,13,DST
9,Browns,3.5,2.0,2.9,1.5,0.8,1.1,1.0,0.4,0.7,1.4,0.9,1.2,0.3,0.1,0.2,0.0,0.0,0.0,26.5,20.5,24.5,322.9,359.0,341.0,10.1,6.4,7.7,13,DST
