,Player,Salary,Position
79,DK Metcalf,7800.0,WR
29,David Montgomery,7700.0,RB
0,Justin Herbert,7400.0,QB
30,Jonathan Taylor,7300.0,RB
31,Miles Sanders,7000.0,RB
1,Jalen Hurts,7000.0,QB
32,James Robinson,6800.0,RB
80,Terry McLaurin,6700.0,WR
81,Cooper Kupp,6600.0,WR
33,Antonio Gibson,6600.0,RB
34,Mike Davis,6500.0,RB
35,Tony Pollard,6500.0,RB
36,Cam Akers,6300.0,RB
82,Diontae Johnson,6300.0,WR
37,JK Dobbins,6200.0,RB
38,Clyde Edwards-Helaire,6000.0,RB
83,Chase Claypool,5900.0,WR
39,Kareem Hunt,5900.0,RB
40,Le'Veon Bell,5800.0,RB
2,Mitchell Trubisky,5700.0,QB
84,Marquise Brown,5700.0,WR
41,Melvin Gordon,5600.0,RB
3,Andy Dalton,5500.0,QB
85,Keke Coutee,5400.0,WR
42,Benny Snell,5300.0,RB
86,CeeDee Lamb,5300.0,WR
5,Dwayne Haskins,5200.0,QB
4,Alex Smith,5200.0,QB
6,Gardner Minshew,5200.0,QB
87,Sammy Watkins,5000.0,WR
8,Sam Darnold,5000.0,QB
9,Daniel Jones,5000.0,QB
10,Colt McCoy,5000.0,QB
7,Drew Lock,5000.0,QB
43,Boston Scott,4900.0,RB
11,Joe Flacco,4900.0,QB
12,Brett Rypien,4800.0,QB
13,Ryan Finley,4800.0,QB
14,Ben DiNucci,4800.0,QB
153,Noah Fant,4800.0,TE
88,DJ Chark,4800.0,WR
154,Hunter Henry,4700.0,TE
89,Tee Higgins,4700.0,WR
90,Jalen Reagor,4600.0,WR
44,Ty Johnson,4500.0,RB
45,Devonta Freeman,4500.0,RB
46,Darrell Henderson,4500.0,RB
15,PJ Walker,4500.0,QB
16,John Wolford,4500.0,QB
17,Will Grier,4300.0,QB
18,Jake Luton,4300.0,QB
91,Michael Pittman,4200.0,WR
20,Trace McSorley,4100.0,QB
19,Tyler Huntley,4100.0,QB
47,Anthony McFarland,4100.0,RB
71,Travis Homer,4000.0,RB
76,Jason Huntley,4000.0,RB
72,Nick Bellore,4000.0,RB
73,Malcolm Brown,4000.0,RB
74,Xavier Jones,4000.0,RB
75,Raymond Calais,4000.0,RB
94,Greg Ward,4000.0,WR
77,Rico Dowdle,4000.0,RB
78,Sewo Olonilua,4000.0,RB
92,Tyron Johnson,4000.0,WR
93,Darnell Mooney,4000.0,WR
69,Artavis Pierce,4000.0,RB
70,DeeJay Dallas,4000.0,RB
52,Darwin Thompson,4000.0,RB
68,Ryan Nall,4000.0,RB
54,Qadree Ollison,4000.0,RB
21,Steven Montez,4000.0,QB
22,Kyle Allen,4000.0,QB
23,Josh Dobbs,4000.0,QB
24,Jacob Eason,4000.0,QB
25,Easton Stick,4000.0,QB
26,James Morgan,4000.0,QB
27,Clayton Thorson,4000.0,QB
28,Joe Burrow,4000.0,QB
48,Rodney Smith,4000.0,RB
50,Mike Warren,4000.0,RB
51,Bryce Love,4000.0,RB
67,Ryquell Armstead,4000.0,RB
53,Brian Hill,4000.0,RB
55,Joshua Kelley,4000.0,RB
56,Gabe Nabers,4000.0,RB
57,La'Mical Perine,4000.0,RB
58,D'Ernest Johnson,4000.0,RB
59,Justice Hill,4000.0,RB
60,Patrick Ricard,4000.0,RB
61,Eli Penny,4000.0,RB
62,Trayveon Williams,4000.0,RB
63,CJ Prosise,4000.0,RB
64,Scottie Phillips,4000.0,RB
65,Devine Ozigbo,4000.0,RB
66,Nathan Cottrell,4000.0,RB
49,Reggie Bonnafon,4000.0,RB
155,Evan Engram,3900.0,TE
95,Darius Slayton,3800.0,WR
98,Laviska Shenault,3700.0,WR
96,Jerry Jeudy,3700.0,WR
97,Donovan Peoples-Jones,3700.0,WR
99,Denzel Mims,3600.0,WR
100,Travis Fulgham,3500.0,WR
101,AJ Green,3400.0,WR
103,Jalen Guyton,3200.0,WR
102,KJ Hamler,3200.0,WR
105,Miles Boykin,3100.0,WR
104,Mecole Hardman,3100.0,WR
143,Freddie Swain,3000.0,WR
134,David Sills,3000.0,WR
135,Stanley Morgan,3000.0,WR
136,Auden Tate,3000.0,WR
137,Steven Mitchell,3000.0,WR
138,Isaiah Coulter,3000.0,WR
139,Will Fuller,3000.0,WR
140,Collin Johnson,3000.0,WR
141,Javon Wims,3000.0,WR
142,Riley Ridley,3000.0,WR
145,Van Jefferson,3000.0,WR
144,Penny Hart,3000.0,WR
157,Tyler Eifert,3000.0,TE
146,Nsimba Webster,3000.0,WR
147,Trishton Jackson,3000.0,WR
132,Austin Mack,3000.0,WR
149,John Hightower,3000.0,WR
150,JJ Arcega-Whiteside,3000.0,WR
151,DeSean Jackson,3000.0,WR
152,Cedrick Wilson,3000.0,WR
156,Cole Kmet,3000.0,TE
133,CJ Board,3000.0,WR
148,Quez Watkins,3000.0,WR
131,Antoine Wesley,3000.0,WR
117,Byron Pringle,3000.0,WR
130,James Proche,3000.0,WR
106,Steven Sims,3000.0,WR
107,Omar Bayless,3000.0,WR
109,Antonio Gandy-Golden,3000.0,WR
110,Kelvin Harmon,3000.0,WR
111,Emanuel Hall,3000.0,WR
112,Ray-Ray McCloud,3000.0,WR
113,Ashton Dulin,3000.0,WR
114,DeMichael Harris,3000.0,WR
115,Dezmon Patmon,3000.0,WR
116,Parris Campbell,3000.0,WR
108,Isaiah Wright,3000.0,WR
118,Brandon Powell,3000.0,WR
125,Jeff Smith,3000.0,WR
129,Devin Duvernay,3000.0,WR
119,Christian Blake,3000.0,WR
127,Lawrence Cager,3000.0,WR
126,Vyncint Smith,3000.0,WR
128,Dez Bryant,3000.0,WR
124,Tyrie Cleveland,3000.0,WR
123,Diontae Spencer,3000.0,WR
122,Joe Reed,3000.0,WR
121,KJ Hill,3000.0,WR
120,Olamide Zaccheaus,3000.0,WR
158,Drew Sample,2900.0,TE
159,Jack Doyle,2800.0,TE
180,Mason Schreck,2500.0,TE
187,Darion Clark,2500.0,TE
181,Pharaoh Brown,2500.0,TE
182,Kahale Warring,2500.0,TE
183,Tyler Davis,2500.0,TE
184,Ben Ellefson,2500.0,TE
185,Josh Oliver,2500.0,TE
186,JP Holtz,2500.0,TE
193,Johnny Mundt,2500.0,TE
188,Patrick Scales,2500.0,TE
189,Will Dissly,2500.0,TE
190,Colby Parkinson,2500.0,TE
191,Greg Olsen,2500.0,TE
192,Tyler Ott,2500.0,TE
194,Brycen Hopkins,2500.0,TE
195,Joshua Perkins,2500.0,TE
178,Kaden Smith,2500.0,TE
179,Cethan Carter,2500.0,TE
164,Mo Alie-Cox,2500.0,TE
177,Stephen Carlson,2500.0,TE
176,Harrison Bryant,2500.0,TE
160,Colin Thompson,2500.0,TE
161,Thaddeus Moss,2500.0,TE
162,Kevin Rader,2500.0,TE
163,Zach Gentry,2500.0,TE
165,Noah Togiai,2500.0,TE
166,Nick Keizer,2500.0,TE
167,James Winchester,2500.0,TE
168,Jaeden Graham,2500.0,TE
169,Donald Parham,2500.0,TE
170,Albert Okwuegbunam,2500.0,TE
171,Jake Butt,2500.0,TE
172,Austin Fort,2500.0,TE
173,Andrew Beck,2500.0,TE
174,Trevon Wesco,2500.0,TE
175,Ross Travis,2500.0,TE
196,Sean McKeon,2500.0,TE
