,Player,Team,REC_MAX,REC_MIN,REC_MID,YDS_MAX,YDS_MIN,YDS_MID,TDS_MAX,TDS_MIN,TDS_MID,FL_MAX,FL_MIN,FL_MID,FPTS_MAX,FPTS_MIN,FPTS_MID,Week,Position
0,Travis Kelce,KC,7.2,5.5,6.3,110.0,76.7,84.7,1.0,0.7,0.8,0.0,0.1,0.0,15.8,11.7,13.4,13,TE
1,Zach Ertz,PHI,7.0,5.3,6.4,75.0,65.7,69.5,1.0,0.5,0.6,0.0,0.1,0.0,13.0,9.6,10.7,13,TE
2,George Kittle,SF,6.0,4.0,5.3,80.6,51.8,69.1,1.0,0.3,0.5,0.0,0.1,0.0,13.0,8.1,9.7,13,TE
3,Eric Ebron,PIT,5.0,4.2,4.6,61.9,47.0,54.4,1.0,0.6,0.7,0.0,0.0,0.0,12.0,8.0,9.7,13,TE
4,Rob Gronkowski,TB,4.5,4.0,4.2,68.6,59.6,61.8,1.0,0.4,0.6,0.0,0.1,0.0,12.0,8.4,9.7,13,TE
5,Jared Cook,NO,4.5,3.8,4.1,60.0,45.0,52.0,1.0,0.2,0.5,0.0,0.1,0.0,10.5,7.2,8.1,13,TE
6,David Njoku,CLE,5.0,3.5,4.2,55.0,37.0,46.2,1.0,0.3,0.5,0.0,0.2,0.1,11.5,5.5,7.2,13,TE
7,Jordan Reed,SF,7.0,3.4,4.7,60.0,38.8,48.1,1.0,0.2,0.4,0.0,0.1,0.0,12.0,5.1,7.1,13,TE
8,Cameron Brate,TB,4.0,3.0,3.5,43.0,34.8,39.3,1.0,0.3,0.5,0.0,0.1,0.0,9.5,5.9,7.1,13,TE
9,Vance McDonald,PIT,4.0,3.0,3.3,40.0,33.7,37.5,1.0,0.2,0.4,0.0,0.1,0.1,10.0,4.8,5.9,13,TE
10,Kyle Rudolph,MIN,4.1,3.7,4.0,45.0,36.0,40.7,0.4,0.0,0.2,0.0,0.0,0.0,6.2,4.5,5.5,13,TE
11,Gerald Everett,LAR,4.0,1.3,2.3,40.0,18.9,26.8,1.0,0.2,0.4,0.0,0.0,0.0,10.0,3.3,5.2,13,TE
12,Austin Hooper,CLE,4.5,3.9,4.1,41.9,36.7,40.1,0.3,0.0,0.2,0.0,0.0,0.0,6.0,4.0,5.1,13,TE
13,Jimmy Graham,CHI,3.7,2.5,3.0,48.2,30.1,37.9,0.4,0.0,0.2,0.0,0.0,0.0,6.4,3.5,5.1,13,TE
14,Chris Herndon,NYJ,4.0,2.9,3.4,40.0,32.5,36.5,0.4,0.0,0.2,0.0,0.0,0.0,6.3,3.9,5.0,13,TE
15,Trey Burton,IND,4.0,3.0,3.4,42.6,33.6,37.5,0.3,0.0,0.2,0.0,0.1,0.0,5.9,4.0,5.0,13,TE
16,Jonnu Smith,TEN,4.0,1.6,2.7,45.0,21.2,30.5,0.4,0.0,0.2,0.0,0.0,0.0,4.9,3.5,4.3,13,TE
17,CJ Uzomah,CIN,4.0,2.4,2.9,40.0,23.3,30.3,0.3,0.0,0.2,0.0,0.0,0.0,5.1,3.2,4.0,13,TE
18,Matt LaCosse,NE,3.0,2.3,2.7,35.0,24.5,30.4,0.3,0.0,0.2,0.0,0.1,0.0,5.0,3.5,4.0,13,TE
19,Nick Vannett,DEN,3.0,2.0,2.4,30.0,20.5,25.9,0.4,0.0,0.2,0.0,0.0,0.0,5.2,3.0,4.0,13,TE
20,Ryan Griffin,NYJ,3.0,1.6,2.3,30.0,18.9,26.0,0.2,0.0,0.2,0.0,0.0,0.0,3.9,3.0,3.5,13,TE
21,James O'Shaughnessy,JAC,3.0,2.3,2.5,35.0,23.2,27.3,0.2,0.0,0.1,0.0,0.0,0.0,3.7,2.9,3.4,13,TE
22,Jesse James,DET,2.6,1.9,2.1,31.6,18.0,23.7,0.3,0.0,0.2,0.0,0.0,0.0,4.4,2.0,3.4,13,TE
23,Ricky Seals-Jones,KC,3.0,2.2,2.5,33.0,22.7,28.4,0.2,0.0,0.1,0.0,0.1,0.0,4.1,2.8,3.4,13,TE
24,Mark Andrews,BAL,2.0,1.3,1.6,22.7,16.0,19.6,0.3,0.0,0.1,0.0,0.0,0.0,4.0,2.0,2.8,13,TE
25,Tyler Higbee,LAR,2.2,1.0,1.6,27.0,10.0,19.2,0.3,0.0,0.1,0.0,0.0,0.0,4.4,1.0,2.8,13,TE
26,Luke Willson,SEA,2.7,1.0,1.8,29.0,9.2,18.5,0.3,0.0,0.2,0.0,0.0,0.0,4.5,1.0,2.7,13,TE
27,Dan Arnold,ARI,2.5,1.3,1.7,30.0,13.7,20.0,0.2,0.0,0.1,0.0,0.1,0.0,4.2,1.7,2.6,13,TE
28,Dallas Goedert,PHI,1.7,1.0,1.4,19.6,10.0,15.0,0.3,0.0,0.1,0.0,0.0,0.0,3.8,1.0,2.3,13,TE
29,Virgil Green,LAC,2.0,1.4,1.6,21.0,12.8,16.1,0.2,0.0,0.1,0.0,0.1,0.0,2.7,1.5,2.2,13,TE
30,Hayden Hurst,ATL,2.0,1.0,1.4,21.0,10.0,14.9,0.2,0.0,0.1,0.0,0.0,0.0,2.9,1.0,2.1,13,TE
