,Player,Position,Salary,DK_Points,DK_Value
0,Matt Ryan,QB,6100,23.604,258.4307744450093
1,Nick Foles,QB,4700,17.958000000000002,261.7217953001448
2,Ben Roethlisberger,QB,6700,24.352000000000004,275.131406044678
3,Tom Brady,QB,5900,21.432000000000002,275.2892870474057
4,Kirk Cousins,QB,6000,21.434,279.92908463189326
5,Dak Prescott,QB,5700,20.349999999999998,280.0982800982801
6,Andrew Luck,QB,6200,22.042,281.2811904545867
7,Jameis Winston,QB,5500,19.400000000000002,283.5051546391752
8,Aaron Rodgers,QB,6300,21.846000000000004,288.3823125514968
9,Jared Goff,QB,6400,21.934000000000005,291.7844442418163
10,Drew Brees,QB,6500,21.974,295.80413215618455
11,Eli Manning,QB,4800,15.944000000000003,301.0536879076768
12,Nick Mullens,QB,4700,15.568000000000001,301.9013360739979
13,Sam Darnold,QB,4900,16.104000000000003,304.27223050173865
14,Ryan Tannehill,QB,4600,14.814000000000002,310.5170784393141
15,Mitch Trubisky,QB,6300,20.064,313.99521531100476
16,Baker Mayfield,QB,6100,19.296000000000003,316.1276948590381
17,Josh Allen,QB,5800,18.23,318.1568842567197
18,Deshaun Watson,QB,6600,20.294,325.2192766334877
19,Jeff Driskel,QB,4600,13.634000000000002,337.391814581194
20,Matthew Stafford,QB,4900,14.218,344.63356308904207
21,Cody Kessler,QB,4600,13.325999999999999,345.189854419931
22,Josh Rosen,QB,4500,11.172,402.7926960257787
23,Ezekiel Elliott,RB,9000,28.28,318.2461103253182
24,Tevin Coleman,RB,4800,14.840000000000002,323.45013477088946
25,Elijah McGuire,RB,4700,14.250000000000002,329.8245614035087
26,Kalen Ballage,RB,3700,11.16,331.5412186379928
27,Saquon Barkley,RB,7900,23.5,336.17021276595744
28,Kenyan Drake,RB,3900,11.570000000000002,337.0786516853932
29,Alvin Kamara,RB,7400,21.409999999999997,345.6328818309202
30,Nick Chubb,RB,7300,20.95,348.4486873508353
31,Jamaal Williams,RB,5400,15.23,354.56336178594876
32,Christian McCaffrey,RB,8800,24.749999999999996,355.5555555555556
33,Matt Breida,RB,4200,11.77,356.839422259983
34,Theo Riddick,RB,4100,11.25,364.44444444444446
35,Peyton Barber,RB,3600,9.84,365.8536585365854
36,Todd Gurley,RB,9200,25.119999999999997,366.24203821656056
37,David Johnson,RB,6200,16.88,367.29857819905214
38,Jordan Howard,RB,4300,11.629999999999999,369.73344797936375
39,Sony Michel,RB,4900,13.180000000000001,371.7754172989377
40,Marlon Mack,RB,5500,14.6,376.7123287671233
41,Dalvin Cook,RB,6900,17.370000000000005,397.2366148531951
42,Joe Mixon,RB,7100,17.86,397.5363941769317
43,Lamar Miller,RB,5000,12.530000000000001,399.04229848363923
44,Trenton Cannon,RB,3400,8.42,403.80047505938245
45,James White,RB,5200,12.76,407.52351097178683
46,Nyheim Hines,RB,3700,8.97,412.48606465997767
47,Mark Ingram,RB,5100,12.27,415.6479217603912
48,Tarik Cohen,RB,6400,15.27,419.12246234446627
49,James Conner,RB,7000,15.48,452.1963824289406
50,Leonard Fournette,RB,6000,13.129999999999999,456.96877380045703
51,Duke Johnson,RB,3800,8.21,462.85018270401946
52,Josh Adams,RB,4400,8.99,489.43270300333705
53,Darren Sproles,RB,3600,7.17,502.092050209205
54,T.J. Yeldon,RB,4000,7.910000000000002,505.6890012642224
55,Zach Zenner,RB,3600,6.620000000000001,543.8066465256796
56,Wendell Smallwood,RB,3000,5.260000000000001,570.3422053231939
57,Rex Burkhead,RB,3300,5.75,573.9130434782609
58,LeSean McCoy,RB,4800,8.33,576.2304921968788
59,Jeff Wilson,RB,3700,6.03,613.5986733001658
60,Keith Ford,RB,3400,5.45,623.8532110091743
61,Giovani Bernard,RB,3900,6.100000000000001,639.3442622950818
62,Latavius Murray,RB,3800,5.8500000000000005,649.5726495726495
63,Alfred Blue,RB,4500,6.680000000000001,673.6526946107783
64,Jaylen Samuels,RB,6700,7.26,922.8650137741047
65,Robby Anderson,WR,4500,13.360000000000001,336.82634730538916
66,Julio Jones,WR,8700,25.060000000000002,347.16679968076613
67,Dante Pettis,WR,4300,12.33,348.74290348742903
68,Davante Adams,WR,8500,23.730000000000004,358.19637589549086
69,Antonio Brown,WR,8300,22.93,361.97121674662014
70,Alshon Jeffery,WR,5300,14.3,370.6293706293706
71,DeAndre Hopkins,WR,8600,23.15,371.4902807775378
72,Mohamed Sanu,WR,4400,11.750000000000002,374.46808510638294
73,JuJu Smith-Schuster,WR,8000,21.3,375.5868544600939
74,Robert Woods,WR,6600,17.5,377.14285714285717
75,T.Y. Hilton,WR,7100,18.74,378.8687299893277
76,Mike Evans,WR,6800,17.929999999999996,379.25264919129955
77,Michael Thomas,WR,8100,20.339999999999996,398.2300884955753
78,Brandin Cooks,WR,6500,16.23,400.4929143561306
79,Tyler Boyd,WR,5800,14.38,403.33796940194713
