,QB,RB1,RB2,WR1,WR2,WR3,TE,Flex,DST,Points,Salary
0,Matt Ryan,Ezekiel Elliott,Tevin Coleman,Robby Anderson,Julio Jones,Dante Pettis,Eric Ebron,Elijah McGuire,Philadelphia Eagles,153.82400000000004,49900
1,Matt Ryan,Ezekiel Elliott,Tevin Coleman,Robby Anderson,Dante Pettis,Antonio Brown,Eric Ebron,Elijah McGuire,New England Patriots,153.394,49900
2,Matt Ryan,Ezekiel Elliott,Tevin Coleman,Robby Anderson,Dante Pettis,Antonio Brown,George Kittle,Elijah McGuire,Philadelphia Eagles,152.764,49800
3,Matt Ryan,Ezekiel Elliott,Tevin Coleman,Robby Anderson,Julio Jones,Dante Pettis,David Njoku,George Kittle,New England Patriots,152.474,49700
4,Matt Ryan,Ezekiel Elliott,Tevin Coleman,Robby Anderson,Julio Jones,Dante Pettis,Austin Hooper,George Kittle,New England Patriots,152.16400000000002,49600
5,Ben Roethlisberger,Ezekiel Elliott,Tevin Coleman,Robby Anderson,Julio Jones,Dante Pettis,David Njoku,Eric Ebron,New England Patriots,152.15200000000002,50000
6,Matt Ryan,Ezekiel Elliott,Saquon Barkley,Robby Anderson,Dante Pettis,DeAndre Hopkins,David Njoku,Austin Hooper,Philadelphia Eagles,151.974,50000
7,Matt Ryan,Ezekiel Elliott,Tevin Coleman,Robby Anderson,Dante Pettis,DeAndre Hopkins,Eric Ebron,Elijah McGuire,Philadelphia Eagles,151.91400000000002,49800
8,Matt Ryan,Ezekiel Elliott,Elijah McGuire,Robby Anderson,Julio Jones,Dante Pettis,David Njoku,George Kittle,New England Patriots,151.884,49600
9,Ben Roethlisberger,Ezekiel Elliott,Tevin Coleman,Robby Anderson,Julio Jones,Dante Pettis,Austin Hooper,Eric Ebron,New England Patriots,151.842,49900
10,Matt Ryan,Tevin Coleman,Elijah McGuire,Robby Anderson,Julio Jones,Dante Pettis,George Kittle,Saquon Barkley,New England Patriots,151.814,49500
11,Matt Ryan,Ezekiel Elliott,Saquon Barkley,Robby Anderson,Dante Pettis,Antonio Brown,David Njoku,Austin Hooper,Philadelphia Eagles,151.754,49700
12,Matt Ryan,Ezekiel Elliott,Tevin Coleman,Robby Anderson,Dante Pettis,Antonio Brown,Eric Ebron,Elijah McGuire,Philadelphia Eagles,151.69400000000002,49500
13,Matt Ryan,Ezekiel Elliott,Elijah McGuire,Robby Anderson,Julio Jones,Dante Pettis,Austin Hooper,George Kittle,New England Patriots,151.574,49500
14,Ben Roethlisberger,Ezekiel Elliott,Elijah McGuire,Robby Anderson,Julio Jones,Dante Pettis,David Njoku,Eric Ebron,New England Patriots,151.562,49900
15,Ben Roethlisberger,Ezekiel Elliott,Tevin Coleman,Robby Anderson,Julio Jones,Dante Pettis,David Njoku,George Kittle,Philadelphia Eagles,151.52200000000002,49900
16,Ben Roethlisberger,Tevin Coleman,Elijah McGuire,Robby Anderson,Julio Jones,Dante Pettis,Eric Ebron,Saquon Barkley,New England Patriots,151.49200000000002,49800
17,Matt Ryan,Tevin Coleman,Elijah McGuire,Robby Anderson,Julio Jones,Dante Pettis,George Kittle,Christian McCaffrey,Philadelphia Eagles,151.36400000000003,50000
18,Ben Roethlisberger,Ezekiel Elliott,Elijah McGuire,Robby Anderson,Julio Jones,Dante Pettis,Austin Hooper,Eric Ebron,New England Patriots,151.252,49800
19,Ben Roethlisberger,Ezekiel Elliott,Tevin Coleman,Robby Anderson,Julio Jones,Dante Pettis,Austin Hooper,George Kittle,Philadelphia Eagles,151.21200000000002,49800
20,Matt Ryan,Elijah McGuire,Saquon Barkley,Julio Jones,Dante Pettis,Antonio Brown,David Njoku,Austin Hooper,New England Patriots,151.124,50000
21,Ben Roethlisberger,Ezekiel Elliott,Tevin Coleman,Robby Anderson,Dante Pettis,Antonio Brown,David Njoku,George Kittle,New England Patriots,151.092,49900
22,Matt Ryan,Tevin Coleman,Saquon Barkley,Robby Anderson,Julio Jones,Antonio Brown,David Njoku,Austin Hooper,Philadelphia Eagles,151.044,49900
23,Matt Ryan,Tevin Coleman,Elijah McGuire,Robby Anderson,Dante Pettis,Antonio Brown,George Kittle,Christian McCaffrey,New England Patriots,150.934,50000
24,Ben Roethlisberger,Ezekiel Elliott,Elijah McGuire,Robby Anderson,Julio Jones,Dante Pettis,David Njoku,George Kittle,Philadelphia Eagles,150.93200000000002,49800
25,Ben Roethlisberger,Tevin Coleman,Elijah McGuire,Robby Anderson,Julio Jones,Dante Pettis,George Kittle,Saquon Barkley,Philadelphia Eagles,150.86200000000002,49700
26,Ben Roethlisberger,Ezekiel Elliott,Tevin Coleman,Robby Anderson,Dante Pettis,Antonio Brown,Austin Hooper,George Kittle,New England Patriots,150.782,49800
27,Ben Roethlisberger,Tevin Coleman,Elijah McGuire,Robby Anderson,Dante Pettis,DeAndre Hopkins,George Kittle,Saquon Barkley,New England Patriots,150.65200000000002,50000
28,Ben Roethlisberger,Ezekiel Elliott,Elijah McGuire,Robby Anderson,Julio Jones,Dante Pettis,Austin Hooper,George Kittle,Philadelphia Eagles,150.622,49700
29,Matt Ryan,Ezekiel Elliott,Tevin Coleman,Robby Anderson,Dante Pettis,DeAndre Hopkins,David Njoku,George Kittle,New England Patriots,150.564,49600
30,Ben Roethlisberger,Ezekiel Elliott,Elijah McGuire,Robby Anderson,Dante Pettis,Antonio Brown,David Njoku,George Kittle,New England Patriots,150.502,49800
31,Matt Ryan,Elijah McGuire,Saquon Barkley,Robby Anderson,Julio Jones,Antonio Brown,David Njoku,Austin Hooper,Philadelphia Eagles,150.454,49800
32,Ben Roethlisberger,Ezekiel Elliott,Tevin Coleman,Robby Anderson,Julio Jones,Dante Pettis,David Njoku,Eric Ebron,Philadelphia Eagles,150.45200000000003,49600
33,Ben Roethlisberger,Tevin Coleman,Elijah McGuire,Robby Anderson,Dante Pettis,Antonio Brown,George Kittle,Saquon Barkley,New England Patriots,150.43200000000002,49700
34,Ben Roethlisberger,Ezekiel Elliott,Elijah McGuire,Robby Anderson,Dante Pettis,DeAndre Hopkins,Austin Hooper,George Kittle,New England Patriots,150.412,50000
35,Matt Ryan,Saquon Barkley,Christian McCaffrey,Robby Anderson,Julio Jones,Dante Pettis,David Njoku,Austin Hooper,Philadelphia Eagles,150.354,49900
36,Matt Ryan,Tevin Coleman,Elijah McGuire,Robby Anderson,Julio Jones,Dante Pettis,Eric Ebron,Christian McCaffrey,Philadelphia Eagles,150.29400000000004,49700
37,Matt Ryan,Ezekiel Elliott,Tevin Coleman,Robby Anderson,Dante Pettis,DeAndre Hopkins,Austin Hooper,George Kittle,New England Patriots,150.254,49500
38,Ben Roethlisberger,Ezekiel Elliott,Tevin Coleman,Robby Anderson,Dante Pettis,DeAndre Hopkins,David Njoku,Eric Ebron,New England Patriots,150.24200000000002,49900
39,Matt Ryan,Tevin Coleman,Saquon Barkley,Julio Jones,Dante Pettis,DeAndre Hopkins,David Njoku,Austin Hooper,Philadelphia Eagles,150.234,50000
40,Ben Roethlisberger,Ezekiel Elliott,Elijah McGuire,Robby Anderson,Dante Pettis,Antonio Brown,Austin Hooper,George Kittle,New England Patriots,150.192,49700
41,Ben Roethlisberger,Ezekiel Elliott,Tevin Coleman,Robby Anderson,Julio Jones,Dante Pettis,Austin Hooper,Eric Ebron,Philadelphia Eagles,150.14200000000002,49500
42,Matt Ryan,Tevin Coleman,Elijah McGuire,Robby Anderson,Dante Pettis,DeAndre Hopkins,Eric Ebron,Christian McCaffrey,New England Patriots,150.084,50000
43,Ben Roethlisberger,Ezekiel Elliott,Tevin Coleman,Robby Anderson,Dante Pettis,Antonio Brown,David Njoku,Eric Ebron,New England Patriots,150.02200000000002,49600
44,Matt Ryan,Tevin Coleman,Saquon Barkley,Julio Jones,Dante Pettis,Antonio Brown,David Njoku,Austin Hooper,Philadelphia Eagles,150.014,49700
45,Matt Ryan,Ezekiel Elliott,Elijah McGuire,Robby Anderson,Dante Pettis,DeAndre Hopkins,David Njoku,George Kittle,New England Patriots,149.974,49500
46,Ben Roethlisberger,Ezekiel Elliott,Tevin Coleman,Robby Anderson,Dante Pettis,DeAndre Hopkins,Austin Hooper,Eric Ebron,New England Patriots,149.93200000000002,49800
47,Matt Ryan,Saquon Barkley,Christian McCaffrey,Robby Anderson,Dante Pettis,Antonio Brown,David Njoku,Austin Hooper,New England Patriots,149.92399999999998,49900
48,Matt Ryan,Tevin Coleman,Elijah McGuire,Robby Anderson,Dante Pettis,Antonio Brown,Eric Ebron,Christian McCaffrey,New England Patriots,149.864,49700
49,Ben Roethlisberger,Ezekiel Elliott,Elijah McGuire,Robby Anderson,Julio Jones,Dante Pettis,David Njoku,Eric Ebron,Philadelphia Eagles,149.86200000000002,49500
50,Matt Ryan,Tevin Coleman,Saquon Barkley,Dante Pettis,Antonio Brown,DeAndre Hopkins,David Njoku,Austin Hooper,New England Patriots,149.804,50000
51,Ben Roethlisberger,Ezekiel Elliott,Tevin Coleman,Robby Anderson,Dante Pettis,Antonio Brown,Austin Hooper,Eric Ebron,New England Patriots,149.71200000000002,49500
52,Ben Roethlisberger,Ezekiel Elliott,Elijah McGuire,Robby Anderson,Dante Pettis,DeAndre Hopkins,David Njoku,Eric Ebron,New England Patriots,149.65200000000002,49800
53,Matt Ryan,Elijah McGuire,Saquon Barkley,Julio Jones,Dante Pettis,DeAndre Hopkins,David Njoku,Austin Hooper,Philadelphia Eagles,149.644,49900
54,Ben Roethlisberger,Ezekiel Elliott,Tevin Coleman,Robby Anderson,Dante Pettis,DeAndre Hopkins,David Njoku,George Kittle,Philadelphia Eagles,149.61200000000002,49800
55,Matt Ryan,Tevin Coleman,Elijah McGuire,Robby Anderson,Dante Pettis,Antonio Brown,George Kittle,Todd Gurley,Philadelphia Eagles,149.604,50000
56,Ben Roethlisberger,Tevin Coleman,Elijah McGuire,Robby Anderson,Dante Pettis,DeAndre Hopkins,Eric Ebron,Saquon Barkley,New England Patriots,149.58200000000002,49700
57,Matt Ryan,Elijah McGuire,Saquon Barkley,Robby Anderson,Julio Jones,Dante Pettis,George Kittle,Eric Ebron,Philadelphia Eagles,149.574,50000
58,Matt Ryan,Tevin Coleman,Elijah McGuire,Robby Anderson,Dante Pettis,DeAndre Hopkins,George Kittle,Christian McCaffrey,Philadelphia Eagles,149.454,49900
59,Ben Roethlisberger,Ezekiel Elliott,Elijah McGuire,Robby Anderson,Dante Pettis,Antonio Brown,David Njoku,Eric Ebron,New England Patriots,149.43200000000002,49500
60,Matt Ryan,Elijah McGuire,Saquon Barkley,Julio Jones,Dante Pettis,Antonio Brown,David Njoku,Austin Hooper,Philadelphia Eagles,149.424,49600
61,Ben Roethlisberger,Ezekiel Elliott,Tevin Coleman,Robby Anderson,Dante Pettis,Antonio Brown,David Njoku,George Kittle,Philadelphia Eagles,149.39200000000002,49500
62,Ben Roethlisberger,Tevin Coleman,Christian McCaffrey,Robby Anderson,Julio Jones,Dante Pettis,Austin Hooper,George Kittle,New England Patriots,149.382,50000
63,Ben Roethlisberger,Ezekiel Elliott,Elijah McGuire,Robby Anderson,Dante Pettis,DeAndre Hopkins,Austin Hooper,Eric Ebron,New England Patriots,149.342,49700
64,Matt Ryan,Tevin Coleman,Todd Gurley,Robby Anderson,Julio Jones,Dante Pettis,David Njoku,George Kittle,New England Patriots,149.314,49900
65,Ben Roethlisberger,Ezekiel Elliott,Tevin Coleman,Robby Anderson,Dante Pettis,DeAndre Hopkins,Austin Hooper,George Kittle,Philadelphia Eagles,149.30200000000002,49700
66,Matt Ryan,Tevin Coleman,Elijah McGuire,Robby Anderson,Dante Pettis,Antonio Brown,George Kittle,Christian McCaffrey,Philadelphia Eagles,149.234,49600
67,Matt Ryan,Elijah McGuire,Saquon Barkley,Dante Pettis,Antonio Brown,DeAndre Hopkins,David Njoku,Austin Hooper,New England Patriots,149.214,49900
