,Player,Team,REC_MAX,REC_MIN,REC_MID,YDS_MAX,YDS_MIN,YDS_MID,TDS_MAX,TDS_MIN,TDS_MID,FL_MAX,FL_MIN,FL_MID,FPTS_MAX,FPTS_MIN,FPTS_MID,Week,Position
0,Travis Kelce,KC,6.8,5.1,6.0,82.8,62.3,71.1,1.0,0.4,0.6,0.0,0.1,0.1,13.5,9.5,10.5,4,TE
1,Mark Andrews,BAL,6.0,3.3,4.4,65.6,45.0,56.5,1.0,0.4,0.6,0.0,0.0,0.0,12.5,7.2,9.5,4,TE
2,Darren Waller,LV,7.8,5.1,6.1,90.0,53.6,69.9,1.0,0.1,0.4,0.0,0.1,0.1,13.2,6.6,9.4,4,TE
3,Zach Ertz,PHI,6.8,4.7,5.7,71.0,52.7,60.0,1.0,0.2,0.4,0.0,0.1,0.0,13.1,6.9,8.5,4,TE
4,George Kittle,SF,5.5,3.4,4.9,71.1,56.0,62.7,0.6,0.0,0.3,0.0,0.1,0.0,10.3,5.6,8.2,4,TE
5,Hunter Henry,LAC,6.6,4.0,4.8,81.0,48.5,58.1,1.0,0.2,0.4,0.0,0.1,0.1,11.8,6.6,8.1,4,TE
6,Mike Gesicki,MIA,5.2,3.7,4.6,59.0,45.0,52.3,1.0,0.3,0.5,0.0,0.1,0.1,11.0,6.4,8.1,4,TE
7,Noah Fant,DEN,4.6,3.8,4.2,70.0,43.5,55.5,1.0,0.1,0.4,0.0,0.1,0.0,11.5,5.8,8.1,4,TE
8,Tyler Higbee,LAR,6.3,3.2,4.4,69.2,37.4,51.6,0.5,0.0,0.3,0.0,0.0,0.0,9.4,5.2,6.9,4,TE
9,TJ Hockenson,DET,5.0,3.7,4.2,57.4,44.1,48.8,0.4,0.0,0.2,0.0,0.0,0.0,6.8,5.2,6.2,4,TE
10,Hayden Hurst,ATL,4.4,3.0,3.8,52.6,34.7,45.9,0.4,0.0,0.2,0.0,0.0,0.0,6.7,5.0,6.0,4,TE
11,Evan Engram,NYG,5.1,4.0,4.4,58.2,41.2,48.0,0.3,0.0,0.2,0.0,0.0,0.0,6.9,4.9,5.9,4,TE
12,Austin Hooper,CLE,5.2,2.0,3.7,53.4,27.0,39.9,0.3,0.0,0.2,0.0,0.0,0.0,6.6,2.7,5.1,4,TE
13,Rob Gronkowski,TB,4.0,2.7,3.2,48.5,30.3,40.1,0.3,0.0,0.2,0.0,0.0,0.0,5.4,4.4,5.0,4,TE
14,Robert Tonyan,GB,3.9,2.0,2.7,46.7,18.6,31.2,0.7,0.0,0.3,0.0,0.0,0.0,8.0,2.9,4.9,4,TE
15,Jimmy Graham,CHI,4.1,3.0,3.5,47.9,29.3,36.9,0.3,0.0,0.2,0.0,0.0,0.0,5.6,3.5,4.8,4,TE
16,Logan Thomas,WAS,5.7,2.7,4.2,49.6,29.2,39.7,0.2,0.0,0.1,0.0,0.1,0.0,5.5,4.1,4.8,4,TE
17,Dalton Schultz,DAL,5.5,2.6,3.5,56.7,27.7,37.9,0.4,0.0,0.2,0.0,0.2,0.1,6.5,3.6,4.7,4,TE
18,Chris Herndon,NYJ,4.1,2.8,3.5,48.0,29.0,37.1,0.3,0.0,0.2,0.0,0.2,0.1,6.7,2.9,4.6,4,TE
19,Mo Alie-Cox,IND,3.0,1.2,2.5,45.2,16.3,35.5,0.3,0.0,0.1,0.0,0.0,0.0,5.6,2.2,4.3,4,TE
20,Greg Olsen,SEA,3.3,1.9,2.7,40.1,24.0,32.4,0.4,0.0,0.2,0.0,0.0,0.0,5.1,2.9,4.3,4,TE
21,Tyler Eifert,JAC,3.3,2.2,2.7,37.3,23.5,31.0,0.3,0.0,0.2,0.0,0.0,0.0,5.3,3.3,4.2,4,TE
22,Jordan Akins,HOU,4.0,2.2,3.0,46.6,23.6,32.0,0.2,0.0,0.1,0.0,0.0,0.0,4.6,3.2,4.0,4,TE
23,Dan Arnold,ARI,2.9,1.5,2.0,35.4,17.8,24.9,0.3,0.0,0.2,0.0,0.0,0.0,5.2,2.5,3.4,4,TE
24,Adam Trautman,NO,3.1,1.4,2.2,33.5,15.4,26.0,0.2,0.0,0.1,0.0,0.1,0.0,4.6,2.3,3.4,4,TE
25,Darren Fells,HOU,2.8,1.0,2.0,28.7,16.0,20.8,0.4,0.0,0.2,0.0,0.0,0.0,4.3,1.6,3.3,4,TE
26,Kyle Rudolph,MIN,3.0,1.8,2.2,28.6,18.0,22.5,0.3,0.0,0.2,0.0,0.0,0.0,4.0,1.8,3.3,4,TE
27,Drew Sample,CIN,4.3,1.8,3.0,38.4,18.0,27.0,0.2,0.0,0.1,0.0,0.0,0.0,4.4,2.7,3.3,4,TE
28,Jack Doyle,IND,3.3,1.7,2.3,31.1,16.1,23.6,0.2,0.0,0.1,0.0,0.1,0.0,4.1,2.1,3.0,4,TE
