,Player,SACK_MAX,SACK_MIN,SACK_MID,INT_MAX,INT_MIN,INT_MID,FR_MAX,FR_MIN,FR_MID,FF_MAX,FF_MIN,FF_MID,TD_MAX,TD_MIN,TD_MID,SAFETY_MAX,SAFETY_MIN,SAFETY_MID,PA_MAX,PA_MIN,PA_MID,YDS AGN_MAX,YDS AGN_MIN,YDS AGN_MID,FPTS_MAX,FPTS_MIN,FPTS_MID,Week,Position
0,Ravens,3.8,2.1,3.1,1.3,0.8,1.1,1.0,0.5,0.7,1.4,0.9,1.1,0.3,0.1,0.2,0.1,0.0,0.0,17.3,13.8,15.8,228.0,331.7,285.0,10.5,7.3,8.9,4,DST
1,Rams,3.8,2.1,2.9,1.3,0.9,1.0,1.2,0.5,0.7,1.7,0.8,1.1,0.3,0.1,0.2,0.1,0.0,0.1,18.9,17.5,18.2,292.0,329.8,312.3,9.8,6.7,8.6,4,DST
2,Buccaneers,3.2,2.5,2.7,1.1,0.9,1.0,1.2,0.6,0.8,1.6,1.0,1.3,0.2,0.2,0.2,0.1,0.0,0.0,22.3,16.7,18.9,298.0,367.2,332.0,9.4,7.0,8.6,4,DST
3,49ers,3.4,2.3,2.8,0.9,0.7,0.8,1.4,0.6,0.8,1.9,0.9,1.4,0.2,0.1,0.2,0.1,0.0,0.0,19.8,16.9,18.2,300.0,341.7,320.3,8.7,6.6,8.0,4,DST
4,Broncos,3.5,1.9,2.4,1.1,0.9,1.0,0.7,0.4,0.6,0.9,0.7,0.8,0.2,0.1,0.2,0.0,0.0,0.0,21.3,16.1,19.5,271.0,315.3,296.4,7.9,5.8,7.5,4,DST
5,Chiefs,2.9,1.1,2.3,1.2,0.7,1.0,0.6,0.5,0.5,0.8,0.7,0.8,0.2,0.1,0.2,0.0,0.0,0.0,23.0,16.7,19.8,324.4,346.5,335.6,8.5,5.5,7.4,4,DST
6,Eagles,3.1,2.4,2.6,1.3,0.7,1.0,0.8,0.5,0.6,0.9,0.7,0.8,0.2,0.1,0.2,0.0,0.0,0.0,27.3,20.8,25.4,330.0,363.1,344.6,8.2,5.8,6.7,4,DST
7,Seahawks,2.9,1.4,2.3,1.3,0.8,1.1,0.9,0.5,0.6,1.2,0.8,0.9,0.2,0.0,0.2,0.1,0.0,0.0,25.5,20.0,22.8,340.0,361.1,352.7,7.9,6.5,6.7,4,DST
8,Panthers,3.1,2.2,2.7,1.1,0.7,0.9,0.8,0.4,0.6,1.1,0.7,0.9,0.2,0.0,0.1,0.0,0.0,0.0,27.8,22.0,25.5,333.0,372.9,357.1,8.0,5.5,6.6,4,DST
9,Vikings,3.2,2.6,2.9,1.1,0.6,0.8,0.8,0.4,0.6,1.1,0.5,0.8,0.2,0.0,0.1,0.0,0.0,0.0,28.0,20.0,24.6,349.0,371.7,357.4,8.1,6.0,6.5,4,DST
10,Packers,3.2,1.9,2.7,1.2,0.7,0.9,0.7,0.5,0.6,1.0,0.7,0.8,0.2,0.0,0.1,0.0,0.0,0.0,27.1,21.7,24.5,388.3,429.0,411.3,8.0,5.9,6.5,4,DST
11,Cardinals,3.8,1.4,2.7,0.9,0.7,0.8,1.0,0.4,0.6,1.4,0.8,1.2,0.2,0.1,0.1,0.1,0.0,0.1,24.8,19.9,22.8,342.0,356.6,351.7,8.6,5.4,6.5,4,DST
12,Colts,3.3,1.1,2.3,1.2,0.8,1.0,0.6,0.5,0.6,1.1,0.7,0.9,0.2,0.0,0.1,0.1,0.0,0.1,23.2,18.2,20.5,300.0,346.6,329.6,7.9,5.6,6.4,4,DST
13,Jets,3.5,2.1,2.6,1.0,0.7,0.9,0.6,0.5,0.6,0.9,0.8,0.9,0.2,0.0,0.1,0.1,0.0,0.0,21.2,18.9,20.2,293.0,321.2,310.2,8.1,5.8,6.4,4,DST
