Player,Team,Position,Salary,Name + ID,AvgPointsPerGame,Draft Kings_MIN,Draft Kings_MID,Draft Kings_MAX,Dynasty_MIN,Dynasty_MID,Dynasty_MAX,Redraft_MIN,Redraft_MID,Redraft_MAX,Draft Kings Value_MAX,Draft Kings Value_MID,Draft Kings Value_MIN,Draft Kings_MID_Rank,Draft Kings_MID_Tier,Draft Kings Value_MID_Rank,Draft Kings Value_MID_Tier,Min_Tier,Add_Tier
Dak Prescott,DAL,QB,4000.0,Dak Prescott (16006144) (LOCKED),30.33,12.62,16.328,20.1,11.42,15.428000000000003,19.8,12.32,16.028,19.8,316.9572107765452,244.9779519843214,199.0049751243781,14,7,1,1,1,8
Case Keenum,CLE,QB,4800.0,Case Keenum (16006125) (LOCKED),1.84,16.084,19.394999999999996,23.459999999999997,13.904000000000002,16.92,21.509999999999998,15.004000000000001,17.72,21.509999999999998,298.43322556577965,247.48646558391343,204.60358056265986,8,5,2,1,1,6
Philip Rivers,IND,QB,5600.0,Philip Rivers (16006108) (LOCKED),16.64,18.660000000000004,21.954,26.296,16.360000000000003,18.924000000000003,23.296,17.260000000000005,19.424000000000003,23.296,300.10718113612,255.07880112963468,212.96014602981444,3,3,3,1,1,4
Carson Wentz,PHI,QB,5400.0,Carson Wentz (16006110) (LOCKED),18.37,16.155,19.232000000000003,22.605999999999998,14.38,17.142000000000007,20.186,15.38,17.942000000000004,20.686,334.2618384401114,280.78202995008314,238.8746350526409,9,5,4,2,2,7
Andy Dalton,DAL,QB,5500.0,Andy Dalton (16006109) (LOCKED),13.53,16.15,19.482999999999997,22.84,14.700000000000001,17.298000000000002,20.040000000000003,15.700000000000001,18.198,20.740000000000002,340.5572755417957,282.29738746599605,240.80560420315237,7,5,5,2,2,7
Matt Ryan,ATL,QB,5800.0,Matt Ryan (16006106) (LOCKED),19.18,17.04,20.375999999999998,23.501999999999995,14.94,17.806,20.311999999999998,15.94,18.606,20.912,340.3755868544601,284.6486062033766,246.78750744617483,5,4,6,2,2,6
Joe Flacco,NYJ,QB,4900.0,Joe Flacco (16006121) (LOCKED),11.55,13.404,17.14,21.012999999999998,12.104,15.49,18.828,13.203999999999999,16.390000000000004,19.628,365.56251865114893,285.88098016336056,233.18897825155858,12,6,7,2,2,8
Ben Roethlisberger,PIT,QB,6400.0,Ben Roethlisberger (16006103) (LOCKED),19.54,17.52,21.563000000000002,25.5,14.669999999999998,17.928000000000004,21.5,16.17,19.028000000000002,22.400000000000002,365.29680365296804,296.8047117747994,250.98039215686273,4,3,8,3,3,6
Jared Goff,LAR,QB,5900.0,Jared Goff (16006105) (LOCKED),18.33,15.49,19.489000000000004,22.730000000000004,13.890000000000002,17.384000000000007,20.830000000000005,14.890000000000002,18.084000000000007,20.830000000000005,380.89089735313104,302.7348760839447,259.5688517377914,6,5,9,4,4,9
Baker Mayfield,CLE,QB,6100.0,Baker Mayfield (16006104) (LOCKED),16.69,15.912999999999998,19.016,23.26,14.278,17.296000000000003,21.560000000000002,15.078,17.896,21.560000000000002,383.33438069502927,320.78249894825416,262.25279449699053,11,5,10,5,5,10
Deshaun Watson,HOU,QB,7600.0,Deshaun Watson (16006099) (LOCKED),25.3,18.351,22.527,26.58,16.056,19.962,23.58,17.355999999999998,20.962,24.279999999999998,414.14636804533814,337.372930261464,285.92927012791574,2,2,11,6,2,8
Mitchell Trubisky,CHI,QB,5700.0,Mitchell Trubisky (16006107) (LOCKED),16.95,13.086,16.471999999999998,19.472,11.686,15.372000000000002,18.332,12.686,16.171999999999997,19.032000000000004,435.5800091701054,346.04176784847016,292.72801972062445,13,7,12,6,6,13
Patrick Mahomes,KC,QB,8500.0,Patrick Mahomes (16006097) (LOCKED),27.29,17.82,23.984,30.459999999999997,15.319999999999999,20.954000000000004,26.959999999999997,16.32,21.654000000000003,27.36,476.99214365881033,354.40293529019345,279.05449770190415,1,1,13,6,1,7
Russell Wilson,SEA,QB,7300.0,Russell Wilson (16006101) (LOCKED),24.91,15.39,19.128,24.454,13.99,17.768000000000004,22.574,15.090000000000002,18.468000000000004,22.574,474.3339831059129,381.63948138854033,298.5196695837082,10,5,14,7,5,12
