,QB,RB1,RB2,WR1,WR2,WR3,TE,Flex,DST,Points,Salary
0,Ryan Tannehill,Dion Lewis,Ezekiel Elliott,Quincy Enunwa,Sterling Shepard,DeAndre Hopkins,Eric Ebron,Odell Beckham Jr.,Indianapolis Colts,149.342,49700
1,Ryan Tannehill,Dion Lewis,Ezekiel Elliott,Quincy Enunwa,Sterling Shepard,DeAndre Hopkins,Eric Ebron,Odell Beckham Jr.,Indianapolis Colts,149.342,49700
2,Ryan Tannehill,Dion Lewis,Ezekiel Elliott,Quincy Enunwa,Sterling Shepard,DeAndre Hopkins,Eric Ebron,Odell Beckham Jr.,Tampa Bay Buccaneers,148.942,49900
3,Ryan Tannehill,Dion Lewis,Ezekiel Elliott,Sterling Shepard,DeAndre Hopkins,Odell Beckham Jr.,Eric Ebron,Sony Michel,Indianapolis Colts,148.942,49900
4,Ryan Tannehill,Dion Lewis,Ezekiel Elliott,Quincy Enunwa,Sterling Shepard,DeAndre Hopkins,Eric Ebron,Odell Beckham Jr.,Tampa Bay Buccaneers,148.942,49900
5,Ryan Tannehill,Dion Lewis,Ezekiel Elliott,Sterling Shepard,DeAndre Hopkins,Odell Beckham Jr.,Eric Ebron,Sony Michel,Indianapolis Colts,148.942,49900
6,Deshaun Watson,Dion Lewis,Ezekiel Elliott,Quincy Enunwa,Sterling Shepard,DeAndre Hopkins,Eric Ebron,Julio Jones,Indianapolis Colts,148.74400000000003,50000
7,Drew Brees,Dion Lewis,Ezekiel Elliott,Quincy Enunwa,DeAndre Hopkins,Odell Beckham Jr.,Eric Ebron,Jared Cook,Indianapolis Colts,148.64200000000002,50000
8,Drew Brees,Dion Lewis,Ezekiel Elliott,Quincy Enunwa,DeAndre Hopkins,Odell Beckham Jr.,Eric Ebron,Jared Cook,Indianapolis Colts,148.64200000000002,50000
9,Ryan Tannehill,Ezekiel Elliott,Sony Michel,Quincy Enunwa,Sterling Shepard,DeAndre Hopkins,Eric Ebron,Odell Beckham Jr.,Indianapolis Colts,148.532,49800
10,Ryan Tannehill,Ezekiel Elliott,Sony Michel,Quincy Enunwa,Sterling Shepard,DeAndre Hopkins,Eric Ebron,Odell Beckham Jr.,Indianapolis Colts,148.532,49800
11,Ryan Tannehill,Dion Lewis,Ezekiel Elliott,Sterling Shepard,DeAndre Hopkins,Odell Beckham Jr.,Eric Ebron,Kerryon Johnson,Indianapolis Colts,148.512,49800
