,Player,Salary,Position
29,Christian McCaffrey,9200.0,RB
88,DK Metcalf,7800.0,WR
30,David Montgomery,7700.0,RB
0,Justin Herbert,7400.0,QB
31,Jonathan Taylor,7300.0,RB
1,Jalen Hurts,7000.0,QB
32,Miles Sanders,7000.0,RB
33,James Robinson,6800.0,RB
89,Terry McLaurin,6700.0,WR
34,Antonio Gibson,6600.0,RB
36,Tony Pollard,6500.0,RB
35,Mike Davis,6500.0,RB
38,Chris Carson,6400.0,RB
37,JD McKissic,6400.0,RB
90,Diontae Johnson,6300.0,WR
39,Cam Akers,6300.0,RB
40,JK Dobbins,6200.0,RB
41,Clyde Edwards-Helaire,6000.0,RB
91,Chase Claypool,5900.0,WR
42,Le'Veon Bell,5800.0,RB
92,DJ Moore,5800.0,WR
93,Marquise Brown,5700.0,WR
43,Joe Mixon,5500.0,RB
94,Robby Anderson,5500.0,WR
44,Benny Snell,5300.0,RB
3,Tyrod Taylor,5300.0,QB
2,Teddy Bridgewater,5300.0,QB
95,CeeDee Lamb,5300.0,WR
6,Gardner Minshew,5200.0,QB
5,Dwayne Haskins,5200.0,QB
4,Alex Smith,5200.0,QB
8,Daniel Jones,5000.0,QB
7,Drew Lock,5000.0,QB
9,Colt McCoy,5000.0,QB
45,Boston Scott,4900.0,RB
165,Logan Thomas,4900.0,TE
96,Curtis Samuel,4900.0,WR
166,Noah Fant,4800.0,TE
12,Ben DiNucci,4800.0,QB
11,Ryan Finley,4800.0,QB
10,Brett Rypien,4800.0,QB
97,Tee Higgins,4700.0,WR
13,Garrett Gilbert,4700.0,QB
167,Hunter Henry,4700.0,TE
98,Jalen Reagor,4600.0,WR
46,Ty Johnson,4500.0,RB
47,Devonta Freeman,4500.0,RB
14,PJ Walker,4500.0,QB
99,Jamison Crowder,4500.0,WR
15,John Wolford,4500.0,QB
48,Darrell Henderson,4500.0,RB
49,Peyton Barber,4400.0,RB
17,Jake Luton,4300.0,QB
16,Will Grier,4300.0,QB
100,Michael Pittman,4200.0,WR
50,Darrel Williams,4200.0,RB
51,Mark Ingram,4200.0,RB
18,Tyler Huntley,4100.0,QB
19,Trace McSorley,4100.0,QB
52,Anthony McFarland,4100.0,RB
81,Travis Homer,4000.0,RB
84,Corey Clement,4000.0,RB
80,DeeJay Dallas,4000.0,RB
79,Artavis Pierce,4000.0,RB
78,Ryan Nall,4000.0,RB
82,Xavier Jones,4000.0,RB
83,Raymond Calais,4000.0,RB
28,Joe Burrow,4000.0,QB
85,Jason Huntley,4000.0,RB
86,Rico Dowdle,4000.0,RB
87,Sewo Olonilua,4000.0,RB
27,Clayton Thorson,4000.0,QB
101,Tyron Johnson,4000.0,WR
102,Darnell Mooney,4000.0,WR
103,Greg Ward,4000.0,WR
77,Chris Thompson,4000.0,RB
76,Ryquell Armstead,4000.0,RB
75,Nathan Cottrell,4000.0,RB
60,Marlon Mack,4000.0,RB
26,James Morgan,4000.0,QB
25,Easton Stick,4000.0,QB
24,Jacob Eason,4000.0,QB
23,Josh Dobbs,4000.0,QB
22,Kyle Allen,4000.0,QB
21,Taylor Heinicke,4000.0,QB
53,Rodney Smith,4000.0,RB
54,Trenton Cannon,4000.0,RB
55,Reggie Bonnafon,4000.0,RB
56,Alex Armah,4000.0,RB
74,Devine Ozigbo,4000.0,RB
58,Lamar Miller,4000.0,RB
59,Bryce Love,4000.0,RB
20,Steven Montez,4000.0,QB
61,Darwin Thompson,4000.0,RB
68,Eli Penny,4000.0,RB
73,Dontrell Hilliard,4000.0,RB
72,Scottie Phillips,4000.0,RB
62,Qadree Ollison,4000.0,RB
70,Trayveon Williams,4000.0,RB
69,Samaje Perine,4000.0,RB
71,CJ Prosise,4000.0,RB
67,Justice Hill,4000.0,RB
66,D'Ernest Johnson,4000.0,RB
65,La'Mical Perine,4000.0,RB
64,Gabe Nabers,4000.0,RB
63,Joshua Kelley,4000.0,RB
57,Mike Warren,4000.0,RB
168,Evan Engram,3900.0,TE
104,Breshad Perriman,3800.0,WR
105,Darius Slayton,3800.0,WR
106,Jerry Jeudy,3700.0,WR
107,Donovan Peoples-Jones,3700.0,WR
108,Laviska Shenault,3700.0,WR
109,Denzel Mims,3600.0,WR
110,Travis Fulgham,3500.0,WR
169,Hayden Hurst,3400.0,TE
111,Cam Sims,3300.0,WR
114,Anthony Miller,3200.0,WR
170,Dalton Schultz,3200.0,TE
112,KJ Hamler,3200.0,WR
113,Jalen Guyton,3200.0,WR
116,Miles Boykin,3100.0,WR
115,Mecole Hardman,3100.0,WR
123,Isaiah Wright,3000.0,WR
149,Stanley Morgan,3000.0,WR
151,Isaiah Coulter,3000.0,WR
152,Randall Cobb,3000.0,WR
153,Collin Johnson,3000.0,WR
154,Riley Ridley,3000.0,WR
155,Freddie Swain,3000.0,WR
156,Penny Hart,3000.0,WR
157,Van Jefferson,3000.0,WR
158,Nsimba Webster,3000.0,WR
159,Trishton Jackson,3000.0,WR
160,Quez Watkins,3000.0,WR
161,John Hightower,3000.0,WR
162,JJ Arcega-Whiteside,3000.0,WR
163,Cedrick Wilson,3000.0,WR
164,Malik Turner,3000.0,WR
122,Omar Bayless,3000.0,WR
121,Keith Kirkwood,3000.0,WR
120,Brandon Zylstra,3000.0,WR
119,Pharoh Cooper,3000.0,WR
118,Dontrelle Inman,3000.0,WR
117,Steven Sims,3000.0,WR
171,Cole Kmet,3000.0,TE
124,Robert Foster,3000.0,WR
219,Team,3000.0,DST
150,Steven Mitchell,3000.0,WR
172,Tyler Eifert,3000.0,TE
148,David Sills,3000.0,WR
136,Joe Reed,3000.0,WR
126,Kelvin Harmon,3000.0,WR
127,Emanuel Hall,3000.0,WR
128,Ashton Dulin,3000.0,WR
129,DeMichael Harris,3000.0,WR
130,Dezmon Patmon,3000.0,WR
131,Parris Campbell,3000.0,WR
132,Byron Pringle,3000.0,WR
133,Christian Blake,3000.0,WR
134,Olamide Zaccheaus,3000.0,WR
147,CJ Board,3000.0,WR
135,KJ Hill,3000.0,WR
137,Diontae Spencer,3000.0,WR
138,Tyrie Cleveland,3000.0,WR
139,Jeff Smith,3000.0,WR
140,Vyncint Smith,3000.0,WR
141,Lawrence Cager,3000.0,WR
142,JoJo Natson,3000.0,WR
143,Devin Duvernay,3000.0,WR
144,James Proche,3000.0,WR
145,Antoine Wesley,3000.0,WR
146,Austin Mack,3000.0,WR
125,Antonio Gandy-Golden,3000.0,WR
173,Drew Sample,2900.0,TE
174,Jack Doyle,2800.0,TE
220,Panthers,2700.0,DST
177,Colin Thompson,2500.0,TE
178,Jeremy Sprinkle,2500.0,TE
201,Cethan Carter,2500.0,TE
202,Mason Schreck,2500.0,TE
203,Pharaoh Brown,2500.0,TE
204,Kahale Warring,2500.0,TE
205,Tyler Davis,2500.0,TE
206,Ben Ellefson,2500.0,TE
207,Josh Oliver,2500.0,TE
208,JP Holtz,2500.0,TE
209,Darion Clark,2500.0,TE
210,Patrick Scales,2500.0,TE
211,Will Dissly,2500.0,TE
212,Colby Parkinson,2500.0,TE
213,Greg Olsen,2500.0,TE
214,Tyler Ott,2500.0,TE
215,Johnny Mundt,2500.0,TE
216,Brycen Hopkins,2500.0,TE
217,Joshua Perkins,2500.0,TE
218,Sean McKeon,2500.0,TE
175,Ian Thomas,2500.0,TE
200,Kaden Smith,2500.0,TE
199,Stephen Carlson,2500.0,TE
198,Harrison Bryant,2500.0,TE
187,Deon Yelder,2500.0,TE
179,Marcus Baugh,2500.0,TE
180,Temarrick Hemingway,2500.0,TE
181,Thaddeus Moss,2500.0,TE
182,Kevin Rader,2500.0,TE
183,Zach Gentry,2500.0,TE
184,Mo Alie-Cox,2500.0,TE
176,Chris Manhertz,2500.0,TE
186,Nick Keizer,2500.0,TE
188,James Winchester,2500.0,TE
197,Ross Travis,2500.0,TE
189,Jaeden Graham,2500.0,TE
190,Donald Parham,2500.0,TE
191,Troy Fumagalli,2500.0,TE
192,Albert Okwuegbunam,2500.0,TE
193,Jake Butt,2500.0,TE
194,Austin Fort,2500.0,TE
