,Player,Team,REC_MAX,REC_MIN,REC_MID,YDS_MAX,YDS_MIN,YDS_MID,TDS_MAX,TDS_MIN,TDS_MID,FL_MAX,FL_MIN,FL_MID,FPTS_MAX,FPTS_MIN,FPTS_MID,Week,Position
0,Rob Gronkowski,TB,6.2,5.0,5.4,88.0,63.8,74.4,1.0,0.6,0.7,0.0,0.1,0.0,13.0,10.8,11.8,4,TE
1,Travis Kelce,KC,7.0,5.3,5.8,80.0,67.0,72.8,1.0,0.5,0.7,0.0,0.1,0.0,14.0,10.0,11.1,4,TE
2,Zach Ertz,PHI,7.1,5.2,6.0,79.7,60.0,67.6,1.0,0.4,0.5,0.0,0.0,0.0,12.5,8.7,10.0,4,TE
3,Jimmy Graham,CHI,5.5,3.8,4.7,60.0,43.5,49.9,1.0,0.4,0.6,0.0,0.0,0.0,12.0,6.8,8.4,4,TE
4,Eric Ebron,PIT,5.0,3.5,4.1,55.3,36.3,46.0,1.0,0.3,0.5,0.0,0.0,0.0,11.0,5.5,7.9,4,TE
5,Jared Cook,NO,5.0,3.6,4.3,55.0,42.9,50.5,1.0,0.2,0.4,0.0,0.1,0.0,11.5,6.1,7.4,4,TE
6,Kyle Rudolph,MIN,4.6,3.6,4.1,48.9,36.3,42.2,1.0,0.3,0.5,0.0,0.1,0.0,10.5,6.0,7.0,4,TE
7,OJ Howard,TB,4.0,2.7,3.2,53.6,37.0,43.3,1.0,0.2,0.4,0.0,0.2,0.1,10.5,4.9,6.7,4,TE
8,David Njoku,CLE,4.0,2.8,3.4,50.0,28.5,38.9,1.0,0.2,0.4,0.0,0.0,0.0,11.0,5.0,6.5,4,TE
9,Trey Burton,IND,4.0,2.8,3.4,45.0,31.9,38.3,0.5,0.0,0.3,0.0,0.0,0.0,7.1,4.5,5.6,4,TE
10,George Kittle,SF,4.2,2.8,3.6,56.0,38.2,45.3,0.2,0.0,0.1,0.0,0.0,0.0,6.9,4.4,5.4,4,TE
11,Vance McDonald,PIT,4.0,2.4,3.0,40.0,30.8,35.7,0.3,0.0,0.2,0.0,0.1,0.0,5.7,4.0,4.7,4,TE
12,Ricky Seals-Jones,KC,3.1,2.0,2.6,37.0,24.7,30.2,0.3,0.0,0.2,0.0,0.1,0.0,5.3,3.0,4.2,4,TE
13,Austin Hooper,CLE,3.3,2.0,2.9,34.5,25.0,29.5,0.3,0.0,0.2,0.0,0.0,0.0,5.3,2.5,4.2,4,TE
14,Dallas Goedert,PHI,3.0,1.4,2.4,35.0,15.4,27.0,0.4,0.0,0.2,0.0,0.0,0.0,5.1,2.9,3.9,4,TE
15,Mike Gesicki,MIA,3.1,1.6,2.3,31.5,15.8,23.1,0.2,0.0,0.1,0.0,0.0,0.0,4.4,2.0,3.0,4,TE
16,Geoff Swaim,TEN,2.8,1.0,2.1,29.0,15.0,21.8,0.2,0.0,0.1,0.0,0.0,0.0,4.1,1.5,2.9,4,TE
17,Jesse James,DET,2.6,1.5,2.0,29.2,13.0,21.4,0.2,0.0,0.1,0.0,0.1,0.0,4.2,2.0,2.9,4,TE
18,Mark Andrews,BAL,2.3,1.3,1.9,25.6,15.0,21.4,0.2,0.1,0.1,0.0,0.0,0.0,3.6,2.2,2.9,4,TE
19,Luke Stocker,ATL,2.1,1.5,1.8,23.6,15.0,20.4,0.2,0.1,0.1,0.0,0.0,0.0,3.6,2.6,2.9,4,TE
20,Ryan Griffin,NYJ,2.0,1.2,1.8,25.0,13.2,22.0,0.2,0.0,0.1,0.0,0.0,0.0,3.5,2.2,2.8,4,TE
21,Cameron Brate,TB,2.0,1.2,1.7,24.5,12.0,19.5,0.2,0.0,0.1,0.0,0.0,0.0,3.9,1.8,2.8,4,TE
22,Jonnu Smith,TEN,2.9,1.5,2.0,33.0,12.8,21.6,0.2,0.0,0.1,0.0,0.0,0.0,4.5,1.6,2.7,4,TE
23,Jason Croom,PHI,2.3,0.3,1.6,27.0,2.9,17.7,0.3,0.0,0.1,0.0,0.1,0.0,4.1,0.5,2.5,4,TE
24,Nick Vannett,DEN,2.1,1.5,1.8,25.0,16.4,19.2,0.1,0.0,0.1,0.0,0.0,0.0,2.9,2.2,2.4,4,TE
25,Virgil Green,LAC,2.0,1.1,1.5,20.0,12.9,16.4,0.3,0.0,0.1,0.0,0.1,0.0,3.6,1.9,2.3,4,TE
26,Tyler Kroft,BUF,1.8,1.0,1.4,17.6,9.6,13.8,0.2,0.0,0.1,0.0,0.2,0.1,2.7,1.0,2.1,4,TE
27,Nick Boyle,BAL,2.2,1.1,1.7,20.0,10.7,15.5,0.1,0.0,0.1,0.0,0.0,0.0,2.4,1.7,2.0,4,TE
28,Luke Willson,SEA,2.0,1.0,1.6,19.3,10.0,15.4,0.1,0.0,0.1,0.0,0.1,0.0,2.8,1.0,2.0,4,TE
29,Darren Fells,HOU,1.7,0.8,1.1,18.6,9.0,12.5,0.2,0.1,0.1,0.0,0.1,0.0,3.0,1.5,1.9,4,TE
