,Player,Team,ATT_MAX,ATT_MIN,ATT_MID,YDS_MAX,YDS_MIN,YDS_MID,TDS_MAX,TDS_MIN,TDS_MID,REC_MAX,REC_MIN,REC_MID,YDS.1_MAX,YDS.1_MIN,YDS.1_MID,TDS.1_MAX,TDS.1_MIN,TDS.1_MID,FL_MAX,FL_MIN,FL_MID,FPTS_MAX,FPTS_MIN,FPTS_MID,Week,Position
16,Kenyan Drake,ARI,14.0,9.4,11.7,55.0,41.4,48.6,0.4,0.0,0.2,4.0,3.0,3.5,32.1,22.4,26.7,0.1,0.0,0.1,0.1,0.2,0.1,10.7,8.0,9.2,4,RB
17,Dalvin Cook,MIN,14.3,9.1,12.1,61.2,38.7,50.5,0.4,0.0,0.3,4.0,1.9,3.3,31.0,14.7,25.9,0.1,0.0,0.1,0.1,0.4,0.2,11.6,7.5,9.1,4,RB
18,Phillip Lindsay,DEN,12.3,7.8,11.0,57.1,35.4,50.0,0.4,0.0,0.2,4.0,1.9,2.6,35.0,15.9,22.7,0.2,0.0,0.1,0.0,0.1,0.1,10.5,8.2,9.1,4,RB
19,Kerryon Johnson,DET,14.0,8.4,11.1,55.0,35.8,44.8,1.0,0.2,0.4,3.6,2.0,2.8,24.0,15.4,20.4,0.1,0.0,0.1,0.0,0.1,0.1,13.5,6.9,9.1,4,RB
20,LeSean McCoy,TB,15.2,10.7,12.3,58.0,43.0,49.6,0.4,0.0,0.2,3.5,2.6,3.0,28.0,22.4,24.2,0.1,0.0,0.1,0.1,0.2,0.1,10.3,7.0,8.9,4,RB
21,Matt Breida,MIA,11.1,7.4,9.5,57.1,37.0,46.5,0.3,0.0,0.2,3.4,1.9,2.9,32.4,14.9,23.1,0.1,0.0,0.1,0.1,0.1,0.1,9.3,7.5,8.3,4,RB
22,Royce Freeman,DEN,12.7,8.0,10.3,56.5,36.0,44.0,1.0,0.3,0.5,1.7,0.0,1.1,14.2,0.0,8.3,0.1,0.0,0.0,0.0,0.1,0.1,10.1,6.8,8.3,4,RB
23,James White,NE,8.0,2.6,5.4,28.7,9.1,20.7,0.3,0.0,0.1,6.0,4.5,5.0,42.8,35.5,39.0,0.4,0.0,0.3,0.0,0.1,0.1,10.8,6.0,8.2,4,RB
24,Jordan Wilkins,IND,13.4,9.9,11.6,49.5,40.0,43.8,0.4,0.0,0.3,3.3,1.1,2.1,24.0,7.5,15.1,0.1,0.0,0.0,0.0,0.1,0.1,8.6,5.5,7.6,4,RB
25,Derrick Henry,TEN,14.3,10.2,12.7,55.3,40.0,47.9,0.3,0.0,0.2,1.2,0.8,1.0,10.5,7.0,9.0,0.1,0.0,0.0,0.0,0.1,0.1,8.7,5.5,7.0,4,RB
26,Aaron Jones,GB,11.0,5.2,8.5,50.0,26.7,38.0,1.0,0.2,0.4,2.0,0.5,1.2,15.0,4.1,8.1,0.1,0.0,0.0,0.1,0.1,0.1,12.5,5.5,7.0,4,RB
27,Austin Ekeler,LAC,8.2,3.8,6.6,35.0,21.6,29.3,0.2,0.0,0.2,2.7,2.0,2.4,29.2,15.0,22.8,0.3,0.0,0.2,0.1,0.3,0.2,8.7,4.5,6.7,4,RB
28,Jamaal Williams,GB,10.9,6.0,8.6,43.0,25.0,35.5,0.3,0.0,0.2,2.0,1.0,1.4,16.8,5.0,11.1,0.1,0.0,0.0,0.0,0.1,0.1,7.9,3.0,6.0,4,RB
29,Nyheim Hines,IND,7.9,4.1,6.2,30.0,18.2,23.7,0.4,0.0,0.2,4.0,2.1,3.1,35.0,14.5,23.5,0.2,0.0,0.1,0.1,0.2,0.1,7.3,5.2,5.9,4,RB
30,Alfred Morris,NYG,11.4,7.8,9.7,48.6,35.5,40.7,0.3,0.0,0.2,1.7,0.0,1.0,16.0,0.0,8.2,0.1,0.0,0.0,0.0,0.1,0.1,7.7,4.0,5.8,4,RB
31,Duke Johnson,HOU,5.0,3.2,4.0,21.9,13.0,18.0,0.2,0.0,0.1,3.3,2.6,3.0,30.0,24.7,27.2,0.1,0.0,0.1,0.0,0.1,0.1,6.1,4.5,5.3,4,RB
32,Frank Gore,NYJ,8.2,7.0,7.8,37.3,28.0,32.3,0.1,0.0,0.1,2.6,0.6,1.4,25.8,4.4,11.7,0.1,0.0,0.0,0.0,0.1,0.1,7.0,3.5,5.0,4,RB
33,TJ Yeldon,BUF,6.0,4.8,5.5,25.0,22.3,23.3,0.2,0.0,0.1,2.5,1.9,2.1,17.5,13.9,15.6,0.1,0.0,0.1,0.1,0.1,0.1,5.5,4.0,4.9,4,RB
34,Theo Riddick,LV,4.4,1.7,2.8,16.4,6.0,10.4,0.1,0.0,0.0,4.0,3.7,3.9,34.1,25.0,28.2,0.2,0.0,0.1,0.0,0.1,0.0,6.9,3.5,4.9,4,RB
35,Ito Smith,ATL,8.7,3.9,6.0,35.5,14.6,23.8,0.3,0.0,0.2,2.1,0.0,1.4,17.2,0.0,11.6,0.1,0.0,0.0,0.0,0.1,0.0,7.4,1.5,4.9,4,RB
36,Ty Montgomery,NO,5.0,1.5,3.8,20.0,5.9,15.8,0.2,0.0,0.1,3.0,2.0,2.7,25.0,19.2,22.4,0.1,0.0,0.1,0.0,0.1,0.1,5.5,3.9,4.7,4,RB
37,Latavius Murray,NO,9.5,6.0,7.6,37.6,24.6,31.0,0.2,0.0,0.2,2.0,0.8,1.3,10.0,6.0,8.1,0.0,0.0,0.0,0.1,0.1,0.1,5.5,4.0,4.6,4,RB
38,Wendell Smallwood,PIT,8.9,5.1,6.5,35.0,18.2,26.4,0.2,0.0,0.1,2.8,0.7,1.6,24.1,6.8,13.4,0.1,0.0,0.0,0.0,0.2,0.1,5.9,3.4,4.6,4,RB
39,Tarik Cohen,CHI,5.2,4.0,4.8,20.9,16.7,19.4,0.2,0.0,0.1,3.0,2.0,2.5,25.0,13.5,19.8,0.1,0.0,0.0,0.0,0.1,0.1,5.2,3.3,4.5,4,RB
40,Tavon Austin,GB,1.5,1.5,1.5,10.0,10.0,10.0,0.1,0.1,0.1,1.7,1.7,1.7,17.9,17.9,17.9,0.1,0.1,0.1,0.0,0.0,0.0,4.0,4.0,4.0,4,RB
41,Jalen Richard,LV,4.6,1.8,2.6,16.3,7.3,10.6,0.1,0.0,0.1,3.2,2.6,2.9,26.6,21.6,23.9,0.1,0.0,0.1,0.0,0.3,0.2,5.0,3.5,4.0,4,RB
42,Rashaad Penny,SEA,6.0,4.0,5.4,23.0,15.0,18.9,0.2,0.0,0.1,2.0,1.0,1.4,14.9,9.4,11.7,0.1,0.0,0.0,0.0,0.1,0.1,4.5,2.5,3.7,4,RB
43,Chase Edmonds,ARI,5.5,3.0,4.5,22.4,10.0,16.6,0.2,0.0,0.1,2.3,1.0,1.7,19.0,6.1,13.3,0.1,0.0,0.0,0.0,0.1,0.1,5.0,2.0,3.6,4,RB
44,Wayne Gallman,NYG,5.3,2.1,3.7,21.0,7.8,14.3,0.2,0.0,0.1,2.1,1.0,1.4,15.0,6.3,10.6,0.1,0.0,0.0,0.1,0.1,0.1,4.7,1.7,3.0,4,RB
45,Devontae Booker,LV,3.1,2.2,2.6,11.9,8.7,9.9,0.1,0.0,0.1,2.0,0.9,1.6,20.0,7.0,14.0,0.1,0.0,0.0,0.0,0.1,0.0,3.4,2.3,2.9,4,RB
46,Spencer Ware,CHI,5.3,2.0,3.3,23.7,8.2,13.1,0.1,0.0,0.1,2.0,0.8,1.2,15.3,5.0,9.3,0.1,0.0,0.0,0.0,0.1,0.0,3.9,1.5,2.8,4,RB
47,Malcolm Brown,LAR,4.8,1.0,3.7,18.1,5.0,14.2,0.1,0.0,0.1,1.0,0.2,0.7,7.5,1.8,4.9,0.1,0.0,0.0,0.0,0.1,0.0,3.1,1.0,2.4,4,RB
48,Kyle Juszczyk,SF,1.0,0.2,0.6,5.0,0.9,2.6,0.0,0.0,0.0,3.0,0.7,2.1,25.0,4.7,18.9,0.1,0.0,0.1,0.0,0.2,0.1,3.0,1.0,2.4,4,RB
49,Ronald Jones,TB,4.9,0.4,3.2,19.0,1.3,11.7,0.1,0.0,0.1,0.8,0.2,0.4,7.4,1.7,3.3,0.0,0.0,0.0,0.0,0.1,0.0,2.9,0.4,1.8,4,RB
50,Rod Smith,NYG,3.5,1.0,1.9,16.2,4.0,8.7,0.1,0.0,0.1,1.3,0.2,0.7,9.9,1.9,5.0,0.1,0.0,0.0,0.0,0.1,0.1,3.8,1.0,1.7,4,RB
51,Nick Chubb,CLE,3.1,1.9,2.5,15.2,8.0,10.5,0.1,0.0,0.1,0.9,0.0,0.5,6.3,0.0,3.5,0.0,0.0,0.0,0.0,0.1,0.0,2.8,1.0,1.7,4,RB
52,Josh Adams,NYJ,4.2,0.0,2.3,14.5,0.0,8.8,0.2,0.0,0.1,1.4,0.0,0.6,9.6,0.0,4.2,0.0,0.0,0.0,0.0,0.1,0.0,3.5,0.0,1.7,4,RB
53,Kenjon Barner,TB,4.2,0.2,2.5,16.0,0.7,9.4,0.1,0.0,0.1,0.5,0.2,0.3,4.4,1.1,2.8,0.0,0.0,0.0,0.0,0.1,0.0,2.7,0.2,1.6,4,RB
54,Ameer Abdullah,MIN,1.8,1.8,1.8,7.3,7.3,7.3,0.0,0.0,0.0,0.9,0.9,0.9,6.2,6.2,6.2,0.0,0.0,0.0,0.0,0.0,0.0,1.6,1.6,1.6,4,RB
55,Dwayne Washington,NO,3.2,1.4,2.1,10.0,5.9,7.9,0.1,0.0,0.1,1.0,0.0,0.5,7.6,0.0,3.6,0.0,0.0,0.0,0.0,0.1,0.1,2.4,1.2,1.5,4,RB
56,Jeremy McNichols,TEN,3.8,0.0,2.0,15.0,0.0,7.7,0.1,0.0,0.1,0.5,0.0,0.3,4.2,0.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,1.4,4,RB
57,Anthony Sherman,KC,1.1,0.0,0.4,3.2,0.0,1.2,0.1,0.0,0.0,1.0,0.4,0.7,15.2,3.7,7.1,0.2,0.0,0.1,0.0,0.0,0.0,3.6,0.5,1.3,4,RB
58,Kalen Ballage,LAC,1.5,0.6,1.0,6.4,2.2,4.2,0.0,0.0,0.0,1.0,0.0,0.6,8.5,0.2,4.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.2,1.0,4,RB
59,DeAndre Washington,MIA,1.7,0.8,1.2,5.3,2.5,3.9,0.1,0.0,0.0,0.6,0.3,0.5,4.2,1.8,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.4,0.9,4,RB
60,CJ Ham,MIN,0.5,0.1,0.2,2.0,0.4,1.0,0.0,0.0,0.0,1.4,0.2,0.7,11.9,2.2,6.2,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.3,0.8,4,RB
61,Patrick Ricard,BAL,0.5,0.5,0.5,2.3,2.3,2.3,0.0,0.0,0.0,0.4,0.4,0.4,3.1,3.1,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,4,RB
62,Buddy Howell,HOU,1.4,0.0,0.7,5.8,0.0,2.9,0.0,0.0,0.0,0.7,0.0,0.4,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.7,4,RB
63,Raheem Mostert,SF,3.0,0.2,1.1,12.9,0.6,4.8,0.1,0.0,0.0,0.2,0.0,0.1,1.4,0.0,0.9,0.0,0.0,0.0,0.0,0.1,0.1,2.0,0.1,0.7,4,RB
64,Tyler Ervin,GB,1.8,0.0,0.6,7.1,0.0,2.4,0.0,0.0,0.0,0.5,0.1,0.4,3.3,1.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.1,0.6,4,RB
65,Elijhaa Penny,NYG,0.9,0.0,0.3,3.9,0.0,1.3,0.1,0.0,0.0,0.5,0.1,0.2,3.8,1.2,2.1,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.1,0.6,4,RB
66,Keith Smith,ATL,0.4,0.0,0.2,2.0,0.0,0.8,0.0,0.0,0.0,1.1,0.2,0.6,8.7,1.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.5,4,RB
67,Taiwan Jones,BUF,1.2,0.0,0.6,4.0,0.0,2.0,0.0,0.0,0.0,0.5,0.0,0.3,4.0,0.4,2.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,4,RB
68,Brian Hill,ATL,0.8,0.0,0.4,3.0,0.0,1.5,0.0,0.0,0.0,0.4,0.0,0.2,3.6,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.5,4,RB
69,Damien Williams,KC,0.3,0.0,0.2,1.3,0.0,0.8,0.0,0.0,0.0,0.8,0.1,0.5,6.3,0.9,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.5,4,RB
70,Andy Janovich,CLE,0.5,0.1,0.3,2.1,0.4,1.1,0.1,0.0,0.0,0.6,0.1,0.3,4.0,1.1,2.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.5,4,RB
71,Brandon Bolden,NE,1.9,0.4,1.1,8.1,1.3,4.7,0.0,0.0,0.0,0.3,0.1,0.2,2.6,0.7,1.6,0.0,0.0,0.0,0.1,0.1,0.1,0.9,0.4,0.5,4,RB
72,Nick Bellore,SEA,0.6,0.3,0.4,2.2,1.0,1.6,0.0,0.0,0.0,0.4,0.1,0.3,2.8,1.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.3,0.4,4,RB
73,Mike Boone,MIN,0.7,0.4,0.6,2.7,1.8,2.3,0.0,0.0,0.0,0.3,0.0,0.2,2.4,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.3,0.4,4,RB
74,Justin Jackson,LAC,1.1,0.0,0.6,4.0,0.0,2.3,0.0,0.0,0.0,0.4,0.0,0.1,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.4,4,RB
75,Derek Watt,PIT,0.5,0.1,0.3,2.5,0.5,1.2,0.0,0.0,0.0,0.3,0.0,0.1,3.1,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.3,4,RB
76,Gus Edwards,BAL,0.7,0.7,0.7,2.3,2.3,2.3,0.0,0.0,0.0,0.1,0.1,0.1,0.9,0.9,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,4,RB
77,Senorise Perry,TEN,0.6,0.0,0.2,2.4,0.0,1.0,0.0,0.0,0.0,0.3,0.0,0.1,2.3,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.1,0.3,4,RB
78,Jaylen Samuels,PIT,0.6,0.6,0.6,1.9,1.9,1.9,0.0,0.0,0.0,0.1,0.1,0.1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,4,RB
79,Jamize Olawale,DAL,0.4,0.2,0.3,1.6,1.0,1.3,0.0,0.0,0.0,0.3,0.0,0.1,2.3,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.1,0.3,4,RB
80,Tommy Bohanon,BAL,0.4,0.0,0.2,1.6,0.0,0.7,0.0,0.0,0.0,0.5,0.0,0.2,4.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.3,4,RB
81,Michael Burton,NO,0.6,0.0,0.2,2.4,0.0,0.6,0.0,0.0,0.0,0.3,0.1,0.2,2.2,0.9,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.1,0.2,4,RB
82,TJ Logan,TB,0.5,0.0,0.2,1.9,0.0,0.9,0.0,0.0,0.0,0.3,0.0,0.1,2.3,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.2,4,RB
83,Trey Edmunds,PIT,0.3,0.3,0.3,1.4,1.4,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,4,RB
84,Dalyn Dawkins,DET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,RB
85,Paul Perkins,IND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,RB
86,Johnny Stanton,CLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,RB
87,Bo Scarbrough,SEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,RB
88,Khalfani Muhammad,MIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,RB
89,Dare Ogunbowale,JAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,RB
90,Dan Vitale,NE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,RB
91,Taquan Mizzell,NYG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,RB
92,Brandon Wilson,CIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,RB
