,Player,Team,REC_MAX,REC_MIN,REC_MID,YDS_MAX,YDS_MIN,YDS_MID,TDS_MAX,TDS_MIN,TDS_MID,ATT_MAX,ATT_MIN,ATT_MID,YDS.1_MAX,YDS.1_MIN,YDS.1_MID,TDS.1_MAX,TDS.1_MIN,TDS.1_MID,FL_MAX,FL_MIN,FL_MID,FPTS_MAX,FPTS_MIN,FPTS_MID,Week,Position
0,Odell Beckham,CLE,8.5,6.4,7.2,121.0,84.0,98.7,1.0,0.5,0.7,0.7,0.3,0.5,4.0,0.6,1.8,0.0,0.0,0.0,0.0,0.1,0.0,16.0,12.2,14.1,4,WR
1,Antonio Brown,TB,7.2,6.5,6.9,110.0,81.2,92.0,1.0,0.6,0.8,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,17.0,11.7,13.8,4,WR
2,Michael Thomas,NO,8.6,6.9,7.9,102.7,85.0,95.6,1.0,0.5,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,16.0,12.1,13.7,4,WR
3,DeAndre Hopkins,ARI,8.0,5.9,6.9,110.2,81.0,95.3,1.0,0.5,0.7,0.1,0.0,0.1,0.8,-0.6,0.2,0.0,0.0,0.0,0.0,0.1,0.1,16.0,11.5,13.3,4,WR
4,Julio Jones,ATL,8.0,5.5,6.4,105.0,86.0,93.5,1.0,0.4,0.6,0.2,0.0,0.1,1.9,0.0,0.8,0.0,0.0,0.0,0.0,0.1,0.0,16.5,11.5,13.2,4,WR
5,Keenan Allen,LAC,7.3,5.3,6.4,98.5,71.0,83.8,1.0,0.4,0.7,0.1,0.0,0.1,0.9,0.0,0.3,0.0,0.0,0.0,0.0,0.2,0.1,15.6,9.7,12.3,4,WR
6,AJ Green,CIN,7.0,5.5,6.1,90.0,72.0,79.6,1.0,0.4,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,15.0,9.6,11.9,4,WR
7,Tyreek Hill,KC,6.0,4.6,5.2,95.0,66.8,74.6,1.0,0.4,0.6,1.2,0.3,0.9,7.3,0.5,4.5,0.0,0.0,0.0,0.0,0.1,0.0,15.5,10.0,11.7,4,WR
8,TY Hilton,IND,6.6,4.6,5.3,87.3,68.3,74.1,1.0,0.5,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,13.0,9.9,11.6,4,WR
9,Mike Evans,TB,6.0,5.7,5.9,89.8,75.0,80.5,1.0,0.4,0.6,0.0,0.0,0.0,0.4,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.1,13.5,10.2,11.5,4,WR
