,Player,Team,REC_MAX,REC_MIN,REC_MID,YDS_MAX,YDS_MIN,YDS_MID,TDS_MAX,TDS_MIN,TDS_MID,ATT_MAX,ATT_MIN,ATT_MID,YDS.1_MAX,YDS.1_MIN,YDS.1_MID,TDS.1_MAX,TDS.1_MIN,TDS.1_MID,FL_MAX,FL_MIN,FL_MID,FPTS_MAX,FPTS_MIN,FPTS_MID,Week,Year,Position
0,Cooper Kupp,LAR,9.0,8.0,8.2,111.0,91.2,101.6,1.0,0.5,0.8,0.5,0.2,0.3,5.0,1.0,2.3,0.1,0.0,0.0,0.0,0.1,0.1,16.2,12.4,14.9,4,2022,WR
1,Deebo Samuel,SF,5.7,4.0,4.8,80.0,57.0,68.9,0.8,0.0,0.4,5.2,4.8,5.1,44.3,26.0,32.0,1.0,0.1,0.4,0.0,0.1,0.1,15.4,13.0,14.4,4,2022,WR
2,Ja'Marr Chase,CIN,7.0,5.5,6.2,121.0,74.1,93.3,1.0,0.5,0.7,1.0,0.5,0.7,7.0,2.0,4.4,0.0,0.0,0.0,0.0,0.1,0.1,15.3,11.0,14.1,4,2022,WR
3,Stefon Diggs,BUF,8.0,6.7,7.3,116.0,80.0,93.0,1.0,0.5,0.7,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,15.7,11.4,13.6,4,2022,WR
4,Tyreek Hill,MIA,7.0,6.0,6.7,90.0,83.4,86.0,1.0,0.6,0.7,0.7,0.4,0.6,5.0,1.4,3.3,0.0,0.0,0.0,0.0,0.1,0.1,15.4,12.0,12.9,4,2022,WR
5,Justin Jefferson,MIN,6.4,6.0,6.2,97.0,81.8,87.6,1.0,0.4,0.6,0.2,0.0,0.1,1.5,0.0,0.8,0.0,0.0,0.0,0.0,0.1,0.1,14.5,11.2,12.5,4,2022,WR
6,Davante Adams,LV,7.7,6.0,6.9,91.2,71.0,82.5,1.0,0.4,0.7,0.2,0.0,0.1,1.3,0.0,0.6,0.0,0.0,0.0,0.0,0.1,0.1,14.6,10.6,12.4,4,2022,WR
7,AJ Brown,PHI,6.0,5.0,5.5,90.5,68.3,82.4,1.0,0.4,0.6,0.1,0.0,0.0,1.0,0.0,0.3,0.0,0.0,0.0,0.0,0.1,0.1,14.6,9.5,12.0,4,2022,WR
8,Mike Evans,TB,7.0,4.4,5.5,107.0,68.2,77.7,1.0,0.5,0.7,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.7,10.1,11.9,4,2022,WR
9,Michael Pittman,IND,7.0,5.6,6.2,101.0,69.1,79.8,1.0,0.4,0.6,0.3,0.0,0.2,2.0,0.0,1.2,0.0,0.0,0.0,0.0,0.1,0.1,13.9,9.3,11.6,4,2022,WR
10,Jaylen Waddle,MIA,6.9,6.0,6.4,79.2,65.0,75.9,1.0,0.4,0.6,0.9,0.1,0.5,4.9,0.7,2.5,0.0,0.0,0.0,0.0,0.1,0.1,13.8,8.9,11.3,4,2022,WR
11,CeeDee Lamb,DAL,6.2,4.3,5.6,86.0,60.1,74.7,1.0,0.4,0.6,0.5,0.1,0.4,3.7,1.0,2.0,0.0,0.0,0.0,0.0,0.1,0.1,13.5,8.5,11.0,4,2022,WR
12,Mike Williams,LAC,6.0,3.8,4.7,83.0,57.0,69.3,1.0,0.2,0.6,2.1,0.0,0.5,12.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,13.7,7.1,10.8,4,2022,WR
13,Courtland Sutton,DEN,8.0,4.2,5.5,90.0,59.2,73.7,1.0,0.2,0.6,0.1,0.0,0.1,0.8,0.0,0.3,0.0,0.0,0.0,0.0,0.1,0.0,14.8,8.0,10.7,4,2022,WR
14,Gabe Davis,BUF,5.0,3.2,4.2,89.0,49.0,66.3,1.0,0.3,0.6,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.7,6.9,10.3,4,2022,WR
15,Tee Higgins,CIN,5.3,4.0,4.9,72.3,64.0,69.4,1.0,0.4,0.6,0.1,0.0,0.0,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,12.9,9.3,10.2,4,2022,WR
16,Marquise Brown,ARI,6.3,5.0,5.6,83.0,53.5,69.2,1.0,0.3,0.5,0.1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,14.1,7.4,10.0,4,2022,WR
17,Diontae Johnson,PIT,6.6,5.9,6.2,76.1,63.0,68.7,1.0,0.3,0.5,0.3,0.2,0.2,2.0,0.2,1.3,0.0,0.0,0.0,0.0,0.1,0.1,13.0,8.5,10.0,4,2022,WR
18,Drake London,ATL,6.0,4.6,5.3,76.0,52.0,67.2,1.0,0.4,0.5,0.1,0.0,0.0,1.0,0.0,0.4,0.0,0.0,0.0,0.0,0.1,0.0,13.4,7.8,9.9,4,2022,WR
19,Brandin Cooks,HOU,6.4,5.0,5.5,75.0,57.0,66.3,1.0,0.3,0.5,0.5,0.1,0.2,2.8,0.0,1.2,0.0,0.0,0.0,0.0,0.1,0.0,12.7,8.7,9.8,4,2022,WR
20,DK Metcalf,SEA,5.8,4.3,5.2,73.6,58.0,65.2,1.0,0.4,0.6,0.1,0.0,0.0,0.5,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.1,12.7,8.6,9.8,4,2022,WR
21,Tyler Lockett,SEA,6.6,4.7,5.7,78.0,60.4,68.3,1.0,0.3,0.5,0.1,0.0,0.0,1.1,0.0,0.4,0.0,0.0,0.0,0.0,0.1,0.1,13.5,7.7,9.7,4,2022,WR
22,Amari Cooper,CLE,6.1,4.7,5.5,73.0,54.0,64.0,1.0,0.4,0.6,0.1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,13.3,8.6,9.7,4,2022,WR
