,Player,Team,REC_MAX,REC_MIN,REC_MID,YDS_MAX,YDS_MIN,YDS_MID,TDS_MAX,TDS_MIN,TDS_MID,FL_MAX,FL_MIN,FL_MID,FPTS_MAX,FPTS_MIN,FPTS_MID,Week,Year,Position
0,Mark Andrews,BAL,7.4,5.4,6.5,88.2,72.3,79.7,1.0,0.5,0.7,0.0,0.1,0.1,13.4,10.4,12.1,4,2022,TE
1,Travis Kelce,KC,7.5,6.0,6.5,89.0,66.0,74.8,1.0,0.5,0.6,0.0,0.1,0.1,13.2,10.1,11.0,4,2022,TE
2,Darren Waller,LV,5.7,4.1,5.1,67.0,42.0,57.4,1.0,0.2,0.4,0.0,0.1,0.0,12.0,5.4,8.2,4,2022,TE
3,George Kittle,SF,5.0,4.2,4.6,60.0,51.0,54.4,1.0,0.3,0.4,0.0,0.1,0.0,12.0,6.6,7.9,4,2022,TE
4,Kyle Pitts,ATL,5.0,3.8,4.5,67.0,51.6,59.3,0.5,0.0,0.3,0.0,0.0,0.0,8.3,6.2,7.6,4,2022,TE
5,TJ Hockenson,DET,5.2,4.0,4.5,52.0,37.0,46.6,1.0,0.3,0.5,0.0,0.0,0.0,11.2,5.3,7.5,4,2022,TE
6,Dallas Goedert,PHI,5.0,3.3,3.9,56.2,41.9,49.9,1.0,0.2,0.4,0.0,0.0,0.0,11.4,5.4,7.3,4,2022,TE
7,Gerald Everett,LAC,4.8,3.2,3.9,56.0,34.0,46.2,1.0,0.1,0.5,0.0,0.1,0.0,11.6,4.3,7.3,4,2022,TE
8,Zach Ertz,ARI,5.4,4.0,4.6,54.0,42.4,47.4,1.0,0.2,0.4,0.0,0.1,0.0,11.4,5.8,7.2,4,2022,TE
9,Tyler Higbee,LAR,5.0,3.8,4.4,51.0,31.0,43.4,1.0,0.2,0.4,0.0,0.0,0.0,11.1,5.2,6.8,4,2022,TE
10,Pat Freiermuth,PIT,4.8,3.0,4.0,49.0,33.7,41.3,0.5,0.0,0.3,0.0,0.1,0.0,7.3,3.7,6.0,4,2022,TE
11,David Njoku,CLE,4.1,3.4,3.8,51.0,34.3,41.0,0.4,0.0,0.3,0.0,0.0,0.0,6.3,4.7,5.6,4,2022,TE
12,Robert Tonyan,GB,3.6,2.8,3.2,42.0,28.0,34.3,0.5,0.0,0.3,0.0,0.0,0.0,6.7,3.7,5.2,4,2022,TE
13,Dawson Knox,BUF,4.0,2.7,3.1,47.0,30.3,36.4,0.5,0.0,0.3,0.0,0.0,0.0,5.6,4.4,5.2,4,2022,TE
14,Evan Engram,JAC,4.0,3.0,3.5,36.0,28.5,33.0,0.6,0.0,0.2,0.0,0.0,0.0,5.0,3.4,4.5,4,2022,TE
15,Dalton Schultz,DAL,4.1,1.0,3.3,46.0,11.0,34.2,0.3,0.0,0.2,0.0,0.1,0.0,6.6,3.2,4.5,4,2022,TE
16,Tyler Conklin,NYJ,4.4,2.6,3.5,48.0,24.6,34.3,0.3,0.0,0.2,0.0,0.0,0.0,5.4,3.5,4.4,4,2022,TE
