,Player,Team,REC_MAX,REC_MIN,REC_MID,YDS_MAX,YDS_MIN,YDS_MID,TDS_MAX,TDS_MIN,TDS_MID,ATT_MAX,ATT_MIN,ATT_MID,YDS.1_MAX,YDS.1_MIN,YDS.1_MID,TDS.1_MAX,TDS.1_MIN,TDS.1_MID,FL_MAX,FL_MIN,FL_MID,FPTS_MAX,FPTS_MIN,FPTS_MID,Week,Year,Position
10,Gabe Davis,BUF,4.3,3.1,3.9,69.4,59.0,63.6,0.6,0.5,0.6,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.7,8.7,9.7,3,2022,WR
11,Michael Pittman,IND,6.3,5.3,5.8,78.0,66.9,72.6,0.4,0.3,0.4,0.3,0.0,0.2,2.5,0.0,1.2,0.0,0.0,0.0,0.0,0.1,0.1,10.1,9.3,9.6,3,2022,WR
12,Jaylen Waddle,MIA,6.6,5.8,6.2,73.1,56.0,65.9,0.5,0.4,0.5,0.5,0.1,0.3,3.2,0.0,1.7,0.1,0.0,0.0,0.0,0.1,0.1,10.2,8.0,9.5,3,2022,WR
13,Brandin Cooks,HOU,6.3,4.9,5.7,73.3,63.2,68.5,0.4,0.3,0.3,0.3,0.1,0.2,1.5,0.6,1.1,0.0,0.0,0.0,0.0,0.1,0.1,9.2,8.9,8.9,3,2022,WR
14,Marquise Brown,ARI,6.6,4.6,5.4,68.0,53.4,62.4,0.6,0.3,0.4,0.1,0.0,0.1,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.1,10.2,7.2,8.6,3,2022,WR
15,DK Metcalf,SEA,5.6,4.4,5.1,60.9,54.0,58.6,0.5,0.4,0.5,0.0,0.0,0.0,0.9,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.1,8.9,8.3,8.5,3,2022,WR
16,Tyler Lockett,SEA,5.9,4.8,5.2,70.3,55.2,62.2,0.5,0.3,0.4,0.1,0.0,0.1,1.4,0.0,0.5,0.0,0.0,0.0,0.0,0.1,0.1,10.1,7.3,8.5,3,2022,WR
17,Michael Thomas,NO,5.8,4.4,5.0,62.1,53.6,58.8,0.7,0.3,0.4,0.1,0.0,0.0,0.5,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,9.6,7.7,8.4,3,2022,WR
18,Drake London,ATL,5.4,4.6,4.9,76.7,50.0,63.2,0.5,0.3,0.4,0.1,0.0,0.0,0.6,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.0,10.5,7.0,8.4,3,2022,WR
19,Courtland Sutton,DEN,5.2,3.9,4.5,72.0,56.3,63.6,0.5,0.2,0.3,0.3,0.1,0.1,1.8,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,10.0,7.4,8.3,3,2022,WR
20,Diontae Johnson,PIT,6.5,5.7,6.2,68.6,60.4,64.8,0.4,0.2,0.3,0.3,0.2,0.3,2.3,1.0,1.5,0.0,0.0,0.0,0.0,0.1,0.1,9.4,8.0,8.3,3,2022,WR
21,DJ Moore,CAR,5.0,4.2,4.6,67.6,48.8,61.3,0.4,0.3,0.3,0.5,0.3,0.4,2.9,1.7,2.1,0.0,0.0,0.0,0.0,0.1,0.1,9.4,7.0,8.2,3,2022,WR
22,Christian Kirk,JAC,5.6,4.3,5.0,66.5,58.0,62.8,0.4,0.3,0.3,0.1,0.0,0.1,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.1,8.9,7.4,8.2,3,2022,WR
23,CeeDee Lamb,DAL,5.5,4.1,4.9,68.1,55.2,62.1,0.3,0.2,0.3,0.6,0.3,0.5,4.7,1.7,3.4,0.0,0.0,0.0,0.0,0.1,0.0,9.0,7.8,8.2,3,2022,WR
24,Mike Williams,LAC,4.7,3.8,4.1,67.3,55.0,59.1,0.5,0.2,0.4,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.1,6.7,8.2,3,2022,WR
25,Garrett Wilson,NYJ,5.8,4.1,4.6,78.8,47.0,60.0,0.5,0.2,0.4,0.3,0.0,0.2,1.5,0.0,0.8,0.0,0.0,0.0,0.0,0.1,0.0,11.2,5.8,8.1,3,2022,WR
26,Terry McLaurin,WAS,4.6,3.9,4.4,62.2,56.0,59.0,0.4,0.3,0.3,0.2,0.0,0.1,1.6,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,8.7,7.4,7.9,3,2022,WR
27,Curtis Samuel,WAS,5.1,4.1,4.5,51.0,39.3,46.2,0.4,0.3,0.3,3.2,1.7,2.2,18.0,9.9,13.5,0.1,0.0,0.0,0.0,0.2,0.1,9.1,7.0,7.9,3,2022,WR
28,Adam Thielen,MIN,4.5,3.6,4.0,54.3,43.6,48.7,0.6,0.3,0.5,0.1,0.0,0.0,0.4,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,8.9,7.1,7.8,3,2022,WR
29,Amari Cooper,CLE,5.1,4.3,4.7,64.5,48.5,54.7,0.4,0.3,0.4,0.1,0.0,0.1,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,9.4,6.6,7.6,3,2022,WR
30,Rashod Bateman,BAL,4.3,3.5,4.0,70.7,42.0,55.9,0.4,0.3,0.3,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,5.7,7.6,3,2022,WR
31,Jerry Jeudy,DEN,4.9,3.4,3.9,72.8,43.0,57.5,0.4,0.2,0.3,0.3,0.1,0.2,1.8,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,9.9,5.7,7.5,3,2022,WR
32,Elijah Moore,NYJ,4.7,3.7,4.2,56.9,45.6,52.1,0.4,0.2,0.3,0.6,0.2,0.3,3.5,1.0,2.0,0.1,0.0,0.0,0.0,0.0,0.0,8.1,6.1,7.2,3,2022,WR
33,Brandon Aiyuk,SF,4.2,3.4,3.9,61.8,45.2,54.8,0.3,0.2,0.3,0.4,0.0,0.2,2.5,0.0,1.0,0.0,0.0,0.0,0.0,0.1,0.0,8.2,6.0,7.2,3,2022,WR
34,DeVonta Smith,PHI,4.1,3.5,3.8,55.4,45.0,51.3,0.4,0.3,0.3,0.3,0.0,0.1,1.9,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,7.9,6.0,7.1,3,2022,WR
35,Allen Robinson,LAR,4.5,3.3,4.1,62.5,40.2,50.6,0.4,0.2,0.3,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7,5.2,7.1,3,2022,WR
36,Allen Lazard,GB,4.0,3.6,3.7,54.0,43.2,48.6,0.5,0.2,0.4,0.2,0.0,0.1,1.7,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,7.6,6.2,7.1,3,2022,WR
37,Marquez Valdes-Scantling,KC,4.1,2.8,3.2,58.5,45.7,51.3,0.4,0.2,0.3,0.3,0.2,0.2,1.6,-0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,8.2,6.2,7.0,3,2022,WR
38,Darnell Mooney,CHI,4.4,3.2,3.8,57.0,44.9,50.5,0.3,0.3,0.3,0.3,0.0,0.2,1.9,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,7.6,6.5,6.9,3,2022,WR
39,Russell Gage,TB,5.5,4.3,4.8,61.1,43.9,51.3,0.4,0.2,0.3,0.1,0.0,0.0,0.4,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,8.4,6.2,6.9,3,2022,WR
40,JuJu Smith-Schuster,KC,4.8,4.4,4.5,49.0,41.7,46.5,0.5,0.2,0.3,0.3,0.0,0.2,2.5,0.0,1.2,0.0,0.0,0.0,0.0,0.2,0.1,7.3,6.3,6.8,3,2022,WR
41,Robert Woods,TEN,4.9,3.6,4.2,59.6,37.8,47.7,0.3,0.2,0.3,1.0,0.0,0.5,6.0,0.0,3.0,0.1,0.0,0.0,0.0,0.0,0.0,8.2,6.1,6.7,3,2022,WR
42,Chase Claypool,PIT,4.3,3.5,3.8,53.0,39.5,46.4,0.2,0.1,0.2,1.6,0.6,1.2,9.2,3.9,6.6,0.1,0.0,0.0,0.0,0.1,0.0,7.7,5.3,6.6,3,2022,WR
43,Sterling Shepard,NYG,5.0,4.0,4.7,51.9,47.0,49.8,0.3,0.2,0.3,0.5,0.0,0.2,2.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1,6.3,6.6,3,2022,WR
44,Mecole Hardman,KC,4.9,2.6,3.5,58.3,30.2,44.1,0.4,0.2,0.3,0.7,0.4,0.5,7.5,2.0,4.1,0.0,0.0,0.0,0.0,0.1,0.0,8.8,4.9,6.6,3,2022,WR
45,Marvin Jones,JAC,4.6,3.5,4.0,54.0,41.7,47.1,0.3,0.3,0.3,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,5.8,6.4,3,2022,WR
46,Breshad Perriman,TB,3.3,2.3,2.8,53.9,36.0,44.8,0.4,0.2,0.3,0.2,0.0,0.1,1.4,-1.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,7.4,5.1,6.4,3,2022,WR
47,Robbie Anderson,CAR,4.0,3.4,3.8,52.2,37.1,45.1,0.4,0.2,0.3,0.2,0.0,0.2,1.4,0.0,0.9,0.0,0.0,0.0,0.0,0.1,0.0,7.1,5.5,6.3,3,2022,WR
48,Keenan Allen,LAC,5.6,2.0,4.2,60.4,30.1,46.5,0.5,0.2,0.3,0.0,0.0,0.0,0.4,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,8.7,4.0,6.3,3,2022,WR
49,Jarvis Landry,NO,4.4,3.3,3.7,50.5,39.8,45.1,0.3,0.2,0.3,0.3,0.0,0.2,3.3,0.0,1.5,0.1,0.0,0.0,0.0,0.1,0.0,7.6,5.3,6.3,3,2022,WR
50,DJ Chark,DET,3.6,2.4,3.2,52.2,33.4,43.6,0.4,0.3,0.3,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4,5.1,6.2,3,2022,WR
51,Corey Davis,NYJ,4.0,2.9,3.3,54.8,39.0,47.5,0.3,0.2,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,7.3,4.7,6.1,3,2022,WR
52,Julio Jones,TB,4.6,2.6,3.4,58.4,37.0,45.6,0.4,0.1,0.2,0.5,0.1,0.3,3.0,0.0,1.6,0.0,0.0,0.0,0.0,0.1,0.0,8.4,4.6,6.1,3,2022,WR
53,Nelson Agholor,NE,3.5,2.8,3.2,51.3,32.0,45.1,0.3,0.2,0.3,0.2,0.0,0.1,1.5,0.0,0.4,0.0,0.0,0.0,0.0,0.1,0.0,7.0,4.6,6.0,3,2022,WR
54,Chris Olave,NO,4.3,2.7,3.3,54.3,33.0,45.5,0.3,0.2,0.2,0.1,0.0,0.0,0.6,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.1,7.3,4.4,5.9,3,2022,WR
55,DeVante Parker,NE,3.9,2.8,3.5,52.0,37.6,45.5,0.3,0.2,0.2,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,5.1,5.8,3,2022,WR
56,Jahan Dotson,WAS,3.6,3.0,3.3,46.7,37.0,41.4,0.4,0.2,0.3,0.2,0.0,0.1,1.7,-0.6,0.5,0.0,0.0,0.0,0.0,0.1,0.0,7.0,5.1,5.8,3,2022,WR
57,Greg Dortch,ARI,4.3,3.0,3.8,52.1,35.0,43.1,0.3,0.2,0.2,0.1,0.0,0.1,1.6,0.0,0.6,0.0,0.0,0.0,0.0,0.1,0.0,7.2,5.0,5.8,3,2022,WR
58,Treylon Burks,TEN,3.9,2.3,3.4,51.5,34.0,43.5,0.3,0.2,0.2,0.4,0.0,0.1,2.5,0.0,0.8,0.0,0.0,0.0,0.0,0.1,0.0,7.1,4.6,5.8,3,2022,WR
59,Tyler Boyd,CIN,4.5,2.8,3.6,49.6,29.8,40.2,0.4,0.2,0.3,0.2,0.0,0.1,1.3,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,7.5,4.2,5.7,3,2022,WR
60,Nico Collins,HOU,3.9,2.8,3.4,57.9,32.0,43.6,0.3,0.1,0.2,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.8,5.5,3,2022,WR
61,Michael Gallup,DAL,3.7,2.5,2.9,54.2,31.9,40.0,0.4,0.2,0.3,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,4.2,5.5,3,2022,WR
62,Jakobi Meyers,NE,5.4,5.4,5.4,50.0,50.0,50.0,0.1,0.1,0.1,0.1,0.1,0.1,1.0,1.0,1.0,0.0,0.0,0.0,0.1,0.1,0.1,5.5,5.5,5.5,3,2022,WR
63,KJ Osborn,MIN,3.4,2.5,2.9,39.7,30.7,36.3,0.4,0.3,0.3,0.1,0.0,0.0,0.5,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.7,5.5,3,2022,WR
64,Richie James,NYG,4.0,2.4,3.2,52.6,30.0,41.1,0.2,0.2,0.2,0.5,0.0,0.2,3.0,0.0,0.9,0.0,0.0,0.0,0.0,0.1,0.0,6.5,4.1,5.4,3,2022,WR
65,Randall Cobb,GB,3.3,2.9,3.2,43.3,34.6,37.8,0.3,0.1,0.2,0.1,0.0,0.0,0.7,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,6.1,4.6,5.1,3,2022,WR
66,Kendrick Bourne,NE,3.4,2.2,2.9,47.8,23.9,36.3,0.3,0.2,0.2,0.5,0.0,0.2,4.4,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,6.4,3.4,5.1,3,2022,WR
67,AJ Green,ARI,3.5,2.5,3.1,47.6,33.7,40.6,0.3,0.1,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,4.0,5.1,3,2022,WR
68,Noah Brown,DAL,4.0,2.8,3.3,50.3,34.3,39.4,0.2,0.2,0.2,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,6.2,4.4,5.1,3,2022,WR
69,Romeo Doubs,GB,3.4,2.0,3.1,42.7,27.7,37.4,0.2,0.2,0.2,0.3,0.0,0.1,1.8,0.0,1.0,0.0,0.0,0.0,0.0,0.1,0.0,5.6,3.9,5.0,3,2022,WR
70,Donovan Peoples-Jones,CLE,3.5,2.6,2.9,45.2,34.9,39.1,0.2,0.1,0.2,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.3,5.0,3,2022,WR
71,Joshua Palmer,LAC,3.8,2.4,3.0,34.5,24.7,31.0,0.5,0.2,0.3,0.4,0.0,0.2,2.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,3.8,4.9,3,2022,WR
72,Mack Hollins,LV,3.5,1.9,2.7,42.3,30.4,35.1,0.3,0.2,0.2,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,4.8,3,2022,WR
73,Zay Jones,JAC,4.0,1.9,3.3,46.8,28.8,36.5,0.3,0.1,0.2,0.1,0.0,0.1,0.5,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,6.4,4.0,4.7,3,2022,WR
74,Isaiah McKenzie,BUF,2.6,2.1,2.3,30.4,18.0,24.7,0.3,0.2,0.2,0.8,0.5,0.6,10.3,2.0,4.7,0.2,0.0,0.1,0.0,0.0,0.0,5.8,3.2,4.6,3,2022,WR
75,Ben Skowronek,LAR,3.3,2.5,2.8,38.0,25.2,32.2,0.3,0.1,0.2,0.0,0.0,0.0,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,5.3,3.3,4.4,3,2022,WR
76,Nick Westbrook-Ikhine,TEN,2.9,2.2,2.6,39.1,25.9,32.1,0.3,0.2,0.2,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,5.4,3.8,4.4,3,2022,WR
77,Olamide Zaccheaus,ATL,3.1,2.0,2.4,37.2,25.0,30.3,0.4,0.1,0.2,0.1,0.0,0.0,0.5,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,6.1,3.5,4.3,3,2022,WR
78,Devin Duvernay,BAL,3.5,1.6,2.6,39.6,17.0,29.0,0.4,0.1,0.2,0.5,0.0,0.3,3.4,0.0,1.7,0.0,0.0,0.0,0.0,0.1,0.0,6.6,2.5,4.3,3,2022,WR
79,Josh Reynolds,DET,3.3,1.2,2.4,40.4,15.7,31.0,0.2,0.1,0.2,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,5.4,2.1,4.2,3,2022,WR
80,Shi Smith,CAR,3.4,1.8,2.7,38.4,24.3,32.4,0.2,0.1,0.2,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,4.6,3.2,4.2,3,2022,WR
81,Dante Pettis,CHI,2.9,1.3,1.9,43.0,19.2,28.5,0.3,0.1,0.2,0.1,0.0,0.0,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,5.9,2.5,4.1,3,2022,WR
82,Parris Campbell,IND,2.9,1.8,2.4,33.9,25.0,29.2,0.2,0.2,0.2,0.1,0.0,0.0,0.7,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,4.7,3.7,4.0,3,2022,WR
83,George Pickens,PIT,3.6,2.3,2.9,36.4,27.0,32.8,0.2,0.1,0.1,0.1,0.0,0.0,0.5,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,4.5,3.3,3.9,3,2022,WR
84,Equanimeous St,CHI,2.3,1.7,2.0,32.2,23.9,28.7,0.2,0.1,0.2,0.1,0.0,0.0,0.8,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,4.3,3.4,3.8,3,2022,WR
85,Scotty Miller,TB,2.7,1.1,2.0,37.8,15.1,26.8,0.2,0.1,0.1,0.3,0.1,0.2,4.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,5.1,2.6,3.8,3,2022,WR
86,David Sills,NYG,3.1,1.6,2.4,36.1,18.5,28.6,0.2,0.1,0.1,0.1,0.0,0.0,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,4.8,2.4,3.8,3,2022,WR
87,Cedrick Wilson,MIA,2.5,1.7,2.1,27.0,19.9,25.0,0.2,0.1,0.2,0.2,0.0,0.1,1.2,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.9,3.6,3,2022,WR
88,Alec Pierce,IND,2.8,1.3,2.1,33.7,15.6,25.7,0.2,0.1,0.2,0.0,0.0,0.0,1.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,4.5,2.1,3.5,3,2022,WR
89,Cole Beasley,TB,3.9,0.9,2.5,39.0,11.6,25.2,0.3,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,1.6,3.5,3,2022,WR
90,Damiere Byrd,ATL,2.5,2.5,2.5,30.8,30.8,30.8,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.3,0.3,0.0,0.0,0.0,0.1,0.1,0.1,3.7,3.7,3.5,3,2022,WR
91,KJ Hamler,DEN,2.6,1.3,2.0,28.6,16.7,25.3,0.2,0.1,0.1,0.4,0.0,0.1,2.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,4.3,2.2,3.5,3,2022,WR
92,Chris Moore,HOU,3.6,1.2,2.5,31.0,13.8,25.7,0.2,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,1.9,3.4,3,2022,WR
93,Braxton Berrios,NYJ,2.9,1.3,1.9,27.6,13.0,19.9,0.2,0.1,0.1,1.2,0.1,0.6,9.5,1.0,4.3,0.2,0.0,0.1,0.0,0.1,0.0,6.1,2.0,3.4,3,2022,WR
94,Quez Watkins,PHI,2.3,1.4,1.8,35.9,17.5,25.3,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9,2.3,3.3,3,2022,WR
95,DeAndre Carter,LAC,2.8,0.7,1.6,41.3,7.6,20.5,0.4,0.1,0.2,0.5,0.1,0.3,4.0,0.9,2.0,0.0,0.0,0.0,0.0,0.1,0.0,6.9,1.2,3.2,3,2022,WR
96,Jauan Jennings,SF,2.5,1.5,1.9,27.0,17.7,22.7,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.1,3.1,3,2022,WR
97,Ashton Dulin,IND,1.8,1.2,1.6,23.6,17.2,20.4,0.1,0.1,0.1,0.3,0.1,0.2,2.3,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,3.2,2.7,2.9,3,2022,WR
98,Byron Pringle,CHI,1.8,1.3,1.6,25.4,13.8,21.5,0.2,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,2.0,2.9,3,2022,WR
99,Keelan Cole,LV,2.9,1.1,1.6,37.0,13.3,20.8,0.2,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.1,2.9,3,2022,WR
100,Laviska Shenault,CAR,1.9,1.8,1.9,20.0,19.5,19.8,0.1,0.1,0.1,0.9,0.9,0.9,3.2,3.2,3.2,0.0,0.0,0.0,0.0,0.0,0.0,2.9,2.8,2.9,3,2022,WR
101,Demarcus Robinson,BAL,2.1,1.4,1.7,25.9,16.0,20.3,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,2.5,2.8,3,2022,WR
102,Bryan Edwards,ATL,2.1,0.8,1.5,30.4,10.0,20.3,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,1.4,2.8,3,2022,WR
103,Dennis Houston,DAL,1.8,1.8,1.8,20.3,20.3,20.3,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,2.7,2.7,3,2022,WR
104,Jamison Crowder,BUF,2.2,1.4,1.9,23.1,15.4,19.4,0.2,0.1,0.1,0.0,0.0,0.0,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.2,2.7,3,2022,WR
105,Marquise Goodwin,SEA,1.7,0.8,1.4,24.0,11.1,19.1,0.1,0.1,0.1,0.1,0.0,0.1,0.7,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.5,2.5,3,2022,WR
106,KhaDarel Hodge,ATL,1.8,0.9,1.4,26.6,11.0,19.7,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,1.3,2.5,3,2022,WR
107,Tyler Johnson,HOU,1.8,1.8,1.8,18.0,18.0,18.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,2.3,2.3,2.3,3,2022,WR
108,Lil'Jordan Humphrey,NE,2.5,0.4,1.4,31.3,4.0,17.4,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.6,2.3,3,2022,WR
109,Skyy Moore,KC,2.6,0.4,1.2,38.8,5.0,17.3,0.2,0.0,0.1,0.1,0.0,0.1,0.7,0.0,0.4,0.0,0.0,0.0,0.0,0.1,0.0,5.2,0.7,2.2,3,2022,WR
110,Kenny Golladay,NYG,1.9,0.6,1.1,27.9,8.0,16.0,0.2,0.0,0.1,0.0,0.0,0.0,0.4,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.1,2.1,3,2022,WR
111,Ray-Ray McCloud,SF,2.0,1.4,1.7,17.9,16.0,16.9,0.1,0.0,0.1,0.0,0.0,0.0,0.6,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,2.1,2.1,2.1,3,2022,WR
112,Justin Watson,KC,1.9,0.7,1.0,32.3,7.0,13.9,0.2,0.1,0.1,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,4.5,1.1,2.1,3,2022,WR
113,Kalif Raymond,DET,2.0,0.4,1.1,26.3,5.0,14.3,0.2,0.0,0.1,0.2,0.0,0.1,1.2,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,3.9,0.7,2.0,3,2022,WR
