,Player,Team,ATT_MAX,ATT_MIN,ATT_MID,YDS_MAX,YDS_MIN,YDS_MID,TDS_MAX,TDS_MIN,TDS_MID,REC_MAX,REC_MIN,REC_MID,YDS.1_MAX,YDS.1_MIN,YDS.1_MID,TDS.1_MAX,TDS.1_MIN,TDS.1_MID,FL_MAX,FL_MIN,FL_MID,FPTS_MAX,FPTS_MIN,FPTS_MID,Week,Year,Position
12,Antonio Gibson,WAS,15.7,12.5,14.4,70.5,49.0,61.8,0.5,0.3,0.5,2.8,2.2,2.6,25.7,15.1,19.0,0.1,0.1,0.1,0.1,0.2,0.1,13.4,9.1,11.3,3,2022,RB
13,Najee Harris,PIT,17.0,15.1,16.0,66.3,51.0,59.4,0.4,0.3,0.3,4.0,2.9,3.5,25.7,19.0,22.0,0.2,0.1,0.1,0.0,0.2,0.1,11.9,9.1,10.9,3,2022,RB
14,Cordarrelle Patterson,ATL,13.0,10.9,11.9,59.3,47.2,51.2,0.5,0.3,0.4,3.5,2.3,2.8,32.0,20.5,24.5,0.3,0.1,0.2,0.0,0.2,0.1,11.6,9.3,10.7,3,2022,RB
15,D'Andre Swift,DET,11.5,9.3,10.4,61.2,42.3,48.6,0.4,0.2,0.3,4.2,3.2,3.7,34.9,23.3,28.5,0.2,0.1,0.2,0.1,0.1,0.1,12.2,8.7,10.7,3,2022,RB
16,James Robinson,JAC,15.0,12.7,13.7,67.3,52.0,60.0,0.6,0.4,0.5,2.2,1.6,1.9,18.2,11.0,14.1,0.2,0.1,0.1,0.1,0.2,0.1,12.7,9.4,10.6,3,2022,RB
17,Ezekiel Elliott,DAL,15.2,14.5,14.8,65.1,62.3,63.4,0.5,0.2,0.4,3.0,2.1,2.4,22.0,10.1,15.6,0.1,0.1,0.1,0.1,0.2,0.1,11.4,10.2,10.4,3,2022,RB
18,James Conner,ARI,15.1,10.5,12.7,61.2,37.2,48.4,0.6,0.3,0.5,3.5,2.2,2.7,25.6,15.0,21.1,0.2,0.1,0.1,0.0,0.1,0.1,12.1,9.1,10.4,3,2022,RB
19,Damien Harris,NE,13.9,12.1,12.6,64.7,53.9,58.5,0.6,0.3,0.5,2.2,1.0,1.7,20.9,7.7,13.9,0.1,0.0,0.1,0.1,0.1,0.1,11.7,9.9,10.2,3,2022,RB
20,Dameon Pierce,HOU,18.0,13.6,15.5,91.0,56.6,68.0,0.4,0.3,0.3,1.8,1.1,1.4,15.1,9.0,11.0,0.1,0.0,0.1,0.1,0.2,0.1,11.9,9.6,10.2,3,2022,RB
21,Javonte Williams,DEN,11.9,10.6,11.2,57.6,45.0,49.5,0.4,0.2,0.3,3.9,2.4,3.5,31.0,18.0,25.9,0.2,0.2,0.2,0.1,0.2,0.1,11.7,8.3,10.0,3,2022,RB
22,Miles Sanders,PHI,14.2,10.0,12.2,79.1,51.0,63.1,0.4,0.2,0.3,2.2,1.9,2.0,18.2,11.2,14.4,0.1,0.0,0.1,0.1,0.2,0.1,11.4,8.5,10.0,3,2022,RB
23,Rashaad Penny,SEA,13.5,9.7,12.1,73.9,48.0,63.0,0.6,0.3,0.4,1.2,0.8,1.0,9.1,5.0,7.8,0.1,0.0,0.0,0.1,0.1,0.1,11.6,7.8,9.8,3,2022,RB
24,Jeff Wilson,SF,17.8,9.7,14.0,72.3,33.0,56.8,0.5,0.2,0.4,2.0,1.5,1.7,15.4,12.0,13.7,0.1,0.1,0.1,0.1,0.2,0.1,11.5,6.5,9.6,3,2022,RB
25,Michael Carter,NYJ,12.0,11.0,11.4,60.7,46.8,51.4,0.4,0.2,0.3,3.5,2.3,3.0,28.3,17.9,23.3,0.1,0.0,0.1,0.0,0.1,0.1,11.0,9.1,9.6,3,2022,RB
26,Clyde Edwards-Helaire,KC,11.1,9.1,10.5,56.4,39.1,48.9,0.4,0.3,0.3,2.9,1.8,2.3,25.8,17.0,20.0,0.3,0.1,0.2,0.1,0.1,0.1,11.1,8.1,9.5,3,2022,RB
27,Darrell Henderson,LAR,12.2,9.3,10.9,56.2,40.6,49.7,0.5,0.3,0.4,2.6,1.7,2.0,22.8,12.3,16.2,0.1,0.1,0.1,0.0,0.1,0.1,10.9,8.6,9.5,3,2022,RB
28,AJ Dillon,GB,13.4,10.7,11.7,58.2,44.2,50.3,0.4,0.2,0.3,2.9,2.1,2.4,24.4,16.5,21.1,0.1,0.1,0.1,0.0,0.1,0.1,9.6,8.7,9.2,3,2022,RB
29,Josh Jacobs,LV,16.2,9.4,12.5,68.1,39.0,54.8,0.6,0.3,0.4,2.5,1.1,1.7,18.9,7.0,12.3,0.1,0.0,0.0,0.0,0.1,0.1,11.8,7.9,9.2,3,2022,RB
30,Kareem Hunt,CLE,10.6,8.0,9.5,52.3,30.4,40.5,0.4,0.2,0.3,3.4,2.2,2.6,24.0,15.6,19.2,0.2,0.1,0.1,0.0,0.1,0.1,10.4,7.3,8.4,3,2022,RB
31,Tony Pollard,DAL,9.6,8.3,9.0,45.5,33.7,40.9,0.2,0.2,0.2,3.2,2.8,2.9,27.1,21.8,24.5,0.1,0.0,0.1,0.0,0.1,0.1,8.9,7.9,8.2,3,2022,RB
32,Devin Singletary,BUF,11.1,9.6,10.1,49.3,41.0,46.2,0.4,0.2,0.3,2.3,1.7,2.1,17.5,10.7,14.2,0.1,0.0,0.1,0.0,0.1,0.1,9.4,7.3,8.2,3,2022,RB
33,Rhamondre Stevenson,NE,10.3,8.9,9.7,43.3,40.0,40.9,0.3,0.2,0.3,3.9,1.8,2.5,35.0,14.2,20.1,0.2,0.0,0.1,0.0,0.1,0.1,9.6,7.2,8.1,3,2022,RB
34,Chase Edmonds,MIA,10.7,7.8,9.3,42.4,37.0,40.7,0.3,0.2,0.2,3.3,2.7,2.9,22.5,17.0,20.7,0.2,0.1,0.1,0.0,0.1,0.1,9.0,7.2,8.1,3,2022,RB
35,JK Dobbins,BAL,11.0,6.5,8.9,50.4,34.0,45.2,0.5,0.2,0.4,1.8,1.3,1.5,15.0,9.0,12.4,0.1,0.0,0.1,0.0,0.1,0.1,9.1,6.4,8.1,3,2022,RB
36,Cam Akers,LAR,12.8,10.9,12.0,53.3,39.3,46.4,0.4,0.2,0.3,2.1,1.2,1.5,19.8,9.7,13.7,0.1,0.0,0.1,0.1,0.2,0.1,9.1,6.8,7.9,3,2022,RB
37,Raheem Mostert,MIA,10.7,8.9,10.2,71.0,30.5,47.7,0.4,0.2,0.3,1.9,0.9,1.3,17.0,7.3,10.7,0.1,0.0,0.0,0.0,0.1,0.1,11.9,5.2,7.7,3,2022,RB
38,Melvin Gordon,DEN,10.5,8.8,9.9,45.9,36.0,41.8,0.4,0.2,0.3,1.7,0.9,1.4,12.1,7.0,9.7,0.1,0.1,0.1,0.1,0.2,0.1,8.1,5.9,7.3,3,2022,RB
39,Breece Hall,NYJ,9.7,8.4,8.9,41.2,22.9,35.4,0.3,0.2,0.2,2.8,0.7,1.7,24.9,8.0,15.1,0.2,0.0,0.1,0.0,0.2,0.1,9.4,5.1,6.8,3,2022,RB
40,Jamaal Williams,DET,12.0,8.3,10.3,48.7,31.8,39.7,0.3,0.1,0.3,1.3,0.9,1.2,9.0,6.0,7.6,0.1,0.0,0.0,0.0,0.1,0.1,8.1,4.8,6.4,3,2022,RB
41,Travis Etienne,JAC,7.8,5.5,6.8,38.6,23.0,28.8,0.2,0.1,0.2,3.3,1.3,2.3,25.8,13.0,19.3,0.1,0.1,0.1,0.0,0.1,0.1,8.2,4.8,6.2,3,2022,RB
42,Rex Burkhead,HOU,6.9,4.7,6.0,34.9,20.3,26.6,0.2,0.1,0.2,2.9,2.1,2.4,22.6,15.0,18.0,0.1,0.1,0.1,0.0,0.1,0.1,6.8,4.8,5.9,3,2022,RB
43,Jerick McKinnon,KC,6.7,4.0,5.4,26.9,16.7,20.8,0.2,0.1,0.2,2.8,2.0,2.5,22.7,16.7,20.3,0.2,0.1,0.2,0.0,0.1,0.1,7.1,5.1,5.9,3,2022,RB
44,Alexander Mattison,MIN,8.2,5.7,6.9,33.0,23.7,28.2,0.3,0.2,0.2,1.8,1.3,1.6,16.0,9.3,12.5,0.1,0.0,0.1,0.0,0.1,0.1,6.4,4.5,5.6,3,2022,RB
45,JD McKissic,WAS,4.4,3.4,4.1,19.5,13.0,16.8,0.1,0.1,0.1,3.5,2.9,3.2,29.7,21.0,24.0,0.1,0.1,0.1,0.0,0.1,0.1,5.8,4.6,5.3,3,2022,RB
46,Ken Walker,SEA,8.6,6.2,7.3,36.3,18.6,28.8,0.3,0.1,0.2,1.6,0.5,1.1,14.2,4.0,8.6,0.1,0.0,0.0,0.0,0.1,0.0,6.7,3.7,5.0,3,2022,RB
47,Kenneth Gainwell,PHI,4.7,2.1,3.5,21.2,9.0,16.7,0.3,0.1,0.2,2.5,1.7,1.9,25.0,12.3,16.4,0.2,0.1,0.1,0.0,0.1,0.0,5.9,4.2,5.0,3,2022,RB
48,Nyheim Hines,IND,4.5,2.2,3.3,21.4,6.7,12.9,0.1,0.0,0.1,3.6,2.6,3.2,28.6,22.0,25.7,0.1,0.1,0.1,0.0,0.2,0.1,6.2,4.1,4.9,3,2022,RB
49,Mark Ingram,NO,8.3,6.7,7.3,32.6,25.7,29.1,0.2,0.1,0.2,1.4,0.5,1.0,11.0,3.4,7.4,0.1,0.0,0.0,0.0,0.2,0.1,5.4,4.4,4.7,3,2022,RB
50,Tyler Allgeier,ATL,9.9,6.5,8.1,42.3,21.3,29.8,0.2,0.1,0.2,1.1,0.5,0.7,9.7,3.3,5.9,0.0,0.0,0.0,0.0,0.1,0.0,6.0,3.4,4.6,3,2022,RB
51,Khalil Herbert,CHI,7.8,4.6,6.2,38.2,19.9,26.5,0.3,0.1,0.2,1.3,0.7,0.9,9.0,5.8,7.0,0.0,0.0,0.0,0.0,0.1,0.0,6.3,3.5,4.5,3,2022,RB
52,Zack Moss,BUF,7.5,4.4,5.7,31.3,15.7,21.4,0.2,0.1,0.2,2.2,0.5,1.1,16.5,4.0,8.4,0.1,0.0,0.0,0.0,0.1,0.0,5.0,2.8,4.1,3,2022,RB
53,Brandon Bolden,LV,4.7,2.9,3.6,21.5,3.2,14.6,0.2,0.0,0.1,2.0,1.2,1.6,19.7,11.0,14.3,0.1,0.1,0.1,0.0,0.0,0.0,4.8,2.6,4.0,3,2022,RB
54,Boston Scott,PHI,6.2,3.1,4.5,29.0,14.3,19.8,0.3,0.2,0.2,1.4,0.5,0.8,12.0,3.1,5.9,0.1,0.0,0.0,0.0,0.1,0.0,6.0,2.8,3.9,3,2022,RB
55,Dontrell Hilliard,TEN,3.3,1.9,2.6,16.5,10.0,13.0,0.1,0.0,0.1,2.2,1.5,1.8,20.0,11.4,15.1,0.3,0.1,0.1,0.0,0.1,0.0,5.6,3.2,3.9,3,2022,RB
56,Darrel Williams,ARI,6.9,2.2,4.1,25.2,8.6,16.0,0.3,0.1,0.2,2.1,0.5,1.1,16.4,4.4,9.3,0.1,0.0,0.1,0.0,0.1,0.0,6.6,1.8,3.8,3,2022,RB
57,Eno Benjamin,ARI,7.4,1.0,4.0,27.8,3.0,17.3,0.2,0.0,0.1,1.8,0.7,1.4,16.5,5.3,12.1,0.1,0.0,0.1,0.0,0.1,0.0,5.4,1.5,3.8,3,2022,RB
58,Rachaad White,TB,5.5,4.3,4.9,23.5,16.8,19.0,0.1,0.1,0.1,1.8,0.6,1.0,13.1,5.7,8.0,0.1,0.0,0.0,0.0,0.1,0.0,4.4,3.1,3.5,3,2022,RB
59,Zamir White,LV,9.6,2.6,5.5,40.4,4.1,18.7,0.4,0.0,0.2,1.5,0.1,0.5,16.3,1.0,5.1,0.1,0.0,0.0,0.0,0.2,0.1,8.7,0.7,3.4,3,2022,RB
60,D'Ernest Johnson,CLE,2.2,2.2,2.2,24.1,12.3,18.2,0.2,0.1,0.1,1.1,0.2,0.7,11.1,1.2,6.2,0.0,0.0,0.0,0.0,0.0,0.0,4.8,2.0,3.4,3,2022,RB
61,Sony Michel,LAC,5.4,4.7,5.0,22.5,14.0,18.9,0.2,0.1,0.1,0.8,0.3,0.6,7.0,1.9,4.5,0.0,0.0,0.0,0.0,0.1,0.0,3.8,2.8,3.1,3,2022,RB
62,Kenyan Drake,BAL,5.2,2.9,4.0,21.5,10.9,15.6,0.2,0.1,0.1,1.2,0.6,1.0,10.4,4.9,7.4,0.1,0.0,0.0,0.0,0.1,0.0,3.9,2.4,3.1,3,2022,RB
63,Isiah Pacheco,KC,5.1,2.6,3.7,23.7,12.0,16.7,0.2,0.1,0.1,1.2,0.1,0.5,11.5,1.0,4.5,0.1,0.0,0.0,0.0,0.1,0.0,5.3,1.9,3.1,3,2022,RB
64,Marlon Mack,SF,6.0,3.7,4.6,21.0,13.1,17.1,0.1,0.1,0.1,0.8,0.4,0.5,7.0,1.8,3.9,0.0,0.0,0.0,0.0,0.0,0.0,3.9,2.1,2.7,3,2022,RB
65,Craig Reynolds,DET,4.3,3.4,3.9,20.6,13.0,15.9,0.1,0.1,0.1,1.2,0.3,0.7,10.2,2.0,5.6,0.0,0.0,0.0,0.0,0.1,0.0,3.7,2.1,2.7,3,2022,RB
66,Travis Homer,SEA,3.3,0.9,2.0,21.1,3.9,10.1,0.1,0.0,0.1,1.7,1.0,1.3,12.8,7.7,10.3,0.1,0.0,0.1,0.0,0.0,0.0,3.7,1.6,2.6,3,2022,RB
67,Samaje Perine,CIN,6.1,1.3,2.9,24.1,5.0,10.6,0.2,0.0,0.1,1.7,0.8,1.1,13.1,6.9,8.8,0.1,0.0,0.0,0.0,0.1,0.0,5.0,1.7,2.6,3,2022,RB
68,Joshua Kelley,LAC,5.3,3.2,4.2,21.2,7.0,15.4,0.2,0.0,0.1,0.8,0.5,0.6,6.0,3.1,4.8,0.0,0.0,0.0,0.0,0.1,0.1,3.9,2.0,2.6,3,2022,RB
69,Mike Davis,BAL,5.5,1.9,3.8,18.0,8.5,14.9,0.1,0.1,0.1,0.9,0.2,0.7,6.1,1.2,4.3,0.0,0.0,0.0,0.0,0.0,0.0,3.1,1.6,2.6,3,2022,RB
70,Ameer Abdullah,LV,3.1,0.2,2.1,10.0,1.0,7.5,0.1,0.0,0.0,2.0,1.1,1.4,14.8,8.1,11.4,0.1,0.0,0.1,0.0,0.1,0.0,3.1,1.2,2.5,3,2022,RB
71,D'Onta Foreman,CAR,4.2,2.5,3.2,25.6,9.8,15.6,0.1,0.1,0.1,0.4,0.2,0.3,4.0,1.8,3.0,0.0,0.0,0.0,0.0,0.1,0.0,3.8,1.7,2.4,3,2022,RB
72,Matt Breida,NYG,3.5,2.2,3.0,15.7,9.9,12.7,0.1,0.1,0.1,0.7,0.5,0.6,5.5,3.5,4.9,0.1,0.0,0.0,0.0,0.1,0.0,3.1,1.7,2.4,3,2022,RB
73,Ty Johnson,NYJ,2.0,0.8,1.4,9.0,3.0,6.8,0.1,0.0,0.0,1.8,0.9,1.2,15.0,7.2,10.6,0.1,0.0,0.1,0.0,0.0,0.0,2.5,2.1,2.3,3,2022,RB
74,Jaylen Warren,PIT,4.8,2.6,3.3,16.6,10.0,12.5,0.1,0.1,0.1,1.0,0.5,0.8,9.0,3.8,5.7,0.0,0.0,0.0,0.0,0.1,0.0,2.7,2.2,2.3,3,2022,RB
75,Hassan Haskins,TEN,3.2,1.8,2.5,14.2,7.0,11.5,0.1,0.0,0.1,0.8,0.6,0.7,9.0,4.2,6.1,0.1,0.0,0.0,0.0,0.1,0.0,2.5,2.1,2.3,3,2022,RB
76,Kyle Juszczyk,SF,1.1,0.5,0.9,4.7,2.0,3.4,0.1,0.0,0.0,1.4,0.8,1.2,14.8,7.8,11.1,0.1,0.0,0.1,0.0,0.0,0.0,2.9,1.6,2.1,3,2022,RB
77,Jordan Mason,SF,5.7,0.9,3.5,26.0,3.0,12.8,0.1,0.0,0.1,0.7,0.2,0.4,7.8,1.6,4.0,0.0,0.0,0.0,0.0,0.1,0.0,4.0,0.8,2.1,3,2022,RB
78,James Cook,BUF,3.7,1.0,1.9,18.9,4.4,10.1,0.1,0.0,0.1,0.7,0.2,0.5,7.3,2.0,4.3,0.0,0.0,0.0,0.0,0.1,0.0,3.2,1.0,1.8,3,2022,RB
79,Trey Sermon,PHI,2.2,2.2,2.2,11.5,11.5,11.5,0.1,0.1,0.1,0.1,0.1,0.1,0.7,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,1.8,1.8,1.8,3,2022,RB
80,Chuba Hubbard,CAR,4.2,1.2,2.4,15.9,4.0,8.8,0.1,0.0,0.1,0.8,0.1,0.5,6.1,0.8,3.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.2,1.7,3,2022,RB
81,Julius Chestnut,TEN,2.2,2.2,2.2,9.3,9.3,9.3,0.1,0.1,0.1,0.2,0.2,0.2,1.8,1.8,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.7,1.7,1.7,3,2022,RB
82,Ty Chandler,MIN,1.8,1.8,1.8,8.0,8.0,8.0,0.1,0.1,0.1,0.2,0.2,0.2,2.7,2.7,2.7,0.0,0.0,0.0,0.0,0.0,0.0,1.7,1.7,1.7,3,2022,RB
83,Avery Williams,ATL,1.1,0.8,0.9,4.0,3.2,3.6,0.0,0.0,0.0,1.0,0.9,0.9,10.0,6.5,8.2,0.1,0.0,0.1,0.0,0.0,0.0,2.0,1.3,1.6,3,2022,RB
84,Keaontay Ingram,ARI,1.9,1.9,1.9,7.3,7.3,7.3,0.1,0.1,0.1,0.2,0.2,0.2,2.1,2.1,2.1,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,1.5,3,2022,RB
85,Snoop Conner,JAC,1.5,1.5,1.5,7.2,7.2,7.2,0.1,0.1,0.1,0.2,0.2,0.2,2.2,2.2,2.2,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,1.5,3,2022,RB
86,Antonio Williams,NYG,1.8,0.2,1.0,14.1,1.0,8.5,0.1,0.0,0.1,0.5,0.1,0.3,4.8,1.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.2,1.5,3,2022,RB
87,Brittain Brown,LV,1.5,1.5,1.5,6.3,6.3,6.3,0.1,0.1,0.1,0.3,0.3,0.3,2.7,2.7,2.7,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,1.5,3,2022,RB
88,Ronald Jones,KC,1.7,1.7,1.7,8.3,8.3,8.3,0.1,0.1,0.1,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,1.5,3,2022,RB
89,Justice Hill,BAL,3.4,0.7,2.3,14.2,2.0,8.3,0.1,0.0,0.0,0.9,0.2,0.5,7.0,2.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,2.8,0.8,1.4,3,2022,RB
90,Reggie Gilliam,BUF,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,8.0,8.0,8.0,0.1,0.1,0.1,0.0,0.0,0.0,1.3,1.3,1.4,3,2022,RB
91,DeeJay Dallas,SEA,1.9,1.7,1.8,7.0,5.4,6.3,0.1,0.0,0.1,0.8,0.1,0.5,4.9,1.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,1.7,1.0,1.3,3,2022,RB
92,Isaiah Spiller,LAC,1.8,1.2,1.5,7.0,5.1,6.1,0.1,0.0,0.1,0.4,0.1,0.2,2.8,1.2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.1,1.3,3,2022,RB
93,Tony Jones,NO,1.8,1.8,1.8,10.4,5.0,7.7,0.1,0.0,0.0,0.5,0.3,0.4,4.0,2.3,3.2,0.0,0.0,0.0,0.0,0.0,0.0,1.6,1.1,1.3,3,2022,RB
94,Patrick Ricard,BAL,0.2,0.1,0.2,1.0,0.0,0.6,0.0,0.0,0.0,1.0,0.9,0.9,9.0,5.2,7.2,0.1,0.0,0.1,0.0,0.0,0.0,1.4,0.7,1.2,3,2022,RB
95,Alec Ingold,MIA,0.7,0.2,0.5,2.9,1.0,2.0,0.0,0.0,0.0,1.5,0.5,1.0,9.9,4.4,7.1,0.1,0.0,0.0,0.0,0.0,0.0,1.6,1.0,1.2,3,2022,RB
96,Pierre Strong,NE,2.0,0.3,1.2,9.8,1.0,6.2,0.1,0.0,0.1,0.5,0.1,0.3,4.3,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.3,1.2,3,2022,RB
97,Ke'Shawn Vaughn,TB,1.7,0.3,1.0,10.5,1.0,6.1,0.1,0.0,0.1,0.3,0.1,0.2,3.5,0.3,1.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.3,1.2,3,2022,RB
98,Dare Ogunbowale,HOU,0.4,0.4,0.4,9.3,2.0,5.7,0.1,0.0,0.0,0.6,0.2,0.4,5.8,1.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.3,1.1,3,2022,RB
99,Jonathan Williams,WAS,1.9,0.5,1.2,8.4,2.0,6.2,0.1,0.0,0.1,0.4,0.0,0.2,3.3,0.2,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.3,1.1,3,2022,RB
100,Jerome Ford,CLE,2.2,0.3,1.3,11.4,1.0,5.5,0.1,0.0,0.0,0.3,0.1,0.2,3.4,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.3,1.1,3,2022,RB
101,Chris Evans,CIN,1.5,0.1,0.8,6.2,0.0,3.1,0.0,0.0,0.0,0.7,0.1,0.5,7.0,1.0,4.1,0.1,0.0,0.0,0.0,0.0,0.0,1.9,0.2,1.0,3,2022,RB
102,Benny Snell,PIT,1.7,0.2,0.9,10.0,1.0,5.8,0.0,0.0,0.0,0.5,0.0,0.3,3.6,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.1,1.0,3,2022,RB
103,Justin Jackson,DET,0.3,0.3,0.3,7.7,1.0,4.3,0.1,0.0,0.0,0.6,0.0,0.3,4.7,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.2,1.0,3,2022,RB
104,Trestan Ebner,CHI,1.9,0.2,1.1,8.6,1.0,4.4,0.1,0.0,0.0,0.5,0.0,0.2,4.4,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.2,0.9,3,2022,RB
105,Salvon Ahmed,MIA,0.4,0.4,0.4,9.1,2.0,5.5,0.1,0.0,0.0,0.3,0.1,0.2,2.3,1.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.3,0.9,3,2022,RB
106,Zander Horvath,LAC,0.9,0.0,0.5,3.6,0.0,1.8,0.0,0.0,0.0,0.9,0.2,0.5,5.1,2.0,3.5,0.1,0.0,0.0,0.0,0.0,0.0,1.5,0.2,0.8,3,2022,RB
107,CJ Ham,MIN,0.4,0.4,0.4,2.0,0.0,1.3,0.0,0.0,0.0,1.1,0.2,0.7,10.1,2.0,6.1,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.5,0.8,3,2022,RB
108,Mike Boone,DEN,0.8,0.8,0.8,4.0,4.0,4.0,0.0,0.0,0.0,0.2,0.2,0.2,2.3,2.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.7,0.8,3,2022,RB
109,Gary Brightwell,NYG,0.9,0.9,0.9,4.7,3.0,3.9,0.0,0.0,0.0,0.3,0.1,0.2,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.6,0.8,3,2022,RB
110,Jake Funk,LAR,1.8,0.2,1.0,6.4,1.0,3.4,0.1,0.0,0.0,0.3,0.0,0.1,1.9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.2,0.7,3,2022,RB
111,Kene Nwangwu,MIN,0.5,0.5,0.5,4.4,2.0,3.2,0.0,0.0,0.0,0.3,0.2,0.3,2.2,2.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.6,0.7,3,2022,RB
112,Tory Carter,TEN,0.3,0.3,0.3,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.5,0.5,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.6,3,2022,RB
113,Rico Dowdle,DAL,0.2,0.2,0.2,3.5,1.0,2.2,0.0,0.0,0.0,0.3,0.3,0.3,3.0,2.7,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.5,0.6,3,2022,RB
