"Player","Team","ATT","YDS","TDS","REC","YDS","TDS","FL","FPTS"
"Buddy Howell","HOU","0.2","0.6","0.0","0.0","0.1","0.0","0.0","0.1"
"Cullen Gillaspia","HOU","0.2","0.6","0.0","0.0","0.1","0.0","0.0","0.1"
"Troymaine Pope","LAC","0.2","0.5","0.0","0.1","0.2","0.0","0.0","0.1"
"Dexter Williams","GB","0.1","0.4","0.0","0.0","0.2","0.0","0.0","0.1"
"Mike Davis","CAR","0.1","0.4","0.0","0.1","0.2","0.0","0.0","0.1"
"Tyler Ervin","GB","0.1","0.2","0.0","0.1","0.3","0.0","0.0","0.0"
"Taiwan Jones","HOU","0.0","0.1","0.0","0.0","0.3","0.0","0.0","0.0"
"D'Ernest Johnson","CLE","0.0","0.1","0.0","0.0","0.1","0.0","0.0","0.0"
""
""
