"Player","Team","ATT","YDS","TDS","REC","YDS","TDS","FL","FPTS"
" ","","",""
"Christian McCaffrey","CAR","16.8","79.3","0.6","6.5","55.1","0.2","0.2","18.1"
"Chris Carson","SEA","22.0","101.1","0.7","2.7","19.7","0.1","0.2","16.9"
"Ezekiel Elliott","DAL","19.6","85.8","0.6","3.4","28.7","0.1","0.2","15.5"
"Saquon Barkley","NYG","18.4","82.7","0.6","4.2","31.6","0.1","0.1","15.2"
"Joe Mixon","CIN","19.6","85.8","0.6","2.9","24.0","0.1","0.2","15.1"
"Derrick Henry","TEN","17.9","84.7","0.7","1.4","12.8","0.1","0.1","14.4"
"Mark Ingram","BAL","15.0","73.6","0.7","2.1","17.0","0.1","0.1","13.6"
"Leonard Fournette","JAC","17.9","72.5","0.4","5.0","36.5","0.1","0.1","13.2"
"Miles Sanders","PHI","14.5","65.8","0.5","3.5","30.6","0.1","0.1","13.1"
"Melvin Gordon","LAC","13.9","60.4","0.6","3.1","26.4","0.1","0.1","13.0"
"Devonta Freeman","ATL","15.6","63.3","0.5","3.3","27.1","0.1","0.2","12.8"
"Marlon Mack","IND","17.2","77.5","0.7","1.1","7.4","0.0","0.1","12.7"
"Todd Gurley","LAR","16.3","66.8","0.6","3.0","23.5","0.1","0.1","12.7"
"Nick Chubb","CLE","16.2","81.5","0.5","1.8","13.9","0.0","0.1","12.6"
"Aaron Jones","GB","12.8","60.2","0.6","3.1","22.9","0.1","0.1","12.5"
"Alvin Kamara","NO","12.7","58.9","0.3","5.8","43.4","0.1","0.1","12.5"
"James Conner","PIT","15.5","62.2","0.6","3.1","21.6","0.1","0.1","12.4"
"Kenyan Drake","ARI","13.3","58.9","0.5","3.4","27.0","0.1","0.1","12.0"
"Devin Singletary","BUF","14.6","69.8","0.4","2.9","20.5","0.1","0.1","11.7"
"Phillip Lindsay","DEN","13.4","64.7","0.6","2.2","15.4","0.0","0.1","11.6"
"Adrian Peterson","WAS","17.6","69.3","0.6","1.6","12.6","0.0","0.2","11.4"
"Raheem Mostert","SF","13.8","66.9","0.5","1.5","11.8","0.1","0.2","11.3"
"Mike Boone","MIN","15.0","62.6","0.6","1.6","11.5","0.0","0.1","11.3"
"DeAndre Washington","OAK","14.5","56.4","0.6","3.0","19.8","0.1","0.1","11.2"
"Austin Ekeler","LAC","6.7","31.5","0.2","4.8","50.4","0.4","0.1","11.0"
"Le'Veon Bell","NYJ","16.1","61.6","0.2","3.9","29.8","0.1","0.1","10.7"
"Carlos Hyde","HOU","16.0","66.1","0.5","1.0","4.4","0.0","0.1","9.6"
"David Montgomery","CHI","14.7","57.7","0.3","1.5","13.4","0.1","0.2","9.2"
"Sony Michel","NE","15.0","59.7","0.5","0.7","5.0","0.0","0.1","9.1"
"Patrick Laird","MIA","10.8","41.1","0.2","3.4","30.0","0.1","0.1","8.6"
"Ronald Jones II","TB","10.5","39.8","0.2","2.6","25.9","0.0","0.1","8.0"
"James White","NE","5.5","22.1","0.1","4.6","39.1","0.2","0.1","7.5"
"Kareem Hunt","CLE","6.8","31.2","0.1","3.7","29.8","0.1","0.1","7.4"
"Tarik Cohen","CHI","5.8","23.4","0.1","4.9","37.3","0.1","0.1","7.1"
"Kerryon Johnson","DET","10.6","41.6","0.1","2.1","16.6","0.0","0.1","6.6"
"Royce Freeman","DEN","8.6","36.0","0.2","2.6","16.7","0.1","0.1","6.5"
"Jamaal Williams","GB","8.4","32.8","0.1","2.8","20.5","0.1","0.1","6.3"
"Duke Johnson","HOU","5.1","21.5","0.1","3.6","32.1","0.1","0.1","6.2"
"Peyton Barber","TB","10.5","37.7","0.2","1.4","9.5","0.1","0.1","6.1"
"Latavius Murray","NO","8.9","35.8","0.2","1.9","11.5","0.0","0.1","6.0"
"Boston Scott","PHI","5.9","24.7","0.1","2.8","21.4","0.1","0.1","5.6"
"Jalen Richard","OAK","6.2","27.3","0.1","2.9","22.8","0.0","0.1","5.3"
"LeSean McCoy","KC","8.2","33.3","0.1","2.0","13.9","0.0","0.1","5.3"
"Myles Gaskin","MIA","7.7","30.5","0.1","2.1","16.3","0.1","0.1","5.3"
"Damien Williams","KC","7.3","28.6","0.1","2.0","13.6","0.1","0.1","5.0"
"Matt Breida","SF","6.7","31.6","0.1","1.4","9.9","0.0","0.1","4.8"
"Tevin Coleman","SF","6.9","27.6","0.1","1.5","9.7","0.1","0.1","4.8"
"Chris Thompson","WAS","3.0","12.2","0.0","3.4","30.4","0.1","0.1","4.7"
"Nyheim Hines","IND","4.7","18.4","0.1","3.0","21.6","0.0","0.1","4.6"
"Wes Hills","DET","8.1","30.4","0.1","1.4","8.1","0.0","0.1","4.5"
"Rex Burkhead","NE","6.0","23.6","0.1","1.8","13.4","0.0","0.1","4.4"
"Gus Edwards","BAL","7.9","34.8","0.1","0.6","3.1","0.0","0.1","4.2"
"Alexander Mattison","MIN","6.7","26.8","0.1","1.2","6.6","0.0","0.1","4.1"
"David Johnson","ARI","4.6","16.4","0.1","2.0","16.4","0.1","0.1","4.0"
"Giovani Bernard","CIN","4.5","17.7","0.1","2.2","16.8","0.0","0.0","3.8"
"Ameer Abdullah","MIN","5.2","19.5","0.1","1.9","12.7","0.1","0.2","3.7"
"Brian Hill","ATL","5.3","22.6","0.1","1.2","7.4","0.0","0.0","3.6"
"Frank Gore","BUF","7.3","27.5","0.1","1.0","5.9","0.0","0.1","3.5"
"Jaylen Samuels","PIT","4.3","13.4","0.0","2.5","16.6","0.1","0.1","3.4"
"Spencer Ware","KC","5.6","22.0","0.1","1.2","8.1","0.0","0.1","3.3"
"Darwin Thompson","KC","6.0","22.3","0.1","1.1","7.2","0.0","0.1","3.3"
"C.J. Prosise","SEA","5.2","20.1","0.1","1.3","9.1","0.0","0.2","3.2"
"J.D. McKissic","DET","4.4","16.7","0.0","2.2","14.2","0.0","0.1","3.1"
"Dion Lewis","TEN","4.4","18.2","0.0","1.9","11.1","0.0","0.1","3.1"
"Tony Pollard","DAL","4.3","19.6","0.1","1.3","6.7","0.0","0.0","3.1"
"Dare Ogunbowale","TB","1.8","6.3","0.0","2.5","19.8","0.0","0.2","2.8"
"Ty Johnson","DET","3.9","15.2","0.0","1.6","9.7","0.0","0.0","2.7"
"Jordan Wilkins","IND","4.1","18.5","0.1","0.9","4.6","0.0","0.0","2.6"
"Ty Montgomery","NYJ","3.7","13.2","0.0","1.4","9.8","0.0","0.1","2.5"
"Bo Scarbrough","DET","5.3","18.7","0.1","0.6","3.0","0.0","0.1","2.3"
"Justin Jackson","LAC","3.3","13.5","0.0","1.2","6.9","0.0","0.0","2.2"
"Benny Snell Jr.","PIT","4.6","16.7","0.0","0.5","3.2","0.0","0.1","2.1"
"Bilal Powell","NYJ","3.9","14.3","0.1","0.8","4.7","0.0","0.1","2.1"
"Kyle Juszczyk","SF","1.5","5.0","0.0","1.6","12.2","0.1","0.0","2.0"
"Javorius Allen","NYG","3.5","12.4","0.0","1.0","5.2","0.0","0.0","2.0"
"Ryquell Armstead","JAC","3.0","10.2","0.0","1.0","6.2","0.0","0.0","1.9"
"Malcolm Brown","LAR","3.8","14.6","0.0","0.1","0.8","0.0","0.0","1.7"
"CJ Ham","MIN","2.0","6.1","0.0","1.2","8.0","0.1","0.0","1.7"
"Jonathan Williams","IND","2.7","10.7","0.1","0.5","2.5","0.0","0.0","1.7"
"Qadree Ollison","ATL","3.0","10.2","0.1","0.5","2.3","0.0","0.0","1.6"
"Josh Ferguson","WAS","2.4","8.7","0.1","0.5","3.0","0.0","0.0","1.6"
"Justice Hill","BAL","3.3","12.7","0.0","0.5","2.4","0.0","0.1","1.5"
"Brandon Bolden","NE","2.1","8.0","0.1","0.5","2.8","0.0","0.0","1.4"
"Jay Ajayi","PHI","2.3","8.0","0.0","0.6","2.9","0.0","0.0","1.3"
"Chase Edmonds","ARI","1.6","6.5","0.0","0.8","4.8","0.0","0.0","1.2"
"Kerrith Whyte","PIT","2.3","8.3","0.0","0.5","1.4","0.0","0.0","1.2"
"Alec Ingold","OAK","1.8","5.7","0.0","0.8","3.9","0.0","0.0","1.0"
"Devontae Booker","DEN","1.1","4.1","0.0","0.7","4.9","0.0","0.0","1.0"
"Travis Homer","SEA","1.6","6.3","0.0","0.4","1.6","0.0","0.0","0.9"
"Reggie Bonnafon","CAR","1.7","6.6","0.0","0.4","1.9","0.0","0.0","0.9"
"Wendell Smallwood","WAS","1.6","5.4","0.0","0.4","2.0","0.0","0.0","0.9"
"Rod Smith","OAK","1.3","4.7","0.1","0.3","1.5","0.0","0.0","0.9"
"Cethan Carter","CIN","0.1","0.4","0.0","0.6","5.4","0.1","0.0","0.9"
"Kenjon Barner","ATL","1.1","3.5","0.0","0.8","4.5","0.0","0.0","0.8"
"Derek Watt","LAC","1.0","3.2","0.0","0.4","2.3","0.0","0.0","0.7"
"Wayne Gallman","NYG","1.1","3.8","0.0","0.3","1.5","0.0","0.0","0.7"
"Dontrell Hilliard","CLE","0.7","2.5","0.0","0.5","3.1","0.0","0.0","0.7"
"Alex Armah","CAR","1.4","3.6","0.0","0.4","1.6","0.0","0.0","0.7"
"Patrick DiMarco","BUF","0.8","2.6","0.0","0.6","3.7","0.0","0.0","0.7"
"Ryan Nall","CHI","0.8","3.3","0.0","0.2","1.3","0.0","0.0","0.6"
"Darrell Henderson","LAR","1.5","5.4","0.0","0.3","0.8","0.0","0.0","0.6"
"Trayveon Williams","CIN","1.0","3.6","0.0","0.2","0.7","0.0","0.0","0.6"
"Josh Adams","NYJ","1.6","4.9","0.0","0.4","1.4","0.0","0.0","0.6"
"Patrick Ricard","BAL","0.3","1.0","0.0","0.5","3.3","0.0","0.0","0.6"
"Dan Vitale","GB","0.6","2.2","0.0","0.6","3.8","0.0","0.0","0.6"
"Elijhaa Penny","NYG","1.2","3.7","0.0","0.3","1.7","0.0","0.0","0.5"
"Zach Line","NO","0.6","1.9","0.0","0.4","1.4","0.0","0.0","0.5"
"Anthony Sherman","KC","0.8","2.4","0.0","0.4","2.0","0.0","0.0","0.5"
"Keith Smith","ATL","1.0","3.3","0.0","0.3","1.3","0.0","0.0","0.4"
"Khari Blasingame","TEN","0.7","2.0","0.0","0.4","2.2","0.0","0.0","0.4"
"Trey Edmunds","PIT","1.3","3.6","0.0","0.2","0.7","0.0","0.0","0.4"
"De'Lance Turner","MIA","0.5","1.9","0.0","0.1","0.5","0.0","0.0","0.4"
"Jamize Olawale","DAL","0.8","2.7","0.0","0.3","1.4","0.0","0.0","0.4"
"Dalyn Dawkins","TEN","0.6","1.7","0.0","0.3","0.6","0.0","0.0","0.2"
"Dwayne Washington","NO","0.5","1.4","0.0","0.2","0.6","0.0","0.0","0.2"
"Nick Bellore","SEA","0.0","0.1","0.0","0.1","1.4","0.0","0.0","0.2"
"Senorise Perry","BUF","0.3","1.1","0.0","0.0","0.1","0.0","0.0","0.1"
"Michael Burton","WAS","0.2","0.8","0.0","0.0","0.2","0.0","0.0","0.1"
"Devine Ozigbo","JAC","0.2","1.0","0.0","0.0","0.0","0.0","0.0","0.1"
