Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
2031,1686941988,bfoster (88/150),0,169.66,QB Deshaun Watson RB Leonard Fournette FLEX Chris Carson RB Latavius Murray WR Michael Thomas WR Kenny Stills WR Mike Williams TE Cameron Brate DST Jaguars ,,,
2031,1686942674,bfoster (89/150),0,169.66,QB Deshaun Watson RB Leonard Fournette FLEX Chris Carson RB Latavius Murray WR Michael Thomas WR Kenny Stills WR Mike Williams TE Cameron Brate DST Jaguars ,,,
2031,1686942753,bfoster (90/150),0,169.66,QB Deshaun Watson RB Leonard Fournette FLEX Chris Carson RB Latavius Murray WR Michael Thomas WR Kenny Stills WR Mike Williams TE Cameron Brate DST Jaguars ,,,
2031,1686950279,bfoster (100/150),0,169.66,QB Deshaun Watson RB Leonard Fournette FLEX Chris Carson RB Latavius Murray WR Michael Thomas WR Kenny Stills WR Mike Williams TE Cameron Brate DST Jaguars ,,,
2031,1686950659,bfoster (101/150),0,169.66,QB Deshaun Watson RB Leonard Fournette FLEX Chris Carson RB Latavius Murray WR Michael Thomas WR Kenny Stills WR Mike Williams TE Cameron Brate DST Jaguars ,,,
2031,1686950897,bfoster (102/150),0,169.66,QB Deshaun Watson RB Leonard Fournette FLEX Chris Carson RB Latavius Murray WR Michael Thomas WR Kenny Stills WR Mike Williams TE Cameron Brate DST Jaguars ,,,
2031,1686954553,bfoster (112/150),0,169.66,QB Deshaun Watson RB Leonard Fournette FLEX Chris Carson RB Latavius Murray WR Michael Thomas WR Kenny Stills WR Mike Williams TE Cameron Brate DST Jaguars ,,,
2031,1686954843,bfoster (113/150),0,169.66,QB Deshaun Watson RB Leonard Fournette FLEX Chris Carson RB Latavius Murray WR Michael Thomas WR Kenny Stills WR Mike Williams TE Cameron Brate DST Jaguars ,,,
2031,1686955146,bfoster (114/150),0,169.66,QB Deshaun Watson RB Leonard Fournette FLEX Chris Carson RB Latavius Murray WR Michael Thomas WR Kenny Stills WR Mike Williams TE Cameron Brate DST Jaguars ,,,
2031,1686955653,bfoster (117/150),0,169.66,QB Deshaun Watson RB Leonard Fournette FLEX Chris Carson RB Latavius Murray WR Michael Thomas WR Kenny Stills WR Mike Williams TE Cameron Brate DST Jaguars ,,,
2031,1686956606,bfoster (121/150),0,169.66,QB Deshaun Watson RB Leonard Fournette FLEX Chris Carson RB Latavius Murray WR Michael Thomas WR Kenny Stills WR Mike Williams TE Cameron Brate DST Jaguars ,,,
2031,1686960419,bfoster (126/150),0,169.66,QB Deshaun Watson RB Leonard Fournette FLEX Chris Carson RB Latavius Murray WR Michael Thomas WR Kenny Stills WR Mike Williams TE Cameron Brate DST Jaguars ,,,
2031,1686967864,bfoster (135/150),0,169.66,QB Deshaun Watson RB Leonard Fournette FLEX Chris Carson RB Latavius Murray WR Michael Thomas WR Kenny Stills WR Mike Williams TE Cameron Brate DST Jaguars ,,,
2031,1686968901,bfoster (136/150),0,169.66,QB Deshaun Watson RB Leonard Fournette FLEX Chris Carson RB Latavius Murray WR Michael Thomas WR Kenny Stills WR Mike Williams TE Cameron Brate DST Jaguars ,,,
2031,1686970599,cookbackdoor (1/5),0,169.66,QB Deshaun Watson RB Leonard Fournette RB Chris Carson FLEX Latavius Murray WR Michael Thomas WR Kenny Stills WR Mike Williams TE Cameron Brate DST Jaguars ,,,
2031,1686978634,bfoster (147/150),0,169.66,QB Deshaun Watson RB Leonard Fournette FLEX Chris Carson RB Latavius Murray WR Michael Thomas WR Kenny Stills WR Mike Williams TE Cameron Brate DST Jaguars ,,,
2031,1686987272,cookbackdoor (2/5),0,169.66,QB Deshaun Watson RB Leonard Fournette RB Chris Carson FLEX Latavius Murray WR Michael Thomas WR Kenny Stills WR Mike Williams TE Cameron Brate DST Jaguars ,,,
2031,1686987990,bfoster (149/150),0,169.66,QB Deshaun Watson RB Leonard Fournette FLEX Chris Carson RB Latavius Murray WR Michael Thomas WR Kenny Stills WR Mike Williams TE Cameron Brate DST Jaguars ,,,
2031,1686988138,bfoster (150/150),0,169.66,QB Deshaun Watson RB Leonard Fournette FLEX Chris Carson RB Latavius Murray WR Michael Thomas WR Kenny Stills WR Mike Williams TE Cameron Brate DST Jaguars ,,,
2031,1687010766,cookbackdoor (3/5),0,169.66,QB Deshaun Watson RB Leonard Fournette RB Chris Carson FLEX Latavius Murray WR Michael Thomas WR Kenny Stills WR Mike Williams TE Cameron Brate DST Jaguars ,,,
2031,1687019208,cookbackdoor (4/5),0,169.66,QB Deshaun Watson RB Leonard Fournette RB Chris Carson FLEX Latavius Murray WR Michael Thomas WR Kenny Stills WR Mike Williams TE Cameron Brate DST Jaguars ,,,
2031,1687019264,cookbackdoor (5/5),0,169.66,QB Deshaun Watson RB Leonard Fournette RB Chris Carson FLEX Latavius Murray WR Michael Thomas WR Kenny Stills WR Mike Williams TE Cameron Brate DST Jaguars ,,,
2031,1687042846,jlowins22 (1/5),0,169.66,QB Deshaun Watson RB Leonard Fournette FLEX Chris Carson RB Latavius Murray WR Michael Thomas WR Kenny Stills WR Mike Williams TE Cameron Brate DST Jaguars ,,,
2031,1687043013,jlowins22 (2/5),0,169.66,QB Deshaun Watson RB Leonard Fournette FLEX Chris Carson RB Latavius Murray WR Michael Thomas WR Kenny Stills WR Mike Williams TE Cameron Brate DST Jaguars ,,,
2031,1687050478,lonronaftershock,0,169.66,QB Deshaun Watson RB Leonard Fournette FLEX Chris Carson RB Latavius Murray WR Michael Thomas WR Kenny Stills WR Mike Williams TE Cameron Brate DST Jaguars ,,,
2031,1687059219,jlowins22 (3/5),0,169.66,QB Deshaun Watson RB Leonard Fournette FLEX Chris Carson RB Latavius Murray WR Michael Thomas WR Kenny Stills WR Mike Williams TE Cameron Brate DST Jaguars ,,,
2031,1687059349,jlowins22 (4/5),0,169.66,QB Deshaun Watson RB Leonard Fournette FLEX Chris Carson RB Latavius Murray WR Michael Thomas WR Kenny Stills WR Mike Williams TE Cameron Brate DST Jaguars ,,,
2031,1687063090,Mangone (11/15),0,169.66,QB Deshaun Watson FLEX Leonard Fournette RB Chris Carson RB Latavius Murray WR Michael Thomas WR Kenny Stills WR Mike Williams TE Cameron Brate DST Jaguars ,,,
2031,1687063091,Mangone (12/15),0,169.66,QB Deshaun Watson FLEX Leonard Fournette RB Chris Carson RB Latavius Murray WR Michael Thomas WR Kenny Stills WR Mike Williams TE Cameron Brate DST Jaguars ,,,
2031,1687063092,Mangone (13/15),0,169.66,QB Deshaun Watson FLEX Leonard Fournette RB Chris Carson RB Latavius Murray WR Michael Thomas WR Kenny Stills WR Mike Williams TE Cameron Brate DST Jaguars ,,,
2031,1687063093,Mangone (14/15),0,169.66,QB Deshaun Watson FLEX Leonard Fournette RB Chris Carson RB Latavius Murray WR Michael Thomas WR Kenny Stills WR Mike Williams TE Cameron Brate DST Jaguars ,,,
2031,1687063094,Mangone (15/15),0,169.66,QB Deshaun Watson FLEX Leonard Fournette RB Chris Carson RB Latavius Murray WR Michael Thomas WR Kenny Stills WR Mike Williams TE Cameron Brate DST Jaguars ,,,
2031,1687067456,jlowins22 (5/5),0,169.66,QB Deshaun Watson RB Leonard Fournette FLEX Chris Carson RB Latavius Murray WR Michael Thomas WR Kenny Stills WR Mike Williams TE Cameron Brate DST Jaguars ,,,
2031,1687135748,Giancarlo118,0,169.66,QB Deshaun Watson RB Leonard Fournette FLEX Chris Carson RB Latavius Murray WR Michael Thomas WR Kenny Stills WR Mike Williams TE Cameron Brate DST Jaguars ,,,
2727,1686595778,Heynow14 (3/3),0,169.58,QB Matthew Stafford RB Leonard Fournette FLEX Latavius Murray RB Ty Johnson WR DeAndre Hopkins WR Allen Robinson II WR Courtland Sutton TE Jonnu Smith DST Lions ,,,
2728,1686950661,Drmcatcher18 (2/2),0,169.56,QB Deshaun Watson FLEX Leonard Fournette RB Marlon Mack RB Latavius Murray WR Kenny Golladay WR Kenny Stills WR Mohamed Sanu TE Hunter Henry DST Jaguars ,,,
2729,1683529567,kwk2257 (2/4),0,169.48,QB Jared Goff RB Saquon Barkley RB Latavius Murray FLEX Ty Johnson WR Cooper Kupp WR Robby Anderson WR Mike Williams TE Eric Ebron DST Rams ,,,
2730,1685741912,johnnylaw500 (4/5),0,169.36,QB Tom Brady RB Leonard Fournette RB Chris Carson FLEX Latavius Murray WR Kenny Golladay WR John Brown WR Courtland Sutton TE Jonnu Smith DST Panthers ,,,
2730,1686946482,Lucky7069 (1/2),0,169.36,QB Deshaun Watson RB Leonard Fournette RB Chris Carson FLEX Latavius Murray WR DeAndre Hopkins WR DK Metcalf WR Mike Williams TE Cameron Brate DST Chargers ,,,
2730,1686967660,Lucky7069 (2/2),0,169.36,QB Deshaun Watson RB Leonard Fournette RB Chris Carson FLEX Latavius Murray WR DeAndre Hopkins WR DK Metcalf WR Mike Williams TE Cameron Brate DST Chargers ,,,
2733,1685401270,I_Slewfoot_U (59/120),0,169.28,QB Matthew Stafford RB Latavius Murray RB James White WR Michael Thomas WR Allen Robinson II WR Tyler Boyd FLEX Mike Williams TE Darren Waller DST 49ers ,,,
2734,1685401292,I_Slewfoot_U (81/120),0,169.26,QB Deshaun Watson RB Latavius Murray RB James White WR Michael Thomas WR Allen Robinson II WR Tyler Boyd FLEX Mike Williams TE Hunter Henry DST 49ers ,,,
2734,1686788058,calebm555,0,169.26,QB Deshaun Watson RB Saquon Barkley RB Leonard Fournette FLEX Latavius Murray WR DeAndre Hopkins WR Kenny Stills WR DaeSean Hamilton TE Jonnu Smith DST Raiders ,,,
2736,1683992173,Ivorytusk,0,169.18,QB Matthew Stafford RB Leonard Fournette RB Latavius Murray FLEX Sony Michel WR Michael Thomas WR Courtland Sutton WR Mike Williams TE Hunter Henry DST Jaguars ,,,
2736,1685087852,lonewolf7701 (6/8),0,169.18,QB Daniel Jones RB Christian McCaffrey FLEX Austin Ekeler RB Josh Jacobs WR Kenny Golladay WR Courtland Sutton WR Corey Davis TE Jonnu Smith DST Patriots ,,,
2736,1687143068,queiss89 (4/10),0,169.18,QB Matthew Stafford RB Christian McCaffrey RB Latavius Murray WR Michael Thomas WR Courtland Sutton WR Kenny Stills TE Hunter Henry FLEX Cameron Brate DST Titans ,,,
2739,1685401226,I_Slewfoot_U (15/120),0,169.08,QB Matthew Stafford RB Austin Ekeler RB Latavius Murray WR Michael Thomas WR Allen Robinson II WR Danny Amendola TE Darren Waller FLEX Hunter Henry DST Jaguars ,,,
2739,1685155156,MartinB17,0,169.08,QB Matthew Stafford RB Leonard Fournette FLEX Marlon Mack RB Latavius Murray WR Kenny Golladay WR Courtland Sutton WR Kenny Stills TE Hunter Henry DST Seahawks ,,,
2739,1685622777,TheBigTicket (5/8),0,169.08,QB Matthew Stafford RB Leonard Fournette RB Latavius Murray FLEX Ty Johnson WR Kenny Golladay WR John Brown WR Courtland Sutton TE Hunter Henry DST Jaguars ,,,
2742,1683644353,rutruu,0,169.02,QB Ryan Tannehill RB Saquon Barkley RB Latavius Murray WR DeAndre Hopkins WR Kenny Golladay FLEX Corey Davis WR DaeSean Hamilton TE Austin Hooper DST Panthers ,,,
2743,1680278575,vacilando (17/25),0,168.96,QB Deshaun Watson RB Chase Edmonds RB Latavius Murray FLEX James White WR DeAndre Hopkins WR Michael Thomas WR Mike Williams TE Cameron Brate DST Jaguars ,,,
2744,1686421154,boomersooner76 (1/2),0,168.92,QB Drew Brees RB Latavius Murray RB Ty Johnson WR Michael Thomas WR Golden Tate WR Mike Williams FLEX Darren Waller TE Hunter Henry DST Patriots ,,,
2745,1685920579,BoogyBear (8/11),0,168.88,QB Matthew Stafford RB Leonard Fournette RB Le'Veon Bell FLEX Latavius Murray WR DeAndre Hopkins WR Tyler Boyd WR Kenny Stills TE Jonnu Smith DST Eagles ,,,
2746,1682203446,jonny.thacker (1/30),0,168.78,QB Matthew Stafford RB Todd Gurley II RB Chris Carson FLEX Latavius Murray WR DeAndre Hopkins WR Kenny Golladay WR Mike Williams TE Cameron Brate DST Panthers ,,,
2746,1682203453,jonny.thacker (2/30),0,168.78,QB Matthew Stafford RB Todd Gurley II RB Chris Carson FLEX Latavius Murray WR DeAndre Hopkins WR Kenny Golladay WR Mike Williams TE Cameron Brate DST Panthers ,,,
2746,1682203496,jonny.thacker (3/30),0,168.78,QB Matthew Stafford RB Todd Gurley II RB Chris Carson FLEX Latavius Murray WR DeAndre Hopkins WR Kenny Golladay WR Mike Williams TE Cameron Brate DST Panthers ,,,
2746,1682203501,jonny.thacker (4/30),0,168.78,QB Matthew Stafford RB Todd Gurley II RB Chris Carson FLEX Latavius Murray WR DeAndre Hopkins WR Kenny Golladay WR Mike Williams TE Cameron Brate DST Panthers ,,,
2746,1682203522,jonny.thacker (5/30),0,168.78,QB Matthew Stafford RB Todd Gurley II RB Chris Carson FLEX Latavius Murray WR DeAndre Hopkins WR Kenny Golladay WR Mike Williams TE Cameron Brate DST Panthers ,,,
2746,1682203573,jonny.thacker (6/30),0,168.78,QB Matthew Stafford RB Todd Gurley II RB Chris Carson FLEX Latavius Murray WR DeAndre Hopkins WR Kenny Golladay WR Mike Williams TE Cameron Brate DST Panthers ,,,
2746,1682203661,jonny.thacker (7/30),0,168.78,QB Matthew Stafford RB Todd Gurley II RB Chris Carson FLEX Latavius Murray WR DeAndre Hopkins WR Kenny Golladay WR Mike Williams TE Cameron Brate DST Panthers ,,,
2746,1682206872,jonny.thacker (8/30),0,168.78,QB Matthew Stafford RB Todd Gurley II RB Chris Carson FLEX Latavius Murray WR DeAndre Hopkins WR Kenny Golladay WR Mike Williams TE Cameron Brate DST Panthers ,,,
2746,1682206952,jonny.thacker (9/30),0,168.78,QB Matthew Stafford RB Todd Gurley II RB Chris Carson FLEX Latavius Murray WR DeAndre Hopkins WR Kenny Golladay WR Mike Williams TE Cameron Brate DST Panthers ,,,
2746,1682206958,jonny.thacker (10/30),0,168.78,QB Matthew Stafford RB Todd Gurley II RB Chris Carson FLEX Latavius Murray WR DeAndre Hopkins WR Kenny Golladay WR Mike Williams TE Cameron Brate DST Panthers ,,,
2746,1682207018,jonny.thacker (11/30),0,168.78,QB Matthew Stafford RB Todd Gurley II RB Chris Carson FLEX Latavius Murray WR DeAndre Hopkins WR Kenny Golladay WR Mike Williams TE Cameron Brate DST Panthers ,,,
2746,1682207048,jonny.thacker (12/30),0,168.78,QB Matthew Stafford RB Todd Gurley II RB Chris Carson FLEX Latavius Murray WR DeAndre Hopkins WR Kenny Golladay WR Mike Williams TE Cameron Brate DST Panthers ,,,
2746,1682207056,jonny.thacker (13/30),0,168.78,QB Matthew Stafford RB Todd Gurley II RB Chris Carson FLEX Latavius Murray WR DeAndre Hopkins WR Kenny Golladay WR Mike Williams TE Cameron Brate DST Panthers ,,,
2746,1682207076,jonny.thacker (14/30),0,168.78,QB Matthew Stafford RB Todd Gurley II RB Chris Carson FLEX Latavius Murray WR DeAndre Hopkins WR Kenny Golladay WR Mike Williams TE Cameron Brate DST Panthers ,,,
2746,1682207085,jonny.thacker (15/30),0,168.78,QB Matthew Stafford RB Todd Gurley II RB Chris Carson FLEX Latavius Murray WR DeAndre Hopkins WR Kenny Golladay WR Mike Williams TE Cameron Brate DST Panthers ,,,
2746,1682216071,jonny.thacker (16/30),0,168.78,QB Matthew Stafford RB Todd Gurley II RB Chris Carson FLEX Latavius Murray WR DeAndre Hopkins WR Kenny Golladay WR Mike Williams TE Cameron Brate DST Panthers ,,,
2746,1682216214,jonny.thacker (17/30),0,168.78,QB Matthew Stafford RB Todd Gurley II RB Chris Carson FLEX Latavius Murray WR DeAndre Hopkins WR Kenny Golladay WR Mike Williams TE Cameron Brate DST Panthers ,,,
2746,1682216235,jonny.thacker (18/30),0,168.78,QB Matthew Stafford RB Todd Gurley II RB Chris Carson FLEX Latavius Murray WR DeAndre Hopkins WR Kenny Golladay WR Mike Williams TE Cameron Brate DST Panthers ,,,
2746,1682224397,jonny.thacker (19/30),0,168.78,QB Matthew Stafford RB Todd Gurley II RB Chris Carson FLEX Latavius Murray WR DeAndre Hopkins WR Kenny Golladay WR Mike Williams TE Cameron Brate DST Panthers ,,,
2746,1682224404,jonny.thacker (20/30),0,168.78,QB Matthew Stafford RB Todd Gurley II RB Chris Carson FLEX Latavius Murray WR DeAndre Hopkins WR Kenny Golladay WR Mike Williams TE Cameron Brate DST Panthers ,,,
2746,1682224414,jonny.thacker (21/30),0,168.78,QB Matthew Stafford RB Todd Gurley II RB Chris Carson FLEX Latavius Murray WR DeAndre Hopkins WR Kenny Golladay WR Mike Williams TE Cameron Brate DST Panthers ,,,
2746,1682224428,jonny.thacker (22/30),0,168.78,QB Matthew Stafford RB Todd Gurley II RB Chris Carson FLEX Latavius Murray WR DeAndre Hopkins WR Kenny Golladay WR Mike Williams TE Cameron Brate DST Panthers ,,,
2746,1682224450,jonny.thacker (23/30),0,168.78,QB Matthew Stafford RB Todd Gurley II RB Chris Carson FLEX Latavius Murray WR DeAndre Hopkins WR Kenny Golladay WR Mike Williams TE Cameron Brate DST Panthers ,,,
2746,1682224561,jonny.thacker (24/30),0,168.78,QB Matthew Stafford RB Todd Gurley II RB Chris Carson FLEX Latavius Murray WR DeAndre Hopkins WR Kenny Golladay WR Mike Williams TE Cameron Brate DST Panthers ,,,
2746,1682224575,jonny.thacker (25/30),0,168.78,QB Matthew Stafford RB Todd Gurley II RB Chris Carson FLEX Latavius Murray WR DeAndre Hopkins WR Kenny Golladay WR Mike Williams TE Cameron Brate DST Panthers ,,,
2746,1683976625,kevkoby,0,168.78,QB Matthew Stafford RB Chase Edmonds RB Latavius Murray FLEX Cooper Kupp WR Kenny Golladay WR Courtland Sutton WR Kenny Stills TE Hunter Henry DST Bills ,,,
2746,1684455133,jonny.thacker (26/30),0,168.78,QB Matthew Stafford RB Todd Gurley II RB Chris Carson FLEX Latavius Murray WR DeAndre Hopkins WR Kenny Golladay WR Mike Williams TE Cameron Brate DST Panthers ,,,
2746,1684463417,jonny.thacker (27/30),0,168.78,QB Matthew Stafford RB Todd Gurley II RB Chris Carson FLEX Latavius Murray WR DeAndre Hopkins WR Kenny Golladay WR Mike Williams TE Cameron Brate DST Panthers ,,,
2746,1684463448,jonny.thacker (28/30),0,168.78,QB Matthew Stafford RB Todd Gurley II RB Chris Carson FLEX Latavius Murray WR DeAndre Hopkins WR Kenny Golladay WR Mike Williams TE Cameron Brate DST Panthers ,,,
2746,1684472574,jonny.thacker (29/30),0,168.78,QB Matthew Stafford RB Todd Gurley II RB Chris Carson FLEX Latavius Murray WR DeAndre Hopkins WR Kenny Golladay WR Mike Williams TE Cameron Brate DST Panthers ,,,
2746,1684480722,jonny.thacker (30/30),0,168.78,QB Matthew Stafford RB Todd Gurley II RB Chris Carson FLEX Latavius Murray WR DeAndre Hopkins WR Kenny Golladay WR Mike Williams TE Cameron Brate DST Panthers ,,,
2777,1685522964,spawelcz1043 (3/6),0,168.76,QB Deshaun Watson RB Chris Carson RB Tevin Coleman WR Michael Thomas WR Cooper Kupp WR Kenny Stills FLEX DaeSean Hamilton TE Hunter Henry DST Panthers ,,,
2778,1685401224,I_Slewfoot_U (13/120),0,168.72,QB Drew Brees RB Austin Ekeler RB Latavius Murray FLEX James White WR Michael Thomas WR Allen Robinson II WR Tyler Boyd TE Hunter Henry DST Jaguars ,,,
2779,1685920575,BoogyBear (4/11),0,168.66,QB Gardner Minshew II RB Chris Carson RB Le'Veon Bell FLEX Latavius Murray WR Kenny Golladay WR Tyler Boyd WR Mike Williams TE Austin Hooper DST Rams ,,,
2779,1677510521,blenderhd (1/15),0,168.66,QB Deshaun Watson RB Leonard Fournette FLEX Chris Carson RB Latavius Murray WR Michael Thomas WR Courtland Sutton WR Mike Williams TE Cameron Brate DST Chargers ,,,
2779,1677510530,blenderhd (2/15),0,168.66,QB Deshaun Watson RB Leonard Fournette FLEX Chris Carson RB Latavius Murray WR Michael Thomas WR Courtland Sutton WR Mike Williams TE Cameron Brate DST Chargers ,,,
2779,1677518232,blenderhd (3/15),0,168.66,QB Deshaun Watson RB Leonard Fournette FLEX Chris Carson RB Latavius Murray WR Michael Thomas WR Courtland Sutton WR Mike Williams TE Cameron Brate DST Chargers ,,,
2779,1677518243,blenderhd (4/15),0,168.66,QB Deshaun Watson RB Leonard Fournette FLEX Chris Carson RB Latavius Murray WR Michael Thomas WR Courtland Sutton WR Mike Williams TE Cameron Brate DST Chargers ,,,
2779,1677518318,blenderhd (5/15),0,168.66,QB Deshaun Watson RB Leonard Fournette FLEX Chris Carson RB Latavius Murray WR Michael Thomas WR Courtland Sutton WR Mike Williams TE Cameron Brate DST Chargers ,,,
2779,1677528032,blenderhd (6/15),0,168.66,QB Deshaun Watson RB Leonard Fournette FLEX Chris Carson RB Latavius Murray WR Michael Thomas WR Courtland Sutton WR Mike Williams TE Cameron Brate DST Chargers ,,,
2779,1677536346,blenderhd (7/15),0,168.66,QB Deshaun Watson RB Leonard Fournette FLEX Chris Carson RB Latavius Murray WR Michael Thomas WR Courtland Sutton WR Mike Williams TE Cameron Brate DST Chargers ,,,
2779,1677536348,blenderhd (8/15),0,168.66,QB Deshaun Watson RB Leonard Fournette FLEX Chris Carson RB Latavius Murray WR Michael Thomas WR Courtland Sutton WR Mike Williams TE Cameron Brate DST Chargers ,,,
2779,1677536350,blenderhd (9/15),0,168.66,QB Deshaun Watson RB Leonard Fournette FLEX Chris Carson RB Latavius Murray WR Michael Thomas WR Courtland Sutton WR Mike Williams TE Cameron Brate DST Chargers ,,,
2779,1677536379,blenderhd (10/15),0,168.66,QB Deshaun Watson RB Leonard Fournette FLEX Chris Carson RB Latavius Murray WR Michael Thomas WR Courtland Sutton WR Mike Williams TE Cameron Brate DST Chargers ,,,
2779,1682234234,gringotts (1/150),0,168.66,QB Deshaun Watson RB Leonard Fournette RB Chris Carson FLEX Latavius Murray WR Michael Thomas WR Courtland Sutton WR Mike Williams TE Cameron Brate DST Chargers ,,,
2779,1682234235,gringotts (2/150),0,168.66,QB Deshaun Watson RB Leonard Fournette RB Chris Carson FLEX Latavius Murray WR Michael Thomas WR Courtland Sutton WR Mike Williams TE Cameron Brate DST Chargers ,,,
2779,1682234236,gringotts (3/150),0,168.66,QB Deshaun Watson RB Leonard Fournette RB Chris Carson FLEX Latavius Murray WR Michael Thomas WR Courtland Sutton WR Mike Williams TE Cameron Brate DST Chargers ,,,
2779,1682234237,gringotts (4/150),0,168.66,QB Deshaun Watson RB Leonard Fournette RB Chris Carson FLEX Latavius Murray WR Michael Thomas WR Courtland Sutton WR Mike Williams TE Cameron Brate DST Chargers ,,,
2779,1682234238,gringotts (5/150),0,168.66,QB Deshaun Watson RB Leonard Fournette RB Chris Carson FLEX Latavius Murray WR Michael Thomas WR Courtland Sutton WR Mike Williams TE Cameron Brate DST Chargers ,,,
2779,1682234239,gringotts (6/150),0,168.66,QB Deshaun Watson RB Leonard Fournette RB Chris Carson FLEX Latavius Murray WR Michael Thomas WR Courtland Sutton WR Mike Williams TE Cameron Brate DST Chargers ,,,
2779,1682234240,gringotts (7/150),0,168.66,QB Deshaun Watson RB Leonard Fournette RB Chris Carson FLEX Latavius Murray WR Michael Thomas WR Courtland Sutton WR Mike Williams TE Cameron Brate DST Chargers ,,,
2779,1682234241,gringotts (8/150),0,168.66,QB Deshaun Watson RB Leonard Fournette RB Chris Carson FLEX Latavius Murray WR Michael Thomas WR Courtland Sutton WR Mike Williams TE Cameron Brate DST Chargers ,,,
2779,1682234242,gringotts (9/150),0,168.66,QB Deshaun Watson RB Leonard Fournette RB Chris Carson FLEX Latavius Murray WR Michael Thomas WR Courtland Sutton WR Mike Williams TE Cameron Brate DST Chargers ,,,
2779,1682234243,gringotts (10/150),0,168.66,QB Deshaun Watson RB Leonard Fournette RB Chris Carson FLEX Latavius Murray WR Michael Thomas WR Courtland Sutton WR Mike Williams TE Cameron Brate DST Chargers ,,,
2779,1682234244,gringotts (11/150),0,168.66,QB Deshaun Watson RB Leonard Fournette RB Chris Carson FLEX Latavius Murray WR Michael Thomas WR Courtland Sutton WR Mike Williams TE Cameron Brate DST Chargers ,,,
2779,1682234245,gringotts (12/150),0,168.66,QB Deshaun Watson RB Leonard Fournette RB Chris Carson FLEX Latavius Murray WR Michael Thomas WR Courtland Sutton WR Mike Williams TE Cameron Brate DST Chargers ,,,
2779,1682234246,gringotts (13/150),0,168.66,QB Deshaun Watson RB Leonard Fournette RB Chris Carson FLEX Latavius Murray WR Michael Thomas WR Courtland Sutton WR Mike Williams TE Cameron Brate DST Chargers ,,,
2779,1682234247,gringotts (14/150),0,168.66,QB Deshaun Watson RB Leonard Fournette RB Chris Carson FLEX Latavius Murray WR Michael Thomas WR Courtland Sutton WR Mike Williams TE Cameron Brate DST Chargers ,,,
2779,1682234248,gringotts (15/150),0,168.66,QB Deshaun Watson RB Leonard Fournette RB Chris Carson FLEX Latavius Murray WR Michael Thomas WR Courtland Sutton WR Mike Williams TE Cameron Brate DST Chargers ,,,
2779,1682234249,gringotts (16/150),0,168.66,QB Deshaun Watson RB Leonard Fournette RB Chris Carson FLEX Latavius Murray WR Michael Thomas WR Courtland Sutton WR Mike Williams TE Cameron Brate DST Chargers ,,,
2779,1682234250,gringotts (17/150),0,168.66,QB Deshaun Watson RB Leonard Fournette RB Chris Carson FLEX Latavius Murray WR Michael Thomas WR Courtland Sutton WR Mike Williams TE Cameron Brate DST Chargers ,,,
2779,1682234251,gringotts (18/150),0,168.66,QB Deshaun Watson RB Leonard Fournette RB Chris Carson FLEX Latavius Murray WR Michael Thomas WR Courtland Sutton WR Mike Williams TE Cameron Brate DST Chargers ,,,
2779,1682234252,gringotts (19/150),0,168.66,QB Deshaun Watson RB Leonard Fournette RB Chris Carson FLEX Latavius Murray WR Michael Thomas WR Courtland Sutton WR Mike Williams TE Cameron Brate DST Chargers ,,,
2779,1682234253,gringotts (20/150),0,168.66,QB Deshaun Watson RB Leonard Fournette RB Chris Carson FLEX Latavius Murray WR Michael Thomas WR Courtland Sutton WR Mike Williams TE Cameron Brate DST Chargers ,,,
2779,1682234254,gringotts (21/150),0,168.66,QB Deshaun Watson RB Leonard Fournette RB Chris Carson FLEX Latavius Murray WR Michael Thomas WR Courtland Sutton WR Mike Williams TE Cameron Brate DST Chargers ,,,
2779,1682234255,gringotts (22/150),0,168.66,QB Deshaun Watson RB Leonard Fournette RB Chris Carson FLEX Latavius Murray WR Michael Thomas WR Courtland Sutton WR Mike Williams TE Cameron Brate DST Chargers ,,,
2779,1682234256,gringotts (23/150),0,168.66,QB Deshaun Watson RB Leonard Fournette RB Chris Carson FLEX Latavius Murray WR Michael Thomas WR Courtland Sutton WR Mike Williams TE Cameron Brate DST Chargers ,,,
2779,1682234257,gringotts (24/150),0,168.66,QB Deshaun Watson RB Leonard Fournette RB Chris Carson FLEX Latavius Murray WR Michael Thomas WR Courtland Sutton WR Mike Williams TE Cameron Brate DST Chargers ,,,
2779,1682234258,gringotts (25/150),0,168.66,QB Deshaun Watson RB Leonard Fournette RB Chris Carson FLEX Latavius Murray WR Michael Thomas WR Courtland Sutton WR Mike Williams TE Cameron Brate DST Chargers ,,,
2779,1682234259,gringotts (26/150),0,168.66,QB Deshaun Watson RB Leonard Fournette RB Chris Carson FLEX Latavius Murray WR Michael Thomas WR Courtland Sutton WR Mike Williams TE Cameron Brate DST Chargers ,,,
2779,1682234260,gringotts (27/150),0,168.66,QB Deshaun Watson RB Leonard Fournette RB Chris Carson FLEX Latavius Murray WR Michael Thomas WR Courtland Sutton WR Mike Williams TE Cameron Brate DST Chargers ,,,
2779,1682234261,gringotts (28/150),0,168.66,QB Deshaun Watson RB Leonard Fournette RB Chris Carson FLEX Latavius Murray WR Michael Thomas WR Courtland Sutton WR Mike Williams TE Cameron Brate DST Chargers ,,,
