,QB,RB1,RB2,WR1,WR2,WR3,TE,Flex,DST,Points,Salary
0,Deshaun Watson (13605604),Latavius Murray (13605690),Chris Carson (13605674),Michael Thomas (13605878),Mike Williams (13605976),Kenny Stills (13605946),Cameron Brate (13606240),Christian McCaffrey (13605664),Raiders  (13606367),151.138,151.138
1,Deshaun Watson (13605604),Latavius Murray (13605690),Saquon Barkley (13605666),Michael Thomas (13605878),Mike Williams (13605976),T.Y. Hilton (13605902),Cameron Brate (13606240),Darren Waller (13606168),Raiders  (13606367),148.768,148.768
2,Deshaun Watson (13605604),Latavius Murray (13605690),Saquon Barkley (13605666),Michael Thomas (13605878),Mike Williams (13605976),Courtland Sutton (13605930),Cameron Brate (13606240),Kenny Stills (13605946),Titans  (13606349),148.318,148.318
3,Matthew Stafford (13605610),Chris Carson (13605674),Saquon Barkley (13605666),Michael Thomas (13605878),Mike Williams (13605976),Courtland Sutton (13605930),Hunter Henry (13606176),Cameron Brate (13606240),Jaguars  (13606351),147.73600000000002,147.73600000000002
4,Matthew Stafford (13605610),Latavius Murray (13605690),Christian McCaffrey (13605664),Michael Thomas (13605878),Courtland Sutton (13605930),Kenny Stills (13605946),Hunter Henry (13606176),Cameron Brate (13606240),Titans  (13606349),147.166,147.166
5,Matt Schaub (13605635),Latavius Murray (13605690),Saquon Barkley (13605666),Michael Thomas (13605878),Courtland Sutton (13605930),DeAndre Hopkins (13605876),Hunter Henry (13606176),Cameron Brate (13606240),Raiders  (13606367),146.83,146.83
6,Matthew Stafford (13605610),Chris Carson (13605674),Saquon Barkley (13605666),Michael Thomas (13605878),Kenny Stills (13605946),T.Y. Hilton (13605902),Hunter Henry (13606176),Cameron Brate (13606240),Raiders  (13606367),146.586,146.586
7,Matt Schaub (13605635),Latavius Murray (13605690),Christian McCaffrey (13605664),Michael Thomas (13605878),Mike Williams (13605976),Courtland Sutton (13605930),Hunter Henry (13606176),T.Y. Hilton (13605902),Raiders  (13606367),146.32,146.32
8,Matt Schaub (13605635),Latavius Murray (13605690),Saquon Barkley (13605666),Michael Thomas (13605878),Mike Williams (13605976),T.Y. Hilton (13605902),Hunter Henry (13606176),Darren Waller (13606168),Raiders  (13606367),146.05,146.05
9,Matthew Stafford (13605610),Latavius Murray (13605690),Saquon Barkley (13605666),Michael Thomas (13605878),Kenny Stills (13605946),T.Y. Hilton (13605902),Cameron Brate (13606240),Darren Waller (13606168),Raiders  (13606367),145.836,145.836
