,Player,Position,Salary,DK_Points,DK_Value
0,Deshaun Watson,QB,7100,25.628000000000004,277.04073669424065
1,Matthew Stafford,QB,6100,21.606,282.3289826899935
2,Matt Schaub,QB,4700,16.44,285.88807785888076
3,Jameis Winston,QB,5900,19.804000000000002,297.9196121995556
4,Ryan Tannehill,QB,5100,16.817999999999998,303.24652158401716
5,Russell Wilson,QB,7200,23.544000000000004,305.8103975535168
6,Andy Dalton,QB,5000,16.164,309.32937391734714
7,Derek Carr,QB,5000,16.012,312.26580064951287
8,Daniel Jones,QB,5800,18.400000000000002,315.2173913043478
9,Drew Brees,QB,6300,19.855999999999995,317.28444802578576
10,Jared Goff,QB,6800,21.4,317.7570093457944
11,Gardner Minshew,QB,5500,17.144000000000002,320.8119458702753
12,Jacoby Brissett,QB,5600,17.296000000000003,323.7742830712303
13,Mitch Trubisky,QB,4900,15.042000000000002,325.7545539157027
14,Philip Rivers,QB,5300,16.168000000000003,327.8080158337456
15,Kyler Murray,QB,6200,18.522,334.73706943094703
16,Tom Brady,QB,6600,19.299999999999997,341.9689119170985
17,Josh Allen,QB,6500,18.768,346.33418584825233
18,Baker Mayfield,QB,5000,14.084000000000001,355.0127804600965
19,Carson Wentz,QB,5600,15.378,364.156587332553
20,Joe Flacco,QB,4800,13.07,367.2532517214996
21,Jimmy Garoppolo,QB,5700,15.126000000000001,376.83458944863145
22,Kyle Allen,QB,5200,12.496,416.13316261203585
23,Sam Darnold,QB,5500,12.629999999999999,435.471100554236
24,Teddy Bridgewater,QB,5900,5.4,1092.5925925925926
25,Latavius Murray,RB,5800,18.999999999999996,305.2631578947369
26,Chris Carson,RB,7000,21.150000000000002,330.9692671394799
27,James White,RB,5100,14.150000000000002,360.4240282685512
28,Devonta Freeman,RB,5500,14.919999999999998,368.632707774799
29,Tevin Coleman,RB,5000,13.26,377.0739064856712
30,Derrick Henry,RB,6000,15.880000000000003,377.83375314861456
31,Le'Veon Bell,RB,6900,18.25,378.0821917808219
32,Leonard Fournette,RB,7800,20.549999999999997,379.56204379562047
33,Chase Edmonds,RB,6200,16.02,387.01622971285894
34,Sony Michel,RB,5200,13.16,395.1367781155015
35,Nick Chubb,RB,6600,16.6,397.5903614457831
36,Saquon Barkley,RB,8900,22.18,401.2623985572588
37,David Montgomery,RB,4400,10.910000000000002,403.2997250229147
38,Christian McCaffrey,RB,9200,22.57,407.62073548958796
39,Ty Johnson,RB,4900,11.97,409.3567251461988
40,Austin Ekeler,RB,5900,14.410000000000002,409.4378903539208
41,Marlon Mack,RB,6100,14.88,409.9462365591398
42,Todd Gurley,RB,7400,17.87,414.10184667039726
43,Joe Mixon,RB,4600,10.870000000000001,423.18307267709287
44,Miles Sanders,RB,4200,9.850000000000001,426.39593908629433
45,Melvin Gordon,RB,5400,12.56,429.9363057324841
46,Duke Johnson,RB,3800,8.81,431.3280363223609
47,Josh Jacobs,RB,5800,13.260000000000002,437.4057315233785
48,Carlos Hyde,RB,4700,10.53,446.34377967711305
49,Phillip Lindsay,RB,5600,12.46,449.438202247191
50,Devin Singletary,RB,4400,9.66,455.4865424430642
51,Royce Freeman,RB,5500,12.010000000000002,457.9517069109075
52,Tarik Cohen,RB,4700,10.25,458.5365853658537
53,J.D. McKissic,RB,3900,8.47,460.44864226682404
54,Frank Gore,RB,4000,8.680000000000001,460.8294930875575
55,Matt Breida,RB,4800,10.39,461.9826756496631
56,Peyton Barber,RB,4000,7.8100000000000005,512.1638924455825
57,Jordan Howard,RB,4600,8.430000000000001,545.6702253855278
58,Darrell Henderson,RB,4000,7.13,561.0098176718093
59,DeAndre Washington,RB,3100,5.3100000000000005,583.804143126177
60,Giovani Bernard,RB,4100,6.420000000000002,638.6292834890965
61,Brandon Bolden,RB,3500,5.44,643.3823529411765
62,Dion Lewis,RB,3900,5.240000000000001,744.2748091603052
63,Nyheim Hines,RB,4200,5.46,769.2307692307693
64,Michael Thomas,WR,8000,24.31,329.0826820238585
65,Mike Williams,WR,4000,11.860000000000001,337.2681281618887
66,Courtland Sutton,WR,5300,15.620000000000001,339.3085787451984
67,Tyler Boyd,WR,5100,14.350000000000001,355.40069686411147
68,Kenny Stills,WR,4700,12.950000000000001,362.9343629343629
69,T.Y. Hilton,WR,6100,16.379999999999995,372.40537240537253
70,A.J. Brown,WR,4100,10.83,378.5780240073869
71,DeAndre Hopkins,WR,8100,21.269999999999996,380.818053596615
72,Chris Godwin,WR,7100,18.63,381.10574342458403
73,Kenny Golladay,WR,6400,16.68,383.69304556354916
74,Ted Ginn,WR,3700,9.629999999999999,384.21599169262726
75,Allen Robinson,WR,6000,15.51,386.84719535783364
76,Corey Davis,WR,4400,11.329999999999998,388.3495145631069
77,Auden Tate,WR,4200,10.69,392.8905519176801
78,Cole Beasley,WR,4200,10.370000000000001,405.0144648023143
79,Alshon Jeffery,WR,5200,12.790000000000001,406.5676309616888
80,Robby Anderson,WR,4900,12.030000000000001,407.3150457190357
81,D.K. Metcalf,WR,5000,12.25,408.16326530612247
82,Golden Tate,WR,5800,14.200000000000001,408.45070422535207
83,Alex Erickson,WR,3700,9.03,409.7452934662237
84,Marvin Jones,WR,5800,14.110000000000001,411.0559886605244
85,Jarvis Landry,WR,4800,11.620000000000001,413.0808950086058
86,John Brown,WR,5900,14.270000000000001,413.4548002803083
87,Tyler Lockett,WR,7000,16.72,418.66028708133973
88,Mike Evans,WR,6600,15.71,420.1145767027371
89,Jamison Crowder,WR,4800,11.390000000000002,421.4223002633889
90,Dede Westbrook,WR,4500,10.65,422.53521126760563
91,D.J. Chark,WR,6000,14.08,426.1363636363636
92,Cooper Kupp,WR,7500,17.59,426.37862421830584
93,Julian Edelman,WR,6900,16.009999999999998,430.9806371018114
94,Larry Fitzgerald,WR,5400,12.31,438.6677497969131
95,DaeSean Hamilton,WR,3300,7.41,445.34412955465586
96,Brandin Cooks,WR,5700,12.72,448.1132075471698
97,Demaryius Thomas,WR,3300,7.26,454.54545454545456
98,Julio Jones,WR,7700,16.779999999999998,458.8796185935638
99,Tyrell Williams,WR,5500,11.89,462.5735912531539
100,Curtis Samuel,WR,4600,9.84,467.479674796748
101,Chris Conley,WR,3300,6.699999999999999,492.5373134328359
102,Mohamed Sanu,WR,4000,8.08,495.049504950495
103,Phillip Dorsett,WR,4200,8.41,499.40546967895364
104,Nelson Agholor,WR,3800,7.529999999999999,504.64807436918994
105,Darius Slayton,WR,3900,7.720000000000001,505.181347150259
106,Danny Amendola,WR,4100,8.04,509.95024875621897
107,Keke Coutee,WR,4100,8.010000000000002,511.86017478152297
108,Calvin Ridley,WR,5600,10.89,514.2332415059687
109,Odell Beckham Jr.,WR,6500,12.500000000000002,519.9999999999999
110,Robert Woods,WR,6300,12.1,520.6611570247934
111,Adam Humphries,WR,3900,7.200000000000001,541.6666666666666
112,Anthony Miller,WR,3500,6.110000000000001,572.8314238952536
113,Emmanuel Sanders,WR,4600,7.67,599.7392438070405
114,Jaron Brown,WR,4000,6.32,632.9113924050632
115,Dante Pettis,WR,3800,6.0,633.3333333333334
116,Jakobi Meyers,WR,3600,5.640000000000001,638.2978723404254
117,Christian Kirk,WR,4700,7.279999999999999,645.6043956043957
118,Damiere Byrd,WR,3700,5.33,694.1838649155723
119,Zach Pascal,WR,4300,5.82,738.8316151202749
120,Taylor Gabriel,WR,3800,5.109999999999999,743.6399217221136
121,Deebo Samuel,WR,4000,5.0600000000000005,790.5138339920948
122,Marquise Goodwin,WR,4500,5.49,819.672131147541
123,Keenan Allen,WR,6400,6.26,1022.3642172523962
124,Hunter Henry,TE,4900,14.340000000000002,341.70153417015337
125,Cameron Brate,TE,2700,7.870000000000001,343.0749682337992
126,Darren Waller,TE,5900,15.740000000000002,374.841168996188
127,Evan Engram,TE,5300,13.85,382.67148014440437
128,Austin Hooper,TE,5500,14.33,383.81018841591066
129,Jonnu Smith,TE,2800,7.26,385.6749311294766
130,Greg Olsen,TE,3700,9.510000000000002,389.0641430073606
131,Josh Hill,TE,3200,8.03,398.5056039850561
132,Dallas Goedert,TE,2800,6.790000000000001,412.3711340206185
133,T.J. Hockenson,TE,3500,8.4,416.66666666666663
134,Zach Ertz,TE,5100,11.97,426.06516290726813
135,Eric Ebron,TE,3400,7.9,430.37974683544303
136,Noah Fant,TE,2900,6.49,446.8412942989214
137,Dawson Knox,TE,2900,6.34,457.41324921135646
138,Jack Doyle,TE,3000,6.540000000000001,458.71559633027516
139,George Kittle,TE,6500,14.040000000000001,462.96296296296293
140,Trey Burton,TE,3000,5.99,500.8347245409015
141,Gerald Everett,TE,4300,8.49,506.47820965842163
142,Jordan Akins,TE,2800,5.48,510.94890510948903
143,Darren Fells,TE,3400,6.47,525.5023183925812
144,Foster Moreau,TE,2700,5.08,531.496062992126
145,Ricky Seals-Jones,TE,3100,5.199999999999999,596.1538461538462
146,Oakland Raiders,DST,1500,5.800000000000001,258.6206896551724
147,Atlanta Falcons,DST,1800,5.5,327.27272727272725
148,Jacksonville Jaguars,DST,2900,8.8,329.5454545454545
149,Tennessee Titans,DST,3200,8.9,359.5505617977528
150,Detroit Lions,DST,2800,7.7,363.6363636363636
151,Tampa Bay Buccaneers,DST,2500,6.800000000000002,367.64705882352933
152,Carolina Panthers,DST,2400,6.5,369.2307692307692
153,Philadelphia Eagles,DST,2700,7.1000000000000005,380.28169014084506
154,New York Giants,DST,2200,5.699999999999999,385.9649122807018
155,Buffalo Bills,DST,3000,7.7,389.6103896103896
156,Los Angeles Chargers,DST,2300,5.800000000000001,396.551724137931
157,Indianapolis Colts,DST,2900,7.300000000000001,397.2602739726027
158,New Orleans Saints,DST,3500,8.8,397.7272727272727
159,Denver Broncos,DST,2100,5.1000000000000005,411.76470588235287
160,Los Angeles Rams,DST,3800,9.100000000000001,417.5824175824175
161,San Francisco 49ers,DST,3700,8.700000000000001,425.287356321839
162,Houston Texans,DST,2700,6.1,442.62295081967216
163,Seattle Seahawks,DST,2800,6.299999999999999,444.4444444444445
164,Chicago Bears,DST,3600,7.8,461.53846153846155
165,New England Patriots,DST,4300,9.100000000000001,472.52747252747247
166,New York Jets,DST,2600,5.4,481.48148148148147
