,QB,RB1,RB2,WR1,WR2,WR3,TE,Flex,DST,Points,Salary
0,Deshaun Watson,Latavius Murray,Chris Carson,Michael Thomas,Mike Williams,Kenny Stills,Cameron Brate,Christian McCaffrey,Oakland Raiders,151.138,50000
1,Deshaun Watson,Latavius Murray,Chris Carson,Michael Thomas,Mike Williams,Kenny Stills,Cameron Brate,Saquon Barkley,Oakland Raiders,150.74800000000002,49700
2,Matthew Stafford,Latavius Murray,Chris Carson,Michael Thomas,Courtland Sutton,Kenny Stills,Cameron Brate,Saquon Barkley,Oakland Raiders,150.48600000000002,50000
3,Deshaun Watson,Latavius Murray,Christian McCaffrey,Michael Thomas,Mike Williams,Courtland Sutton,Hunter Henry,Cameron Brate,Jacksonville Jaguars,149.99800000000002,49900
4,Matthew Stafford,Latavius Murray,Chris Carson,Michael Thomas,Mike Williams,Courtland Sutton,Cameron Brate,Christian McCaffrey,Oakland Raiders,149.786,49600
5,Deshaun Watson,Latavius Murray,Saquon Barkley,Michael Thomas,Mike Williams,Courtland Sutton,Hunter Henry,Cameron Brate,Tennessee Titans,149.708,49900
6,Deshaun Watson,Latavius Murray,Saquon Barkley,Michael Thomas,Mike Williams,Courtland Sutton,Hunter Henry,Cameron Brate,Jacksonville Jaguars,149.608,49600
7,Deshaun Watson,Latavius Murray,Christian McCaffrey,Michael Thomas,Mike Williams,Courtland Sutton,Cameron Brate,Kenny Golladay,Oakland Raiders,149.33800000000002,50000
8,Deshaun Watson,Chris Carson,Christian McCaffrey,Michael Thomas,Mike Williams,Courtland Sutton,Hunter Henry,Cameron Brate,Oakland Raiders,149.14800000000002,49700
9,Deshaun Watson,Latavius Murray,Saquon Barkley,Michael Thomas,Courtland Sutton,Kenny Stills,Cameron Brate,Darren Waller,Oakland Raiders,149.098,49900
10,Deshaun Watson,Latavius Murray,Christian McCaffrey,Michael Thomas,Mike Williams,Courtland Sutton,Cameron Brate,T.Y. Hilton,Oakland Raiders,149.038,49700
11,Deshaun Watson,Latavius Murray,Saquon Barkley,Michael Thomas,Mike Williams,Courtland Sutton,Cameron Brate,Kenny Golladay,Oakland Raiders,148.948,49700
12,Deshaun Watson,Latavius Murray,Christian McCaffrey,Michael Thomas,Kenny Stills,T.Y. Hilton,Hunter Henry,Cameron Brate,Oakland Raiders,148.848,50000
13,Deshaun Watson,Latavius Murray,Saquon Barkley,Michael Thomas,Mike Williams,T.Y. Hilton,Cameron Brate,Darren Waller,Oakland Raiders,148.768,50000
14,Deshaun Watson,Latavius Murray,Saquon Barkley,Michael Thomas,Kenny Stills,Kenny Golladay,Hunter Henry,Cameron Brate,Oakland Raiders,148.758,50000
15,Matt Schaub,Latavius Murray,Chris Carson,Michael Thomas,Courtland Sutton,T.Y. Hilton,Cameron Brate,Saquon Barkley,Oakland Raiders,148.75,50000
16,Deshaun Watson,Latavius Murray,Christian McCaffrey,Michael Thomas,Mike Williams,Courtland Sutton,Cameron Brate,Kenny Stills,Tennessee Titans,148.70800000000003,50000
17,Jameis Winston,Latavius Murray,Chris Carson,Michael Thomas,Courtland Sutton,Kenny Stills,Cameron Brate,Saquon Barkley,Oakland Raiders,148.68400000000003,49800
18,Deshaun Watson,Latavius Murray,Christian McCaffrey,Michael Thomas,Mike Williams,Courtland Sutton,Cameron Brate,Kenny Stills,Jacksonville Jaguars,148.60800000000003,49700
19,Deshaun Watson,Latavius Murray,Saquon Barkley,Michael Thomas,Kenny Stills,T.Y. Hilton,Hunter Henry,Cameron Brate,Oakland Raiders,148.458,49700
20,Matthew Stafford,Latavius Murray,Saquon Barkley,Michael Thomas,Mike Williams,Kenny Stills,Hunter Henry,T.Y. Hilton,Oakland Raiders,148.42600000000002,50000
21,Matt Schaub,Latavius Murray,Chris Carson,Michael Thomas,Mike Williams,Kenny Stills,Hunter Henry,Christian McCaffrey,Oakland Raiders,148.42000000000002,49800
22,Deshaun Watson,Latavius Murray,Christian McCaffrey,Michael Thomas,Mike Williams,Courtland Sutton,Cameron Brate,Darren Waller,Oakland Raiders,148.39800000000002,49500
23,Jameis Winston,Latavius Murray,Chris Carson,Michael Thomas,Mike Williams,T.Y. Hilton,Cameron Brate,Saquon Barkley,Oakland Raiders,148.354,49900
