,Player,Team,REC_MAX,REC_MIN,REC_MID,YDS_MAX,YDS_MIN,YDS_MID,TDS_MAX,TDS_MIN,TDS_MID,FL_MAX,FL_MIN,FL_MID,FPTS_MAX,FPTS_MIN,FPTS_MID,Week,Position
0,Travis Kelce,KC,6.9,5.7,6.2,88.4,68.3,74.1,1.0,0.5,0.6,0.0,0.1,0.1,13.6,9.8,10.9,3,TE
1,Mark Andrews,BAL,6.0,3.3,4.3,67.8,41.7,57.0,1.0,0.4,0.6,0.0,0.0,0.0,12.6,6.4,9.5,3,TE
2,Darren Waller,LV,7.7,5.3,5.9,90.0,60.0,67.3,1.0,0.1,0.4,0.0,0.1,0.1,12.8,7.2,8.8,3,TE
3,Hunter Henry,LAC,6.0,4.1,4.8,80.0,47.4,58.6,1.0,0.3,0.5,0.0,0.1,0.1,12.3,6.7,8.7,3,TE
4,Zach Ertz,PHI,6.5,4.6,5.1,67.4,49.4,56.5,1.0,0.3,0.5,0.0,0.1,0.0,12.0,7.1,8.4,3,TE
5,Jared Cook,NO,6.0,2.8,4.0,61.3,44.5,53.1,1.0,0.1,0.5,0.0,0.0,0.0,11.8,6.7,8.1,3,TE
6,Mike Gesicki,MIA,5.6,3.9,4.6,61.8,48.1,55.2,1.0,0.1,0.4,0.0,0.1,0.1,11.4,6.5,8.1,3,TE
7,Tyler Higbee,LAR,6.3,3.9,4.9,68.2,41.7,53.0,1.0,0.2,0.4,0.0,0.0,0.0,11.3,5.8,7.8,3,TE
8,Jonnu Smith,TEN,6.0,3.0,4.1,60.0,39.0,48.3,1.0,0.2,0.5,0.0,0.0,0.0,12.0,6.4,7.6,3,TE
9,Noah Fant,DEN,5.0,3.3,3.9,59.0,38.9,49.3,1.0,0.2,0.4,0.0,0.1,0.0,11.9,5.1,7.2,3,TE
10,TJ Hockenson,DET,6.0,3.1,4.3,58.0,35.3,48.2,1.0,0.2,0.4,0.0,0.0,0.0,11.8,5.1,7.1,3,TE
11,Hayden Hurst,ATL,5.7,3.6,4.5,71.0,43.5,53.3,0.3,0.0,0.3,0.0,0.1,0.0,8.9,6.1,6.9,3,TE
12,Evan Engram,NYG,5.2,3.4,4.6,57.0,38.0,48.9,0.4,0.0,0.2,0.0,0.0,0.0,7.7,4.7,6.0,3,TE
13,Chris Herndon,NYJ,4.5,3.0,3.9,53.0,33.3,43.4,0.3,0.0,0.2,0.0,0.3,0.1,6.8,3.6,5.2,3,TE
14,Austin Hooper,CLE,4.7,3.0,3.6,50.1,32.6,39.7,0.3,0.0,0.2,0.0,0.0,0.0,6.7,3.6,5.2,3,TE
15,Dalton Schultz,DAL,5.6,2.6,3.8,59.0,26.4,40.7,0.5,0.0,0.2,0.0,0.3,0.1,7.5,3.2,5.1,3,TE
16,Tyler Eifert,JAC,4.0,2.5,3.2,43.0,29.2,37.1,0.4,0.0,0.2,0.0,0.0,0.0,6.0,4.3,5.0,3,TE
