,Player,Team,Position,Salary,Name + ID,AvgPointsPerGame,Draft Kings_MIN,Draft Kings_MID,Draft Kings_MAX,Dynasty_MIN,Dynasty_MID,Dynasty_MAX,Redraft_MIN,Redraft_MID,Redraft_MAX,Draft Kings Value_MAX,Draft Kings Value_MID,Draft Kings Value_MIN,Draft Kings_MID_Rank,Draft Kings_MID_Tier,Draft Kings Value_MID_Rank,Draft Kings Value_MID_Tier,Min_Tier,Add_Tier,FPTS,%Drafted,Real_Value
13,Mitchell Trubisky,CHI,QB,5700.0,Mitchell Trubisky (15456818) (LOCKED),17.37,12.89,17.625,22.37,11.590000000000002,16.250000000000004,20.02,12.590000000000002,17.150000000000002,20.72,442.20325833979825,323.40425531914894,254.8055431381315,17,6,14,5,5,11,12.62,1.71,451.6640253565769
14,Philip Rivers,IND,QB,6000.0,Philip Rivers (15456814) (LOCKED),14.79,14.84,18.422,22.52,13.64,16.482,19.37,14.64,17.282,20.07,404.3126684636119,325.69753555531435,266.429840142096,14,5,15,6,5,11,12.68,0.11,473.18611987381706
15,Teddy Bridgewater,CAR,QB,5200.0,Teddy Bridgewater (15456828) (LOCKED),16.21,12.36,15.958999999999996,20.098,11.06,14.354000000000001,18.288,12.06,15.153999999999998,18.988000000000003,420.7119741100324,325.8349520646658,258.732212160414,21,7,16,6,6,13,14.6,0.06,356.16438356164383
16,Josh Allen,BUF,QB,6900.0,Josh Allen (15456805) (LOCKED),35.64,16.088,21.1,28.09,14.687999999999995,20.0,26.14,15.688,20.8,26.84,428.8910989557434,327.01421800947867,245.63901744393024,9,3,17,6,3,9,36.24,0.73,190.39735099337747
17,Baker Mayfield,CLE,QB,5700.0,Baker Mayfield (15456819) (LOCKED),13.82,14.267999999999999,17.207,20.616,12.868,15.942,18.496,14.068,16.942000000000004,19.396,399.49537426408745,331.2605335038066,276.4842840512224,18,6,18,7,6,13,14.34,0.07,397.489539748954
18,Deshaun Watson,HOU,QB,6500.0,Deshaun Watson (15456809) (LOCKED),18.53,15.06,19.499000000000002,27.053000000000004,13.56,17.894000000000005,25.268,14.66,18.794,25.968000000000004,431.6069057104913,333.35042822708857,240.26910139356082,10,4,19,7,4,11,18.06,0.1,359.91140642303435
19,Daniel Jones,NYG,QB,5500.0,Daniel Jones (15456823) (LOCKED),13.05,12.820000000000002,16.354000000000006,20.639,10.82,14.954,18.934,11.920000000000002,15.954,19.834,429.01716068642736,336.30915983857153,266.4857793497748,20,7,20,7,7,14,10.06,0.08,546.7196819085486
20,Joe Burrow,CIN,QB,6200.0,Joe Burrow (15456812) (LOCKED),23.08,11.13,18.317999999999994,23.66,9.230000000000002,16.958,21.66,10.330000000000002,17.757999999999996,22.06,557.0530098831986,338.46489791461966,262.0456466610313,16,5,21,7,5,12,23.38,0.27,265.1839178785287
21,Derek Carr,LV,QB,5400.0,Derek Carr (15456825) (LOCKED),17.89,12.1,15.946000000000002,20.6,10.8,14.376,17.900000000000006,11.8,15.075999999999999,18.5,446.2809917355372,338.64291985450893,262.13592233009706,23,7,22,7,7,14,17.44,0.08,309.6330275229358
22,Kirk Cousins,MIN,QB,5500.0,Kirk Cousins (15456824) (LOCKED),15.24,11.55,15.948,20.675999999999995,10.25,14.948,18.656,11.25,15.748,19.256,476.1904761904762,344.87083019814395,266.00889920680993,22,7,23,7,7,14,21.44,0.12,256.52985074626866
23,Jeff Driskel,DEN,QB,5300.0,Jeff Driskel (15456826) (LOCKED),10.69,9.004,14.278,18.1,7.7040000000000015,13.378000000000002,17.599999999999994,8.704,14.178,18.1,588.6272767658819,371.20044824205075,292.81767955801115,24,8,24,8,8,16,11.44,0.01,463.2867132867133
24,Devin Singletary,BUF,RB,4900.0,Devin Singletary (15456934) (LOCKED),12.0,10.57,14.93,19.849999999999994,9.07,13.23,17.3,10.37,14.83,19.3,463.57615894039736,328.19825853985265,246.85138539042828,11,4,1,1,1,5,16.1,45.99,304.3478260869565
25,Miles Sanders,PHI,RB,6400.0,Miles Sanders (15456892) (LOCKED),17.9,15.300000000000002,19.27,24.59,13.6,17.37,22.040000000000006,15.1,19.07,23.890000000000004,418.3006535947712,332.1224701608718,260.26840178934526,3,2,2,1,1,3,14.7,88.88,435.374149659864
26,Jerick McKinnon,SF,RB,4900.0,Jerick McKinnon (15456936) (LOCKED),14.6,7.17,13.72,18.88,5.92,11.97,16.78,6.97,13.62,18.88,683.4030683403067,357.1428571428572,259.5338983050848,15,5,3,2,2,7,16.7,6.23,293.41317365269464
27,Kenyan Drake,ARI,RB,6000.0,Kenyan Drake (15456900) (LOCKED),11.63,11.81,16.31,21.85,10.56,14.76,19.8,11.61,16.21,21.75,508.04403048264186,367.87247087676286,274.59954233409616,8,3,4,2,2,5,8.9,46.82,674.1573033707865
28,Mike Davis,CAR,RB,5100.0,Mike Davis (15456922) (LOCKED),12.87,7.54,13.8,19.21,6.09,11.7,16.26,7.34,13.7,19.11,676.3925729442971,369.5652173913044,265.48672566371687,13,5,5,2,2,7,23.1,2.76,220.77922077922076
29,Derrick Henry,TEN,RB,7800.0,Derrick Henry (15456874) (LOCKED),19.17,15.595,20.82,24.200000000000006,13.26,17.160000000000004,20.100000000000005,13.91,17.960000000000004,21.100000000000005,500.16030779095865,374.6397694524496,322.31404958677683,2,1,6,2,1,3,30.0,3.81,260.0
30,Joe Mixon,CIN,RB,5900.0,Joe Mixon (15456902) (LOCKED),9.4,11.910000000000002,15.67,20.7,10.76,14.32,19.2,11.71,15.57,20.7,495.3820319059613,376.5156349712827,285.02415458937196,10,3,7,2,2,5,8.5,0.55,694.1176470588235
31,Ezekiel Elliott,DAL,RB,8300.0,Ezekiel Elliott (15456872) (LOCKED),22.9,14.64,21.815,30.099999999999994,12.94,18.85,24.83,14.44,20.85,27.48,566.9398907103825,380.47215218886083,275.7475083056479,1,1,8,2,1,3,17.8,7.13,466.29213483146066
32,Jonathan Taylor,IND,RB,7000.0,Jonathan Taylor (15456880) (LOCKED),16.7,12.22,17.97,27.67,10.77,16.419999999999998,22.57,11.92,17.87,24.57,572.8314238952538,389.5381190873679,252.98156848572464,5,2,9,3,2,5,13.2,55.96,530.3030303030304
33,Chris Carson,SEA,RB,6600.0,Chris Carson (15456888) (LOCKED),18.33,12.020000000000005,16.849999999999998,24.01,10.62,15.200000000000005,21.19,11.820000000000002,16.75,23.19,549.0848585690513,391.69139465875384,274.88546438983764,7,3,10,3,3,6,10.6,3.41,622.6415094339623
34,David Johnson,HOU,RB,5400.0,David Johnson (15456910) (LOCKED),13.17,8.99,13.750000000000002,17.569999999999997,7.639999999999999,12.150000000000002,15.670000000000002,8.79,13.650000000000002,17.47,600.6674082313682,392.72727272727275,307.3420603301082,14,5,11,3,3,8,12.6,0.42,428.57142857142856
35,Melvin Gordon,DEN,RB,5800.0,Melvin Gordon III (15456906) (LOCKED),17.4,10.339999999999998,14.71,20.45,9.04,13.11,18.6,10.04,14.61,20.35,560.9284332688591,394.28959891230454,283.6185819070905,12,4,12,3,3,7,7.8,1.16,743.5897435897436
36,Antonio Gibson,WAS,RB,4700.0,Antonio Gibson (15456942) (LOCKED),10.87,6.26,11.72,17.599999999999994,5.21,10.42,16.0,6.06,11.62,17.5,750.7987220447285,401.0238907849829,267.04545454545456,20,6,13,3,3,9,14.0,0.3,335.7142857142857
37,Dalvin Cook,MIN,RB,7600.0,Dalvin Cook (15456876) (LOCKED),22.93,12.6,18.16,23.16,11.4,16.46,20.62,12.4,18.06,22.52,603.1746031746031,418.50220264317187,328.1519861830743,4,2,14,4,2,6,29.9,2.3,254.18060200668899
38,Rex Burkhead,NE,RB,4000.0,Rex Burkhead (15457098) (LOCKED),15.63,5.15,9.41,14.85,4.25,7.96,13.15,5.05,9.31,14.85,776.6990291262135,425.0797024442083,269.36026936026934,23,7,15,4,4,11,34.8,0.62,114.9425287356322
39,James Conner,PIT,RB,6700.0,James Conner (15456886) (LOCKED),18.23,11.35,15.759999999999998,21.66,10.15,14.26,19.31,11.15,15.659999999999998,21.56,590.3083700440527,425.1269035532995,309.32594644506014,9,3,16,4,3,7,27.9,2.14,240.14336917562724
40,Josh Jacobs,LV,RB,7300.0,Josh Jacobs (15456878) (LOCKED),19.9,12.29,17.15,25.075,10.99,15.22,20.570000000000004,12.089999999999998,16.57,22.17,593.9788445890969,425.6559766763849,291.1266201395813,6,3,17,4,3,7,10.3,0.22,708.7378640776699
41,Todd Gurley,ATL,RB,5800.0,Todd Gurley II (15456904) (LOCKED),11.67,8.150000000000002,12.75,17.39,7.15,11.6,15.54,7.950000000000001,12.65,17.290000000000006,711.6564417177913,454.90196078431364,333.52501437607816,18,6,18,5,5,11,15.2,0.16,381.5789473684211
42,David Montgomery,CHI,RB,5700.0,David Montgomery (15456908) (LOCKED),12.5,7.19,12.5,18.3,6.29,11.45,16.900000000000002,6.99,12.4,18.2,792.7677329624478,456.0,311.47540983606564,19,6,19,5,5,11,7.4,1.55,770.2702702702702
43,Kareem Hunt,CLE,RB,6100.0,Kareem Hunt (15456898) (LOCKED),16.87,8.430000000000001,12.99,17.43,6.980000000000001,11.34,15.730000000000002,8.330000000000002,12.89,17.43,723.606168446026,469.59199384141647,349.9713138267355,16,6,20,5,5,11,14.4,0.46,423.6111111111111
44,Leonard Fournette,TB,RB,6200.0,Leonard Fournette (15456896) (LOCKED),12.57,7.65,12.88,21.050000000000004,6.5,11.43,18.800000000000004,7.45,12.78,21.050000000000004,810.4575163398692,481.36645962732916,294.53681710213766,17,6,21,5,5,11,4.2,0.56,1476.1904761904761
45,Frank Gore,NYJ,RB,4400.0,Frank Gore (15456954) (LOCKED),5.12,5.43,8.760000000000002,11.6,4.73,7.910000000000001,10.7,5.23,8.660000000000002,11.6,810.3130755064458,502.28310502283097,379.3103448275862,27,7,22,6,6,13,7.2,0.03,611.1111111111111
46,Malcolm Brown,LAR,RB,5200.0,Malcolm Brown (15456918) (LOCKED),10.87,5.6400000000000015,10.08,15.68,5.04,9.03,14.03,5.54,9.98,15.68,921.9858156028367,515.8730158730159,331.6326530612245,21,7,23,6,6,13,1.9,0.08,2736.842105263158
47,Jeff Wilson,SF,RB,4000.0,Jeff Wilson Jr. (15457074) (LOCKED),7.4,1.2999999999999998,7.66,16.23,0.6499999999999997,6.71,14.08,0.8999999999999997,7.46,16.23,3076.9230769230767,522.1932114882507,246.45717806531115,28,8,24,6,6,14,21.9,0.88,182.64840182648402
48,Joshua Kelley,LAC,RB,5000.0,Joshua Kelley (15456928) (LOCKED),10.5,3.6000000000000005,9.22,14.9,3.3000000000000003,8.470000000000002,13.5,3.4000000000000012,9.12,14.9,1388.888888888889,542.2993492407809,335.5704697986577,24,7,25,7,7,14,6.2,2.81,806.4516129032257
49,D'Andre Swift,DET,RB,5000.0,D'Andre Swift (15456924) (LOCKED),8.8,5.1000000000000005,8.96,12.79,4.0,7.31,10.739999999999998,5.0,8.860000000000003,12.79,980.3921568627451,558.0357142857142,390.93041438623925,26,7,26,7,7,14,2.9,0.17,1724.1379310344828
50,Dion Lewis,NYG,RB,5300.0,Dion Lewis (15456916) (LOCKED),5.9,6.130000000000001,9.47,13.68,4.98,7.920000000000001,11.83,6.03,9.37,13.68,864.6003262642738,559.662090813094,387.4269005847953,22,7,27,7,7,14,2.0,0.14,2650.0
51,Adrian Peterson,DET,RB,4500.0,Adrian Peterson (15456948) (LOCKED),9.33,4.0,7.5900000000000025,11.610000000000005,3.65,6.94,10.61,3.8,7.490000000000001,11.510000000000005,1125.0,592.885375494071,387.5968992248061,29,8,28,8,8,16,9.5,0.51,473.6842105263158
52,Darrell Henderson,LAR,RB,5400.0,Darrell Henderson Jr. (15456912) (LOCKED),14.23,3.27,9.04,16.800000000000004,2.8200000000000003,8.09,15.500000000000002,3.17,8.940000000000003,16.800000000000004,1651.3761467889908,597.3451327433627,321.42857142857133,25,7,29,8,7,15,22.0,0.19,245.45454545454547
53,Calvin Ridley,ATL,WR,7200.0,Calvin Ridley (15457112) (LOCKED),29.83,16.27,21.825,28.1,13.37,16.92,21.1,16.17,20.270000000000003,25.1,442.5322679778734,329.89690721649487,256.2277580071174,2,1,1,1,1,2,19.7,6.95,365.48223350253807
54,DeAndre Hopkins,ARI,WR,7900.0,DeAndre Hopkins (15457108) (LOCKED),26.53,19.0,23.599999999999994,28.4,15.08,17.36,21.15,18.48,21.16,25.4,415.7894736842107,334.74576271186453,278.1690140845071,1,1,2,1,1,2,26.7,55.71,295.8801498127341
55,Braxton Berrios,NYJ,WR,3600.0,Braxton Berrios (15457278) (LOCKED),8.58,7.170000000000001,10.38,13.500000000000002,5.42,8.379999999999999,11.000000000000002,6.9700000000000015,10.38,13.500000000000002,502.09205020920496,346.8208092485549,266.66666666666663,39,6,3,1,1,7,16.4,0.09,219.51219512195124
56,Diontae Johnson,PIT,WR,5400.0,Diontae Johnson (15457172) (LOCKED),11.6,12.36,15.31,19.9,9.660000000000002,12.51,16.7,12.060000000000002,15.21,19.9,436.8932038834951,352.7106466361855,271.356783919598,12,3,4,1,1,4,0.9,47.75,1000.0
57,Amari Cooper,DAL,WR,6500.0,Amari Cooper (15457124) (LOCKED),18.23,14.970000000000002,18.175,25.25,12.170000000000002,14.660000000000002,19.200000000000006,14.870000000000005,17.610000000000007,22.700000000000006,434.20173680694717,357.63411279229723,257.4257425742574,3,2,5,1,1,3,17.6,19.02,369.3181818181818
58,Damiere Byrd,NE,WR,3000.0,Damiere Byrd (15457454) (LOCKED),6.3,4.9,8.27,11.78,3.8,6.7200000000000015,9.580000000000002,4.8,8.27,11.78,612.2448979591836,362.7569528415962,254.66893039049236,48,7,6,2,2,9,5.7,1.55,526.3157894736842
59,Russell Gage,ATL,WR,5100.0,Russell Gage (15457186) (LOCKED),14.87,9.98,13.960000000000004,16.67,7.43,10.860000000000005,13.12,9.88,13.860000000000005,16.67,511.02204408817636,365.3295128939827,305.93881223755244,20,4,7,2,2,6,4.6,9.68,1108.6956521739132
60,Adam Humphries,TEN,WR,3900.0,Adam Humphries (15457244) (LOCKED),11.53,7.31,10.650000000000002,13.69,5.71,8.450000000000001,10.94,7.21,10.650000000000002,13.69,533.515731874145,366.19718309859155,284.87947406866334,38,6,8,2,2,8,8.1,11.48,481.4814814814815
61,N'Keal Harry,NE,WR,4200.0,N'Keal Harry (15457220) (LOCKED),9.57,7.5,11.38,14.35,5.8,9.13,11.85,7.3,11.28,14.35,560.0,369.0685413005272,292.68292682926824,31,6,9,2,2,8,5.6,7.68,750.0
62,Terry McLaurin,WAS,WR,5900.0,Terry McLaurin (15457154) (LOCKED),17.4,12.800000000000002,15.6,21.0,10.55,13.1,17.4,12.700000000000005,15.6,20.4,460.93749999999983,378.2051282051282,280.95238095238096,10,3,10,2,2,5,12.6,5.33,468.25396825396825
63,Chris Hogan,NYJ,WR,3700.0,Chris Hogan (15457264) (LOCKED),5.2,6.0,9.77,12.7,4.55,7.87,10.3,6.0,9.77,12.7,616.6666666666666,378.71033776867966,291.3385826771654,43,6,11,2,2,8,0.0,3.56,1000.0
64,DJ Moore,CAR,WR,6100.0,DJ Moore (15457142) (LOCKED),13.63,12.44,16.1,23.15,9.74,13.000000000000002,18.32,12.24,16.000000000000004,21.62,490.3536977491961,378.8819875776397,263.49892008639307,7,3,12,2,2,5,8.5,3.72,717.6470588235294
65,Tyler Lockett,SEA,WR,6400.0,Tyler Lockett (15457128) (LOCKED),25.63,13.6,16.740000000000002,23.75,11.150000000000002,13.99,18.55,13.500000000000002,16.740000000000002,21.8,470.5882352941177,382.3178016726403,269.4736842105263,4,3,13,2,2,5,40.0,38.42,160.0
66,TY Hilton,IND,WR,5600.0,T.Y. Hilton (15457162) (LOCKED),7.77,11.79,14.6,19.77,9.79,12.2,16.77,11.79,14.6,19.77,474.9787955894827,383.5616438356164,283.25746079919065,16,4,14,2,2,6,8.2,2.93,682.9268292682927
67,Darius Slayton,NYG,WR,4900.0,Darius Slayton (15457196) (LOCKED),14.93,10.580000000000002,12.73,18.6,8.83,10.73,16.1,10.580000000000002,12.73,18.6,463.1379962192816,384.917517674784,263.44086021505376,27,5,15,2,2,7,7.3,5.92,671.2328767123288
68,Allen Robinson,CHI,WR,6200.0,Allen Robinson II (15457134) (LOCKED),16.63,12.97,16.02,23.0,10.32,13.02,18.3,12.87,15.920000000000002,21.8,478.02621434078634,387.0162297128589,269.5652173913044,8,3,16,2,2,5,31.3,11.27,198.08306709265176
69,Julian Edelman,NE,WR,6200.0,Julian Edelman (15457136) (LOCKED),15.37,12.68,15.46,20.425,9.98,12.510000000000002,17.21,12.58,15.36,20.41,488.9589905362776,401.03492884864164,303.54957160342724,11,3,17,3,3,6,4.2,1.08,1476.1904761904761
70,DK Metcalf,SEA,WR,6500.0,DK Metcalf (15457126) (LOCKED),20.57,12.000000000000002,16.15,23.0,10.1,13.65,18.3,11.8,16.05,21.8,541.6666666666666,402.47678018575857,282.60869565217394,6,3,18,3,3,6,23.0,15.42,282.60869565217394
71,Keenan Allen,LAC,WR,6100.0,Keenan Allen (15457144) (LOCKED),19.5,12.86,15.1,20.8,10.16,12.1,17.3,12.760000000000002,15.000000000000002,20.8,474.33903576982885,403.9735099337748,293.26923076923083,14,4,19,3,3,7,34.2,1.01,178.3625730994152
72,Corey Davis,TEN,WR,5200.0,Corey Davis (15457184) (LOCKED),14.87,9.3,12.65,17.78,7.6,10.5,15.28,9.3,12.65,17.78,559.1397849462365,411.06719367588926,292.46344206974135,28,5,20,3,3,8,11.9,2.1,436.97478991596637
73,Golden Tate,NYG,WR,4500.0,Golden Tate (15457204) (LOCKED),9.15,6.9,10.93,13.84,5.1,8.629999999999999,11.040000000000004,6.8,10.93,13.84,652.1739130434783,411.71088746569086,325.14450867052017,35,6,21,3,3,9,8.6,0.97,523.2558139534884
74,Michael Gallup,DAL,WR,5500.0,Michael Gallup (15457166) (LOCKED),14.87,8.2,13.320000000000002,18.99,6.9,11.22,16.490000000000002,8.2,13.320000000000002,18.99,670.7317073170733,412.91291291291293,289.62611901000525,22,5,22,3,3,8,28.8,1.86,190.97222222222223
75,Robby Anderson,CAR,WR,5200.0,Robby Anderson (15457178) (LOCKED),20.27,9.2,12.58,15.27,7.0,10.18,12.420000000000002,9.0,12.48,15.27,565.2173913043478,413.3545310015898,340.5370006548788,29,5,23,3,3,8,10.5,0.93,495.23809523809524
76,Adam Thielen,MIN,WR,6900.0,Adam Thielen (15457116) (LOCKED),17.47,13.340000000000002,16.630000000000006,20.95,10.940000000000005,13.88,17.4,13.240000000000002,16.630000000000006,20.5,517.2413793103449,414.9128081779915,329.35560859188547,5,3,24,3,3,6,12.3,1.63,560.9756097560976
77,Jarvis Landry,CLE,WR,5500.0,Jarvis Landry (15457168) (LOCKED),8.77,8.3,13.1,18.97,6.6,10.75,16.02,8.200000000000001,13.1,18.97,662.6506024096385,419.8473282442748,289.9314707432788,26,5,25,3,3,8,7.6,0.19,723.6842105263158
78,Larry Fitzgerald,ARI,WR,4600.0,Larry Fitzgerald (15457200) (LOCKED),6.8,7.210000000000001,10.9,15.11,5.61,8.600000000000001,12.11,7.11,10.9,15.11,638.002773925104,422.0183486238533,304.43414956982133,36,6,26,3,3,9,1.0,1.39,1000.0
79,Mike Williams,LAC,WR,4300.0,Mike Williams (15457216) (LOCKED),5.67,7.2,9.94,12.8,5.7,8.29,10.95,7.2,9.94,12.8,597.2222222222222,432.5955734406438,335.9375,40,6,27,4,4,10,2.7,0.41,1592.5925925925924
80,Cooper Kupp,LAR,WR,6300.0,Cooper Kupp (15457130) (LOCKED),16.9,12.050000000000002,14.55,19.7,9.6,12.05,16.8,11.950000000000005,14.55,19.7,522.8215767634854,432.9896907216495,319.7969543147208,17,4,28,4,4,8,28.7,0.4,219.51219512195124
81,Hunter Renfrow,LV,WR,4300.0,Hunter Renfrow (15457214) (LOCKED),10.4,6.59,9.920000000000002,13.05,4.989999999999998,7.9700000000000015,10.6,6.489999999999998,9.920000000000002,13.05,652.5037936267072,433.4677419354838,329.50191570881225,41,6,29,4,4,10,20.4,0.09,210.78431372549022
82,Kenny Golladay,DET,WR,6200.0,Kenny Golladay (15457138) (LOCKED),17.7,11.7,14.23,19.5,9.6,11.98,16.5,11.6,14.23,19.5,529.9145299145299,435.6992269852424,317.948717948718,19,4,30,4,4,8,17.7,1.17,350.28248587570624
83,Marvin Jones,DET,WR,5800.0,Marvin Jones Jr. (15457158) (LOCKED),9.97,10.94,13.3,17.4,8.99,11.1,14.9,10.94,13.3,17.4,530.1645338208409,436.09022556390977,333.33333333333337,23,5,31,4,4,9,8.1,0.67,716.0493827160494
84,JuJu Smith-Schuster,PIT,WR,6600.0,JuJu Smith-Schuster (15457122) (LOCKED),17.67,11.480000000000002,15.12,21.5,8.98,12.47,17.6,11.380000000000004,15.12,20.6,574.9128919860626,436.50793650793645,306.97674418604646,13,4,32,4,4,8,16.3,0.57,404.90797546012266
85,Odell Beckham,CLE,WR,6300.0,Odell Beckham Jr. (15457132) (LOCKED),10.83,11.1,14.4,19.75,9.1,12.0,16.75,11.0,14.4,19.75,567.5675675675676,437.5,318.98734177215186,18,4,33,4,4,8,9.9,0.46,636.3636363636364
86,Stefon Diggs,BUF,WR,7000.0,Stefon Diggs (15457114) (LOCKED),21.27,13.98,15.97,21.0,11.38,13.22,17.5,13.88,15.97,21.0,500.7153075822604,438.3218534752661,333.3333333333333,9,3,34,4,3,7,14.9,0.63,469.7986577181208
87,Tyler Boyd,CIN,WR,5900.0,Tyler Boyd (15457152) (LOCKED),17.67,7.7,13.18,18.73,5.9,10.73,15.83,7.6,13.18,18.73,766.2337662337661,447.64795144157813,315.00266951414835,24,5,35,5,5,10,25.5,0.71,231.37254901960785
88,Robert Woods,LAR,WR,6100.0,Robert Woods (15457140) (LOCKED),17.87,10.500000000000002,13.43,16.950000000000006,8.05,10.580000000000002,13.64,10.400000000000002,13.330000000000002,16.740000000000002,580.9523809523807,454.20699925539833,359.88200589970495,21,5,36,5,5,10,21.4,0.31,285.04672897196264
89,Mike Evans,TB,WR,6800.0,Mike Evans (15457118) (LOCKED),15.93,13.000000000000002,14.91,19.3,10.750000000000002,12.46,16.64,13.000000000000002,14.91,19.24,523.076923076923,456.0697518443997,352.33160621761664,15,4,37,5,4,9,14.2,1.21,478.87323943661977
90,Brandin Cooks,HOU,WR,5200.0,Brandin Cooks (15457182) (LOCKED),7.93,7.68,11.38,18.7,6.0299999999999985,9.33,15.7,7.68,11.38,18.7,677.0833333333334,456.9420035149385,278.0748663101604,33,6,38,5,5,11,5.3,0.16,981.1320754716982
91,AJ Green,CIN,WR,6000.0,A.J. Green (15457146) (LOCKED),8.2,9.6,13.1,18.16,7.550000000000002,10.85,15.66,9.5,13.1,18.16,625.0,458.0152671755726,330.3964757709251,25,5,39,5,5,10,8.6,0.32,697.6744186046512
92,Jerry Jeudy,DEN,WR,5000.0,Jerry Jeudy (15457188) (LOCKED),11.1,5.200000000000001,10.85,15.1,3.8,8.75,12.1,5.1000000000000005,10.85,15.1,961.5384615384613,460.8294930875575,331.1258278145695,37,6,40,5,5,11,10.5,0.09,476.1904761904762
93,Danny Amendola,DET,WR,4600.0,Danny Amendola (15457202) (LOCKED),6.67,5.4,9.77,11.64,4.3,7.77,9.29,5.3,9.77,11.64,851.8518518518518,470.8290685772774,395.18900343642616,44,6,41,5,5,11,2.8,0.11,1642.857142857143
