,Player,SACK_MAX,SACK_MIN,SACK_MID,INT_MAX,INT_MIN,INT_MID,FR_MAX,FR_MIN,FR_MID,FF_MAX,FF_MIN,FF_MID,TD_MAX,TD_MIN,TD_MID,SAFETY_MAX,SAFETY_MIN,SAFETY_MID,PA_MAX,PA_MIN,PA_MID,YDS AGN_MAX,YDS AGN_MIN,YDS AGN_MID,FPTS_MAX,FPTS_MIN,FPTS_MID,Week,Position
15,Panthers,2.9,2.0,2.4,1.2,0.6,0.9,0.8,0.4,0.6,1.1,0.6,0.8,0.2,0.0,0.1,0.0,0.0,0.0,26.4,22.7,24.7,339.0,378.5,356.2,7.6,5.8,6.3,3,DST
16,Bills,3.3,1.9,2.2,1.0,0.8,0.9,0.7,0.5,0.6,1.0,0.9,1.0,0.2,0.1,0.2,0.0,0.0,0.0,22.8,16.5,20.5,331.0,358.9,349.0,7.1,6.0,6.2,3,DST
17,Falcons,3.3,1.9,2.4,0.9,0.7,0.8,0.6,0.4,0.6,0.9,0.8,0.9,0.2,0.1,0.1,0.0,0.0,0.0,22.4,21.0,21.8,312.0,354.1,333.7,6.9,6.2,6.1,3,DST
18,Chiefs,3.2,2.2,2.6,1.0,0.6,0.7,0.7,0.4,0.6,0.9,0.7,0.8,0.2,0.1,0.1,0.0,0.0,0.0,29.0,23.1,26.9,374.1,412.0,390.6,7.1,4.6,6.1,3,DST
19,Cowboys,3.9,2.5,3.0,0.9,0.4,0.6,0.8,0.4,0.6,1.0,0.7,0.8,0.2,0.0,0.1,0.0,0.0,0.0,31.0,20.2,26.6,368.7,383.0,373.8,7.4,4.8,6.0,3,DST
20,Titans,3.2,1.9,2.5,1.0,0.6,0.8,0.8,0.3,0.5,1.1,0.5,0.7,0.2,0.1,0.1,0.0,0.0,0.0,23.5,19.3,21.8,314.0,356.0,333.0,7.4,5.6,6.0,3,DST
21,Lions,2.8,2.3,2.5,0.9,0.4,0.7,0.7,0.3,0.5,0.8,0.4,0.7,0.2,0.0,0.2,0.0,0.0,0.0,30.5,23.3,27.0,371.0,385.9,376.6,6.8,4.6,6.0,3,DST
22,Bengals,2.9,2.2,2.4,0.8,0.7,0.8,0.8,0.3,0.6,1.1,0.4,0.7,0.2,0.0,0.1,0.0,0.0,0.0,28.2,20.6,25.2,363.5,397.0,378.9,6.7,5.9,6.0,3,DST
23,Saints,3.3,2.4,2.8,0.8,0.3,0.5,0.8,0.4,0.6,1.1,0.8,1.0,0.2,0.0,0.1,0.0,0.0,0.0,24.5,20.7,22.8,339.0,354.8,348.9,6.8,5.2,5.8,3,DST
24,Seahawks,2.7,1.3,2.2,0.9,0.6,0.7,1.1,0.4,0.6,1.6,0.8,1.1,0.2,0.0,0.1,0.0,0.0,0.0,25.8,21.7,24.4,388.4,440.0,410.9,6.5,5.1,5.8,3,DST
25,Dolphins,2.7,1.6,2.3,0.9,0.6,0.7,0.7,0.3,0.5,0.9,0.6,0.8,0.2,0.0,0.1,0.0,0.0,0.0,26.3,24.2,25.3,358.3,369.9,364.7,6.4,5.4,5.7,3,DST
26,Ravens,2.3,1.8,2.1,1.0,0.5,0.7,0.9,0.4,0.6,1.2,0.7,1.0,0.2,0.0,0.1,0.0,0.0,0.0,25.5,19.0,22.8,338.0,380.2,361.7,6.7,5.3,5.6,3,DST
27,Jets,3.0,1.6,2.0,0.9,0.5,0.8,0.8,0.3,0.5,1.1,0.5,0.8,0.2,0.0,0.1,0.2,0.0,0.1,27.5,23.3,25.7,311.0,358.6,342.5,6.1,5.1,5.5,3,DST
28,Broncos,3.2,1.5,2.1,0.8,0.5,0.7,0.8,0.5,0.6,1.0,0.7,0.8,0.2,0.1,0.1,0.0,0.0,0.0,24.6,21.2,23.0,348.7,360.8,353.1,6.3,5.3,5.5,3,DST
29,Texans,2.7,1.2,1.8,0.9,0.6,0.8,0.9,0.3,0.6,1.3,0.6,1.0,0.2,0.0,0.1,0.0,0.0,0.0,26.4,22.9,24.4,331.0,388.9,368.3,6.3,5.4,5.4,3,DST
30,Raiders,2.4,0.9,2.1,0.9,0.6,0.8,0.6,0.4,0.5,0.7,0.6,0.7,0.2,0.0,0.1,0.0,0.0,0.0,27.7,22.0,26.0,359.5,367.0,364.2,6.8,3.5,5.3,3,DST
31,Packers,3.2,1.3,2.0,1.0,0.5,0.7,0.6,0.3,0.5,0.7,0.4,0.5,0.2,0.0,0.1,0.0,0.0,0.0,28.1,22.5,26.4,376.9,381.0,378.9,5.9,4.4,5.0,3,DST
