,Player,SACK_MAX,SACK_MIN,SACK_MID,INT_MAX,INT_MIN,INT_MID,FR_MAX,FR_MIN,FR_MID,FF_MAX,FF_MIN,FF_MID,TD_MAX,TD_MIN,TD_MID,SAFETY_MAX,SAFETY_MIN,SAFETY_MID,PA_MAX,PA_MIN,PA_MID,YDS AGN_MAX,YDS AGN_MIN,YDS AGN_MID,FPTS_MAX,FPTS_MIN,FPTS_MID,Week,Position
0,Bills,3.4,2.5,2.7,1.3,0.7,1.1,0.7,0.5,0.6,1.2,1.2,1.2,0.2,0.1,0.2,0.1,0.0,0.0,17.7,14.8,16.4,310.1,310.1,310.1,9.7,7.1,8.1,1,DST
1,Patriots,2.9,1.5,2.4,1.4,1.1,1.2,0.7,0.5,0.6,0.9,0.9,0.9,0.2,0.0,0.2,0.1,0.0,0.1,17.3,15.4,16.6,322.1,322.1,322.1,9.7,7.4,8.0,1,DST
2,Steelers,3.9,2.3,3.1,1.1,0.8,0.9,0.7,0.6,0.6,1.0,1.0,1.0,0.2,0.0,0.1,0.1,0.0,0.1,20.3,17.7,19.4,324.8,324.8,324.8,8.5,7.7,8.0,1,DST
3,Eagles,3.9,2.1,3.0,1.0,0.7,0.8,0.7,0.5,0.6,0.8,0.8,0.8,0.2,0.1,0.1,0.1,0.0,0.0,19.1,18.0,18.6,300.5,300.5,300.5,9.7,7.5,7.8,1,DST
4,Ravens,2.9,1.5,2.3,1.2,1.0,1.1,0.7,0.4,0.6,0.9,0.9,0.9,0.2,0.1,0.2,0.0,0.0,0.0,20.0,15.5,18.3,344.5,344.5,344.5,7.9,7.3,7.7,1,DST
5,Colts,3.3,2.1,2.6,1.1,0.7,0.9,0.7,0.5,0.6,1.2,1.2,1.2,0.2,0.0,0.1,0.1,0.0,0.1,21.8,18.5,19.8,345.4,345.4,345.4,8.3,6.9,7.6,1,DST
6,49ers,3.4,2.3,2.9,0.9,0.7,0.8,0.7,0.4,0.6,1.1,1.1,1.1,0.2,0.1,0.1,0.0,0.0,0.0,21.0,16.3,19.3,342.6,342.6,342.6,7.5,7.3,7.5,1,DST
7,Chiefs,4.2,2.9,3.2,1.1,0.8,0.9,0.7,0.5,0.6,0.9,0.9,0.9,0.2,0.1,0.2,0.1,0.0,0.0,22.0,19.1,21.1,344.9,344.9,344.9,9.6,7.6,7.4,1,DST
8,Broncos,4.5,2.9,3.4,0.9,0.8,0.8,0.7,0.5,0.6,0.7,0.7,0.7,0.2,0.1,0.2,0.1,0.0,0.0,22.0,20.3,21.3,354.4,354.4,354.4,9.8,7.5,7.3,1,DST
9,Chargers,3.0,2.1,2.5,1.0,0.8,0.9,0.6,0.4,0.5,0.5,0.5,0.5,0.2,0.0,0.1,0.1,0.0,0.0,21.2,18.0,19.4,345.8,345.8,345.8,7.7,7.0,6.9,1,DST
10,Titans,3.3,1.8,2.3,0.9,0.7,0.7,0.7,0.3,0.5,0.5,0.5,0.5,0.2,0.1,0.1,0.1,0.0,0.0,20.2,18.8,19.3,345.7,345.7,345.7,7.3,6.5,6.7,1,DST
11,Bengals,4.1,2.8,3.4,0.9,0.4,0.7,0.8,0.3,0.6,0.5,0.5,0.5,0.2,0.1,0.1,0.1,0.0,0.0,22.9,20.1,21.8,317.7,317.7,317.7,8.5,6.9,6.6,1,DST
12,Raiders,2.7,1.6,2.2,1.9,0.7,1.1,0.6,0.4,0.5,1.0,1.0,1.0,0.2,0.0,0.1,0.1,0.0,0.0,24.3,20.8,22.5,365.5,365.5,365.5,8.9,6.5,6.4,1,DST
13,Jets,3.4,2.0,2.6,1.2,0.8,0.9,0.7,0.4,0.6,0.7,0.7,0.7,0.2,0.0,0.1,0.1,0.0,0.0,24.6,21.3,23.0,324.7,324.7,324.7,7.4,6.8,6.4,1,DST
14,Falcons,3.7,2.5,3.0,0.9,0.5,0.7,0.7,0.3,0.6,0.7,0.7,0.7,0.2,0.1,0.1,0.1,0.0,0.0,24.0,21.4,22.9,370.9,370.9,370.9,8.2,6.4,6.3,1,DST
15,Cardinals,3.3,2.3,2.7,0.9,0.6,0.7,0.8,0.5,0.7,0.9,0.9,0.9,0.2,0.0,0.1,0.0,0.0,0.0,27.5,24.9,26.3,366.6,366.6,366.6,8.1,5.7,6.3,1,DST
16,Packers,3.2,2.2,2.7,1.1,0.6,0.8,0.6,0.5,0.6,0.6,0.6,0.6,0.2,0.0,0.1,0.0,0.0,0.0,23.6,22.0,23.0,361.9,361.9,361.9,7.2,6.1,6.0,1,DST
17,Lions,3.1,1.8,2.4,0.9,0.8,0.8,0.6,0.6,0.6,0.8,0.8,0.8,0.2,0.1,0.1,0.0,0.0,0.0,22.8,20.0,21.2,326.8,326.8,326.8,7.5,6.3,6.0,1,DST
18,Rams,3.2,2.0,2.6,0.9,0.7,0.7,0.7,0.5,0.6,0.7,0.7,0.7,0.2,0.0,0.1,0.1,0.0,0.0,26.8,22.3,24.6,383.6,383.6,383.6,7.3,4.9,6.0,1,DST
19,Bears,3.1,2.2,2.6,1.0,0.6,0.7,0.7,0.4,0.6,0.7,0.7,0.7,0.2,0.0,0.1,0.1,0.0,0.0,22.5,19.4,21.6,362.9,362.9,362.9,7.2,6.3,5.9,1,DST
20,Dolphins,2.7,2.1,2.3,1.1,0.7,0.9,0.6,0.4,0.5,0.6,0.6,0.6,0.2,0.0,0.1,0.0,0.0,0.0,28.5,24.3,25.4,349.6,349.6,349.6,7.6,5.6,5.9,1,DST
21,Cowboys,3.1,1.9,2.2,1.0,0.5,0.8,0.6,0.5,0.6,0.7,0.7,0.7,0.2,0.0,0.1,0.0,0.0,0.0,24.8,18.6,22.8,357.0,357.0,357.0,6.8,6.1,5.8,1,DST
22,Team,2.8,2.1,2.3,1.0,0.6,0.7,0.9,0.6,0.7,1.1,1.1,1.1,0.2,0.0,0.1,0.0,0.0,0.0,25.5,23.4,24.2,350.8,350.8,350.8,6.8,5.9,5.8,1,DST
23,Seahawks,2.9,1.5,2.3,0.9,0.6,0.8,0.7,0.5,0.6,0.9,0.9,0.9,0.2,0.0,0.1,0.0,0.0,0.0,26.0,20.8,24.3,393.0,393.0,393.0,6.6,5.3,5.7,1,DST
24,Panthers,2.9,2.2,2.5,0.7,0.6,0.7,0.6,0.5,0.6,0.7,0.7,0.7,0.2,0.0,0.1,0.0,0.0,0.0,25.5,21.6,24.0,364.3,364.3,364.3,6.5,5.8,5.7,1,DST
25,Browns,2.8,2.0,2.5,0.8,0.6,0.7,0.7,0.4,0.6,0.7,0.7,0.7,0.1,0.0,0.1,0.0,0.0,0.0,28.0,24.1,26.8,361.5,361.5,361.5,6.5,4.8,5.7,1,DST
26,Vikings,3.0,2.4,2.7,0.8,0.3,0.6,0.6,0.4,0.5,0.5,0.5,0.5,0.2,0.0,0.1,0.0,0.0,0.0,21.5,19.5,20.7,352.6,352.6,352.6,6.9,6.5,5.7,1,DST
27,Saints,3.1,1.7,2.3,0.9,0.5,0.7,0.7,0.5,0.6,0.8,0.8,0.8,0.2,0.0,0.1,0.0,0.0,0.0,22.0,20.7,21.4,347.3,347.3,347.3,6.5,6.1,5.6,1,DST
28,Jaguars,3.1,1.5,2.3,0.9,0.6,0.8,0.6,0.3,0.5,0.5,0.5,0.5,0.2,0.1,0.1,0.0,0.0,0.0,26.0,22.4,24.2,372.5,372.5,372.5,6.3,5.6,5.5,1,DST
29,Giants,2.7,1.3,1.9,0.9,0.7,0.8,0.7,0.4,0.5,0.6,0.6,0.6,0.2,0.0,0.1,0.0,0.0,0.0,25.8,21.7,24.1,374.3,374.3,374.3,5.9,5.5,5.2,1,DST
30,Buccaneers,2.7,1.6,2.0,0.8,0.7,0.7,0.6,0.4,0.5,0.8,0.8,0.8,0.2,0.1,0.1,0.0,0.0,0.0,25.8,25.1,25.5,365.3,365.3,365.3,5.8,4.8,5.2,1,DST
31,Texans,2.7,1.8,2.1,0.8,0.6,0.7,0.6,0.4,0.5,0.6,0.6,0.6,0.2,0.0,0.1,0.0,0.0,0.0,31.5,22.4,27.8,403.5,403.5,403.5,5.8,3.6,5.2,1,DST
