,Player,Team,ATT_MAX,ATT_MIN,ATT_MID,YDS_MAX,YDS_MIN,YDS_MID,TDS_MAX,TDS_MIN,TDS_MID,REC_MAX,REC_MIN,REC_MID,YDS.1_MAX,YDS.1_MIN,YDS.1_MID,TDS.1_MAX,TDS.1_MIN,TDS.1_MID,FL_MAX,FL_MIN,FL_MID,FPTS_MAX,FPTS_MIN,FPTS_MID,Week,Position
0,Christian McCaffrey,CAR,18.4,14.4,16.2,82.5,65.0,70.6,1.0,0.4,0.6,8.0,6.2,6.8,65.0,51.5,57.4,0.5,0.0,0.3,0.0,0.2,0.1,19.8,17.2,18.1,1,RB
1,Derrick Henry,TEN,24.0,17.4,20.6,110.0,76.0,98.2,1.0,0.3,0.8,3.0,1.4,2.2,27.0,11.9,17.9,0.1,0.0,0.1,0.1,0.1,0.1,18.9,12.8,16.3,1,RB
2,Ezekiel Elliott,DAL,23.0,18.1,20.1,102.0,75.9,87.5,1.0,0.4,0.7,4.0,2.9,3.5,29.0,26.1,27.8,0.2,0.0,0.1,0.1,0.2,0.1,19.1,14.4,16.0,1,RB
3,Dalvin Cook,MIN,19.0,15.2,17.0,95.0,65.0,77.9,1.0,0.3,0.6,4.0,3.7,3.8,35.7,28.0,32.0,0.3,0.0,0.1,0.1,0.2,0.1,18.6,12.8,15.2,1,RB
4,Josh Jacobs,LV,23.0,18.5,20.3,105.9,75.0,90.9,1.0,0.4,0.7,3.0,1.8,2.1,22.0,12.7,16.5,0.2,0.0,0.1,0.1,0.1,0.1,18.4,12.9,15.2,1,RB
5,Alvin Kamara,NO,15.0,10.2,12.7,65.0,53.0,58.3,1.0,0.3,0.6,5.6,4.7,5.1,54.0,30.9,42.6,0.4,0.0,0.2,0.0,0.1,0.1,16.7,12.9,14.5,1,RB
6,Joe Mixon,CIN,18.5,15.9,17.6,83.8,67.0,78.0,1.0,0.4,0.6,4.0,1.8,2.8,29.0,16.1,22.6,0.1,0.0,0.1,0.0,0.1,0.1,16.8,11.6,13.9,1,RB
7,James Conner,PIT,17.0,12.7,15.1,68.9,57.7,64.0,1.0,0.4,0.6,4.6,2.0,3.1,31.6,20.0,24.8,0.2,0.0,0.1,0.1,0.1,0.1,14.7,11.4,13.0,1,RB
8,Clyde Edwards-Helaire,KC,14.0,11.5,12.7,67.0,49.0,58.9,1.0,0.3,0.5,4.0,2.3,3.3,37.0,19.9,29.3,0.3,0.0,0.2,0.1,0.1,0.1,16.0,11.7,12.9,1,RB
9,Aaron Jones,GB,17.0,12.2,14.0,73.0,59.0,65.1,1.0,0.4,0.6,4.0,2.2,3.1,31.0,14.0,21.5,0.2,0.0,0.1,0.1,0.1,0.1,16.4,10.2,12.9,1,RB
10,Chris Carson,SEA,21.0,15.0,17.7,85.0,64.0,75.1,1.0,0.3,0.5,2.6,2.0,2.2,20.0,15.6,17.0,0.1,0.0,0.1,0.1,0.2,0.1,16.2,10.7,12.6,1,RB
11,Kenyan Drake,ARI,17.0,10.4,13.3,67.0,46.0,60.9,1.0,0.3,0.5,4.0,3.2,3.6,30.5,24.5,27.1,0.2,0.0,0.1,0.1,0.1,0.1,15.2,10.7,12.4,1,RB
12,Todd Gurley,ATL,16.0,12.6,15.1,65.0,56.5,61.0,1.0,0.4,0.6,3.5,1.2,2.4,25.7,12.0,19.1,0.1,0.0,0.1,0.1,0.1,0.1,14.7,10.2,12.1,1,RB
13,Boston Scott,PHI,17.5,10.5,14.4,75.3,42.0,59.0,1.0,0.3,0.5,3.9,2.3,3.1,36.0,16.5,25.1,0.2,0.0,0.1,0.0,0.1,0.1,15.2,10.7,11.9,1,RB
14,David Johnson,HOU,16.0,11.2,14.0,65.0,43.0,52.2,1.0,0.3,0.4,4.0,2.0,3.1,36.1,16.7,29.2,0.2,0.0,0.1,0.1,0.2,0.1,15.6,9.1,11.2,1,RB
15,Mark Ingram,BAL,18.0,10.0,12.9,74.0,48.7,58.5,1.0,0.4,0.6,3.0,1.2,2.0,24.0,10.0,16.6,0.1,0.0,0.1,0.1,0.1,0.1,15.8,9.0,11.1,1,RB
16,Raheem Mostert,SF,20.0,8.1,12.8,83.0,52.0,64.9,1.0,0.4,0.6,2.0,1.0,1.3,12.9,6.0,10.1,0.2,0.0,0.1,0.1,0.2,0.2,14.9,8.9,11.0,1,RB
17,Le'Veon Bell,NYJ,16.6,9.5,13.0,61.4,42.0,53.3,0.3,0.0,0.2,5.0,2.6,4.2,36.0,19.0,29.5,0.1,0.0,0.1,0.1,0.1,0.1,12.2,7.9,9.5,1,RB
18,Melvin Gordon,DEN,15.0,10.0,13.6,59.4,38.0,50.5,0.4,0.0,0.3,3.4,2.0,2.9,28.5,16.0,22.8,0.2,0.0,0.1,0.0,0.1,0.1,10.5,8.1,9.3,1,RB
19,Devin Singletary,BUF,14.0,9.7,11.6,66.5,40.0,53.6,0.4,0.0,0.2,3.4,1.7,2.4,27.9,13.9,19.8,0.1,0.0,0.1,0.1,0.1,0.1,12.2,7.6,8.9,1,RB
20,Cam Akers,LAR,11.7,11.0,11.3,61.3,42.0,49.0,0.4,0.0,0.3,3.2,1.6,2.5,20.2,16.2,18.6,0.1,0.0,0.1,0.1,0.1,0.1,11.1,6.1,8.8,1,RB
21,James White,NE,7.0,3.0,4.7,27.0,12.6,17.7,0.1,0.0,0.1,6.0,3.8,4.7,46.0,34.1,40.6,1.0,0.1,0.4,0.0,0.1,0.0,13.3,6.7,8.4,1,RB
