,QB,RB1,RB2,WR1,WR2,WR3,TE,Flex,DST,Points,Salary
0,Matt Ryan,Joe Mixon,Patrick Laird,Julio Jones,Michael Thomas,Mike Williams,Austin Hooper,Noah Fant,Jacksonville Jaguars,142.524,50000
1,Matt Ryan,Joe Mixon,Melvin Gordon,Michael Thomas,Keenan Allen,Mike Williams,Austin Hooper,Noah Fant,Washington Redskins,142.434,49900
2,Ryan Fitzpatrick,Joe Mixon,Patrick Laird,Julio Jones,Michael Thomas,Mike Williams,Austin Hooper,Noah Fant,Jacksonville Jaguars,142.292,49800
3,Matt Ryan,Melvin Gordon,Adrian Peterson,Julio Jones,Michael Thomas,Mike Williams,Austin Hooper,Noah Fant,Washington Redskins,142.214,50000
4,Ryan Fitzpatrick,Joe Mixon,Melvin Gordon,Michael Thomas,Keenan Allen,Mike Williams,Austin Hooper,Noah Fant,Washington Redskins,142.202,49700
5,Philip Rivers,Melvin Gordon,Austin Ekeler,Julio Jones,Michael Thomas,Mike Williams,Austin Hooper,Noah Fant,Jacksonville Jaguars,142.15599999999998,50000
6,Ryan Fitzpatrick,Melvin Gordon,Adrian Peterson,Julio Jones,Michael Thomas,Mike Williams,Austin Hooper,Noah Fant,Washington Redskins,141.982,49800
7,Ryan Fitzpatrick,Joe Mixon,Melvin Gordon,Michael Thomas,Keenan Allen,Mike Williams,Austin Hooper,Patrick Laird,Jacksonville Jaguars,141.932,50000
8,Ryan Fitzpatrick,Melvin Gordon,Patrick Laird,Julio Jones,Michael Thomas,Courtland Sutton,Austin Hooper,Noah Fant,Jacksonville Jaguars,141.922,50000
9,Philip Rivers,Joe Mixon,Adrian Peterson,Julio Jones,Michael Thomas,Mike Williams,Austin Hooper,Noah Fant,Jacksonville Jaguars,141.84599999999998,49900
10,Ryan Fitzpatrick,Joe Mixon,Melvin Gordon,Michael Thomas,Keenan Allen,Tyler Boyd,Austin Hooper,Noah Fant,Jacksonville Jaguars,141.792,49900
11,Philip Rivers,Joe Mixon,Melvin Gordon,Michael Thomas,Keenan Allen,Courtland Sutton,Austin Hooper,Noah Fant,Jacksonville Jaguars,141.696,50000
12,Matt Ryan,Melvin Gordon,Patrick Laird,Julio Jones,Michael Thomas,Jamison Crowder,Austin Hooper,Noah Fant,Washington Redskins,141.66400000000002,50000
13,Ryan Fitzpatrick,Joe Mixon,Melvin Gordon,Michael Thomas,Courtland Sutton,Jamison Crowder,Austin Hooper,Noah Fant,Washington Redskins,141.632,50000
14,Ryan Fitzpatrick,Austin Ekeler,Patrick Laird,Julio Jones,Michael Thomas,Mike Williams,Austin Hooper,Noah Fant,Washington Redskins,141.61200000000002,49900
15,Ryan Fitzpatrick,Melvin Gordon,Adrian Peterson,Julio Jones,Michael Thomas,Tyler Boyd,Austin Hooper,Noah Fant,Jacksonville Jaguars,141.572,50000
16,Ryan Fitzpatrick,Joe Mixon,Austin Ekeler,Michael Thomas,Keenan Allen,Jamison Crowder,Austin Hooper,Noah Fant,Jacksonville Jaguars,141.542,50000
17,Philip Rivers,Melvin Gordon,Patrick Laird,Julio Jones,Michael Thomas,Keenan Allen,Austin Hooper,Noah Fant,Jacksonville Jaguars,141.49599999999998,49800
18,Ryan Fitzpatrick,Melvin Gordon,Patrick Laird,Julio Jones,Michael Thomas,Terry McLaurin,Austin Hooper,Noah Fant,Jacksonville Jaguars,141.47199999999998,50000
19,Matt Ryan,Joe Mixon,Melvin Gordon,Michael Thomas,Mike Williams,Courtland Sutton,Austin Hooper,Noah Fant,Washington Redskins,141.43400000000003,49800
20,Ryan Fitzpatrick,Melvin Gordon,Patrick Laird,Julio Jones,Michael Thomas,Jamison Crowder,Austin Hooper,Noah Fant,Washington Redskins,141.432,49800
21,Philip Rivers,Joe Mixon,Austin Ekeler,Michael Thomas,Keenan Allen,Mike Williams,Austin Hooper,Noah Fant,Washington Redskins,141.386,49900
22,Matt Ryan,Joe Mixon,Austin Ekeler,Michael Thomas,Keenan Allen,Mike Williams,Austin Hooper,Noah Fant,Jacksonville Jaguars,141.344,49800
23,Philip Rivers,Joe Mixon,Patrick Laird,Julio Jones,Michael Thomas,Jamison Crowder,Austin Hooper,Noah Fant,Jacksonville Jaguars,141.296,49900
24,Philip Rivers,Joe Mixon,Melvin Gordon,Michael Thomas,Keenan Allen,Terry McLaurin,Austin Hooper,Noah Fant,Jacksonville Jaguars,141.246,50000
25,Matt Ryan,Melvin Gordon,Patrick Laird,Julio Jones,Michael Thomas,Mike Williams,Austin Hooper,Noah Fant,Washington Redskins,141.234,49600
26,Philip Rivers,Joe Mixon,Melvin Gordon,Michael Thomas,Keenan Allen,Jamison Crowder,Austin Hooper,Noah Fant,Washington Redskins,141.20600000000002,49800
27,Ryan Fitzpatrick,Joe Mixon,Melvin Gordon,Michael Thomas,Mike Williams,Courtland Sutton,Austin Hooper,Noah Fant,Washington Redskins,141.20200000000003,49600
28,Ryan Fitzpatrick,Joe Mixon,Melvin Gordon,Michael Thomas,Jamison Crowder,Terry McLaurin,Austin Hooper,Noah Fant,Washington Redskins,141.18200000000002,50000
29,Philip Rivers,Austin Ekeler,Adrian Peterson,Julio Jones,Michael Thomas,Mike Williams,Austin Hooper,Noah Fant,Washington Redskins,141.166,50000
30,Matt Ryan,Joe Mixon,Melvin Gordon,Michael Thomas,Keenan Allen,Jamison Crowder,Austin Hooper,Noah Fant,Jacksonville Jaguars,141.164,49700
31,Ryan Fitzpatrick,Joe Mixon,Patrick Laird,Michael Thomas,Keenan Allen,Courtland Sutton,Austin Hooper,Noah Fant,Washington Redskins,141.15200000000002,49900
32,Matt Ryan,Austin Ekeler,Adrian Peterson,Julio Jones,Michael Thomas,Mike Williams,Austin Hooper,Noah Fant,Jacksonville Jaguars,141.124,49900
33,Ryan Fitzpatrick,Melvin Gordon,Austin Ekeler,Michael Thomas,Keenan Allen,Tyler Boyd,Austin Hooper,Noah Fant,Washington Redskins,141.11200000000002,50000
34,Ryan Fitzpatrick,Joe Mixon,Austin Ekeler,Michael Thomas,Keenan Allen,Mike Williams,Austin Hooper,Noah Fant,Jacksonville Jaguars,141.112,49600
35,Matt Ryan,Joe Mixon,Melvin Gordon,Michael Thomas,Courtland Sutton,Tyler Boyd,Austin Hooper,Noah Fant,Jacksonville Jaguars,141.024,50000
36,Philip Rivers,Melvin Gordon,Adrian Peterson,Julio Jones,Michael Thomas,Jamison Crowder,Austin Hooper,Noah Fant,Washington Redskins,140.986,49900
37,Matt Ryan,Joe Mixon,Melvin Gordon,Michael Thomas,Mike Williams,Terry McLaurin,Austin Hooper,Noah Fant,Washington Redskins,140.984,49800
38,Matt Ryan,Melvin Gordon,Austin Ekeler,Michael Thomas,Keenan Allen,Courtland Sutton,Austin Hooper,Noah Fant,Jacksonville Jaguars,140.974,50000
39,Ryan Fitzpatrick,Joe Mixon,Melvin Gordon,Michael Thomas,Jamison Crowder,Devante Parker,Austin Hooper,Noah Fant,Jacksonville Jaguars,140.962,50000
40,Matt Ryan,Melvin Gordon,Adrian Peterson,Julio Jones,Michael Thomas,Jamison Crowder,Austin Hooper,Noah Fant,Jacksonville Jaguars,140.944,49800
41,Ryan Fitzpatrick,Joe Mixon,Patrick Laird,Michael Thomas,Keenan Allen,Mike Williams,Austin Hooper,Adrian Peterson,Washington Redskins,140.942,50000
42,Ryan Fitzpatrick,Joe Mixon,Melvin Gordon,Michael Thomas,Mike Williams,Courtland Sutton,Austin Hooper,Patrick Laird,Jacksonville Jaguars,140.93200000000002,49900
43,Ryan Fitzpatrick,Patrick Laird,Adrian Peterson,Julio Jones,Michael Thomas,Courtland Sutton,Austin Hooper,Noah Fant,Washington Redskins,140.93200000000002,50000
44,Ryan Fitzpatrick,Joe Mixon,Melvin Gordon,Michael Thomas,Keenan Allen,Jamison Crowder,Austin Hooper,Noah Fant,Jacksonville Jaguars,140.932,49500
45,Ryan Fitzpatrick,Austin Ekeler,Adrian Peterson,Julio Jones,Michael Thomas,Mike Williams,Austin Hooper,Noah Fant,Jacksonville Jaguars,140.892,49700
46,Philip Rivers,Melvin Gordon,Patrick Laird,Julio Jones,Michael Thomas,Tyler Boyd,Austin Hooper,Noah Fant,Washington Redskins,140.866,49900
