,Player,Salary,Position
30,Austin Ekeler,7000,RB
31,Nick Chubb,6500,RB
32,Miles Sanders,6300,RB
92,Kenny Golladay,6200,WR
93,Tyrell Williams,5500,WR
94,Alshon Jeffery,5400,WR
95,Deebo Samuel,5300,WR
33,Marlon Mack,5300,RB
0,Jarrett Stidham,5200,QB
1,Jalen Hurts,5000,QB
34,Derrius Guice,5000,RB
96,Allen Lazard,4900,WR
2,Alex Smith,4900,QB
3,Marcus Mariota,4900,QB
35,Tarik Cohen,4900,RB
97,Steven Sims,4700,WR
98,Dede Westbrook,4600,WR
36,Sony Michel,4600,RB
99,Mohamed Sanu,4500,WR
100,Michael Pittman,4400,WR
4,Joe Flacco,4400,QB
37,Reggie Bonnafon,4400,RB
102,Denzel Mims,4300,WR
38,Damien Harris,4300,RB
101,Jalen Reagor,4300,WR
39,Lynn Bowden,4200,RB
5,Tommy Stevens,4200,QB
6,Kurt Benkert,4200,QB
103,Phillip Dorsett,4200,WR
206,Dallas Goedert,4100,TE
104,Jalen Hurd,4100,WR
7,Danny Etling,4100,QB
8,Jake Fromm,4100,QB
74,Christian Wade,4000,RB
73,La'Mical Perine,4000,RB
72,Bronson Rechsteiner,4000,RB
71,Ty'Son Williams,4000,RB
70,Johnny Stanton,4000,RB
69,Benny LeMay,4000,RB
91,Josh Hokit,4000,RB
76,Kenneth Dixon,4000,RB
68,Justice Hill,4000,RB
67,Connor Slomka,4000,RB
66,Tavien Feaster,4000,RB
65,Devine Ozigbo,4000,RB
64,Roosevelt Nix,4000,RB
75,Patrick DiMarco,4000,RB
82,Darius Bradwell,4000,RB
77,Rod Smith,4000,RB
78,William Stanback,4000,RB
79,Jordan Scarlett,4000,RB
80,Rodney Anderson,4000,RB
90,Salvon Ahmed,4000,RB
83,Derrick Gore,4000,RB
84,Bobby Holly,4000,RB
85,Gabe Nabers,4000,RB
62,Tony Brooks-James,4000,RB
86,DJ Foster,4000,RB
87,Jonathan Ward,4000,RB
88,Sirgeo Hoffman,4000,RB
89,JaMycal Hasty,4000,RB
63,Bruce Anderson,4000,RB
81,Jacques Patrick,4000,RB
61,Patrick Taylor,4000,RB
19,Josh Dobbs,4000,QB
28,Jake Dolegala,4000,QB
26,PJ Walker,4000,QB
25,Mike White,4000,QB
24,David Fales,4000,QB
23,Davis Webb,4000,QB
22,Garrett Gilbert,4000,QB
21,Tyler Huntley,4000,QB
20,Kevin Davidson,4000,QB
18,Chad Kelly,4000,QB
40,Kalen Ballage,4000,RB
17,Jacob Eason,4000,QB
16,Nate Stanley,4000,QB
15,Jake Browning,4000,QB
14,Steven Montez,4000,QB
13,Kyle Lauletta,4000,QB
12,Anthony Gordon,4000,QB
11,Reid Sinnett,4000,QB
10,Brian Lewerke,4000,QB
29,Chris Streveler,4000,QB
27,Brandon Allen,4000,QB
41,Malcolm Perry,4000,RB
50,TJ Logan,4000,RB
59,Damarea Crockett,4000,RB
58,Dexter Williams,4000,RB
57,Bryce Love,4000,RB
56,Adrian Killins,4000,RB
55,Michael Warren,4000,RB
54,Elijah Holyfield,4000,RB
42,Bo Scarbrough,4000,RB
52,Mikey Daniel,4000,RB
51,Craig Reynolds,4000,RB
53,Anthony Jones,4000,RB
49,Raymond Calais,4000,RB
44,Wes Hills,4000,RB
43,Ty Johnson,4000,RB
48,Dare Ogunbowale,4000,RB
9,Josh Rosen,4000,QB
60,John Lovett,4000,RB
45,Nick Bawden,4000,RB
46,Luke Sellers,4000,RB
47,Tony Jones,4000,RB
207,CJ Uzomah,3800,TE
105,Trey Quinn,3800,WR
208,OJ Howard,3700,TE
106,Jake Kumerow,3700,WR
107,Donovan Peoples-Jones,3700,WR
108,Vyncint Smith,3700,WR
109,Laquon Treadwell,3500,WR
110,Damion Ratley,3300,WR
113,De'Mornay Pierson-El,3200,WR
112,Cody Latimer,3200,WR
111,Riley Ridley,3200,WR
114,Geremy Davis,3100,WR
211,Jordan Reed,3000,TE
175,Michael Dereus,3000,WR
184,Jeff Smith,3000,WR
183,George Campbell,3000,WR
182,Lawrence Cager,3000,WR
181,Jehu Chesson,3000,WR
180,Nick Easley,3000,WR
179,Duke Williams,3000,WR
178,Robert Foster,3000,WR
177,Isaiah Hodgins,3000,WR
176,Jaylon Moore,3000,WR
