,Player,Team,REC_MAX,REC_MIN,REC_MID,YDS_MAX,YDS_MIN,YDS_MID,TDS_MAX,TDS_MIN,TDS_MID,FL_MAX,FL_MIN,FL_MID,FPTS_MAX,FPTS_MIN,FPTS_MID,Week,Position
0,Travis Kelce,KC,6.6,5.3,6.0,85.6,71.0,76.6,1.0,0.4,0.6,0.0,0.1,0.0,13.6,10.7,11.4,1,TE
1,George Kittle,SF,6.1,5.2,5.8,80.8,59.8,73.2,1.0,0.2,0.5,0.0,0.1,0.0,13.3,8.4,10.5,1,TE
2,Mark Andrews,BAL,6.0,4.1,4.8,68.0,57.8,62.3,1.0,0.5,0.6,0.0,0.0,0.0,12.5,8.7,9.9,1,TE
3,Zach Ertz,PHI,6.4,4.7,5.7,70.0,54.4,61.4,1.0,0.3,0.5,0.0,0.1,0.0,13.0,7.8,9.0,1,TE
4,Darren Waller,LV,5.6,4.4,5.0,67.0,52.9,57.2,1.0,0.1,0.4,0.0,0.1,0.1,11.3,7.2,8.2,1,TE
5,Tyler Higbee,LAR,6.5,3.7,5.3,73.4,39.3,57.8,0.4,0.0,0.2,0.0,0.1,0.0,9.7,5.5,7.1,1,TE
6,Evan Engram,NYG,4.9,3.8,4.2,56.9,41.0,47.6,1.0,0.0,0.4,0.0,0.0,0.0,10.1,6.3,7.1,1,TE
7,Rob Gronkowski,TB,5.0,2.4,3.4,61.0,35.0,46.3,1.0,0.0,0.4,0.0,0.0,0.0,12.1,4.5,6.7,1,TE
8,Jared Cook,NO,4.2,2.9,3.6,56.9,33.0,43.3,1.0,0.0,0.4,0.0,0.0,0.0,9.3,4.9,6.6,1,TE
9,Hunter Henry,LAC,5.0,3.5,4.2,56.8,43.0,49.1,0.3,0.0,0.2,0.0,0.1,0.0,6.7,5.4,6.3,1,TE
10,Noah Fant,DEN,4.0,3.0,3.5,55.6,34.0,42.6,1.0,0.0,0.3,0.0,0.1,0.0,10.4,4.5,6.2,1,TE
