,QB,RB1,RB2,WR1,WR2,WR3,TE,Flex,DST,Points,Salary
0,Dak Prescott,Christian McCaffrey,Phillip Lindsay,Nelson Agholor,Keenan Allen,Larry Fitzgerald,Zach Ertz,Mark Andrews,Dallas Cowboys,163.234,49800
1,Jameis Winston,Christian McCaffrey,Phillip Lindsay,Nelson Agholor,Keenan Allen,Larry Fitzgerald,Zach Ertz,DeAndre Hopkins,Pittsburgh Steelers,163.014,49900
2,Dak Prescott,Christian McCaffrey,Frank Gore,Nelson Agholor,Keenan Allen,Larry Fitzgerald,Zach Ertz,Mark Andrews,Dallas Cowboys,162.78400000000002,49900
3,Jameis Winston,Christian McCaffrey,Frank Gore,Nelson Agholor,Keenan Allen,Larry Fitzgerald,Zach Ertz,DeAndre Hopkins,Pittsburgh Steelers,162.564,50000
4,Dak Prescott,Phillip Lindsay,Ezekiel Elliott,Nelson Agholor,Keenan Allen,Larry Fitzgerald,Zach Ertz,Mark Andrews,Dallas Cowboys,162.53400000000002,50000
5,Dak Prescott,Christian McCaffrey,Phillip Lindsay,Nelson Agholor,Keenan Allen,Larry Fitzgerald,Mark Andrews,DeAndre Hopkins,Pittsburgh Steelers,162.404,49900
6,Jameis Winston,Christian McCaffrey,Phillip Lindsay,Nelson Agholor,Keenan Allen,Larry Fitzgerald,Zach Ertz,Dalvin Cook,Pittsburgh Steelers,162.22400000000002,49900
7,Jameis Winston,Christian McCaffrey,Phillip Lindsay,Nelson Agholor,Keenan Allen,Larry Fitzgerald,Mark Andrews,Ezekiel Elliott,Pittsburgh Steelers,162.13400000000001,49900
8,Dak Prescott,Christian McCaffrey,Frank Gore,Nelson Agholor,Keenan Allen,Larry Fitzgerald,Mark Andrews,DeAndre Hopkins,Pittsburgh Steelers,161.954,50000
9,Jameis Winston,Christian McCaffrey,Frank Gore,Nelson Agholor,Keenan Allen,Larry Fitzgerald,Zach Ertz,Dalvin Cook,Pittsburgh Steelers,161.774,50000
10,Jameis Winston,Christian McCaffrey,Miles Sanders,Nelson Agholor,Keenan Allen,Larry Fitzgerald,Zach Ertz,DeAndre Hopkins,Pittsburgh Steelers,161.72400000000002,49500
