,QB,RB1,RB2,WR1,WR2,WR3,TE,Flex,DST,Points,Salary
0,Dak Prescott (13362811),Christian McCaffrey (13362877),Phillip Lindsay (13362939),Nelson Agholor (13363245),Keenan Allen (13363117),Larry Fitzgerald (13363167),Zach Ertz (13363425),Mark Andrews (13363431),Cowboys  (13363593),163.234,163.234
1,Jameis Winston (13362825),Christian McCaffrey (13362877),Frank Gore (13362931),Nelson Agholor (13363245),Keenan Allen (13363117),Larry Fitzgerald (13363167),Zach Ertz (13363425),DeAndre Hopkins (13363105),Steelers  (13363614),162.564,162.564
2,Jameis Winston (13362825),Christian McCaffrey (13362877),Phillip Lindsay (13362939),Nelson Agholor (13363245),Keenan Allen (13363117),Larry Fitzgerald (13363167),Zach Ertz (13363425),Dalvin Cook (13362881),Steelers  (13363614),162.22400000000002,162.22400000000002
3,Jameis Winston (13362825),Christian McCaffrey (13362877),Frank Gore (13362931),Nelson Agholor (13363245),Keenan Allen (13363117),Larry Fitzgerald (13363167),Zach Ertz (13363425),Dalvin Cook (13362881),Steelers  (13363614),161.774,161.774
4,Dak Prescott (13362811),Christian McCaffrey (13362877),Phillip Lindsay (13362939),Nelson Agholor (13363245),Keenan Allen (13363117),DeAndre Hopkins (13363105),Zach Ertz (13363425),Miles Sanders (13362961),Steelers  (13363614),161.68400000000003,161.68400000000003
5,Dak Prescott (13362811),Phillip Lindsay (13362939),Ezekiel Elliott (13362875),Nelson Agholor (13363245),Keenan Allen (13363117),Larry Fitzgerald (13363167),Zach Ertz (13363425),Mark Andrews (13363431),Patriots  (13363594),161.53400000000002,161.53400000000002
6,Dak Prescott (13362811),Christian McCaffrey (13362877),Miles Sanders (13362961),Nelson Agholor (13363245),Keenan Allen (13363117),DeAndre Hopkins (13363105),Zach Ertz (13363425),Frank Gore (13362931),Steelers  (13363614),161.23400000000004,161.23400000000004
7,Dak Prescott (13362811),Ezekiel Elliott (13362875),Frank Gore (13362931),Nelson Agholor (13363245),Keenan Allen (13363117),Larry Fitzgerald (13363167),Zach Ertz (13363425),Mark Andrews (13363431),Patriots  (13363594),161.08400000000003,161.08400000000003
8,Dak Prescott (13362811),Phillip Lindsay (13362939),Miles Sanders (13362961),Nelson Agholor (13363245),Keenan Allen (13363117),DeAndre Hopkins (13363105),Zach Ertz (13363425),Ezekiel Elliott (13362875),Steelers  (13363614),160.98400000000004,160.98400000000004
9,Jameis Winston (13362825),Christian McCaffrey (13362877),Miles Sanders (13362961),Nelson Agholor (13363245),Keenan Allen (13363117),Larry Fitzgerald (13363167),Mark Andrews (13363431),Ezekiel Elliott (13362875),Steelers  (13363614),160.84400000000002,160.84400000000002
