,Player,Position,Salary,DK_Points,DK_Value
64,Ito Smith,RB,4000,5.97,670.0167504
65,Darrell Henderson,RB,4800,6.91,694.6454414
66,Alexander Mattison,RB,3800,5.1,745.0980392
67,Dede Westbrook,WR,4800,14.09,340.6671398
68,Tyler Lockett,WR,6000,16.85,356.0830861
69,Tyler Boyd,WR,5800,16.25,356.9230769
70,Julio Jones,WR,8000,21.62,370.0277521
71,Curtis Samuel,WR,4200,10.91,384.9679193
72,Adam Thielen,WR,6800,17.57,387.0233352
73,Albert Wilson,WR,3900,9.7,402.0618557
74,Michael Gallup,WR,4300,10.65,403.7558685
75,Odell Beckham Jr.,WR,8100,20.06,403.7886341
76,D.J. Moore,WR,5500,13.57,405.3058217
77,Cooper Kupp,WR,5700,13.97,408.0171797
78,Mike Evans,WR,7900,19.35,408.2687339
79,Marvin Jones,WR,4800,11.68,410.9589041
80,Brandin Cooks,WR,6500,15.64,415.601023
81,Keenan Allen,WR,7300,17.52,416.6666667
82,Kenny Golladay,WR,6300,15.02,419.4407457
83,Zay Jones,WR,3700,8.82,419.5011338
84,Sterling Shepard,WR,5000,11.79,424.0882103
85,Marquise Goodwin,WR,4000,9.39,425.9850905
86,Christian Kirk,WR,4700,11,427.2727273
87,Chris Godwin,WR,6200,14.46,428.769018
88,Miles Boykin,WR,3000,6.98,429.7994269
89,Robby Anderson,WR,5200,12.04,431.8936877
90,Mike Williams,WR,5300,12.27,431.9478403
91,Amari Cooper,WR,7000,16.04,436.4089776
92,Dante Pettis,WR,5400,12.36,436.8932039
93,Larry Fitzgerald,WR,4900,11.18,438.2826476
94,Jamison Crowder,WR,4100,9.31,440.386681
95,Stefon Diggs,WR,6700,15.14,442.5363276
96,Cole Beasley,WR,3600,8.11,443.8964242
97,John Brown,WR,4300,9.66,445.1345756
98,Danny Amendola,WR,3600,8.08,445.5445545
99,Alshon Jeffery,WR,5900,13.08,451.0703364
100,Robert Woods,WR,6400,13.95,458.781362
101,Corey Davis,WR,4900,10.4,471.1538462
102,Tyreek Hill,WR,7600,16.08,472.6368159
103,Trey Quinn,WR,3400,7.03,483.6415363
104,Paul Richardson,WR,3900,8,487.5
105,Calvin Ridley,WR,5100,10.43,488.9741131
106,DeSean Jackson,WR,4500,9.16,491.2663755
107,Quincy Enunwa,WR,3800,7.73,491.5912031
108,Sammy Watkins,WR,5000,10.13,493.5834156
109,Breshad Perriman,WR,3300,6.64,496.9879518
110,Jarvis Landry,WR,5600,11.26,497.3357016
111,Chris Conley,WR,3100,6.21,499.194847
112,Willie Snead,WR,4000,7.9,506.3291139
113,Adam Humphries,WR,4000,7.83,510.8556833
114,Jaron Brown,WR,3100,6.06,511.5511551
115,Mohamed Sanu,WR,4600,8.77,524.5153934
116,T.Y. Hilton,WR,6600,12.5,528
117,Rashard Higgins,WR,3200,6.02,531.5614618
118,D.J. Chark,WR,3300,5.99,550.918197
119,Cody Latimer,WR,3300,5.98,551.8394649
120,John Ross,WR,3900,7.04,553.9772727
121,Deebo Samuel,WR,4000,6.99,572.2460658
122,Randall Cobb,WR,4200,7.24,580.1104972
123,Nelson Agholor,WR,3900,6.69,582.9596413
124,Devin Funchess,WR,4000,6.51,614.4393241
125,Terry McLaurin,WR,3300,5.08,649.6062992
126,Marquise Brown,WR,3800,5.83,651.8010292
127,Travis Benjamin,WR,3300,5.02,657.3705179
128,Marqise Lee,WR,4400,6.56,670.7317073
129,Robert Foster,WR,4100,5.63,728.2415631
130,Mark Andrews,TE,3000,9.4,319.1489362
131,Evan Engram,TE,4800,14,342.8571429
132,David Njoku,TE,3700,10.63,348.0714958
133,Vernon Davis,TE,2700,7.59,355.7312253
134,Will Dissly,TE,2900,8.15,355.8282209
135,Delanie Walker,TE,3500,9.59,364.9635036
136,Hunter Henry,TE,3900,10.35,376.8115942
137,O.J. Howard,TE,5000,12.85,389.1050584
138,Austin Hooper,TE,3200,8.17,391.6768666
139,Zach Ertz,TE,6100,15.22,400.7884363
140,Travis Kelce,TE,7100,17.04,416.6666667
141,Geoff Swaim,TE,2900,6.93,418.4704185
142,George Kittle,TE,6600,15.74,419.3138501
143,T.J. Hockenson,TE,3100,6.89,449.9274311
144,Tyler Eifert,TE,3100,6.84,453.2163743
145,Kyle Rudolph,TE,3300,7.18,459.6100279
146,Eric Ebron,TE,4100,8.85,463.2768362
147,Greg Olsen,TE,3200,6.74,474.7774481
148,Dallas Goedert,TE,2900,6.02,481.7275748
149,Jason Witten,TE,3000,5.89,509.3378608
150,Charles Clay,TE,2700,5.29,510.3969754
151,Jack Doyle,TE,3400,6.41,530.4212168
152,Mike Gesicki,TE,3000,5.34,561.7977528
153,San Francisco 49ers,DST,2200,7.4,297.2972973
154,Tampa Bay Buccaneers,DST,2200,7.3,301.369863
155,Miami Dolphins,DST,2100,6.4,328.125
156,Carolina Panthers,DST,2100,6,350
157,Cincinnati Bengals,DST,2000,5.5,363.6363636
158,New York Jets,DST,3100,8.4,369.047619
159,Kansas City Chiefs,DST,2800,7.5,373.3333333
160,New York Giants,DST,2300,5.8,396.5517241
161,Detroit Lions,DST,2900,7.3,397.260274
162,Seattle Seahawks,DST,3100,7.8,397.4358974
163,Washington Redskins,DST,2500,6.1,409.8360656
164,Jacksonville Jaguars,DST,2300,5.6,410.7142857
165,Atlanta Falcons,DST,2400,5.8,413.7931034
166,Cleveland Browns,DST,3400,8.1,419.7530864
167,Buffalo Bills,DST,3000,7.1,422.5352113
168,Tennessee Titans,DST,2600,6.1,426.2295082
169,Arizona Cardinals,DST,2700,6.3,428.5714286
170,Los Angeles Chargers,DST,3000,7,428.5714286
171,Minnesota Vikings,DST,3300,7.3,452.0547945
172,Indianapolis Colts,DST,2600,5.7,456.1403509
173,Philadelphia Eagles,DST,3600,7.8,461.5384615
174,Baltimore Ravens,DST,3800,8.2,463.4146341
175,Los Angeles Rams,DST,3200,6.9,463.7681159
176,Dallas Cowboys,DST,3500,7.5,466.6666667
