,QB,RB1,RB2,WR1,WR2,WR3,TE,Flex,DST,Points,Salary
0,Kyler Murray,Chris Carson,Dalvin Cook,Dede Westbrook,Tyler Boyd,Julio Jones,Mark Andrews,Christian McCaffrey,San Francisco 49ers,149.122,49900
1,Kyler Murray,Dalvin Cook,Kerryon Johnson,Dede Westbrook,Tyler Boyd,Julio Jones,Mark Andrews,Christian McCaffrey,San Francisco 49ers,148.122,50000
2,Lamar Jackson,Chris Carson,Nick Chubb,Dede Westbrook,Tyler Boyd,Adam Thielen,Mark Andrews,Saquon Barkley,San Francisco 49ers,147.244,49700
3,Lamar Jackson,Dalvin Cook,Nick Chubb,Dede Westbrook,Tyler Boyd,Adam Thielen,Mark Andrews,Saquon Barkley,Tampa Bay Buccaneers,147.014,50000
4,Kyler Murray,Dalvin Cook,Nick Chubb,Dede Westbrook,Tyler Boyd,Adam Thielen,Mark Andrews,Saquon Barkley,San Francisco 49ers,145.842,49600
5,Jacoby Brissett,Chris Carson,Dalvin Cook,Dede Westbrook,Julio Jones,Adam Thielen,Mark Andrews,Christian McCaffrey,Tampa Bay Buccaneers,145.07400000000004,49700
6,Jacoby Brissett,Dalvin Cook,Nick Chubb,Dede Westbrook,Tyler Boyd,Julio Jones,Mark Andrews,Saquon Barkley,Tampa Bay Buccaneers,144.52400000000003,49600
7,Lamar Jackson,Chris Carson,Saquon Barkley,Dede Westbrook,Tyler Boyd,Julio Jones,Mark Andrews,O.J. Howard,Tampa Bay Buccaneers,144.27400000000003,49500
8,Jacoby Brissett,Chris Carson,Kerryon Johnson,Dede Westbrook,Julio Jones,Adam Thielen,Mark Andrews,Saquon Barkley,San Francisco 49ers,144.18400000000003,49700
9,Kyler Murray,Nick Chubb,Christian McCaffrey,Dede Westbrook,Tyler Boyd,Julio Jones,Mark Andrews,O.J. Howard,San Francisco 49ers,144.11200000000002,49600
