,QB,RB1,RB2,WR1,WR2,WR3,TE,Flex,DST,Points,Salary
0,Kyler Murray,Chris Carson,Dalvin Cook,Dede Westbrook,Tyler Boyd,Julio Jones,Mark Andrews,Christian McCaffrey,San Francisco 49ers,149.122,49900
1,Kyler Murray,Chris Carson,Dalvin Cook,Dede Westbrook,Tyler Boyd,Julio Jones,Mark Andrews,Christian McCaffrey,Tampa Bay Buccaneers,149.02200000000002,49900
2,Kyler Murray,Chris Carson,Kerryon Johnson,Dede Westbrook,Tyler Boyd,Julio Jones,Mark Andrews,Christian McCaffrey,San Francisco 49ers,148.252,49700
3,Kyler Murray,Chris Carson,Kerryon Johnson,Dede Westbrook,Tyler Boyd,Julio Jones,Mark Andrews,Christian McCaffrey,Tampa Bay Buccaneers,148.15200000000002,49700
4,Kyler Murray,Chris Carson,Kerryon Johnson,Dede Westbrook,Tyler Boyd,Julio Jones,Mark Andrews,Saquon Barkley,San Francisco 49ers,148.132,49900
5,Kyler Murray,Dalvin Cook,Kerryon Johnson,Dede Westbrook,Tyler Boyd,Julio Jones,Mark Andrews,Christian McCaffrey,San Francisco 49ers,148.122,50000
6,Kyler Murray,Chris Carson,Kerryon Johnson,Dede Westbrook,Tyler Boyd,Julio Jones,Mark Andrews,Saquon Barkley,Tampa Bay Buccaneers,148.032,49900
7,Kyler Murray,Dalvin Cook,Kerryon Johnson,Dede Westbrook,Tyler Boyd,Julio Jones,Mark Andrews,Christian McCaffrey,Tampa Bay Buccaneers,148.02200000000002,50000
8,Lamar Jackson,Chris Carson,Nick Chubb,Dede Westbrook,Tyler Boyd,Adam Thielen,Mark Andrews,Christian McCaffrey,San Francisco 49ers,147.364,49500
9,Lamar Jackson,Chris Carson,Nick Chubb,Dede Westbrook,Tyler Boyd,Adam Thielen,Mark Andrews,Christian McCaffrey,Tampa Bay Buccaneers,147.264,49500
10,Lamar Jackson,Chris Carson,Nick Chubb,Dede Westbrook,Tyler Boyd,Adam Thielen,Mark Andrews,Saquon Barkley,San Francisco 49ers,147.244,49700
