,QB,RB1,RB2,WR1,WR2,WR3,TE,Flex,DST,Points,Salary
0,Kyler Murray (13041661),Chris Carson (13041688),Dalvin Cook (13041387),Dede Westbrook (13041585),Tyler Boyd (13041198),Julio Jones (13040679),Mark Andrews (13041329),Christian McCaffrey (13041406),49ers  (13040583),149.122,149.122
1,Kyler Murray (13041661),Dalvin Cook (13041387),Kerryon Johnson (13041675),Dede Westbrook (13041585),Tyler Boyd (13041198),Julio Jones (13040679),Mark Andrews (13041329),Christian McCaffrey (13041406),49ers  (13040583),148.122,148.122
2,Lamar Jackson (13041638),Chris Carson (13041688),Nick Chubb (13041370),Dede Westbrook (13041585),Tyler Boyd (13041198),Adam Thielen (13041159),Mark Andrews (13041329),Saquon Barkley (13041692),49ers  (13040583),147.244,147.244
3,Lamar Jackson (13041638),Dalvin Cook (13041387),Nick Chubb (13041370),Dede Westbrook (13041585),Tyler Boyd (13041198),Adam Thielen (13041159),Mark Andrews (13041329),Saquon Barkley (13041692),Buccaneers  (13040585),147.014,147.014
4,Kyler Murray (13041661),Dalvin Cook (13041387),Nick Chubb (13041370),Dede Westbrook (13041585),Tyler Boyd (13041198),Adam Thielen (13041159),Mark Andrews (13041329),Saquon Barkley (13041692),49ers  (13040583),145.842,145.842
5,Jacoby Brissett (13040945),Chris Carson (13041688),Dalvin Cook (13041387),Dede Westbrook (13041585),Julio Jones (13040679),Adam Thielen (13041159),Mark Andrews (13041329),Christian McCaffrey (13041406),Buccaneers  (13040585),145.07400000000004,145.07400000000004
6,Jacoby Brissett (13040945),Dalvin Cook (13041387),Nick Chubb (13041370),Dede Westbrook (13041585),Tyler Boyd (13041198),Julio Jones (13040679),Mark Andrews (13041329),Saquon Barkley (13041692),Buccaneers  (13040585),144.52400000000003,144.52400000000003
7,Lamar Jackson (13041638),Chris Carson (13041688),Saquon Barkley (13041692),Dede Westbrook (13041585),Tyler Boyd (13041198),Julio Jones (13040679),Mark Andrews (13041329),O.J. Howard (13041154),Buccaneers  (13040585),144.27400000000003,144.27400000000003
8,Jacoby Brissett (13040945),Chris Carson (13041688),Kerryon Johnson (13041675),Dede Westbrook (13041585),Julio Jones (13040679),Adam Thielen (13041159),Mark Andrews (13041329),Saquon Barkley (13041692),49ers  (13040583),144.18400000000003,144.18400000000003
9,Kyler Murray (13041661),Nick Chubb (13041370),Christian McCaffrey (13041406),Dede Westbrook (13041585),Tyler Boyd (13041198),Julio Jones (13040679),Mark Andrews (13041329),O.J. Howard (13041154),49ers  (13040583),144.11200000000002,144.11200000000002
