,Player,Team,ATT_MAX,ATT_MIN,ATT_MID,YDS_MAX,YDS_MIN,YDS_MID,TDS_MAX,TDS_MIN,TDS_MID,REC_MAX,REC_MIN,REC_MID,YDS.1_MAX,YDS.1_MIN,YDS.1_MID,TDS.1_MAX,TDS.1_MIN,TDS.1_MID,FL_MAX,FL_MIN,FL_MID,FPTS_MAX,FPTS_MIN,FPTS_MID,Week,Position
0,Derrick Henry,TEN,25.0,18.8,22.7,132.0,105.2,112.7,1.1,0.6,1.0,3.0,1.4,1.8,21.0,13.6,16.3,0.1,0.0,0.1,0.1,0.2,0.1,21.2,15.8,18.8,2,RB
1,Christian McCaffrey,CAR,19.0,14.8,17.3,82.1,62.4,69.7,1.0,0.3,0.6,6.9,5.0,6.3,59.9,42.0,52.4,0.4,0.0,0.2,0.0,0.3,0.1,18.7,15.8,17.0,2,RB
2,Ezekiel Elliott,DAL,24.0,18.4,20.4,106.0,73.3,89.3,1.0,0.4,0.7,4.3,3.0,3.7,35.8,28.0,30.7,0.3,0.0,0.2,0.1,0.2,0.1,19.4,14.2,17.0,2,RB
3,Alvin Kamara,NO,15.0,8.9,12.4,67.8,41.0,54.8,1.0,0.3,0.6,7.0,5.1,5.9,53.0,42.4,47.3,0.3,0.0,0.2,0.0,0.2,0.1,17.4,12.5,14.8,2,RB
4,Dalvin Cook,MIN,18.0,14.7,16.7,93.0,60.7,72.8,1.0,0.4,0.6,4.1,2.8,3.7,38.6,22.0,31.2,0.1,0.0,0.1,0.1,0.2,0.1,18.3,11.8,14.4,2,RB
5,Josh Jacobs,LV,21.0,14.3,17.2,93.0,62.0,76.9,1.0,0.2,0.6,3.3,2.1,2.8,30.0,16.9,22.9,0.2,0.0,0.1,0.1,0.2,0.1,17.7,10.7,14.1,2,RB
6,Clyde Edwards-Helaire,KC,19.0,14.0,16.1,94.0,63.3,77.1,1.0,0.1,0.6,3.1,1.7,2.6,26.2,15.6,22.0,0.2,0.0,0.1,0.1,0.2,0.1,17.9,12.2,14.0,2,RB
7,Aaron Jones,GB,16.0,11.7,14.0,72.0,54.0,63.4,1.0,0.4,0.8,3.7,2.8,3.1,26.1,18.1,23.5,0.2,0.0,0.1,0.1,0.2,0.1,16.0,11.9,13.8,2,RB
8,Jonathan Taylor,IND,18.0,12.3,14.9,83.0,59.4,68.0,1.0,0.3,0.6,3.3,2.4,2.8,31.0,20.7,25.8,0.2,0.0,0.1,0.1,0.2,0.1,16.7,11.9,13.3,2,RB
9,Joe Mixon,CIN,18.3,16.2,17.4,82.3,68.0,76.4,1.0,0.4,0.6,3.0,1.9,2.5,24.0,14.0,19.1,0.2,0.0,0.1,0.1,0.2,0.1,16.5,12.4,13.2,2,RB
