,Player,Team,Position,Salary,Name + ID,AvgPointsPerGame,Draft Kings_MIN,Draft Kings_MID,Draft Kings_MAX,Dynasty_MIN,Dynasty_MID,Dynasty_MAX,Redraft_MIN,Redraft_MID,Redraft_MAX,Draft Kings Value_MAX,Draft Kings Value_MID,Draft Kings Value_MIN,Draft Kings_MID_Rank,Draft Kings_MID_Tier,Draft Kings Value_MID_Rank,Draft Kings Value_MID_Tier,Min_Tier,Add_Tier,FPTS,%Drafted,Real_Value
16,Kirk Cousins,MIN,QB,5900,Kirk Cousins (15355536),22.76,12.749999999999998,17.775,22.571,11.45,16.2,19.776000000000003,12.45,16.900000000000002,20.375999999999998,462.74509803921575,331.9268635724332,261.3973683044615,15,6,17,5,5,11,1.52,0.26,3881.578947368421
17,Philip Rivers,IND,QB,5900,Philip Rivers (15355537),19.82,12.44,17.744999999999994,24.14,11.24,15.47,20.440000000000005,12.24,16.37,21.14,474.27652733118964,332.4880247957172,244.40762220381112,16,6,18,5,5,11,11.86,0.77,497.47048903878584
18,Ryan Fitzpatrick,MIA,QB,5200,Ryan Fitzpatrick (15355547),8.44,10.12,15.565,24.14,8.32,14.290000000000004,20.24,9.82,15.390000000000002,21.04,513.8339920948616,334.08287825248954,215.4101077050539,23,7,19,5,5,12,27.32,0.02,190.3367496339678
19,Ben Roethlisberger,PIT,QB,6300,Ben Roethlisberger (15355532),22.06,14.660000000000002,18.727999999999998,23.002,13.46,16.518,19.812,14.46,17.418000000000006,20.612,429.74079126875847,336.3947031183255,273.88922702373696,13,6,20,6,6,12,22.24,0.36,283.27338129496405
20,Gardner Minshew,JAC,QB,5800,Gardner Minshew II (15355540),20.82,12.664000000000001,17.052999999999994,22.480000000000004,11.164000000000001,15.818,20.180000000000003,12.164000000000001,16.518,20.580000000000005,457.99115603284895,340.116108602592,258.0071174377224,19,6,21,6,6,12,28.46,0.15,203.79479971890373
21,Jimmy Garoppolo,SF,QB,5700,Jimmy Garoppolo (15355543),19.26,12.57,16.363,20.750000000000004,11.170000000000002,15.177999999999995,18.750000000000007,12.27,16.078,19.450000000000006,453.46062052505965,348.3468801564505,274.69879518072287,20,7,22,6,6,13,13.24,0.19,430.51359516616316
22,Daniel Jones,NYG,QB,5800,Daniel Jones (15355542),19.36,12.152,15.962,20.099999999999994,10.252,14.572000000000001,18.45,11.452,15.572,19.15,477.28768926925613,363.36298709434914,288.5572139303483,22,7,23,7,7,14,9.74,0.07,595.482546201232
23,Drew Lock,DEN,QB,5400,Drew Lock (15355545),13.14,9.73,14.084000000000001,17.545,8.430000000000001,13.084000000000001,16.920000000000005,9.43,13.884,17.420000000000005,554.9845837615621,383.4138028969043,307.77999430037045,24,8,24,8,8,16,-0.2,0.01,1000.0
24,Derrick Henry,TEN,RB,7900,Derrick Henry (15355598),19.1,19.680000000000003,24.200000000000006,28.4,15.78,20.200000000000006,23.800000000000004,16.480000000000004,21.100000000000005,25.300000000000004,401.42276422764223,326.4462809917355,278.169014084507,1,1,1,1,1,2,8.4,83.14,940.4761904761905
25,Jonathan Taylor,IND,RB,5700,Jonathan Taylor (15355620),14.9,12.010000000000002,16.279999999999998,22.25,10.61,14.78,20.05,11.81,16.18,21.700000000000006,474.6044962531224,350.1228501228502,256.17977528089887,6,4,2,2,2,6,22.0,75.48,259.09090909090907
26,Melvin Gordon,DEN,RB,5200,Melvin Gordon III (15355634),16.6,10.54,14.760000000000002,19.77,9.14,13.110000000000005,17.92,10.24,14.660000000000002,19.67,493.35863377609115,352.3035230352304,263.0247850278199,10,5,3,2,2,7,16.4,1.27,317.07317073170736
27,Kenyan Drake,ARI,RB,5900,Kenyan Drake (15355616),14.5,11.310000000000002,16.14,21.07,10.16,14.44,18.97,11.11,16.040000000000006,20.97,521.6622458001767,365.55142503097886,280.01898433792127,7,4,4,3,3,7,11.5,12.14,513.0434782608696
28,Ezekiel Elliott,DAL,RB,8200,Ezekiel Elliott (15355596),27.7,15.330000000000002,22.395,29.180000000000003,13.63,19.05,23.93,15.13,20.9,26.080000000000005,534.8988910632745,366.1531591873186,281.0143934201508,2,2,5,3,2,5,23.2,68.27,353.44827586206895
29,Ronald Jones,TB,RB,5200,Ronald Jones II (15355636),10.2,10.52,14.1,18.48,9.47,12.95,17.18,10.32,14.000000000000002,18.380000000000006,494.296577946768,368.79432624113474,281.38528138528136,13,5,6,3,3,8,10.7,6.06,485.98130841121497
30,David Johnson,HOU,RB,5800,David Johnson (15355618),19.9,10.55,15.410000000000002,21.7,8.95,13.61,19.1,10.35,15.310000000000002,21.6,549.7630331753554,376.37897469175863,267.28110599078343,8,5,7,3,3,8,7.0,2.23,828.5714285714286
31,James Robinson,JAC,RB,4400,James Robinson (15355680),10.0,6.98,11.43,14.61,6.130000000000001,10.43,13.160000000000002,6.6800000000000015,11.330000000000002,14.510000000000002,630.3724928366762,384.9518810148731,301.1635865845311,18,6,8,3,3,9,24.0,0.76,183.33333333333334
32,Antonio Gibson,WAS,RB,4300,Antonio Gibson (15355686),6.4,6.130000000000001,10.760000000000002,13.579999999999998,4.83,9.31,11.98,5.9300000000000015,10.660000000000002,13.579999999999998,701.4681892332788,399.628252788104,316.64212076583215,21,6,9,4,4,10,12.2,0.81,352.45901639344265
33,Aaron Jones,GB,RB,7100,Aaron Jones (15355604),17.6,12.210000000000004,17.09,20.61,10.61,15.44,18.66,12.010000000000002,16.990000000000002,20.51,581.4905814905812,415.4476301930954,344.4929645803009,4,4,10,4,4,8,48.6,1.59,146.09053497942386
34,Todd Gurley,ATL,RB,6100,Todd Gurley II (15355612),13.7,10.64,14.61,19.73,9.49,13.16,17.88,10.44,14.51,19.63,573.3082706766918,417.5222450376455,309.1738469336037,11,5,11,4,4,9,6.1,1.4,1000.0000000000001
35,Dalvin Cook,MIN,RB,7600,Dalvin Cook (15355600),21.8,13.27,18.2,25.71,11.67,16.25,21.610000000000007,13.07,18.1,23.66,572.7204220045215,417.5824175824176,295.60482302605993,3,3,12,4,3,7,17.1,1.45,444.4444444444444
36,Miles Sanders,PHI,RB,6000,Miles Sanders (15355614),0.0,9.35,14.15,18.73,8.05,12.6,16.830000000000002,9.15,14.05,18.630000000000006,641.711229946524,424.0282685512368,320.34169781099837,12,5,13,4,4,9,21.1,3.18,284.3601895734597
37,Raheem Mostert,SF,RB,6400,Raheem Mostert (15355610),25.1,9.73,14.98,23.65,8.83,13.830000000000002,21.3,9.53,14.88,22.8,657.75950668037,427.2363150867824,270.61310782241014,9,5,14,4,4,9,18.7,2.82,342.24598930481284
38,Devin Singletary,BUF,RB,5200,Devin Singletary (15355630),10.3,7.02,11.81,16.18,5.87,10.410000000000002,14.280000000000005,6.8199999999999985,11.71,16.080000000000002,740.7407407407408,440.3048264182896,321.3844252163165,15,6,15,5,5,11,9.6,0.48,541.6666666666667
39,Clyde Edwards-Helaire,KC,RB,7400,Clyde Edwards-Helaire (15355602),22.8,9.99,16.61,24.32,8.94,15.21,20.57,9.79,16.51,22.12,740.7407407407408,445.51475015051176,304.2763157894737,5,4,16,5,4,9,13.0,2.89,569.2307692307693
40,Mark Ingram,BAL,RB,5400,Mark Ingram II (15355626),2.9,7.9700000000000015,11.89,18.22,7.42,10.94,16.62,7.87,11.79,18.12,677.5407779171894,454.1631623212784,296.377607025247,14,6,17,5,5,11,15.7,0.78,343.9490445859873
41,Nyheim Hines,IND,RB,5300,Nyheim Hines (15355628),27.3,7.510000000000002,11.32,15.55,5.66,9.27,13.2,7.31,11.22,15.55,705.7256990679094,468.19787985865725,340.8360128617363,20,6,18,6,6,12,1.4,2.18,3785.714285714286
42,David Montgomery,CHI,RB,5600,David Montgomery (15355624),8.4,6.3500000000000005,11.35,14.51,5.65,10.500000000000002,13.31,6.15,11.250000000000002,14.41,881.8897637795275,493.39207048458144,385.9407305306685,19,6,19,6,6,12,21.7,0.37,258.06451612903226
43,Malcolm Brown,LAR,RB,5700,Malcolm Brown (15355622),26.0,7.31,11.45,18.200000000000006,6.659999999999998,10.500000000000002,16.700000000000006,7.21,11.35,18.200000000000006,779.7537619699042,497.81659388646284,313.1868131868132,17,6,20,6,6,12,4.7,1.31,1212.7659574468084
44,Benny Snell,PIT,RB,4500,Benny Snell Jr. (15355672),14.3,3.71,8.38,17.43,3.51,7.78,16.330000000000002,3.61,8.280000000000001,17.330000000000002,1212.9380053908355,536.9928400954653,258.1755593803787,24,7,21,7,7,14,0.1,0.72,1000.0
45,Zack Moss,BUF,RB,4800,Zack Moss (15355652),11.7,4.460000000000001,8.86,12.39,3.6600000000000006,7.909999999999998,10.989999999999998,4.260000000000002,8.76,12.39,1076.2331838565021,541.7607223476298,387.4092009685231,22,7,22,7,7,14,3.7,0.47,1297.2972972972973
46,Adrian Peterson,DET,RB,4700,Adrian Peterson (15355658),14.4,4.57,8.66,12.830000000000002,4.2200000000000015,7.86,11.730000000000002,4.37,8.56,12.730000000000002,1028.4463894967178,542.7251732101616,366.3289166017147,23,7,23,7,7,14,4.1,0.41,1146.3414634146343
47,Cam Akers,LAR,RB,4500,Cam Akers (15355668),5.3,2.9,7.81,11.71,2.35,6.910000000000001,10.36,2.7,7.71,11.71,1551.7241379310346,576.1843790012804,384.2869342442357,26,8,24,8,8,16,1.3,0.04,3461.5384615384614
48,Frank Gore,NYJ,RB,4500,Frank Gore (15355676),2.4,4.990000000000001,7.790000000000001,12.96,4.44,6.84,11.36,4.8900000000000015,7.69,12.96,901.8036072144287,577.6636713735558,347.22222222222223,27,8,25,8,8,16,6.3,0.22,714.2857142857143
49,James Conner,PIT,RB,6800,James Conner (15355606),3.7,5.4,11.71,16.349999999999998,4.8,10.16,14.0,5.3,11.61,16.25,1259.2592592592591,580.7002561912896,415.9021406727829,16,6,26,8,6,14,23.1,0.5,294.37229437229433
50,Jerick McKinnon,SF,RB,4200,Jerick McKinnon (15355692),13.4,3.61,7.210000000000001,11.48,2.96,6.06,9.580000000000002,3.51,7.11,11.48,1163.4349030470914,582.5242718446601,365.8536585365853,28,8,27,8,8,16,13.7,0.12,306.56934306569343
51,Jamaal Williams,GB,RB,4200,Jamaal Williams (15355690),8.2,3.99,7.120000000000001,10.91,3.24,6.020000000000001,9.41,3.89,7.120000000000001,10.91,1052.6315789473686,589.8876404494381,384.967919340055,29,8,28,8,8,16,8.3,0.04,506.0240963855421
52,D'Andre Swift,DET,RB,4900,D'Andre Swift (15355646),11.3,3.35,8.27,14.43,2.55,6.87,12.63,3.25,8.17,14.43,1462.6865671641795,592.503022974607,339.5703395703396,25,7,29,8,7,15,12.2,0.18,401.6393442622951
53,Corey Davis,TEN,WR,4000,Corey Davis (15355960),20.1,9.2,12.570000000000002,18.12,7.45,10.47,15.62,9.2,12.570000000000002,18.12,434.7826086956522,318.2179793158313,220.7505518763797,27,5,1,1,1,6,12.6,25.44,317.46031746031747
54,Julio Jones,ATL,WR,7400,Julio Jones (15355834),27.7,18.525,23.25,29.3,13.770000000000005,16.6,22.05,16.970000000000002,20.15,26.3,399.4601889338732,318.2795698924731,252.55972696245726,2,1,2,1,1,2,4.4,17.86,1681.8181818181818
55,Davante Adams,GB,WR,8100,Davante Adams (15355828),44.6,20.375,25.15,28.96,15.640000000000002,18.35,21.61,19.09,22.200000000000006,25.96,397.54601226993873,322.0675944333996,279.696132596685,1,1,3,1,1,2,6.6,51.39,1227.2727272727273
56,Diontae Johnson,PIT,WR,4500,Diontae Johnson (15355932),10.7,10.5,13.070000000000002,17.060000000000002,8.299999999999999,10.62,14.46,10.2,12.970000000000002,17.060000000000002,428.57142857142856,344.2999234889058,263.77491207502925,24,5,4,2,2,7,23.2,40.88,193.9655172413793
57,Adam Humphries,TEN,WR,3400,Adam Humphries (15356020),10.7,6.300000000000002,9.77,12.85,4.7,7.77,10.3,6.2,9.77,12.85,539.6825396825396,348.00409416581374,264.5914396887159,39,7,5,2,2,9,15.8,1.9,215.18987341772151
58,Mike Williams,LAC,WR,4200,Mike Williams (15355946),10.9,9.28,11.910000000000002,19.6,7.83,10.06,16.6,9.28,11.910000000000002,19.6,452.5862068965517,352.64483627204027,214.28571428571428,29,6,6,2,2,8,3.4,3.67,1235.2941176470588
59,Amari Cooper,DAL,WR,6300,Amari Cooper (15355854),18.1,14.55,17.449999999999996,24.25,11.9,14.36,18.8,14.45,17.26,22.3,432.9896907216495,361.03151862464193,259.7938144329897,5,3,7,2,2,5,19.0,27.34,331.57894736842104
60,Breshad Perriman,NYJ,WR,3800,Breshad Perriman (15355972),4.7,7.4,10.35,14.78,5.9,8.55,12.63,7.4,10.35,14.78,513.5135135135135,367.14975845410623,257.1041948579161,38,6,8,2,2,8,3.2,17.31,1187.5
61,TY Hilton,IND,WR,5700,T.Y. Hilton (15355876),9.3,12.14,15.16,20.075,9.989999999999998,12.66,17.03,12.14,15.16,20.03,469.5222405271829,375.9894459102902,283.93524283935244,14,4,9,3,3,7,5.8,3.26,982.7586206896552
62,DeAndre Hopkins,ARI,WR,7700,DeAndre Hopkins (15355830),32.1,16.25,20.25,26.85,13.2,15.590000000000002,20.0,16.150000000000002,19.040000000000006,24.3,473.8461538461538,380.2469135802469,286.77839851024214,3,2,10,3,2,5,20.8,7.09,370.1923076923077
63,Scotty Miller,TB,WR,4100,Scotty Miller (15355958),12.9,6.3900000000000015,10.77,14.3,4.84,8.670000000000002,11.7,6.3900000000000015,10.77,14.3,641.6275430359938,380.6870937790158,286.7132867132867,34,6,11,3,3,9,3.2,11.0,1281.25
64,Michael Gallup,DAL,WR,5600,Michael Gallup (15355882),8.0,11.740000000000002,14.68,20.85,9.740000000000002,12.43,17.270000000000003,11.740000000000002,14.68,19.92,477.0017035775127,381.4713896457766,268.5851318944844,19,4,12,3,3,7,7.8,3.3,717.948717948718
65,Mike Evans,TB,WR,6400,Mike Evans (15355848),7.2,13.090000000000002,16.490000000000002,21.125,11.090000000000002,13.89,17.450000000000006,12.990000000000002,16.490000000000002,20.450000000000006,488.9228418640183,388.1140084899938,302.9585798816568,8,3,13,3,3,6,26.4,8.09,242.42424242424244
66,Calvin Ridley,ATL,WR,6800,Calvin Ridley (15355840),36.9,14.12,17.5,22.0,11.52,14.5,17.9,14.02,17.400000000000002,21.4,481.5864022662889,388.57142857142856,309.0909090909091,4,3,14,3,3,6,32.9,4.75,206.68693009118542
67,Allen Robinson,CHI,WR,6400,Allen Robinson II (15355850),12.3,14.150000000000002,16.439999999999998,23.0,11.35,13.340000000000002,18.3,14.050000000000002,16.34,21.8,452.29681978798584,389.2944038929441,278.2608695652174,9,3,15,3,3,6,6.3,5.11,1015.8730158730159
68,Terry McLaurin,WAS,WR,5900,Terry McLaurin (15355874),11.1,13.06,15.05,20.05,10.71,12.65,16.950000000000006,12.96,15.05,19.6,451.76110260336907,392.0265780730897,294.26433915211976,17,4,16,3,3,7,28.5,9.65,207.01754385964912
69,Keenan Allen,LAC,WR,5700,Keenan Allen (15355878),7.7,11.78,14.53,20.33,9.18,11.73,16.93,11.68,14.53,20.33,483.8709677419355,392.2918100481762,280.373831775701,20,4,17,3,3,7,16.6,0.93,343.37349397590356
70,Darius Slayton,NYG,WR,5000,Darius Slayton (15355900),31.2,10.41,12.67,18.4,8.66,10.72,15.9,10.41,12.67,18.4,480.3073967339097,394.6329913180742,271.7391304347826,26,5,18,3,3,8,6.3,2.52,793.6507936507936
71,Robert Woods,LAR,WR,6400,Robert Woods (15355852),20.9,13.340000000000002,15.86,23.025,10.540000000000003,12.81,18.31,13.240000000000002,15.760000000000002,21.81,479.7601199400299,403.530895334174,277.95874049945706,10,4,19,4,4,8,11.3,1.57,566.3716814159292
72,DJ Moore,CAR,WR,6300,DJ Moore (15355856),9.4,12.61,15.57,23.075000000000006,9.909999999999998,12.62,18.32,12.409999999999998,15.47,21.770000000000003,499.603489294211,404.62427745664735,273.02275189599135,12,4,20,4,4,8,23.0,0.23,273.9130434782609
73,CeeDee Lamb,DAL,WR,4700,CeeDee Lamb (15355924),10.9,8.200000000000001,11.53,15.090000000000002,6.3,9.28,12.19,8.100000000000001,11.43,15.090000000000002,573.1707317073169,407.6322636600174,311.46454605699137,30,6,21,4,4,10,20.5,30.03,229.26829268292684
74,Christian Kirk,ARI,WR,4300,Christian Kirk (15355938),1.0,7.800000000000002,10.490000000000002,13.19,5.8500000000000005,8.290000000000001,10.69,7.7,10.490000000000002,13.19,551.2820512820513,409.9142040038131,326.0045489006823,36,6,22,4,4,10,8.0,5.1,537.5
75,Will Fuller,HOU,WR,6300,Will Fuller V (15355858),22.2,11.93,15.15,23.0,9.53,12.6,18.200000000000006,11.830000000000002,15.15,21.200000000000006,528.0804694048617,415.8415841584159,273.91304347826093,15,4,23,4,4,8,0.0,1.2,1000.0
76,Marvin Jones,DET,WR,5700,Marvin Jones Jr. (15355880),9.5,9.13,13.68,16.1,7.13,11.38,13.5,9.03,13.68,16.1,624.315443592552,416.66666666666674,354.0372670807453,22,5,24,4,4,9,12.3,1.08,463.4146341463414
77,Anthony Miller,CHI,WR,5200,Anthony Miller (15355894),17.6,8.790000000000001,12.37,17.3,6.99,10.32,14.8,8.690000000000001,12.37,17.3,591.5813424345847,420.3718674211802,300.5780346820809,28,5,25,5,5,10,0.0,0.65,1000.0
78,Adam Thielen,MIN,WR,7200,Adam Thielen (15355836),34.0,13.400000000000002,17.1,24.25,10.95,14.15,18.8,13.300000000000002,17.000000000000004,22.3,537.3134328358209,421.0526315789474,296.9072164948454,6,3,26,5,3,8,6.1,3.0,1180.327868852459
79,Marquise Brown,BAL,WR,6200,Marquise Brown (15355862),18.1,12.14,14.7,18.6,9.990000000000002,12.4,16.1,12.04,14.7,18.6,510.70840197693565,421.76870748299314,333.3333333333333,18,4,27,5,4,9,9.2,2.15,673.9130434782609
80,Cooper Kupp,LAR,WR,6700,Cooper Kupp (15355842),8.0,13.29,15.79,20.75,10.79,13.14,17.3,13.19,15.79,20.3,504.1384499623777,424.3191893603545,322.89156626506025,11,4,28,5,4,9,14.0,0.26,478.57142857142856
81,Stefon Diggs,BUF,WR,6500,Stefon Diggs (15355844),16.6,11.1,15.240000000000002,22.25,8.900000000000002,12.590000000000002,18.1,11.0,15.240000000000002,22.1,585.5855855855856,426.50918635170603,292.13483146067415,13,4,29,5,4,9,32.3,0.81,201.23839009287929
82,Sammy Watkins,KC,WR,4800,Sammy Watkins (15355910),21.5,7.630000000000001,11.21,13.99,5.9300000000000015,9.260000000000002,11.64,7.53,11.21,13.99,629.0956749672347,428.1891168599465,343.10221586847746,32,6,30,5,5,11,2.1,1.25,2285.714285714286
83,DJ Chark,JAC,WR,6000,DJ Chark Jr. (15355866),11.5,11.500000000000002,13.98,19.4,9.2,11.58,16.4,11.400000000000002,13.98,19.4,521.7391304347825,429.1845493562232,309.27835051546396,21,5,31,5,5,10,12.4,0.39,483.8709677419355
84,Chris Hogan,NYJ,WR,3200,Chris Hogan (15356032),1.0,4.6,7.43,9.95,3.45,5.880000000000001,7.95,4.6,7.43,9.95,695.6521739130435,430.6864064602961,321.60804020100505,53,8,32,5,5,13,13.5,0.31,237.03703703703704
85,JuJu Smith-Schuster,PIT,WR,6500,JuJu Smith-Schuster (15355846),24.9,11.69,15.07,21.25,9.39,12.47,17.5,11.590000000000002,15.07,20.5,556.0307955517536,431.32050431320505,305.88235294117646,16,4,33,5,4,9,11.8,1.73,550.8474576271186
86,Preston Williams,MIA,WR,4800,Preston Williams (15355916),6.1,8.26,11.11,12.8,6.41,9.06,10.5,8.16,11.11,12.8,581.1138014527845,432.043204320432,375.0,33,6,34,5,5,11,5.6,0.14,857.1428571428572
87,DeVante Parker,MIA,WR,5900,DeVante Parker (15355872),8.7,9.5,13.28,18.200000000000006,7.550000000000002,11.08,15.75,9.5,13.28,18.200000000000006,621.0526315789474,444.2771084337349,324.1758241758241,23,5,35,6,5,11,16.3,0.02,361.96319018404904
88,Tyreek Hill,KC,WR,7500,Tyreek Hill (15355832),15.6,12.9,16.73,23.0,10.65,14.03,18.200000000000006,12.8,16.73,21.200000000000006,581.3953488372092,448.2964734010759,326.0869565217391,7,3,36,6,3,9,21.8,0.74,344.0366972477064
89,Robby Anderson,CAR,WR,5200,Robby Anderson (15355892),28.4,7.81,11.47,13.77,6.06,9.42,11.27,7.71,11.47,13.77,665.8130601792573,453.3565823888405,377.63253449527963,31,6,37,6,6,12,21.9,0.8,237.44292237442923
90,Danny Amendola,DET,WR,4800,Danny Amendola (15355914),13.1,7.300000000000002,10.56,13.1,5.7,8.41,10.55,7.2,10.56,13.1,657.5342465753424,454.5454545454546,366.412213740458,35,6,38,6,6,12,4.1,0.27,1170.7317073170732
91,Laviska Shenault,JAC,WR,4200,Laviska Shenault Jr. (15355948),13.7,6.170000000000001,9.070000000000002,12.19,4.670000000000001,7.2200000000000015,9.94,6.07,8.970000000000002,12.19,680.7131280388978,463.0650496141124,344.5447087776866,43,7,39,6,6,13,10.2,0.13,411.764705882353
92,John Brown,BUF,WR,6000,John Brown (15355870),19.0,8.809999999999997,12.89,19.3,7.26,10.84,16.3,8.809999999999997,12.89,19.3,681.0442678774123,465.47711404189295,310.880829015544,25,5,40,6,5,11,18.2,0.82,329.6703296703297
93,Jerry Jeudy,DEN,WR,4900,Jerry Jeudy (15355908),9.6,8.000000000000002,10.47,13.35,6.05,8.420000000000002,10.7,7.900000000000001,10.47,13.35,612.4999999999999,468.00382043935065,367.04119850187266,37,6,41,6,6,12,10.2,0.56,480.39215686274514
94,Braxton Berrios,NYJ,WR,3000,Braxton Berrios (15356168),0.0,4.5,6.3599999999999985,8.23,3.5,5.0600000000000005,6.78,4.5,6.3599999999999985,8.23,666.6666666666666,471.6981132075471,364.5200486026731,57,8,42,6,6,14,17.9,1.19,167.5977653631285
95,Quintez Cephus,DET,WR,3800,Quintez Cephus (15355974),7.3,5.6000000000000005,7.8900000000000015,10.27,4.2,6.289999999999999,8.420000000000002,5.5,7.8900000000000015,10.27,678.5714285714286,481.62230671736364,370.00973709834466,51,8,43,6,6,14,8.4,1.46,452.38095238095235
96,Russell Gage,ATL,WR,4800,Russell Gage (15355912),23.4,6.4,9.64,14.400000000000002,4.8,7.29,11.2,6.3,9.54,14.400000000000002,750.0,497.9253112033195,333.33333333333326,40,7,44,7,7,14,16.6,0.98,289.15662650602405
97,Cole Beasley,BUF,WR,4700,Cole Beasley (15355918),9.8,6.2,9.35,12.81,4.7,7.45,10.41,6.2,9.35,12.81,758.0645161290323,502.6737967914438,366.90085870413736,42,7,45,7,7,14,12.0,0.11,391.6666666666667
98,Larry Fitzgerald,ARI,WR,4600,Larry Fitzgerald (15355928),7.4,5.200000000000001,9.06,14.02,4.1000000000000005,7.21,11.170000000000002,5.1000000000000005,9.06,14.02,884.6153846153844,507.7262693156733,328.1027104136947,44,7,46,7,7,14,12.0,0.13,383.3333333333333
