,Player,Team,REC_MAX,REC_MIN,REC_MID,YDS_MAX,YDS_MIN,YDS_MID,TDS_MAX,TDS_MIN,TDS_MID,ATT_MAX,ATT_MIN,ATT_MID,YDS.1_MAX,YDS.1_MIN,YDS.1_MID,TDS.1_MAX,TDS.1_MIN,TDS.1_MID,FL_MAX,FL_MIN,FL_MID,FPTS_MAX,FPTS_MIN,FPTS_MID,Week,Position
0,Davante Adams,GB,8.7,6.9,7.7,112.6,87.9,99.0,1.0,0.6,0.8,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,16.6,12.3,14.8,2,WR
1,Julio Jones,ATL,8.5,6.4,7.1,118.0,89.7,102.5,1.0,0.3,0.5,0.1,0.0,0.1,0.6,0.0,0.3,0.0,0.0,0.0,0.0,0.1,0.1,16.5,11.6,13.2,2,WR
2,DeAndre Hopkins,ARI,8.6,5.9,6.9,97.0,74.5,87.4,1.0,0.5,0.6,0.3,0.0,0.1,1.6,0.0,0.5,0.0,0.0,0.0,0.0,0.1,0.1,15.7,10.8,12.5,2,WR
3,Tyreek Hill,KC,6.0,4.3,5.4,92.0,57.0,77.3,1.0,0.5,0.6,1.3,0.4,0.7,9.8,2.8,5.2,0.1,0.0,0.0,0.0,0.1,0.0,15.2,9.1,12.0,2,WR
4,Calvin Ridley,ATL,7.0,5.0,5.8,84.0,68.2,76.0,1.0,0.4,0.7,0.5,0.1,0.3,2.3,0.4,1.5,0.0,0.0,0.0,0.0,0.1,0.1,14.4,9.3,11.6,2,WR
5,Amari Cooper,DAL,7.0,5.1,5.8,93.0,71.5,80.6,1.0,0.4,0.6,0.2,0.0,0.1,1.0,0.0,0.6,0.0,0.0,0.0,0.0,0.1,0.1,15.3,9.7,11.6,2,WR
6,Mike Evans,TB,6.0,3.8,5.2,84.5,63.9,76.9,1.0,0.5,0.6,0.1,0.0,0.0,0.7,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.0,13.7,10.3,11.6,2,WR
7,Adam Thielen,MIN,7.0,4.7,5.7,93.0,64.0,79.0,1.0,0.4,0.6,0.4,0.1,0.2,1.6,0.6,1.2,0.1,0.0,0.0,0.0,0.1,0.1,15.3,10.1,11.5,2,WR
8,Allen Robinson,CHI,7.0,5.4,6.0,88.0,64.5,75.4,1.0,0.4,0.5,0.3,0.1,0.2,1.4,0.1,0.7,0.0,0.0,0.0,0.0,0.1,0.1,14.8,9.4,10.8,2,WR
9,Tyler Lockett,SEA,6.0,4.7,5.3,81.0,63.3,72.6,1.0,0.4,0.5,0.7,0.3,0.4,4.6,0.5,1.8,0.0,0.0,0.0,0.0,0.1,0.0,14.1,8.8,10.6,2,WR
10,Robert Woods,LAR,7.0,5.4,5.9,88.1,68.4,76.6,1.0,0.2,0.4,1.3,0.5,0.9,7.2,3.0,5.3,0.1,0.0,0.0,0.0,0.1,0.1,14.2,9.0,10.6,2,WR
11,Cooper Kupp,LAR,6.0,4.8,5.3,83.0,61.9,68.9,1.0,0.4,0.6,0.2,0.0,0.1,1.4,0.0,0.5,0.0,0.0,0.0,0.0,0.1,0.0,14.3,8.4,10.2,2,WR
12,Terry McLaurin,WAS,5.3,4.5,4.8,83.0,68.6,72.5,1.0,0.3,0.5,0.2,0.0,0.1,1.0,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.0,13.4,9.1,10.2,2,WR
13,Michael Gallup,DAL,5.3,4.0,4.5,86.2,65.4,71.8,1.0,0.2,0.5,0.2,0.0,0.1,1.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,13.1,9.0,10.1,2,WR
14,DJ Moore,CAR,6.9,5.0,5.7,88.7,66.1,75.7,1.0,0.2,0.4,0.7,0.3,0.5,8.5,1.1,3.5,0.0,0.0,0.0,0.0,0.2,0.1,13.1,8.3,10.1,2,WR
15,Marquise Brown,BAL,5.0,4.1,4.6,76.0,57.4,65.0,1.0,0.4,0.6,1.2,0.0,0.5,11.1,0.0,2.6,0.0,0.0,0.0,0.0,0.1,0.0,13.6,8.4,10.0,2,WR
16,Stefon Diggs,BUF,8.0,4.2,5.3,81.0,52.0,69.4,1.0,0.3,0.5,0.6,0.3,0.4,6.2,1.0,2.8,0.0,0.0,0.0,0.0,0.1,0.0,14.1,7.5,10.0,2,WR
17,TY Hilton,IND,6.0,4.3,5.0,80.3,60.4,71.6,1.0,0.3,0.5,0.2,0.0,0.1,1.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,14.0,8.4,10.0,2,WR
18,JuJu Smith-Schuster,PIT,6.0,4.4,5.2,85.0,49.9,68.7,1.0,0.4,0.5,0.0,0.0,0.0,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,14.5,7.1,10.0,2,WR
19,DK Metcalf,SEA,5.0,3.4,4.2,74.0,53.4,65.3,1.0,0.4,0.6,0.3,0.0,0.1,1.3,0.0,0.6,0.0,0.0,0.0,0.0,0.2,0.1,13.4,7.8,9.8,2,WR
20,Will Fuller,HOU,6.0,4.6,5.1,92.0,62.3,70.5,1.0,0.2,0.5,0.5,0.0,0.2,3.1,0.0,0.9,0.0,0.0,0.0,0.0,0.1,0.0,15.2,7.6,9.8,2,WR
21,AJ Green,CIN,6.0,4.4,5.0,81.0,54.0,68.2,1.0,0.2,0.4,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,14.1,6.4,9.4,2,WR
22,Marvin Jones,DET,5.2,3.8,4.6,73.0,54.3,66.8,0.6,0.0,0.4,0.1,0.0,0.1,0.7,-0.2,0.2,0.0,0.0,0.0,0.0,0.1,0.0,10.6,6.7,9.2,2,WR
23,Keenan Allen,LAC,6.8,5.0,5.6,75.3,56.8,65.3,1.0,0.2,0.4,0.4,0.2,0.3,2.6,1.3,1.9,0.0,0.0,0.0,0.0,0.1,0.0,12.8,7.9,9.1,2,WR
24,DJ Chark,JAC,6.0,4.4,4.8,74.0,54.0,61.8,1.0,0.3,0.5,0.4,0.1,0.2,2.0,0.3,1.0,0.0,0.0,0.0,0.0,0.1,0.0,13.4,7.5,9.0,2,WR
25,Julian Edelman,NE,6.3,4.6,5.3,84.0,51.7,64.5,1.0,0.1,0.4,0.8,0.3,0.5,7.0,1.9,3.8,0.0,0.0,0.0,0.0,0.1,0.1,12.3,6.9,9.0,2,WR
26,Jarvis Landry,CLE,6.0,4.0,4.9,75.0,58.0,64.2,1.0,0.2,0.4,0.6,0.0,0.2,3.0,0.0,1.1,0.0,0.0,0.0,0.0,0.1,0.0,13.5,7.6,9.0,2,WR
27,DeVante Parker,MIA,4.9,3.9,4.4,73.0,56.0,64.8,1.0,0.0,0.4,0.1,0.0,0.0,0.5,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,12.5,7.8,8.9,2,WR
28,Darius Slayton,NYG,5.0,3.5,3.9,74.0,51.1,57.7,1.0,0.3,0.5,0.5,0.0,0.1,2.9,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,13.4,6.8,8.9,2,WR
29,Odell Beckham,CLE,5.8,4.0,4.8,84.0,57.0,67.9,0.5,0.0,0.4,0.3,0.0,0.1,1.5,0.0,0.6,0.0,0.0,0.0,0.0,0.1,0.1,10.7,6.6,8.9,2,WR
30,Emmanuel Sanders,NO,6.0,3.7,4.8,73.1,48.2,60.5,1.0,0.2,0.4,0.1,0.0,0.1,1.1,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,13.1,6.9,8.8,2,WR
31,John Brown,BUF,6.0,3.1,4.1,73.0,39.1,57.9,1.0,0.3,0.5,0.6,0.1,0.3,2.2,0.5,1.3,0.0,0.0,0.0,0.0,0.0,0.0,13.3,6.1,8.7,2,WR
32,Corey Davis,TEN,5.0,3.5,4.2,71.2,45.0,59.7,1.0,0.2,0.4,0.2,0.0,0.1,1.5,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,12.8,5.6,8.4,2,WR
33,Diontae Johnson,PIT,5.2,3.8,4.7,58.6,52.0,54.7,1.0,0.3,0.5,0.6,0.1,0.3,3.5,0.9,1.8,0.0,0.0,0.0,0.0,0.3,0.1,11.5,7.1,8.3,2,WR
34,Anthony Miller,CHI,5.0,3.4,4.1,63.0,42.9,52.7,1.0,0.2,0.5,0.5,0.1,0.3,2.0,0.3,1.1,0.0,0.0,0.0,0.0,0.1,0.0,12.3,6.0,8.1,2,WR
35,Mike Williams,LAC,6.0,2.9,3.7,76.0,51.8,58.1,1.0,0.2,0.4,0.3,0.0,0.2,2.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,13.6,6.6,8.1,2,WR
36,Parris Campbell,IND,5.6,4.1,4.7,66.1,42.0,53.2,1.0,0.2,0.4,0.9,0.3,0.6,5.5,1.7,3.7,0.0,0.0,0.0,0.0,0.1,0.1,12.1,6.5,7.9,2,WR
37,DeSean Jackson,PHI,4.5,3.0,3.6,67.4,46.6,56.3,0.4,0.0,0.2,0.8,0.2,0.4,3.0,1.0,1.7,0.1,0.0,0.0,0.0,0.0,0.0,9.0,6.0,7.3,2,WR
38,CeeDee Lamb,DAL,5.8,3.6,4.3,68.9,47.0,55.3,0.4,0.0,0.3,0.5,0.0,0.2,2.2,0.0,1.0,0.0,0.0,0.0,0.0,0.1,0.1,8.2,4.7,7.3,2,WR
39,Robby Anderson,CAR,5.0,3.3,4.1,63.7,46.1,55.7,0.4,0.0,0.3,0.4,0.1,0.2,2.0,0.1,0.7,0.0,0.0,0.0,0.0,0.1,0.0,8.2,5.8,7.2,2,WR
40,Preston Williams,MIA,4.6,3.5,4.1,64.0,48.6,58.1,0.3,0.0,0.2,0.2,0.0,0.1,1.0,0.0,0.3,0.0,0.0,0.0,0.0,0.1,0.0,7.8,6.4,7.1,2,WR
41,Breshad Perriman,NYJ,4.3,3.0,3.6,74.8,44.0,55.5,0.5,0.0,0.2,0.2,0.1,0.2,1.0,0.6,0.8,0.0,0.0,0.0,0.0,0.0,0.0,10.4,4.4,7.1,2,WR
42,Scotty Miller,TB,5.2,3.1,4.2,67.0,32.9,53.7,0.4,0.0,0.2,0.9,0.2,0.4,3.5,1.1,2.2,0.0,0.0,0.0,0.0,0.0,0.0,9.3,4.8,7.1,2,WR
43,Tyler Boyd,CIN,5.8,4.1,4.8,68.6,34.0,55.1,0.4,0.0,0.2,0.4,0.1,0.2,3.0,0.9,1.7,0.0,0.0,0.0,0.0,0.1,0.0,8.8,4.5,7.0,2,WR
44,Henry Ruggs,LV,5.2,3.2,3.8,61.8,37.0,51.3,0.3,0.0,0.2,1.0,0.3,0.6,5.5,1.4,3.2,0.0,0.0,0.0,0.0,0.1,0.0,8.1,5.3,6.7,2,WR
45,Sterling Shepard,NYG,5.2,3.9,4.6,64.0,41.6,52.4,0.3,0.0,0.2,0.3,0.1,0.2,3.6,0.9,1.7,0.0,0.0,0.0,0.0,0.1,0.0,7.7,5.8,6.5,2,WR
46,Christian Kirk,ARI,5.0,3.7,4.4,57.9,42.0,48.9,0.4,0.0,0.2,0.8,0.1,0.5,5.4,0.5,3.6,0.0,0.0,0.0,0.0,0.1,0.0,7.2,5.2,6.5,2,WR
47,Jerry Jeudy,DEN,5.3,3.7,4.1,62.5,44.0,51.7,0.3,0.0,0.2,0.3,0.0,0.1,1.7,0.0,0.7,0.0,0.0,0.0,0.0,0.1,0.0,7.2,5.3,6.2,2,WR
48,Laviska Shenault,JAC,4.5,2.8,3.5,58.9,34.7,44.7,0.3,0.0,0.2,2.0,0.1,1.2,9.9,0.9,6.4,0.1,0.0,0.0,0.0,0.1,0.1,7.2,5.0,6.2,2,WR
49,Curtis Samuel,CAR,4.8,2.7,3.7,50.2,28.6,40.7,0.3,0.0,0.2,1.6,0.5,0.9,8.9,3.3,6.1,0.1,0.0,0.0,0.0,0.1,0.0,7.3,4.9,6.0,2,WR
50,Danny Amendola,DET,5.1,3.0,4.3,62.0,44.0,50.6,0.3,0.0,0.2,0.2,0.0,0.1,1.0,0.0,0.3,0.0,0.0,0.0,0.0,0.1,0.0,7.4,4.4,6.0,2,WR
51,N'Keal Harry,NE,4.1,3.5,3.8,57.0,40.9,46.6,0.3,0.0,0.2,0.6,0.0,0.3,4.7,0.0,2.0,0.0,0.0,0.0,0.0,0.3,0.1,6.4,5.7,6.0,2,WR
52,Brandin Cooks,HOU,5.0,2.8,3.6,58.9,35.3,47.2,0.3,0.0,0.2,0.7,0.2,0.4,3.9,1.4,2.5,0.0,0.0,0.0,0.0,0.0,0.0,6.5,4.5,5.9,2,WR
53,Adam Humphries,TEN,5.1,3.0,4.0,59.5,34.0,45.7,0.3,0.0,0.2,0.3,0.0,0.1,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.1,0.0,8.0,4.3,5.7,2,WR
54,Tre'Quan Smith,NO,3.9,1.9,2.9,54.7,25.0,40.4,0.5,0.0,0.3,0.1,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,7.4,4.0,5.6,2,WR
55,Kendrick Bourne,SF,4.4,2.1,3.3,54.7,25.8,43.7,0.4,0.0,0.2,0.2,0.0,0.0,1.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,7.2,3.8,5.6,2,WR
56,Hunter Renfrow,LV,4.1,2.5,3.6,50.1,29.5,44.0,0.3,0.0,0.2,0.2,0.0,0.1,1.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,7.1,4.0,5.6,2,WR
57,Cole Beasley,BUF,4.8,3.0,3.8,56.1,32.0,43.5,0.4,0.0,0.2,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.1,5.5,2,WR
58,Russell Gage,ATL,6.4,3.0,4.5,62.0,35.0,46.4,0.3,0.0,0.1,0.4,0.2,0.2,2.1,0.7,1.2,0.0,0.0,0.0,0.0,0.1,0.1,6.2,3.5,5.5,2,WR
59,Brandon Aiyuk,SF,4.4,2.0,3.0,56.5,34.4,42.2,0.3,0.0,0.2,0.5,0.2,0.3,2.0,0.8,1.2,0.0,0.0,0.0,0.0,0.1,0.0,6.1,3.5,5.3,2,WR
60,Golden Tate,NYG,4.0,3.0,3.6,48.7,35.0,42.3,0.3,0.0,0.2,0.2,0.1,0.1,1.3,0.3,0.8,0.0,0.0,0.0,0.0,0.1,0.0,6.9,3.5,5.3,2,WR
61,Larry Fitzgerald,ARI,5.7,2.0,3.7,59.2,33.0,41.6,0.4,0.0,0.2,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,6.5,3.7,5.2,2,WR
62,Keelan Cole,JAC,3.6,2.0,2.8,52.0,26.0,39.4,0.3,0.0,0.2,0.4,0.0,0.1,2.0,0.1,0.8,0.0,0.0,0.0,0.0,0.1,0.0,6.6,2.6,4.9,2,WR
63,James Washington,PIT,3.5,2.1,2.7,55.8,32.5,40.1,0.3,0.0,0.2,0.2,0.0,0.1,1.0,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.0,6.1,3.3,4.9,2,WR
64,Quintez Cephus,DET,3.7,2.6,3.2,47.7,31.0,40.9,0.3,0.0,0.1,0.2,0.0,0.1,1.1,0.0,0.4,0.0,0.0,0.0,0.0,0.1,0.0,6.4,3.3,4.8,2,WR
65,Marquez Valdes-Scantling,GB,3.7,1.0,2.5,60.6,14.3,39.0,0.3,0.0,0.1,0.5,0.0,0.2,2.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,5.8,1.9,4.8,2,WR
66,Randall Cobb,HOU,4.6,2.0,3.1,53.0,33.0,38.3,0.2,0.0,0.1,0.5,0.1,0.3,3.0,0.1,1.1,0.0,0.0,0.0,0.0,0.1,0.0,5.4,3.4,4.7,2,WR
67,Chris Hogan,NYJ,4.0,2.3,3.1,47.5,23.0,37.3,0.2,0.0,0.1,0.0,0.0,0.0,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,6.2,2.8,4.6,2,WR
68,Justin Jefferson,MIN,4.1,1.2,2.7,48.0,14.4,35.3,0.3,0.0,0.1,0.2,0.1,0.1,1.2,0.0,0.7,0.0,0.0,0.0,0.0,0.1,0.0,6.0,2.1,4.4,2,WR
69,John Ross,CIN,2.8,2.0,2.4,39.9,27.0,33.1,0.3,0.0,0.2,0.3,0.0,0.2,2.0,0.0,0.7,0.0,0.0,0.0,0.0,0.1,0.0,5.4,3.1,4.3,2,WR
70,Olabisi Johnson,MIN,4.2,1.9,2.9,47.0,24.3,34.8,0.2,0.0,0.1,0.1,0.0,0.1,0.5,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,4.8,3.4,4.3,2,WR
71,Dontrelle Inman,WAS,3.7,1.0,2.5,49.0,16.0,33.8,0.2,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,1.6,4.1,2,WR
72,Mecole Hardman,KC,3.2,1.0,1.9,60.0,14.0,30.5,0.4,0.0,0.2,0.6,0.0,0.3,3.8,0.0,1.3,0.0,0.0,0.0,0.0,0.1,0.0,6.6,2.0,4.1,2,WR
73,Zach Pascal,IND,3.1,1.0,2.3,38.0,16.0,30.1,0.3,0.0,0.2,0.2,0.0,0.1,1.2,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,5.3,1.6,4.0,2,WR
74,Willie Snead,BAL,3.3,1.0,2.4,38.0,21.0,29.5,0.3,0.0,0.2,0.3,0.0,0.1,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,4.9,2.1,3.9,2,WR
75,Miles Boykin,BAL,3.2,1.5,2.3,43.5,19.9,30.1,0.3,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9,2.7,3.9,2,WR
76,Braxton Berrios,NYJ,2.9,2.0,2.6,41.3,25.0,31.6,0.2,0.0,0.1,0.4,0.0,0.2,1.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,5.5,2.5,3.9,2,WR
77,Bryan Edwards,LV,4.3,1.1,2.5,51.0,13.0,30.8,0.2,0.0,0.1,0.2,0.0,0.1,1.3,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,4.8,1.9,3.8,2,WR
78,Demarcus Robinson,KC,3.2,1.1,2.3,39.8,12.9,27.8,0.2,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9,1.9,3.6,2,WR
79,Chris Conley,JAC,2.9,1.6,2.2,39.0,22.8,30.0,0.2,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,2.4,3.6,2,WR
80,Van Jefferson,LAR,3.6,1.0,2.1,42.1,11.9,28.4,0.2,0.0,0.1,0.2,0.0,0.1,1.4,0.0,0.6,0.0,0.0,0.0,0.0,0.1,0.0,4.5,1.7,3.5,2,WR
81,Kalif Raymond,TEN,2.1,1.0,1.5,31.2,16.9,22.1,0.4,0.0,0.2,1.1,0.0,0.6,4.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,5.2,1.8,3.4,2,WR
82,Isaiah Ford,MIA,3.1,1.6,2.5,31.7,18.7,26.4,0.3,0.0,0.1,0.1,0.0,0.0,0.8,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,4.8,2.3,3.3,2,WR
83,Damiere Byrd,NE,3.1,0.6,2.1,42.0,7.0,26.6,0.2,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,1.0,3.3,2,WR
84,Jakeem Grant,MIA,3.0,1.0,2.0,33.1,12.0,23.0,0.2,0.0,0.1,0.4,0.2,0.3,2.9,0.5,1.7,0.1,0.0,0.0,0.0,0.0,0.0,4.6,2.0,3.2,2,WR
85,David Moore,SEA,2.0,1.2,1.6,28.7,20.0,23.8,0.2,0.0,0.1,0.3,0.0,0.1,2.7,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,4.3,2.5,3.2,2,WR
86,Kenny Stills,HOU,2.5,1.0,1.8,37.7,10.0,24.3,0.2,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,1.0,3.2,2,WR
87,Greg Ward,PHI,4.1,0.5,2.4,40.4,4.5,26.0,0.2,0.0,0.1,0.5,0.1,0.2,2.0,0.5,0.9,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.7,3.2,2,WR
88,Justin Watson,TB,2.8,1.2,2.0,36.0,16.7,22.8,0.3,0.0,0.2,0.1,0.0,0.0,0.4,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,5.5,2.0,3.2,2,WR
89,Josh Reynolds,LAR,2.8,1.0,1.7,34.9,11.0,23.9,0.2,0.0,0.1,0.3,0.0,0.1,1.4,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,4.7,1.1,3.1,2,WR
90,Chase Claypool,PIT,3.2,1.0,1.9,37.5,12.7,23.8,0.2,0.0,0.1,0.2,0.0,0.1,1.0,0.0,0.4,0.0,0.0,0.0,0.0,0.1,0.0,4.5,1.7,3.0,2,WR
91,Cordarrelle Patterson,CHI,2.8,0.4,1.3,26.7,6.5,12.8,0.1,0.0,0.0,3.8,0.9,2.3,19.0,5.9,11.2,0.1,0.0,0.0,0.0,0.1,0.0,4.0,1.5,2.9,2,WR
92,Marvin Hall,DET,1.4,0.6,1.0,36.3,10.6,22.1,0.1,0.1,0.1,0.1,0.0,0.0,0.6,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,4.3,1.5,2.8,2,WR
93,Nick Westbrook-Ikhine,TEN,1.9,1.9,1.9,22.0,22.0,22.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,2.9,2.8,2,WR
94,Trent Taylor,SF,2.2,1.1,1.8,26.0,12.8,21.2,0.2,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,1.5,2.7,2,WR
95,Josh Malone,NYJ,2.0,1.2,1.6,24.4,13.0,18.8,0.1,0.1,0.1,0.2,0.0,0.1,1.1,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,3.1,1.8,2.6,2,WR
96,Nelson Agholor,LV,3.0,1.0,1.7,32.4,9.4,18.7,0.3,0.0,0.1,0.2,0.1,0.2,1.1,0.5,0.8,0.0,0.0,0.0,0.0,0.1,0.0,5.2,1.4,2.6,2,WR
