,Player,Salary,Position
15,Saquon Barkley,8400,RB
34,Chris Godwin,7000,WR
0,Dak Prescott,6800,QB
67,George Kittle,6700,TE
16,Austin Ekeler,6500,RB
35,Kenny Golladay,6200,WR
36,AJ Brown,6100,WR
37,Courtland Sutton,6000,WR
38,Jamison Crowder,5400,WR
39,Alshon Jeffery,5400,WR
40,Allen Lazard,5300,WR
17,Le'Veon Bell,5200,RB
18,Phillip Lindsay,5100,RB
19,Marlon Mack,5000,RB
68,Dallas Goedert,5000,TE
41,Deebo Samuel,5000,WR
42,Sammy Watkins,4800,WR
20,Tarik Cohen,4800,RB
43,Steven Sims,4700,WR
1,Will Grier,4700,QB
2,Jordan Love,4600,QB
69,Blake Jarwin,4500,TE
3,Joe Flacco,4500,QB
4,Jake Fromm,4300,QB
44,Jalen Reagor,4100,WR
25,Nathan Cottrell,4000,RB
21,Ty Johnson,4000,RB
26,Devine Ozigbo,4000,RB
7,Jake Luton,4000,QB
6,James Morgan,4000,QB
5,CJ Beathard,4000,QB
8,PJ Walker,4000,QB
10,Josh Dobbs,4000,QB
11,Ben DiNucci,4000,QB
12,Jacob Eason,4000,QB
13,Easton Stick,4000,QB
14,Trace McSorley,4000,QB
9,Ryan Griffin,4000,QB
22,Jonathan Williams,4000,RB
31,Bryce Love,4000,RB
28,TJ Logan,4000,RB
23,Bo Scarbrough,4000,RB
29,Bruce Anderson,4000,RB
30,Malcolm Perry,4000,RB
27,Darrynton Evans,4000,RB
32,Gabe Nabers,4000,RB
33,Scottie Phillips,4000,RB
24,La'Mical Perine,4000,RB
45,Jalen Hurd,3900,WR
70,OJ Howard,3900,TE
46,Dede Westbrook,3900,WR
47,Equanimeous St,3700,WR
48,Vyncint Smith,3700,WR
49,Chad Beebe,3700,WR
71,Jack Doyle,3600,TE
50,Michael Pittman,3500,WR
51,Denzel Mims,3400,WR
62,Kelvin Harmon,3000,WR
66,Isaiah Coulter,3000,WR
65,Antoine Wesley,3000,WR
64,Jordan Veasy,3000,WR
63,Emanuel Hall,3000,WR
57,Trishton Jackson,3000,WR
61,Isaiah Hodgins,3000,WR
59,John Hurst,3000,WR
58,Omar Bayless,3000,WR
56,Quez Watkins,3000,WR
55,David Sills,3000,WR
54,Jeff Smith,3000,WR
53,Tavon Austin,3000,WR
52,Chris Thompson,3000,WR
60,John Franklin,3000,WR
73,Trey Burton,2900,TE
72,Josh Oliver,2900,TE
74,Maxx Williams,2800,TE
75,Jordan Reed,2600,TE
82,Tyler Davis,2500,TE
87,Thaddeus Moss,2500,TE
86,Tommy Sweeney,2500,TE
85,Austin Fort,2500,TE
84,Colin Thompson,2500,TE
83,Beau Brinkley,2500,TE
76,Hunter Bryant,2500,TE
81,Joshua Perkins,2500,TE
80,Darion Clark,2500,TE
79,Eric Saubert,2500,TE
78,Eric Tomlinson,2500,TE
77,Kyle Nelson,2500,TE
88,James Winchester,2500,TE
