,QB,RB1,RB2,WR1,WR2,WR3,TE,Flex,DST,Salary,Draft Kings_MIN,Draft Kings_MID,Draft Kings_MAX,Draft Kings_MIN_Rank,Draft Kings_MID_Rank,Draft Kings_MAX_Rank,Raw Rank,Final Rank,FPTS,%Drafted
1089,Kyler Murray (15355534),Derrick Henry (15355598),Melvin Gordon III (15355634),Corey Davis (15355960),Davante Adams (15355828),Breshad Perriman (15355972),Jonnu Smith (15356204),Ezekiel Elliott (15355596),Jets  (15356411),49500.0,111.06185714285715,148.18257142857144,194.12585714285717,1860,1090,926,3876,1358,131.94,38.474444444444444
1090,Matt Ryan (15355529),Derrick Henry (15355598),Ezekiel Elliott (15355596),Diontae Johnson (15355932),Adam Humphries (15356020),Amari Cooper (15355854),Chris Herndon (15356226),DeAndre Hopkins (15355830),Jets  (15356411),50000.0,116.55085714285715,148.17357142857142,189.71285714285716,739,1091,1715,3545,1226,144.42000000000002,35.288888888888884
1091,Matt Ryan (15355529),Derrick Henry (15355598),Jonathan Taylor (15355620),Julio Jones (15355834),Diontae Johnson (15355932),Mike Williams (15355946),Jonnu Smith (15356204),Amari Cooper (15355854),Cardinals  (15356396),49800.0,118.91871428571429,148.17285714285714,192.28285714285718,312,1092,1272,2676,823,142.32,28.653333333333332
1092,Dak Prescott (15355527),Derrick Henry (15355598),Jonathan Taylor (15355620),Julio Jones (15355834),Mike Williams (15355946),Breshad Perriman (15355972),Jonnu Smith (15356204),DeAndre Hopkins (15355830),Jets  (15356411),49700.0,116.97885714285715,148.1695714285714,195.09485714285717,651,1093,722,2466,729,134.4,26.875555555555554
1093,Kyler Murray (15355534),Derrick Henry (15355598),Jonathan Taylor (15355620),Julio Jones (15355834),Diontae Johnson (15355932),Amari Cooper (15355854),Jonnu Smith (15356204),T.Y. Hilton (15355876),Jets  (15356411),49800.0,115.94185714285715,148.16757142857142,196.25085714285717,876,1094,556,2526,762,144.34,38.60111111111111
1094,Matt Ryan (15355529),Derrick Henry (15355598),Jonathan Taylor (15355620),Davante Adams (15355828),Diontae Johnson (15355932),Mike Williams (15355946),Jonnu Smith (15356204),Amari Cooper (15355854),Jets  (15356411),49500.0,119.42585714285713,148.1585714285714,190.24285714285716,235,1095,1642,2972,984,139.52,34.75444444444444
1095,Kyler Murray (15355534),Derrick Henry (15355598),Melvin Gordon III (15355634),Julio Jones (15355834),Diontae Johnson (15355932),Mike Williams (15355946),Jonnu Smith (15356204),Ezekiel Elliott (15355596),Dolphins  (15356409),49800.0,112.93471428571428,148.15685714285712,197.9544285714286,1533,1096,303,2932,962,138.54,36.309999999999995
1096,Dak Prescott (15355527),Melvin Gordon III (15355634),Ezekiel Elliott (15355596),Julio Jones (15355834),Amari Cooper (15355854),Breshad Perriman (15355972),Chris Herndon (15356226),T.Y. Hilton (15355876),Cardinals  (15356396),49800.0,114.57171428571431,148.14885714285714,194.36985714285717,1199,1097,877,3173,1072,126.3,23.26111111111111
1097,Kyler Murray (15355534),Derrick Henry (15355598),Melvin Gordon III (15355634),Corey Davis (15355960),Amari Cooper (15355854),T.Y. Hilton (15355876),Chris Herndon (15356226),Ezekiel Elliott (15355596),Cardinals  (15356396),49800.0,112.22971428571431,148.14685714285716,197.81085714285717,1685,1098,318,3101,1032,129.04,38.31999999999999
1098,Dak Prescott (15355527),Melvin Gordon III (15355634),Ezekiel Elliott (15355596),Davante Adams (15355828),Amari Cooper (15355854),Breshad Perriman (15355972),Chris Herndon (15356226),T.Y. Hilton (15355876),Jets  (15356411),49500.0,115.07885714285715,148.1345714285714,192.32985714285718,1087,1099,1261,3447,1176,123.49999999999999,29.362222222222222
1099,Matt Ryan (15355529),Derrick Henry (15355598),Jonathan Taylor (15355620),Corey Davis (15355960),Davante Adams (15355828),Adam Humphries (15356020),Jonnu Smith (15356204),DeAndre Hopkins (15355830),Dolphins  (15356409),49700.0,117.38871428571429,148.13285714285712,186.88142857142861,577,1100,2011,3688,1291,141.12,31.953333333333333
1100,Matt Ryan (15355529),Derrick Henry (15355598),Melvin Gordon III (15355634),Julio Jones (15355834),Diontae Johnson (15355932),Breshad Perriman (15355972),Jonnu Smith (15356204),Ezekiel Elliott (15355596),Jets  (15356411),49800.0,115.00585714285715,148.1235714285714,188.21285714285716,1104,1101,1893,4098,1463,135.72,28.846666666666668
1101,Dak Prescott (15355527),Derrick Henry (15355598),Jonathan Taylor (15355620),Mike Williams (15355946),Amari Cooper (15355854),T.Y. Hilton (15355876),Chris Herndon (15356226),DeAndre Hopkins (15355830),Jets  (15356411),49700.0,118.65385714285715,148.11957142857142,196.73985714285718,353,1102,464,1919,497,128.7,32.822222222222216
1102,Kyler Murray (15355534),Derrick Henry (15355598),Melvin Gordon III (15355634),Julio Jones (15355834),Diontae Johnson (15355932),Adam Humphries (15356020),Jonnu Smith (15356204),Ezekiel Elliott (15355596),Cardinals  (15356396),49900.0,110.75471428571429,148.11685714285716,193.17585714285718,1896,1103,1111,4110,1472,157.93999999999997,32.376666666666665
1103,Kyler Murray (15355534),Derrick Henry (15355598),Jonathan Taylor (15355620),Julio Jones (15355834),Diontae Johnson (15355932),Breshad Perriman (15355972),Jonnu Smith (15356204),Ezekiel Elliott (15355596),Dolphins  (15356409),49900.0,112.5247142857143,148.11685714285713,195.61442857142856,1622,1104,650,3376,1142,143.94,46.07111111111111
1104,Kyler Murray (15355534),Jonathan Taylor (15355620),Melvin Gordon III (15355634),Davante Adams (15355828),Adam Humphries (15356020),DeAndre Hopkins (15355830),Chris Herndon (15356226),Ezekiel Elliott (15355596),Dolphins  (15356409),49900.0,110.79471428571428,148.1168571428571,195.90442857142855,1891,1105,608,3604,1255,141.43999999999997,41.687777777777775
1105,Matt Ryan (15355529),Derrick Henry (15355598),Jonathan Taylor (15355620),Davante Adams (15355828),Adam Humphries (15356020),Amari Cooper (15355854),Jonnu Smith (15356204),T.Y. Hilton (15355876),Jets  (15356411),49900.0,118.08585714285715,148.10857142857142,186.50785714285718,454,1106,2046,3606,1257,134.52,30.377777777777776
1106,Matt Ryan (15355529),Derrick Henry (15355598),Jonathan Taylor (15355620),Davante Adams (15355828),Amari Cooper (15355854),Breshad Perriman (15355972),Jonnu Smith (15356204),Melvin Gordon III (15355634),Dolphins  (15356409),49900.0,118.1287142857143,148.10285714285715,187.86142857142858,449,1107,1937,3493,1199,130.52,33.22999999999999
1107,Kyler Murray (15355534),Derrick Henry (15355598),Melvin Gordon III (15355634),Davante Adams (15355828),Diontae Johnson (15355932),Adam Humphries (15356020),Jonnu Smith (15356204),Ezekiel Elliott (15355596),Jets  (15356411),49600.0,111.26185714285714,148.10257142857142,191.13585714285716,1836,1108,1486,4430,1610,155.14,38.47777777777778
1108,Matt Ryan (15355529),Derrick Henry (15355598),Melvin Gordon III (15355634),Corey Davis (15355960),Diontae Johnson (15355932),DeAndre Hopkins (15355830),Chris Herndon (15356226),Ezekiel Elliott (15355596),Dolphins  (15356409),49600.0,115.98371428571429,148.09785714285715,190.23142857142855,861,1109,1644,3614,1261,136.62,36.36888888888889
1109,Matt Ryan (15355529),Derrick Henry (15355598),Melvin Gordon III (15355634),Davante Adams (15355828),Adam Humphries (15356020),Mike Williams (15355946),Jonnu Smith (15356204),Ezekiel Elliott (15355596),Dolphins  (15356409),49900.0,115.07871428571428,148.09785714285712,188.2114285714286,1088,1110,1895,4093,1460,128.72000000000003,28.086666666666662
1110,Kyler Murray (15355534),Derrick Henry (15355598),Melvin Gordon III (15355634),Davante Adams (15355828),Diontae Johnson (15355932),Mike Williams (15355946),Jonnu Smith (15356204),DeAndre Hopkins (15355830),Jets  (15356411),49900.0,115.16185714285713,148.09757142857143,195.55585714285718,1068,1111,658,2837,927,140.34,31.876666666666665
1111,Dak Prescott (15355527),Derrick Henry (15355598),Melvin Gordon III (15355634),Davante Adams (15355828),Diontae Johnson (15355932),Mike Williams (15355946),Jonnu Smith (15356204),T.Y. Hilton (15355876),Cardinals  (15356396),49600.0,117.69171428571428,148.09385714285716,189.47985714285716,518,1112,1746,3376,1143,141.0,22.173333333333332
1112,Kyler Murray (15355534),Jonathan Taylor (15355620),Ezekiel Elliott (15355596),Julio Jones (15355834),Davante Adams (15355828),Mike Williams (15355946),Jonnu Smith (15356204),Breshad Perriman (15355972),Jets  (15356411),49700.0,111.45685714285715,148.0925714285714,198.98585714285716,1813,1113,203,3129,1048,124.34000000000002,37.04777777777778
1113,Matt Ryan (15355529),Melvin Gordon III (15355634),Ezekiel Elliott (15355596),Corey Davis (15355960),Julio Jones (15355834),Mike Williams (15355946),Chris Herndon (15356226),DeAndre Hopkins (15355830),Cardinals  (15356396),49700.0,114.40871428571428,148.08785714285716,195.64285714285717,1232,1114,647,2993,994,119.82000000000001,21.244444444444444
1114,Kyler Murray (15355534),Melvin Gordon III (15355634),Ezekiel Elliott (15355596),Corey Davis (15355960),Julio Jones (15355834),T.Y. Hilton (15355876),Chris Herndon (15356226),DeAndre Hopkins (15355830),Jets  (15356411),49700.0,111.43185714285715,148.0825714285714,199.61085714285716,1818,1115,140,3073,1020,121.83999999999999,31.192222222222217
1115,Dak Prescott (15355527),Melvin Gordon III (15355634),Ezekiel Elliott (15355596),Corey Davis (15355960),Davante Adams (15355828),Mike Williams (15355946),Jonnu Smith (15356204),Amari Cooper (15355854),Cardinals  (15356396),50000.0,114.45171428571429,148.07885714285715,195.49485714285717,1224,1116,668,3008,1004,158.39999999999998,21.481111111111108
1116,Dak Prescott (15355527),Derrick Henry (15355598),Jonathan Taylor (15355620),Amari Cooper (15355854),Breshad Perriman (15355972),DeAndre Hopkins (15355830),Chris Herndon (15356226),Melvin Gordon III (15355634),Cardinals  (15356396),49800.0,116.51671428571429,148.07385714285715,193.31485714285716,746,1117,1087,2950,967,144.1,31.741111111111106
1117,Matt Ryan (15355529),Derrick Henry (15355598),Melvin Gordon III (15355634),Diontae Johnson (15355932),Amari Cooper (15355854),T.Y. Hilton (15355876),Chris Herndon (15356226),Ezekiel Elliott (15355596),Jets  (15356411),49800.0,116.68085714285715,148.07357142857143,189.85785714285717,713,1118,1702,3533,1219,130.01999999999998,34.79333333333333
1118,Kyler Murray (15355534),Derrick Henry (15355598),Ezekiel Elliott (15355596),Davante Adams (15355828),Adam Humphries (15356020),Amari Cooper (15355854),Jonnu Smith (15356204),Breshad Perriman (15355972),Jets  (15356411),50000.0,112.17185714285715,148.07257142857142,193.33585714285718,1696,1119,1082,3897,1369,137.73999999999998,38.755555555555546
1119,Kyler Murray (15355534),Jonathan Taylor (15355620),Melvin Gordon III (15355634),Corey Davis (15355960),Davante Adams (15355828),Amari Cooper (15355854),Chris Herndon (15356226),DeAndre Hopkins (15355830),Cardinals  (15356396),49500.0,113.71471428571428,148.07185714285714,198.21585714285712,1370,1120,275,2765,874,141.04,36.01888888888889
1120,Dak Prescott (15355527),Derrick Henry (15355598),Melvin Gordon III (15355634),Adam Humphries (15356020),Mike Williams (15355946),DeAndre Hopkins (15355830),Chris Herndon (15356226),Ezekiel Elliott (15355596),Cardinals  (15356396),49800.0,113.4667142857143,148.06885714285715,193.66485714285716,1412,1121,1021,3554,1232,142.29999999999998,26.59777777777778
1121,Dak Prescott (15355527),Jonathan Taylor (15355620),Melvin Gordon III (15355634),Corey Davis (15355960),Davante Adams (15355828),Diontae Johnson (15355932),Jonnu Smith (15356204),Ezekiel Elliott (15355596),Cardinals  (15356396),49700.0,113.13171428571428,148.06885714285715,190.95485714285718,1485,1122,1524,4131,1483,181.19999999999996,30.964444444444446
1122,Dak Prescott (15355527),Derrick Henry (15355598),Jonathan Taylor (15355620),Mike Williams (15355946),Breshad Perriman (15355972),DeAndre Hopkins (15355830),Chris Herndon (15356226),Ezekiel Elliott (15355596),Dolphins  (15356409),49800.0,115.2367142857143,148.06885714285713,196.1034285714286,1058,1123,573,2754,867,128.3,40.29222222222222
1123,Matt Ryan (15355529),Derrick Henry (15355598),Ezekiel Elliott (15355596),Corey Davis (15355960),Amari Cooper (15355854),Breshad Perriman (15355972),Chris Herndon (15356226),DeAndre Hopkins (15355830),Dolphins  (15356409),50000.0,116.8937142857143,148.06785714285712,192.43142857142857,671,1124,1245,3040,1013,119.22,36.64666666666666
1124,Kyler Murray (15355534),Derrick Henry (15355598),Ezekiel Elliott (15355596),Corey Davis (15355960),Julio Jones (15355834),Diontae Johnson (15355932),Jonnu Smith (15356204),Mike Williams (15355946),Cardinals  (15356396),49500.0,112.3947142857143,148.06685714285715,198.27585714285718,1645,1125,266,3036,1009,141.74,35.25888888888889
1125,Kyler Murray (15355534),Derrick Henry (15355598),Jonathan Taylor (15355620),Diontae Johnson (15355932),Amari Cooper (15355854),T.Y. Hilton (15355876),Chris Herndon (15356226),Ezekiel Elliott (15355596),Dolphins  (15356409),49900.0,114.19971428571432,148.06685714285715,197.2594285714286,1269,1126,387,2782,887,138.23999999999998,52.017777777777766
1126,Kyler Murray (15355534),Jonathan Taylor (15355620),Ezekiel Elliott (15355596),Corey Davis (15355960),Davante Adams (15355828),Mike Williams (15355946),Chris Herndon (15356226),DeAndre Hopkins (15355830),Dolphins  (15356409),49500.0,112.43471428571428,148.06685714285715,201.0044285714286,1637,1127,64,2828,920,125.24,44.56999999999999
1127,Kyler Murray (15355534),Derrick Henry (15355598),Melvin Gordon III (15355634),Corey Davis (15355960),Julio Jones (15355834),Amari Cooper (15355854),Jonnu Smith (15356204),T.Y. Hilton (15355876),Cardinals  (15356396),49800.0,114.51471428571428,148.06185714285715,196.53085714285714,1210,1128,506,2844,930,133.14,26.26444444444444
1128,Dak Prescott (15355527),Jonathan Taylor (15355620),Melvin Gordon III (15355634),Corey Davis (15355960),Davante Adams (15355828),T.Y. Hilton (15355876),Jonnu Smith (15356204),Ezekiel Elliott (15355596),Dolphins  (15356409),50000.0,113.97171428571428,148.0588571428571,191.99842857142858,1319,1129,1323,3771,1314,156.79999999999995,30.52111111111111
1129,Matt Ryan (15355529),Derrick Henry (15355598),Jonathan Taylor (15355620),Davante Adams (15355828),Adam Humphries (15356020),Breshad Perriman (15355972),Jonnu Smith (15356204),Ezekiel Elliott (15355596),Dolphins  (15356409),50000.0,114.66871428571429,148.05785714285713,185.87142857142857,1179,1130,2080,4389,1588,134.11999999999998,37.84777777777778
1130,Kyler Murray (15355534),Derrick Henry (15355598),Jonathan Taylor (15355620),Davante Adams (15355828),Diontae Johnson (15355932),Breshad Perriman (15355972),Jonnu Smith (15356204),DeAndre Hopkins (15355830),Jets  (15356411),50000.0,114.75185714285715,148.0575714285714,193.21585714285717,1160,1131,1104,3395,1152,145.74,41.63777777777777
1131,Kyler Murray (15355534),Jonathan Taylor (15355620),Ezekiel Elliott (15355596),Julio Jones (15355834),Mike Williams (15355946),Amari Cooper (15355854),Chris Herndon (15356226),T.Y. Hilton (15355876),Cardinals  (15356396),50000.0,112.62471428571428,148.05685714285715,202.67085714285716,1597,1132,20,2749,866,121.44000000000001,36.89333333333333
1132,Kyler Murray (15355534),Derrick Henry (15355598),Ezekiel Elliott (15355596),Corey Davis (15355960),Julio Jones (15355834),Mike Williams (15355946),Jonnu Smith (15356204),T.Y. Hilton (15355876),Dolphins  (15356409),49800.0,113.23471428571429,148.05685714285715,199.3194285714286,1462,1133,168,2763,871,117.33999999999999,34.815555555555555
1133,Dak Prescott (15355527),Derrick Henry (15355598),Jonathan Taylor (15355620),Davante Adams (15355828),Diontae Johnson (15355932),Breshad Perriman (15355972),Jonnu Smith (15356204),T.Y. Hilton (15355876),Cardinals  (15356396),49700.0,117.28171428571429,148.05385714285714,187.13985714285718,596,1134,1990,3720,1299,146.4,31.93444444444444
1134,Matt Ryan (15355529),Derrick Henry (15355598),Melvin Gordon III (15355634),Corey Davis (15355960),Davante Adams (15355828),Mike Williams (15355946),Jonnu Smith (15356204),Amari Cooper (15355854),Cardinals  (15356396),49500.0,117.99871428571429,148.05285714285716,190.52285714285716,467,1135,1594,3196,1078,128.32,22.417777777777776
1135,Matt Ryan (15355529),Jonathan Taylor (15355620),Ezekiel Elliott (15355596),Corey Davis (15355960),Julio Jones (15355834),Breshad Perriman (15355972),Chris Herndon (15356226),DeAndre Hopkins (15355830),Cardinals  (15356396),49800.0,113.99871428571429,148.04785714285714,193.30285714285716,1313,1136,1089,3538,1225,125.22,31.00555555555555
1136,Kyler Murray (15355534),Derrick Henry (15355598),Melvin Gordon III (15355634),Corey Davis (15355960),Davante Adams (15355828),Amari Cooper (15355854),Jonnu Smith (15356204),T.Y. Hilton (15355876),Jets  (15356411),49500.0,115.02185714285713,148.04757142857142,194.49085714285718,1100,1137,844,3081,1024,130.33999999999997,32.36555555555555
1137,Kyler Murray (15355534),Jonathan Taylor (15355620),Ezekiel Elliott (15355596),Davante Adams (15355828),Mike Williams (15355946),Amari Cooper (15355854),Chris Herndon (15356226),T.Y. Hilton (15355876),Jets  (15356411),49700.0,113.13185714285713,148.04257142857142,200.63085714285717,1484,1138,77,2699,830,118.64,42.99444444444444
1138,Matt Ryan (15355529),Jonathan Taylor (15355620),Ezekiel Elliott (15355596),Corey Davis (15355960),Davante Adams (15355828),Breshad Perriman (15355972),Chris Herndon (15356226),DeAndre Hopkins (15355830),Jets  (15356411),49500.0,114.50585714285715,148.0335714285714,191.26285714285717,1213,1139,1462,3814,1332,122.41999999999999,37.106666666666655
