,Player,SACK_MAX,SACK_MIN,SACK_MID,INT_MAX,INT_MIN,INT_MID,FR_MAX,FR_MIN,FR_MID,FF_MAX,FF_MIN,FF_MID,TD_MAX,TD_MIN,TD_MID,SAFETY_MAX,SAFETY_MIN,SAFETY_MID,PA_MAX,PA_MIN,PA_MID,YDS AGN_MAX,YDS AGN_MIN,YDS AGN_MID,FPTS_MAX,FPTS_MIN,FPTS_MID,Week,Position
10,Buccaneers,3.1,1.8,2.5,0.9,0.7,0.8,1.2,0.4,0.7,1.7,1.0,1.3,0.2,0.1,0.2,0.1,0.0,0.1,23.5,19.0,20.5,298.0,355.7,331.9,8.5,6.3,6.7,2,DST
11,Patriots,3.5,2.5,3.0,1.0,0.5,0.8,0.9,0.4,0.6,1.2,0.7,0.9,0.2,0.0,0.1,0.1,0.0,0.0,24.5,18.3,22.3,352.2,378.2,361.8,8.1,6.2,6.6,2,DST
12,Rams,3.6,2.3,2.8,0.9,0.6,0.7,1.2,0.5,0.7,1.7,0.7,1.1,0.2,0.1,0.1,0.1,0.0,0.0,24.0,19.6,22.6,317.0,361.5,339.2,8.8,5.8,6.6,2,DST
13,Cowboys,3.3,2.3,2.7,1.0,0.6,0.8,1.0,0.5,0.6,1.4,0.8,1.0,0.2,0.0,0.1,0.0,0.0,0.0,25.3,17.9,22.7,381.1,407.0,393.7,7.6,6.4,6.4,2,DST
14,Colts,3.2,2.1,2.6,1.0,0.6,0.7,0.9,0.5,0.7,1.2,1.0,1.1,0.2,0.0,0.1,0.1,0.0,0.1,23.0,20.8,22.1,319.0,374.3,345.2,7.9,5.6,6.3,2,DST
15,Bengals,2.8,1.9,2.3,1.4,0.8,1.0,0.7,0.3,0.5,0.9,0.4,0.7,0.2,0.0,0.2,0.0,0.0,0.0,27.1,19.5,23.8,347.6,394.0,365.1,7.8,6.1,6.3,2,DST
16,Seahawks,3.1,1.0,2.3,1.0,0.6,0.8,1.0,0.6,0.7,1.4,1.0,1.1,0.2,0.0,0.2,0.1,0.0,0.0,24.4,19.7,21.1,327.7,353.0,342.5,7.8,5.4,6.3,2,DST
17,Jaguars,3.8,2.3,3.0,0.8,0.5,0.7,0.8,0.3,0.6,0.9,0.6,0.7,0.2,0.1,0.1,0.0,0.0,0.0,26.2,22.2,25.2,339.9,393.0,370.0,7.9,5.3,6.3,2,DST
18,Packers,3.1,2.1,2.5,1.2,0.7,0.9,0.7,0.5,0.5,0.8,0.7,0.7,0.2,0.0,0.1,0.0,0.0,0.0,23.1,19.6,21.4,360.0,377.4,369.4,7.3,5.7,6.3,2,DST
19,Jets,3.3,2.0,2.5,1.1,0.7,0.8,0.8,0.4,0.6,1.1,0.7,0.9,0.2,0.0,0.1,0.0,0.0,0.0,26.0,21.1,23.3,316.0,359.9,339.1,7.6,5.9,6.2,2,DST
20,Dolphins,2.8,2.0,2.4,1.1,0.7,0.8,0.8,0.4,0.6,0.8,0.7,0.8,0.2,0.1,0.1,0.1,0.0,0.0,25.8,21.5,23.9,333.4,402.0,366.0,7.0,6.0,6.1,2,DST
21,Saints,3.3,1.8,2.4,0.9,0.6,0.7,0.9,0.5,0.7,1.2,0.9,1.0,0.2,0.1,0.1,0.0,0.0,0.0,21.5,18.9,20.6,339.6,373.5,351.0,6.9,5.9,6.1,2,DST
22,Vikings,3.1,1.5,2.2,1.0,0.7,0.9,1.0,0.4,0.6,1.4,0.5,1.0,0.2,0.0,0.1,0.1,0.0,0.0,26.5,19.0,22.6,309.0,379.3,349.7,6.8,5.5,6.0,2,DST
23,Eagles,3.0,1.3,2.0,1.2,0.8,0.9,0.7,0.4,0.5,0.9,0.7,0.8,0.2,0.1,0.1,0.0,0.0,0.0,22.5,19.5,21.6,355.0,377.0,365.9,6.7,5.6,5.8,2,DST
24,Giants,2.9,1.6,2.4,1.0,0.7,0.8,0.7,0.4,0.5,0.7,0.7,0.7,0.2,0.0,0.1,0.0,0.0,0.0,25.5,20.8,23.5,312.1,349.4,324.8,6.5,5.6,5.8,2,DST
25,Broncos,3.3,1.3,1.9,0.9,0.7,0.8,0.8,0.5,0.6,1.1,0.7,0.9,0.2,0.1,0.1,0.0,0.0,0.0,23.8,21.0,22.8,295.0,399.3,350.8,6.2,5.4,5.6,2,DST
26,Falcons,3.1,1.5,2.2,0.9,0.6,0.7,0.7,0.3,0.5,0.8,0.6,0.7,0.2,0.1,0.1,0.0,0.0,0.0,28.3,22.6,26.5,396.9,408.1,404.0,7.2,3.8,5.5,2,DST
27,Panthers,3.3,1.5,2.2,0.9,0.5,0.7,0.8,0.4,0.6,1.1,0.5,0.8,0.2,0.0,0.1,0.0,0.0,0.0,29.8,24.6,27.2,342.3,392.9,361.7,7.9,4.2,5.4,2,DST
28,Texans,2.5,1.5,2.1,0.9,0.4,0.6,0.8,0.3,0.6,1.2,0.5,0.9,0.2,0.0,0.1,0.0,0.0,0.0,29.2,23.3,27.0,385.7,415.0,396.8,6.4,4.3,5.3,2,DST
29,Lions,3.6,1.5,2.5,0.7,0.3,0.5,0.7,0.4,0.6,0.9,0.6,0.8,0.2,0.0,0.1,0.0,0.0,0.0,29.0,22.7,26.2,357.8,370.0,364.6,6.9,3.8,5.3,2,DST
30,Chargers,2.7,1.3,1.9,0.8,0.5,0.6,0.6,0.4,0.5,0.8,0.4,0.6,0.2,0.0,0.1,0.0,0.0,0.0,31.1,18.8,25.7,374.0,413.7,388.9,5.8,3.7,4.9,2,DST
31,Raiders,2.4,1.1,1.6,1.0,0.5,0.7,0.6,0.3,0.5,1.0,0.4,0.7,0.2,0.0,0.1,0.0,0.0,0.0,27.3,20.9,25.6,368.0,387.8,378.0,5.5,3.8,4.6,2,DST
