,Player,SACK_MAX,SACK_MIN,SACK_MID,INT_MAX,INT_MIN,INT_MID,FR_MAX,FR_MIN,FR_MID,FF_MAX,FF_MIN,FF_MID,TD_MAX,TD_MIN,TD_MID,SAFETY_MAX,SAFETY_MIN,SAFETY_MID,PA_MAX,PA_MIN,PA_MID,YDS AGN_MAX,YDS AGN_MIN,YDS AGN_MID,FPTS_MAX,FPTS_MIN,FPTS_MID,Week,Position
0,Bills,3.4,1.7,2.7,1.5,1.0,1.2,0.7,0.5,0.6,1.3,1.0,1.1,0.2,0.1,0.2,0.1,0.0,0.0,20.4,14.6,17.3,247.0,339.5,307.4,9.2,7.0,8.5,2,DST
1,Ravens,3.7,2.8,3.2,1.2,0.8,1.0,0.9,0.5,0.7,1.2,0.9,1.0,0.2,0.1,0.1,0.0,0.0,0.0,22.1,17.2,19.9,310.0,356.9,340.2,8.9,6.9,8.5,2,DST
2,49ers,3.6,2.3,2.8,1.3,0.9,1.0,1.0,0.5,0.7,1.4,0.9,1.2,0.2,0.1,0.2,0.1,0.0,0.1,18.3,15.5,17.0,256.0,316.8,295.2,9.1,6.7,8.5,2,DST
3,Cardinals,4.3,2.0,3.1,1.2,0.7,0.9,0.7,0.5,0.6,1.4,0.9,1.1,0.2,0.1,0.2,0.1,0.0,0.0,22.5,17.3,19.7,265.0,342.1,298.5,9.3,6.9,8.2,2,DST
4,Chiefs,4.6,2.3,3.3,1.1,0.4,0.8,0.8,0.4,0.6,1.1,0.8,0.9,0.2,0.1,0.2,0.1,0.0,0.0,21.9,18.3,19.7,296.2,349.4,328.8,9.2,6.3,8.2,2,DST
5,Bears,3.4,1.8,2.6,1.2,0.8,1.0,1.0,0.5,0.7,1.3,0.8,1.1,0.2,0.1,0.2,0.1,0.0,0.0,20.5,15.9,18.6,307.0,329.7,321.2,8.7,6.9,8.0,2,DST
6,Steelers,4.0,1.2,2.7,1.1,0.5,0.8,0.9,0.5,0.7,1.2,0.9,1.0,0.2,0.0,0.1,0.1,0.0,0.0,17.6,15.0,16.9,271.0,334.4,308.4,8.3,6.3,7.5,2,DST
7,Titans,3.6,1.8,2.6,0.9,0.4,0.7,0.9,0.4,0.6,1.2,0.6,0.8,0.2,0.1,0.2,0.1,0.0,0.0,18.8,16.2,18.0,298.0,349.4,328.5,8.3,5.6,7.1,2,DST
8,Browns,3.1,2.3,2.7,1.0,0.8,0.9,0.9,0.5,0.6,1.3,0.9,1.1,0.2,0.1,0.2,0.1,0.0,0.0,22.7,19.2,20.0,328.0,347.0,338.0,8.3,6.5,6.8,2,DST
9,Team,4.9,2.1,3.0,1.1,0.7,0.9,0.7,0.4,0.6,1.2,0.9,1.0,0.2,0.0,0.1,0.0,0.0,0.0,26.8,22.4,25.1,317.0,379.3,352.9,9.1,5.8,6.7,2,DST
