,Player,Salary,Position
12,Christian McCaffrey,8500.0,RB
13,Dalvin Cook,8000.0,RB
14,Miles Sanders,6600.0,RB
15,Joe Mixon,6200.0,RB
16,Nick Chubb,6100.0,RB
17,Melvin Gordon,6000.0,RB
18,Le'Veon Bell,5300.0,RB
0,Sam Darnold,5200.0,QB
1,Brian Hoyer,5200.0,QB
36,Allen Lazard,5100.0,WR
72,Zach Ertz,5000.0,TE
2,Dwayne Haskins,5000.0,QB
3,Blake Bortles,5000.0,QB
4,Jeff Driskel,4900.0,QB
37,Alshon Jeffery,4600.0,WR
5,Will Grier,4500.0,QB
6,PJ Walker,4300.0,QB
73,Dallas Goedert,4300.0,TE
27,Darrynton Evans,4000.0,RB
38,Michael Pittman,4000.0,WR
35,LeVante Bellamy,4000.0,RB
34,Sony Michel,4000.0,RB
33,Patrick Taylor,4000.0,RB
32,Tyler Ervin,4000.0,RB
31,TJ Logan,4000.0,RB
30,Derek Watt,4000.0,RB
28,Senorise Perry,4000.0,RB
29,Scottie Phillips,4000.0,RB
26,Tarik Cohen,4000.0,RB
20,Marlon Mack,4000.0,RB
7,Trace McSorley,4000.0,QB
8,James Morgan,4000.0,QB
10,Ryan Griffin,4000.0,QB
11,Jordan Love,4000.0,QB
19,La'Mical Perine,4000.0,RB
9,Josh Dobbs,4000.0,QB
21,Chris Thompson,4000.0,RB
23,Jason Cabinda,4000.0,RB
24,Bryce Love,4000.0,RB
25,Saquon Barkley,4000.0,RB
22,Bo Scarbrough,4000.0,RB
74,Austin Hooper,3900.0,TE
39,Parris Campbell,3800.0,WR
40,Jalen Reagor,3700.0,WR
41,Steven Sims,3400.0,WR
66,JoJo Natson,3000.0,WR
61,Omar Bayless,3000.0,WR
62,Riley Ridley,3000.0,WR
63,Keke Coutee,3000.0,WR
64,Isaiah Coulter,3000.0,WR
65,KhaDarel Hodge,3000.0,WR
70,Diontae Spencer,3000.0,WR
67,John Hurst,3000.0,WR
68,John Franklin,3000.0,WR
69,Quincy Adeboyejo,3000.0,WR
71,Courtland Sutton,3000.0,WR
59,David Sills,3000.0,WR
60,Cody Core,3000.0,WR
46,Chris Hogan,3000.0,WR
58,Damion Ratley,3000.0,WR
49,Dezmon Patmon,3000.0,WR
57,CJ Board,3000.0,WR
42,Chris Moore,3000.0,WR
43,Antoine Wesley,3000.0,WR
44,DeAndrew White,3000.0,WR
47,Josh Malone,3000.0,WR
48,Reece Fountain,3000.0,WR
45,Quez Watkins,3000.0,WR
50,Dede Westbrook,3000.0,WR
51,Quintez Cephus,3000.0,WR
52,KJ Osborn,3000.0,WR
53,Isaiah Wright,3000.0,WR
54,Antonio Gandy-Golden,3000.0,WR
55,Kelvin Harmon,3000.0,WR
56,Emanuel Hall,3000.0,WR
75,Josh Oliver,2700.0,TE
84,Eric Tomlinson,2500.0,TE
91,Dalton Keene,2500.0,TE
90,John Lovett,2500.0,TE
89,Josiah Deguara,2500.0,TE
88,OJ Howard,2500.0,TE
87,Patrick Scales,2500.0,TE
86,Darion Clark,2500.0,TE
85,Colin Thompson,2500.0,TE
76,Hakeem Butler,2500.0,TE
83,Thaddeus Moss,2500.0,TE
82,Marcus Baugh,2500.0,TE
81,Tyler Davis,2500.0,TE
80,Clark Harris,2500.0,TE
79,CJ Uzomah,2500.0,TE
78,Daniel Brown,2500.0,TE
77,Joshua Perkins,2500.0,TE
92,Austin Fort,2500.0,TE
